  I     	  II     	  LV     	  LV'		  RA     	  RA'		
 -9.77   	-22.28   	 43.64   	-808.75		 15.32(V)	   0.00		
-12.21   	-21.36   	 40.41   	-742.62		 15.32   	  -5.09		
-15.56   	-23.19   	 37.44   	-676.50		 15.30   	 -10.17		
-18.01   	-26.86   	 34.73   	-620.55		 15.26   	 -15.26		
-18.92   	-29.91   	 32.25   	-564.60		 15.20   	 -15.26		
-17.70   	-30.21   	 29.99   	-513.73		 15.14   	 -15.26		
-16.48   	-27.16   	 27.93   	-462.87		 15.08   	 -15.26		
-15.87   	-23.19   	 26.08   	-422.18		 15.02   	 -20.35		
-16.78   	-22.58   	 24.39   	-376.40		 14.93   	 -25.43		
-18.62   	-26.55   	 22.89   	-340.79		 14.83   	 -30.52		
-20.45   	-33.87   	 21.53   	-305.19		 14.71   	 -30.52		
-21.36   	-40.59   	 20.31   	-269.58		 14.59   	 -30.52		
-21.67   	-43.64   	 19.23   	-233.98		 14.47   	 -30.52		
-21.36   	-41.81   	 18.29   	-208.54		 14.34   	 -20.35		
-20.45   	-36.32   	 17.46   	-178.03		 14.26   	 -15.26		
-19.84   	-30.52   	 16.74   	-157.68		 14.20   	  -5.09		
-18.92   	-27.47   	 16.11   	-137.33		 14.18   	  -5.09		
-18.62   	-28.99   	 15.56   	-111.90		 14.16   	   0.00		
-18.31   	-34.48   	 15.12   	 -96.64		 14.16   	   0.00		
-18.62   	-41.50   	 14.73   	 -76.30		 14.16   	   0.00		
-19.53   	-47.00   	 14.43   	 -66.12		 14.16   	  -5.09		
-21.06   	-49.13   	 14.16   	 -45.78		 14.14   	  -5.09		
-22.89   	-48.52   	 13.98   	 -40.69		 14.12   	 -10.17		
-23.80   	-46.08   	 13.81   	 -25.43		 14.08   	  -5.09		
-23.19   	-44.56   	 13.71   	 -20.35		 14.06   	   0.00		
-21.06   	-44.56   	 13.63   	 -15.26		 14.06   	   5.09		
-18.01   	-45.47   	 13.57   	 -15.26		 14.08   	   5.09		
-16.48   	-47.00   	 13.51   	  -5.09		 14.10   	   5.09		
-17.09   	-47.61   	 13.49   	  -5.09		 14.12   	   5.09		
-19.23   	-47.30   	 13.47   	  -5.09		 14.14   	  10.17		
-21.67   	-46.69   	 13.45(D)	   0.00		 14.18   	   5.09		
-22.28   	-47.00   	 13.45   	   0.00		 14.20   	   0.00		
-20.75   	-48.83   	 13.45   	   5.09		 14.20   	   5.09		
-18.31   	-51.57   	 13.47   	   5.09		 14.22   	   0.00		
-16.78   	-54.02   	 13.49   	  10.17		 14.22   	   0.00		
-17.09   	-55.85   	 13.53   	  15.26		 14.22   	   0.00		
-18.92   	-56.76   	 13.59   	  15.26		 14.22   	   0.00		
-20.75   	-57.07   	 13.65   	  15.26		 14.22   	  -5.09		
-21.67   	-57.68   	 13.71   	  25.43		 14.20   	  -5.09		
-21.36   	-57.07   	 13.81   	  20.35		 14.18   	  -5.09		
-21.06   	-54.93   	 13.90   	  25.43		 14.16   	  -5.09		
-21.67   	-51.57   	 14.00   	  30.52		 14.14   	 -10.17		
-22.58   	-48.22   	 14.12   	  30.52		 14.10   	 -10.17		
-22.58   	-46.39   	 14.24   	  35.61		 14.06   	 -10.17		
-20.45   	-46.39   	 14.38   	  30.52		 14.02   	 -10.17		
-16.78   	-47.91   	 14.51   	  35.61		 13.98   	 -10.17		
-14.04   	-49.74   	 14.65   	  35.61		 13.94   	 -10.17		
-12.51   	-51.88   	 14.79   	  40.69		 13.90   	  -5.09		
-12.21   	-54.02   	 14.95   	  35.61		 13.88   	 -10.17		
-12.21   	-55.54   	 15.10   	  40.69		 13.84   	  -5.09		
-12.21   	-54.63   	 15.26   	  40.69		 13.81   	  -5.09		
-12.82   	-50.35   	 15.42   	  35.61		 13.79   	  -5.09		
-14.34   	-45.17   	 15.56   	  35.61		 13.77   	   0.00		
-16.78   	-42.72   	 15.71   	  30.52		 13.77   	  -5.09		
-19.23   	-44.56   	 15.83   	  25.43		 13.75   	  -5.09		
-20.45   	-51.27   	 15.93   	  20.35		 13.73   	  -5.09		
-20.14   	-59.20   	 16.01   	  10.17		 13.71   	   0.00		
-18.62   	-64.70   	 16.05   	  10.17		 13.71   	  -5.09		
-17.40   	-66.22   	 16.09   	   5.09		 13.69   	   0.00		
-17.40   	-64.39   	 16.11   	   0.00		 13.69   	   0.00		
-18.62   	-60.73   	 16.11   	  -5.09		 13.69   	   0.00		
-18.62   	-56.76   	 16.09   	  -5.09		 13.69   	  -5.09		
-16.78   	-53.10   	 16.07   	  -5.09		 13.67   	   0.00		
-13.12   	-49.74   	 16.05   	 -10.17		 13.67   	  -5.09		
 -8.54   	-44.86   	 16.01   	 -10.17		 13.65   	   0.00		
 -3.97   	-37.54   	 15.97   	 -10.17		 13.65   	  -5.09		
 -0.31   	-25.94   	 15.93   	 -10.17		 13.63   	   0.00		
  3.36   	-11.29   	 15.89   	 -10.17		 13.63   	   0.00		
  7.93   	  3.97   	 15.85   	  -5.09		 13.63   	   0.00		
 12.21   	 15.56   	 15.83   	  -5.09		 13.63   	   0.00		
 14.04   	 19.84   	 15.81   	  -5.09		 13.63   	   0.00		
 13.43   	 17.70   	 15.79   	  -5.09		 13.63   	   0.00		
 12.51   	 12.51   	 15.77   	   0.00		 13.63   	   0.00		
 14.04   	  9.46   	 15.77   	   0.00		 13.63   	   5.09		
 19.53   	 13.73   	 15.77   	   0.00		 13.65   	   5.09		
 28.69   	 26.25   	 15.77   	   0.00		 13.67   	   5.09		
 38.15   	 42.72   	 15.77   	   0.00		 13.69   	   5.09		
 45.17   	 54.93   	 15.77   	   0.00		 13.71   	   5.09		
 48.22   	 55.54   	 15.77   	  -5.09		 13.73   	   5.09		
 48.52   	 43.03   	 15.75   	  -5.09		 13.75   	   5.09		
 47.91   	 24.11   	 15.73   	 -10.17		 13.77   	   5.09		
 47.61   	  9.46   	 15.69   	 -10.17		 13.79   	  10.17		
 47.61   	  4.88   	 15.65   	 -10.17		 13.84   	   5.09		
 47.30   	  7.63   	 15.61   	 -15.26		 13.86   	  15.26		
 44.25   	  8.54   	 15.54   	  -5.09		 13.92   	  15.26		
 37.54   	  0.61   	 15.52   	  -5.09		 13.98   	  25.43		
 27.77   	-12.51   	 15.50   	   0.00		 14.08   	  30.52		
 16.17   	-22.89   	 15.50   	   5.09		 14.20   	  40.69		
  3.97   	-25.63   	 15.52   	  10.17		 14.36   	  40.69		
 -7.32   	-22.89   	 15.56   	  15.26		 14.53   	  40.69		
-16.78   	-21.97   	 15.63   	  20.35		 14.69   	  40.69		
-22.89   	-28.69   	 15.71   	  20.35		 14.85   	  45.78		
-25.02   	-41.81   	 15.79   	  20.35		 15.04   	  40.69		
-23.80   	-55.24   	 15.87   	  20.35		 15.20   	  45.78		
-21.97   	-63.17   	 15.95   	  25.43		 15.38   	  45.78		
-21.67   	-65.31   	 16.05   	  25.43		 15.56   	  50.86		
-23.19   	-64.09   	 16.15   	  25.43		 15.77   	  50.86		
-25.33   	-62.87   	 16.26   	  20.35		 15.97   	  55.95		
-26.25   	-63.17   	 16.34   	  20.35		 16.20   	  45.78		
-25.33   	-64.70   	 16.42   	  20.35		 16.38   	  35.61		
-23.80   	-64.09   	 16.50   	  15.26		 16.52   	  20.35		
-22.58   	-60.12   	 16.56   	  10.17		 16.60(A)	  -5.09		
-23.19   	-54.63   	 16.60   	   5.09		 16.58   	 -25.43		
-25.02   	-49.74   	 16.62   	   5.09		 16.48   	 -50.86		
-26.86   	-48.52   	 16.64   	   5.09		 16.28   	 -66.12		
-27.47   	-50.35   	 16.66   	   0.00		 16.01   	 -81.38		
-26.25   	-52.49   	 16.66   	   5.09		 15.69   	 -81.38		
-23.19   	-51.88   	 16.68   	   5.09		 15.36   	 -86.47		
-20.45   	-49.44   	 16.70   	  10.17		 15.02   	 -76.30		
-19.84   	-46.69   	 16.74   	  20.35		 14.71   	 -76.30		
-21.67   	-46.08   	 16.83   	  30.52		 14.40   	 -66.12		
-25.02   	-46.69   	 16.95   	  35.61		 14.14   	 -61.04		
-25.02   	-44.56   	 17.09   	  45.78		 13.90   	 -55.95		
-14.95   	-36.93   	 17.27   	  55.95		 13.67   	 -61.04		
 13.73   	-21.67   	 17.50   	  61.04		 13.43   	 -50.86		
 66.53   	  4.27   	 17.74   	  66.12		 13.22   	 -55.95		
142.52   	 48.22   	 18.01   	  66.12		 13.00   	 -45.78		
234.07   	117.80   	 18.27   	  61.04		 12.82   	 -35.61		
328.98   	214.23   	 18.51   	  55.95		 12.68   	 -30.52		
408.94   	318.60   	 18.74   	  55.95		 12.55   	 -20.35		
455.02   	390.93   	 18.96   	  61.04		 12.47   	 -10.17		
447.69   	392.15(R)	 19.21(E)	  61.04		 12.43   	  -5.09		
376.59   	310.06   	 19.45   	  76.30		 12.41   	   5.09		
251.16   	171.51   	 19.76   	  96.64		 12.43   	   0.00		
103.15   	 30.52   	 20.14   	 122.07		 12.43   	   5.09		
-25.63   	-65.92   	 20.63   	 157.68		 12.45   	   5.09		
-102.54   	-101.62   	 21.26   	 208.54		 12.47   	   5.09		
-121.15   	-92.77   	 22.10   	 274.67		 12.49   	   5.09		
-101.01   	-65.92   	 23.19   	 350.97		 12.51   	   5.09		
-70.50   	-39.67   	 24.60   	 432.35		 12.53   	  10.17		
-48.22   	-21.97   	 26.33   	 523.90		 12.57   	  10.17		
-38.15   	-14.34   	 28.42   	 615.46		 12.61   	  15.26		
-35.40   	-15.26   	 30.88   	 707.02		 12.68   	  15.26		
-34.48   	-21.06   	 33.71   	 798.57		 12.74   	  15.26		
-34.18   	-27.16   	 36.91   	 890.13		 12.80   	  15.26		
-34.48   	-28.99   	 40.47   	 971.51		 12.86   	   5.09		
-34.79   	-25.94   	 44.35   	1068.15		 12.88   	   0.00		
-33.57   	-20.45   	 48.63   	1149.54		 12.88   	   0.00		
-30.52   	-15.26   	 53.22   	1200.40		 12.88   	 -10.17		
-26.55   	-12.21   	 58.03   	1210.58		 12.84   	 -10.17		
-24.41   	-11.29   	 62.87   	1190.23		 12.80   	 -10.17		
-25.33   	-12.21   	 67.63   	1129.19		 12.76   	 -10.17		
-27.77   	-14.04   	 72.15   	1047.81		 12.72   	  -5.09		
-29.91   	-15.56   	 76.34   	 946.08		 12.70   	 -10.17		
-29.60   	-16.17   	 80.12   	 849.44		 12.66   	  -5.09		
-27.16   	-15.87   	 83.52   	 773.14		 12.63   	  -5.09		
-23.80   	-15.56   	 86.61   	 696.84		 12.61   	 -10.17		
-21.67   	-14.34   	 89.40   	 620.55		 12.57   	  -5.09		
-21.06   	-12.21   	 91.88   	 554.42		 12.55   	 -15.26		
-21.67   	-10.38   	 94.10   	 508.65		 12.49   	 -15.26		
-22.89   	 -9.46   	 96.13   	 467.95		 12.43   	 -20.35		
-23.50   	-10.38   	 98.01   	 442.52		 12.35   	 -25.43		
-22.58   	-10.99   	 99.78   	 427.26		 12.25   	 -30.52		
-20.14   	 -9.46   	101.48   	 406.92		 12.13   	 -30.52		
-16.48   	 -6.71   	103.11   	 401.83		 12.00   	 -25.43		
-13.12   	 -4.58   	104.72   	 386.57		 11.90   	 -20.35		
-10.99   	 -3.97   	106.27   	 366.22		 11.82   	 -25.43		
 -9.77   	 -2.44   	107.73   	 345.88		 11.72   	 -20.35		
 -7.32   	  4.27   	109.11   	 320.45		 11.64   	 -25.43		
 -3.97   	 17.70   	110.40   	 305.19		 11.54   	 -30.52		
  0.00   	 33.87   	111.62   	 284.84		 11.41   	 -45.78		
  2.75   	 45.47   	112.76   	 274.67		 11.23   	 -61.04		
  3.66   	 46.69   	113.86   	 259.41		 10.99   	 -76.30		
  3.66   	 38.45   	114.89   	 249.24		 10.68   	 -86.47		
  5.19   	 26.55   	115.89   	 239.06		 10.34   	 -86.47		
  9.16   	 19.84   	116.85   	 223.80		  9.99   	 -91.56		
 14.95   	 23.50   	117.74   	 213.63		  9.62   	 -76.30		
 21.36   	 36.32   	118.60   	 208.54		  9.32   	 -71.21		
 27.16   	 53.10   	119.43   	 198.37		  9.03   	 -55.95		
 32.04   	 67.14   	120.22   	 188.20		  8.81   	 -40.69		
 36.01   	 74.77   	120.98   	 183.11		  8.65   	 -30.52		
 39.67   	 78.13   	121.71   	 172.94		  8.52   	 -25.43		
 43.64   	 80.57   	122.40   	 172.94		  8.42   	 -20.35		
 47.91   	 86.36   	123.09   	 167.85		  8.34   	 -10.17		
 53.41   	 96.74   	123.76   	 167.85		  8.30   	 -10.17		
 59.81   	109.86   	124.43   	 157.68		  8.26   	 -10.17		
 67.75   	122.07   	125.07   	 152.59		  8.22   	   0.00		
 76.60   	130.92   	125.68   	 147.51		  8.22   	   5.09		
 84.53   	133.97   	126.27   	 147.51		  8.24   	  10.17		
 89.72   	132.45   	126.86   	 142.42		  8.28   	  15.26		
 91.25   	129.39   	127.43   	 142.42		  8.34   	  20.35		
 91.55   	129.70   	128.00   	 137.33		  8.42   	  30.52		
 93.38   	136.41   	128.54   	 137.33		  8.55   	  25.43		
 98.57   	147.09   	129.09   	 132.25		  8.65   	  30.52		
104.68   	155.94   	129.62   	 127.16		  8.77   	  25.43		
108.64   	158.39   	130.13   	 122.07		  8.87   	  30.52		
108.34   	154.72   	130.62   	 116.99		  8.99   	  20.35		
104.68   	148.93   	131.09   	 111.90		  9.07   	  25.43		
 99.79   	145.26   	131.54   	 101.73		  9.18   	  25.43		
 94.91   	144.35   	131.94   	  96.64		  9.28   	  20.35		
 90.64   	142.82   	132.33   	  91.56		  9.36   	  25.43		
 86.67   	138.55   	132.70   	  76.30		  9.46   	  30.52		
 82.40   	130.92   	133.00   	  66.12		  9.58   	  25.43		
 78.43   	121.77   	133.26   	  55.95		  9.68   	  30.52		
 73.85   	112.92   	133.49   	  45.78		  9.81   	  25.43		
 67.44   	103.15   	133.67   	  40.69		  9.91   	  25.43		
 58.90   	 90.94   	133.83   	  30.52		 10.01   	  20.35		
 48.83   	 76.60   	133.96   	  25.43		 10.09   	  25.43		
 38.76   	 61.65   	134.06   	  10.17		 10.19   	  35.61		
 29.30   	 48.83   	134.10   	   5.09		 10.34   	  40.69		
 21.06   	 39.06   	134.12(S)	  -5.09		 10.50   	  45.78		
 13.73   	 30.21   	134.10   	 -20.35		 10.68   	  55.95		
  7.02   	 20.45   	134.02   	 -35.61		 10.91   	  61.04		
  1.53   	  9.16   	133.88   	 -55.95		 11.15   	  55.95		
 -2.44   	 -1.53   	133.65   	 -76.30		 11.37   	  55.95		
 -4.27   	 -8.85   	133.35   	-106.82		 11.60   	  50.86		
 -5.49   	-12.82   	132.92   	-147.51		 11.80   	  40.69		
 -7.32   	-14.34   	132.33   	-193.29		 11.96   	  40.69		
-10.38   	-14.95   	131.56   	-249.24		 12.13   	  35.61		
-14.04   	-15.87   	130.56   	-315.36		 12.27   	  35.61		
-16.78   	-17.40   	129.30   	-376.40		 12.41   	  35.61		
-17.70   	-19.53   	127.79   	-452.69		 12.55   	  35.61		
-16.78   	-23.19   	125.98   	-528.99		 12.70   	  35.61		
-15.56   	-27.47   	123.87   	-615.46		 12.84   	  30.52		
-15.87   	-31.13   	121.40   	-722.28		 12.96   	  35.61		
-17.70   	-32.65   	118.51   	-839.26		 13.10   	  35.61		
-20.14   	-32.35   	115.16   	-971.51		 13.25   	  30.52		
-21.06   	-31.74   	111.27   	-1093.59		 13.37   	  40.69		
-20.45   	-32.04   	106.90   	-1210.58		 13.53   	  35.61		
-18.01   	-32.65   	102.05   	-1307.22		 13.67   	  40.69		
-15.56   	-32.65   	 96.83   	-1388.60		 13.84   	  35.61		
-14.65   	-31.74   	 91.27   	-1429.29		 13.98   	  40.69		
-15.56   	-32.04   	 85.55   	-1434.38		 14.14   	  30.52		
-17.70   	-35.40   	 79.82   	-1408.95		 14.26   	  30.52		
-20.45   	-39.67   	 74.18   	-1368.26		 14.38   	  30.52		
-22.58   	-41.20   	 68.71   	-1312.30		 14.51   	  35.61		
-24.41   	-36.01   	 63.46   	-1251.27		 14.65   	  30.52		
-25.02   	-25.63   	 58.45   	-1180.06		 14.77   	  30.52		
-24.72   	-15.26   	 53.73   	-1098.67		 14.89   	  20.35		
-23.50   	-10.38   	 49.34   	-1027.46		 14.97   	  15.26		
-21.97   	-12.82   	 45.23   	-946.08		 15.04   	   5.09		
-21.67   	-19.23   	 41.44   	-879.96		 15.06(V)	 -10.17		
-22.89   	-25.33   	 37.92   	-808.75		 15.02   	 -25.43		
-25.02   	-27.77   	 34.69   	-737.54		 14.91   	 -35.61		
-26.55   	-25.94   	 31.74   	-681.58		 14.77   	 -45.78		
-26.55   	-23.19   	 29.01   	-615.46		 14.59   	 -50.86		
-24.72   	-21.36   	 26.55   	-564.60		 14.38   	 -50.86		
-22.28   	-21.36   	 24.29   	-508.65		 14.18   	 -55.95		
-20.75   	-21.97   	 22.26   	-452.69		 13.96   	 -50.86		
-20.75   	-21.67   	 20.45   	-406.92		 13.75   	 -50.86		
-22.28   	-20.75   	 18.82   	-361.14		 13.55   	 -50.86		
-24.41   	-21.97   	 17.38   	-315.36		 13.35   	 -50.86		
-25.94   	-26.25   	 16.11   	-274.67		 13.14   	 -55.95		
-26.25   	-32.04   	 15.02   	-233.98		 12.92   	 -55.95		
-25.63   	-36.32   	 14.08   	-203.46		 12.70   	 -55.95		
-25.63   	-36.62   	 13.27   	-172.94		 12.47   	 -61.04		
-26.55   	-32.65   	 12.57   	-142.42		 12.23   	 -55.95		
-28.38   	-27.16   	 12.00   	-122.07		 12.00   	 -55.95		
-29.60   	-22.28   	 11.52   	 -96.64		 11.78   	 -45.78		
-29.30   	-19.84   	 11.13   	 -81.38		 11.60   	 -40.69		
-27.77   	-20.75   	 10.80   	 -61.04		 11.43   	 -25.43		
-26.25   	-25.63   	 10.56   	 -50.86		 11.33   	 -20.35		
-25.94   	-32.96   	 10.36   	 -40.69		 11.25   	 -10.17		
-25.94   	-40.59   	 10.19   	 -30.52		 11.21   	   0.00		
-25.33   	-46.69   	 10.07   	 -25.43		 11.21   	   5.09		
-24.11   	-49.74   	  9.97   	 -15.26		 11.23   	   5.09		
-23.19   	-50.96   	  9.91   	  -5.09		 11.25   	  10.17		
-23.80   	-50.96   	  9.89   	  -5.09		 11.29   	  10.17		
-25.63   	-49.44   	  9.87(D)	   0.00		 11.33   	   5.09		
-26.86   	-45.47   	  9.87   	   5.09		 11.35   	  -5.09		
-27.16   	-39.06   	  9.89   	  10.17		 11.33   	 -10.17		
-25.94   	-32.65   	  9.93   	  15.26		 11.29   	 -15.26		
-24.72   	-29.30   	  9.99   	  15.26		 11.23   	 -20.35		
-23.80   	-32.65   	 10.05   	  20.35		 11.15   	 -15.26		
-24.11   	-42.11   	 10.13   	  20.35		 11.09   	 -15.26		
-25.02   	-53.41   	 10.21   	  25.43		 11.03   	 -10.17		
-25.63   	-60.42   	 10.32   	  25.43		 10.99   	  -5.09		
-25.63   	-59.81   	 10.42   	  30.52		 10.97   	   0.00		
-25.63   	-54.32   	 10.54   	  30.52		 10.97   	   0.00		
-25.02   	-50.05   	 10.66   	  30.52		 10.97   	  10.17		
-25.02   	-52.80   	 10.78   	  40.69		 11.01   	  10.17		
-25.33   	-61.04   	 10.95   	  35.61		 11.05   	  15.26		
-24.72   	-67.14   	 11.09   	  40.69		 11.11   	  20.35		
-22.89   	-63.78   	 11.25   	  45.78		 11.19   	  25.43		
-21.06   	-50.96   	 11.43   	  40.69		 11.29   	  30.52		
-20.45   	-35.71   	 11.60   	  45.78		 11.41   	  30.52		
-21.97   	-26.55   	 11.78   	  40.69		 11.54   	  35.61		
-24.11   	-28.69   	 11.94   	  45.78		 11.68   	  35.61		
-25.33   	-39.98   	 12.13   	  40.69		 11.82   	  30.52		
-24.72   	-53.10   	 12.29   	  35.61		 11.94   	  35.61		
-23.19   	-62.26   	 12.43   	  40.69		 12.09   	  25.43		
-22.89   	-64.70   	 12.59   	  30.52		 12.19   	  30.52		
-24.11   	-61.65   	 12.72   	  30.52		 12.31   	  20.35		
-25.02   	-56.15   	 12.84   	  30.52		 12.39   	  25.43		
-24.41   	-51.57   	 12.96   	  25.43		 12.49   	  25.43		
-22.89   	-48.52   	 13.06   	  25.43		 12.59   	  20.35		
-21.97   	-47.91   	 13.16   	  20.35		 12.68   	  30.52		
-22.28   	-48.83   	 13.25   	  20.35		 12.80   	  25.43		
-23.50   	-49.44   	 13.33   	  20.35		 12.90   	  25.43		
-24.72   	-49.13   	 13.41   	  20.35		 13.00   	  30.52		
-24.11   	-47.61   	 13.49   	  20.35		 13.12   	  30.52		
-22.58   	-45.47   	 13.57   	  15.26		 13.25   	  25.43		
-19.53   	-43.95   	 13.63   	  15.26		 13.35   	  30.52		
-15.87   	-43.33   	 13.69   	  15.26		 13.47   	  25.43		
-12.21   	-41.20   	 13.75   	  15.26		 13.57   	  20.35		
-10.07   	-35.10   	 13.81   	  15.26		 13.65   	  20.35		
 -8.85   	-23.50   	 13.88   	  15.26		 13.73   	  20.35		
 -7.93   	 -8.24   	 13.94   	  10.17		 13.81   	  15.26		
 -6.41   	  5.80   	 13.98   	  15.26		 13.88   	  15.26		
 -3.36   	 14.95   	 14.04   	  10.17		 13.94   	  15.26		
  1.22   	 17.40   	 14.08   	   5.09		 14.00   	  15.26		
  6.41   	 15.56   	 14.10   	  10.17		 14.06   	  15.26		
 11.29   	 14.34   	 14.14   	   5.09		 14.12   	  15.26		
 15.87   	 18.62   	 14.16   	   0.00		 14.18   	  15.26		
 18.92   	 28.69   	 14.16   	   0.00		 14.24   	  10.17		
 20.14   	 39.98   	 14.16   	   0.00		 14.28   	  10.17		
 19.84   	 45.78   	 14.16   	  -5.09		 14.32   	  10.17		
 19.84   	 41.20   	 14.14   	 -10.17		 14.36   	  10.17		
 21.67   	 28.38   	 14.10   	 -10.17		 14.40   	  15.26		
 26.86   	 14.34   	 14.06   	 -15.26		 14.47   	  15.26		
 33.57   	  5.19   	 14.00   	 -10.17		 14.53   	  20.35		
 38.15   	  2.75   	 13.96   	 -10.17		 14.61   	  30.52		
 37.84   	  3.05   	 13.92   	 -10.17		 14.73   	  40.69		
 30.52   	  1.53   	 13.88   	  -5.09		 14.89   	  40.69		
 17.40   	 -3.36   	 13.86   	   0.00		 15.06   	  50.86		
  0.92   	 -8.54   	 13.86   	   5.09		 15.26   	  50.86		
-15.26   	-12.51   	 13.88   	   5.09		 15.46   	  55.95		
-27.77   	-16.78   	 13.90   	   5.09		 15.69   	  45.78		
-35.71   	-23.80   	 13.92   	  15.26		 15.87   	  45.78		
-39.37   	-35.40   	 13.98   	  10.17		 16.05   	  45.78		
-39.67   	-48.52   	 14.02   	  15.26		 16.24   	  40.69		
-38.45   	-58.90   	 14.08   	  20.35		 16.40   	  40.69		
-36.93   	-63.48   	 14.16   	  20.35		 16.56   	  40.69		
-35.40   	-63.17   	 14.24   	  20.35		 16.72   	  45.78		
-34.18   	-61.04   	 14.32   	  15.26		 16.91   	  35.61		
-33.57   	-59.81   	 14.38   	  20.35		 17.05   	  25.43		
-34.48   	-60.42   	 14.47   	  10.17		 17.15   	  15.26		
-35.71   	-61.95   	 14.51   	  10.17		 17.21(A)	 -10.17		
-36.32   	-62.87   	 14.55   	   5.09		 17.17   	 -25.43		
-35.40   	-62.56   	 14.57   	   0.00		 17.07   	 -55.95		
-33.57   	-61.04   	 14.57   	   0.00		 16.85   	 -66.12		
-32.65   	-59.20   	 14.57   	  -5.09		 16.58   	 -81.38		
-33.26   	-57.07   	 14.55   	  -5.09		 16.26   	 -86.47		
-35.10   	-54.63   	 14.53   	 -10.17		 15.91   	 -76.30		
-36.62   	-52.19   	 14.49   	  -5.09		 15.61   	 -66.12		
-36.32   	-49.44   	 14.47   	 -10.17		 15.34   	 -45.78		
-33.57   	-47.00   	 14.43   	 -10.17		 15.16   	 -30.52		
-29.60   	-46.08   	 14.38   	  -5.09		 15.04   	 -10.17		
-27.16   	-47.91   	 14.36   	  -5.09		 14.99   	   0.00		
-27.77   	-52.49   	 14.34   	   0.00		 14.99   	   5.09		
-29.91   	-58.29   	 14.34(E)	   5.09		 15.02   	   5.09		
-28.08   	-62.87   	 14.36   	   5.09		 15.04   	   5.09		
-11.29   	-61.04   	 14.38   	   5.09		 15.06   	   5.09		
 28.99   	-46.39   	 14.40   	   5.09		 15.08   	   0.00		
 95.52   	-12.21   	 14.43   	  15.26		 15.08   	   0.00		
181.58   	 48.52   	 14.49   	  30.52		 15.08   	  -5.09		
272.52   	140.08   	 14.61   	  40.69		 15.06   	  -5.09		
350.04   	252.08   	 14.77   	  55.95		 15.04   	 -15.26		
393.98   	351.87   	 14.99   	  71.21		 14.97   	 -20.35		
387.57   	397.95(R)	 15.28   	  86.47		 14.89   	 -20.35		
320.13   	364.69   	 15.63   	 101.73		 14.81   	 -25.43		
198.97   	258.18   	 16.03   	 122.07		 14.71   	 -25.43		
 52.80   	118.10   	 16.52   	 147.51		 14.61   	 -25.43		
-76.29   	 -5.49   	 17.11   	 183.11		 14.51   	 -20.35		
-152.89   	-83.62   	 17.84   	 218.72		 14.43   	 -20.35		
-166.63   	-115.36   	 18.72   	 264.50		 14.34   	 -20.35		
-136.41   	-115.05   	 19.78   	 325.53		 14.26   	 -20.35		
-93.99   	-96.74   	 21.08   	 391.66		 14.18   	 -30.52		
-63.48   	-70.80   	 22.64   	 467.95		 14.06   	 -25.43		
-50.66   	-45.78   	 24.52   	 544.25		 13.96   	 -25.43		
-48.83   	-30.21   	 26.69   	 630.72		 13.86   	 -20.35		
-48.22   	-28.08   	 29.22   	 707.02		 13.77   	 -10.17		
-44.86   	-35.40   	 32.04   	 783.31		 13.73   	   0.00		
-40.28   	-44.25   	 35.18   	 859.61		 13.73   	   5.09		
-37.54   	-47.91   	 38.62   	 925.73		 13.75   	  15.26		
-36.93   	-47.30   	 42.32   	1002.03		 13.81   	  20.35		
-37.54   	-45.47   	 46.33   	1057.98		 13.90   	  20.35		
-38.76   	-44.86   	 50.56   	1113.93		 13.98   	  20.35		
-39.37   	-45.17   	 55.02   	1139.36		 14.06   	  20.35		
-39.67   	-43.64   	 59.57   	1139.36		 14.14   	  15.26		
-39.37   	-40.59   	 64.13   	1119.02		 14.20   	  20.35		
-38.15   	-36.93   	 68.61   	1073.24		 14.28   	  15.26		
-36.62   	-34.18   	 72.90   	1017.29		 14.34   	  10.17		
-34.48   	-33.87   	 76.97   	 946.08		 14.38   	  10.17		
-32.65   	-36.32   	 80.75   	 864.70		 14.43   	  -5.09		
-30.52   	-40.59   	 84.21   	 768.05		 14.40   	  -5.09		
-28.69   	-43.03   	 87.28   	 681.58		 14.38   	 -20.35		
-27.16   	-41.20   	 90.01   	 595.11		 14.30   	 -25.43		
-26.55   	-34.79   	 92.39   	 539.16		 14.20   	 -35.61		
-26.55   	-26.55   	 94.55   	 483.21		 14.06   	 -40.69		
-26.55   	-19.84   	 96.48   	 437.43		 13.90   	 -50.86		
-25.33   	-17.70   	 98.23   	 412.00		 13.69   	 -55.95		
-22.58   	-18.92   	 99.88   	 391.66		 13.47   	 -50.86		
-19.23   	-20.45   	101.44   	 386.57		 13.27   	 -55.95		
-16.17   	-19.53   	102.99   	 371.31		 13.04   	 -45.78		
-14.65   	-16.17   	104.48   	 366.22		 12.86   	 -40.69		
-14.34   	-11.60   	105.94   	 345.88		 12.70   	 -35.61		
-13.73   	 -7.93   	107.32   	 325.53		 12.55   	 -30.52		
-11.60   	 -5.19   	108.63   	 315.36		 12.43   	 -25.43		
 -7.63   	 -2.14   	109.89   	 295.01		 12.33   	 -30.52		
 -3.36   	  1.83   	111.07   	 279.75		 12.21   	 -35.61		
  0.31   	  6.71   	112.19   	 259.41		 12.07   	 -45.78		
  3.36   	 12.51   	113.22   	 249.24		 11.88   	 -50.86		
  6.41   	 18.31   	114.22   	 233.98		 11.68   	 -50.86		
