  I     	  II     	  LV     	  LV'		  PA     	  PA'		
-29.60   	-77.51   	  7.71   	  15.26		 11.68   	  10.17		
-31.13   	-79.04   	  7.77   	  15.26		 11.72   	  10.17		
-30.82   	-78.74   	  7.83   	  15.26		 11.76   	   0.00		
-28.99   	-77.51   	  7.89   	  15.26		 11.76   	  -5.09		
-27.47   	-76.60   	  7.96   	  10.17		 11.74   	 -10.17		
-27.16   	-76.90   	  8.00   	  15.26		 11.70   	 -10.17		
-26.55   	-78.43   	  8.06   	  10.17		 11.66   	 -15.26		
-25.02   	-79.96   	  8.10   	  10.17		 11.60   	 -20.35		
-20.45   	-80.87   	  8.14   	   5.09		 11.52   	 -15.26		
-13.12   	-80.57   	  8.16   	   0.00		 11.45   	 -15.26		
 -6.41   	-79.96   	  8.16   	   5.09		 11.39   	 -15.26		
 -4.58   	-78.43   	  8.18   	  -5.09		 11.33   	 -15.26		
-10.07   	-76.60   	  8.16   	   0.00		 11.27   	  -5.09		
-24.41   	-75.38   	  8.16   	  -5.09		 11.25   	 -10.17		
-43.03   	-75.38   	  8.14   	 -10.17		 11.21   	   0.00		
-56.76   	-77.21   	  8.10   	  -5.09		 11.21   	   0.00		
-59.51   	-79.35   	  8.08   	 -10.17		 11.21   	   0.00		
-49.74   	-80.57   	  8.04   	 -10.17		 11.21   	  10.17		
-34.79   	-80.57   	  8.00   	 -10.17		 11.25   	  10.17		
-23.80   	-80.26   	  7.96   	 -10.17		 11.29   	  10.17		
-21.67   	-81.79   	  7.91   	 -10.17		 11.33   	  10.17		
-25.94   	-84.84   	  7.87   	 -10.17		 11.37   	  10.17		
-29.60   	-88.20   	  7.83   	  -5.09		 11.41   	   5.09		
-29.30   	-89.42   	  7.81   	 -10.17		 11.43   	   0.00		
-25.02   	-88.50   	  7.77   	  -5.09		 11.43   	  -5.09		
-21.06   	-86.36   	  7.75   	  -5.09		 11.41   	  -5.09		
-20.14   	-84.53   	  7.73   	  -5.09		 11.39   	 -10.17		
-21.67   	-83.31   	  7.71   	   0.00		 11.35   	 -10.17		
-21.67   	-82.40   	  7.71   	   0.00		 11.31   	 -10.17		
-17.09   	-81.48   	  7.71   	   5.09		 11.27   	  -5.09		
-10.68   	-80.57   	  7.73   	   0.00		 11.25   	 -10.17		
 -5.49   	-81.18   	  7.73   	   5.09		 11.21   	   0.00		
 -5.19   	-83.01   	  7.75   	  10.17		 11.21   	 -10.17		
-10.99   	-84.84   	  7.79   	   5.09		 11.17   	  -5.09		
-19.84   	-84.53   	  7.81   	  10.17		 11.15   	  -5.09		
-26.86   	-82.09   	  7.85   	  10.17		 11.13   	 -10.17		
-31.13   	-79.04   	  7.89   	  10.17		 11.09   	  -5.09		
-32.04   	-77.21   	  7.93   	  15.26		 11.07   	   0.00		
-30.52   	-78.43   	  8.00   	  10.17		 11.07   	   0.00		
-29.91   	-81.79   	  8.04   	  10.17		 11.07   	   0.00		
-31.43   	-84.53   	  8.08   	  15.26		 11.07   	   5.09		
-33.87   	-85.14   	  8.14   	  10.17		 11.09   	  10.17		
-34.79   	-83.62   	  8.18   	  10.17		 11.13   	   0.00		
-32.35   	-81.18   	  8.22   	  10.17		 11.13   	   0.00		
-26.86   	-79.04   	  8.26   	  10.17		 11.13   	   0.00		
-22.28   	-78.43   	  8.30   	   5.09		 11.13   	 -10.17		
-21.36   	-78.74   	  8.32   	   5.09		 11.09   	 -15.26		
-22.89   	-79.35   	  8.34   	   0.00		 11.03   	 -15.26		
-24.72   	-78.74   	  8.34   	   5.09		 10.97   	 -20.35		
-24.11   	-75.38   	  8.36   	   0.00		 10.89   	 -20.35		
-20.75   	-68.36   	  8.36   	  -5.09		 10.80   	 -20.35		
-15.56   	-57.07   	  8.34   	  -5.09		 10.72   	 -15.26		
 -9.77   	-42.42   	  8.32   	  -5.09		 10.66   	 -15.26		
 -3.66   	-27.16   	  8.30   	  -5.09		 10.60   	 -10.17		
  0.31   	-15.26   	  8.28   	 -10.17		 10.56   	   0.00		
  0.31   	-11.29   	  8.24   	 -10.17		 10.56   	  -5.09		
 -3.97   	-14.95   	  8.20   	 -10.17		 10.54   	   5.09		
 -9.77   	-20.75   	  8.16   	  -5.09		 10.56   	   5.09		
-13.12   	-21.36   	  8.14   	 -10.17		 10.58   	   5.09		
-11.60   	-13.12   	  8.10   	 -10.17		 10.60   	  10.17		
 -7.02   	  0.31   	  8.06   	  -5.09		 10.64   	  10.17		
 -1.53   	 11.90   	  8.04   	 -10.17		 10.68   	  15.26		
  3.97   	 16.78   	  8.00   	   0.00		 10.74   	  15.26		
  9.16   	 16.78   	  8.00   	  -5.09		 10.80   	  15.26		
 13.73   	 18.31   	  7.98   	   0.00		 10.86   	  20.35		
 15.26   	 24.41   	  7.98   	  -5.09		 10.95   	  15.26		
 12.21   	 30.52   	  7.96   	   5.09		 11.01   	  10.17		
  6.71   	 28.99   	  7.98   	   0.00		 11.05   	   5.09		
  1.83   	 14.04   	  7.98   	   5.09		 11.07   	   5.09		
  2.75   	-10.07   	  8.00   	   5.09		 11.09   	  -5.09		
 10.99   	-31.43   	  8.02   	   5.09		 11.07   	   0.00		
 23.50   	-38.45   	  8.04   	   5.09		 11.07   	  -5.09		
 36.32   	-27.47   	  8.06   	   0.00		 11.05   	   0.00		
 47.30   	 -6.71   	  8.06   	   5.09		 11.05   	  -5.09		
 53.71   	  8.24   	  8.08   	   0.00		 11.03   	  -5.09		
 53.41   	  6.10   	  8.08   	   0.00		 11.01   	  -5.09		
 43.95   	-14.34   	  8.08   	  -5.09		 10.99   	 -10.17		
 27.16   	-44.86   	  8.06   	 -10.17		 10.95   	 -10.17		
  5.80   	-73.24   	  8.02   	  -5.09		 10.91   	 -15.26		
-16.17   	-91.25   	  8.00   	 -15.26		 10.84   	 -15.26		
-33.57   	-98.27   	  7.93   	 -15.26		 10.78   	 -15.26		
-45.17   	-99.79   	  7.87   	 -15.26		 10.72   	 -15.26		
-51.88   	-101.01   	  7.81   	 -15.26		 10.66   	 -15.26		
-51.57   	-104.37   	  7.75   	 -20.35		 10.60   	 -15.26		
-44.25   	-108.64   	  7.67   	 -15.26		 10.54   	 -15.26		
-34.79   	-112.61   	  7.61   	 -10.17		 10.48   	 -10.17		
-28.69   	-115.36   	  7.57   	 -10.17		 10.44   	 -10.17		
-28.38   	-115.97   	  7.53   	 -10.17		 10.40   	  -5.09		
-32.04   	-114.44   	  7.49   	  -5.09		 10.38   	  -5.09		
-35.40   	-111.08   	  7.47   	   5.09		 10.36   	   5.09		
-36.01   	-108.03   	  7.49   	   5.09		 10.38   	   0.00		
-35.10   	-106.81   	  7.51   	  10.17		 10.38   	   5.09		
-37.23   	-108.64   	  7.55   	  10.17		 10.40   	   0.00		
-42.11   	-111.69   	  7.59   	  20.35		 10.40   	   0.00		
-47.61   	-113.22   	  7.67   	  15.26		 10.40   	   0.00		
-50.35   	-111.69   	  7.73   	  20.35		 10.40   	 -10.17		
-50.96   	-109.25   	  7.81   	  15.26		 10.36   	 -10.17		
-51.57   	-107.42   	  7.87   	  20.35		 10.32   	 -15.26		
-52.49   	-107.12   	  7.96   	  15.26		 10.25   	 -15.26		
-54.02   	-106.20   	  8.02   	  15.26		 10.19   	 -10.17		
-55.85   	-101.62   	  8.08   	  10.17		 10.15   	 -10.17		
-61.04   	-89.42   	  8.12   	  10.17		 10.11   	  -5.09		
-72.33   	-67.44   	  8.16   	  10.17		 10.09   	  -5.09		
-87.28   	-36.32   	  8.20   	  10.17		 10.07(D)	   5.09		
-96.44   	  1.22   	  8.24   	   5.09		 10.09   	   5.09		
-79.65   	 40.89   	  8.26   	  10.17		 10.11   	  10.17		
-16.17   	 78.43   	  8.30   	   0.00		 10.15   	  10.17		
100.40   	112.30   	  8.30   	   5.09		 10.19   	   5.09		
252.38   	136.72   	  8.32   	   0.00		 10.21   	  10.17		
398.25   	126.95   	  8.32   	   5.09		 10.25   	   5.09		
492.25   	 46.39   	  8.34   	   0.00		 10.27   	  10.17		
510.86   	-120.54   	  8.34   	   0.00		 10.32   	  10.17		
464.78   	-340.27   	  8.34(E)	   5.09		 10.36   	  15.26		
387.57   	-541.08   	  8.36   	  10.17		 10.42   	  20.35		
309.75   	-656.43   	  8.40   	  10.17		 10.50   	  25.43		
245.36   	-681.46   	  8.44   	  10.17		 10.60   	  30.52		
192.57   	-674.13   	  8.48   	  20.35		 10.72   	  25.43		
149.23   	-697.63   	  8.57   	  20.35		 10.82   	  20.35		
120.85   	-757.14   	  8.65   	  30.52		 10.91   	  15.26		
112.92   	-798.65(R)	  8.77   	  30.52		 10.97   	  15.26		
119.02   	-760.50   	  8.89   	  40.69		 11.03   	   5.09		
122.99   	-629.88   	  9.05   	  50.86		 11.05   	  -5.09		
108.03   	-453.49   	  9.26   	  61.04		 11.03   	  -5.09		
 72.33   	-296.94   	  9.50   	  71.21		 11.01   	 -10.17		
 28.38   	-198.67   	  9.79   	  86.47		 10.97   	 -20.35		
 -6.41   	-158.08   	 10.13   	 106.82		 10.89   	 -20.35		
-21.06   	-148.93   	 10.56   	 122.07		 10.80   	 -25.43		
-17.70   	-144.65   	 11.05   	 147.51		 10.70   	 -25.43		
-10.07   	-132.75   	 11.64   	 172.94		 10.60   	 -15.26		
-10.38   	-115.36   	 12.33   	 203.46		 10.54   	   5.09		
-22.89   	-99.18   	 13.14   	 233.98		 10.56   	  20.35		
-43.33   	-90.33   	 14.08   	 269.58		 10.64   	  40.69		
-60.12   	-88.81   	 15.16   	 310.27		 10.80   	  50.86		
-65.61   	-89.11   	 16.40   	 345.88		 11.01   	  55.95		
-59.51   	-85.45   	 17.78   	 381.48		 11.23   	  40.69		
-48.52   	-78.43   	 19.31   	 427.26		 11.39   	  25.43		
-40.89   	-71.11   	 21.02   	 462.87		 11.50   	   5.09		
-40.59   	-67.14   	 22.87   	 498.47		 11.52   	 -10.17		
-45.78   	-66.22   	 24.86   	 528.99		 11.48   	  -5.09		
-52.19   	-65.92   	 26.98   	 554.42		 11.45   	   5.09		
-54.93   	-64.70   	 29.20   	 579.86		 11.48   	  20.35		
-52.19   	-63.48   	 31.52   	 595.11		 11.56   	  40.69		
-47.00   	-62.87   	 33.90   	 605.29		 11.72   	  61.04		
-42.72   	-63.17   	 36.32   	 610.37		 11.96   	  71.21		
-41.50   	-63.78   	 38.76   	 620.55		 12.25   	  76.30		
-43.33   	-64.70   	 41.24   	 615.46		 12.55   	  66.12		
-45.17   	-64.70   	 43.70   	 610.37		 12.82   	  61.04		
-44.25   	-63.78   	 46.14   	 610.37		 13.06   	  45.78		
-39.06   	-61.34   	 48.59   	 600.20		 13.25   	  40.69		
-31.74   	-57.37   	 50.99   	 590.03		 13.41   	  35.61		
-26.25   	-54.02   	 53.35   	 574.77		 13.55   	  35.61		
-25.63   	-52.49   	 55.65   	 564.60		 13.69   	  40.69		
-30.82   	-53.71   	 57.90   	 544.25		 13.86   	  35.61		
-38.45   	-55.85   	 60.08   	 528.99		 14.00   	  40.69		
-44.25   	-56.76   	 62.20   	 513.73		 14.16   	  40.69		
-45.47   	-56.15   	 64.25   	 493.39		 14.32   	  40.69		
-43.03   	-54.32   	 66.23   	 473.04		 14.49   	  45.78		
-39.06   	-52.19   	 68.12   	 457.78		 14.67   	  45.78		
-35.71   	-49.74   	 69.95   	 437.43		 14.85   	  45.78		
-34.18   	-46.69   	 71.70   	 422.18		 15.04   	  45.78		
-35.10   	-43.64   	 73.39   	 396.74		 15.22   	  45.78		
-40.89   	-41.50   	 74.97   	 381.48		 15.40   	  40.69		
-50.66   	-41.81   	 76.50   	 366.22		 15.56   	  40.69		
-60.73   	-42.11   	 77.97   	 340.79		 15.73   	  30.52		
-66.22   	-41.20   	 79.33   	 325.53		 15.85   	  30.52		
-64.39   	-38.45   	 80.63   	 305.19		 15.97   	  30.52		
-57.98   	-34.48   	 81.85   	 289.93		 16.09   	  20.35		
-52.49   	-31.13   	 83.01   	 269.58		 16.17   	  20.35		
-50.66   	-28.99   	 84.09   	 249.24		 16.26   	  15.26		
-49.74   	-27.16   	 85.09   	 239.06		 16.32   	  15.26		
-45.47   	-23.80   	 86.04   	 223.80		 16.38   	  10.17		
-38.76   	-19.53   	 86.94   	 208.54		 16.42   	  15.26		
-34.79   	-14.95   	 87.77   	 193.29		 16.48   	  10.17		
-37.23   	-10.99   	 88.54   	 183.11		 16.52   	  10.17		
-44.56   	 -7.93   	 89.28   	 178.03		 16.56   	  15.26		
-50.35   	 -5.49   	 89.99   	 162.77		 16.62   	  15.26		
-47.91   	 -2.14   	 90.64   	 152.59		 16.68   	  15.26		
-38.45   	  3.36   	 91.25   	 142.42		 16.74   	  10.17		
-27.47   	 10.99   	 91.82   	 137.33		 16.79   	  15.26		
-20.45   	 19.53   	 92.37   	 127.16		 16.85   	  10.17		
-17.09   	 26.55   	 92.88   	 116.99		 16.89   	   5.09		
-13.73   	 29.91   	 93.35   	 111.90		 16.91   	  10.17		
 -8.85   	 30.21   	 93.79   	 101.73		 16.95   	  10.17		
 -3.05   	 30.52   	 94.20   	  96.64		 16.99   	   5.09		
  0.31   	 32.35   	 94.59   	  86.47		 17.01   	  10.17		
  1.22   	 35.71   	 94.93   	  81.38		 17.05   	   5.09		
  1.22   	 39.67   	 95.26   	  71.21		 17.07   	   5.09		
  4.88   	 43.64   	 95.54   	  71.21		 17.09   	  10.17		
 11.90   	 47.61   	 95.83   	  61.04		 17.13   	   5.09		
 20.14   	 51.57   	 96.07   	  61.04		 17.15   	  10.17		
 26.86   	 54.63   	 96.32   	  55.95		 17.19   	  10.17		
 32.65   	 55.24   	 96.54   	  55.95		 17.23   	   5.09		
 38.45   	 53.71   	 96.76   	  50.86		 17.25   	   5.09		
 47.61   	 51.88   	 96.97   	  50.86		 17.27(S)	   0.00		
 61.34   	 51.27   	 97.17   	  45.78		 17.27   	   0.00		
 76.60   	 52.49   	 97.35   	  45.78		 17.27   	  -5.09		
 86.06   	 53.41   	 97.54   	  35.61		 17.25   	  -5.09		
 85.75   	 52.80   	 97.68   	  30.52		 17.23   	 -10.17		
 75.07   	 48.83   	 97.80   	  25.43		 17.19   	  -5.09		
 61.65   	 42.72   	 97.90   	  20.35		 17.17   	 -10.17		
 56.46   	 35.71   	 97.99   	  10.17		 17.13   	  -5.09		
 67.14   	 30.52   	 98.03(S)	   0.00		 17.11   	   0.00		
 89.42   	 27.77   	 98.03   	  -5.09		 17.11   	   0.00		
111.08   	 25.63   	 98.01   	 -15.26		 17.11   	   0.00		
121.15   	 21.97   	 97.94   	 -25.43		 17.11   	   5.09		
115.36   	 14.95   	 97.84   	 -35.61		 17.13   	   5.09		
100.40   	  5.19   	 97.70   	 -45.78		 17.15   	   0.00		
 87.89   	 -4.27   	 97.52   	 -50.86		 17.15   	   5.09		
 85.14   	-11.29   	 97.31   	 -66.12		 17.17   	   0.00		
 90.03   	-15.26   	 97.05   	 -71.21		 17.17   	  -5.09		
 93.08   	-19.23   	 96.76   	 -81.38		 17.15   	   0.00		
 83.92   	-25.94   	 96.44   	 -86.47		 17.15   	 -10.17		
 61.34   	-34.48   	 96.09   	-101.73		 17.11   	  -5.09		
 32.96   	-43.64   	 95.69   	-101.73		 17.09   	 -10.17		
  9.77   	-50.96   	 95.28   	-111.90		 17.05   	 -15.26		
 -1.22   	-55.85   	 94.83   	-122.07		 16.99   	 -10.17		
 -2.75   	-60.42   	 94.34   	-127.16		 16.95   	 -20.35		
 -2.14   	-65.31   	 93.83   	-137.33		 16.87   	 -15.26		
 -3.05   	-69.58   	 93.29   	-147.51		 16.81   	 -25.43		
 -3.97   	-71.72   	 92.70   	-162.77		 16.70   	 -15.26		
 -2.75   	-72.02   	 92.04   	-172.94		 16.64   	 -20.35		
 -0.92   	-72.33   	 91.35   	-198.37		 16.56   	 -15.26		
 -3.97   	-74.77   	 90.56   	-213.63		 16.50   	 -10.17		
-16.17   	-78.74   	 89.70   	-233.98		 16.46   	 -10.17		
-34.48   	-82.70   	 88.77   	-259.41		 16.42   	 -10.17		
-50.66   	-85.14   	 87.73   	-279.75		 16.38   	 -10.17		
-58.29   	-85.45   	 86.61   	-310.27		 16.34   	 -15.26		
-56.15   	-84.23   	 85.37   	-330.62		 16.28   	 -20.35		
-48.52   	-82.09   	 84.05   	-356.05		 16.20   	 -25.43		
-41.20   	-79.65   	 82.62   	-376.40		 16.09   	 -35.61		
-36.93   	-77.82   	 81.12   	-396.74		 15.95   	 -35.61		
-34.79   	-76.29   	 79.53   	-417.09		 15.81   	 -45.78		
-34.48   	-76.60   	 77.86   	-437.43		 15.63   	 -40.69		
-34.79   	-77.51   	 76.11   	-452.69		 15.46   	 -35.61		
-36.01   	-78.13   	 74.30   	-462.87		 15.32   	 -30.52		
-37.84   	-78.43   	 72.45   	-473.04		 15.20   	 -25.43		
-41.20   	-79.35   	 70.56   	-488.30		 15.10   	 -20.35		
-45.47   	-80.57   	 68.61   	-493.39		 15.02   	 -15.26		
-50.05   	-82.09   	 66.63   	-498.47		 14.95   	 -10.17		
-53.71   	-82.09   	 64.64   	-498.47		 14.91   	   0.00		
-54.32   	-80.26   	 62.64   	-508.65		 14.91   	  -5.09		
-51.57   	-79.04   	 60.61   	-503.56		 14.89   	   0.00		
-47.00   	-79.96   	 58.60   	-503.56		 14.89   	   0.00		
-42.11   	-82.40   	 56.58   	-508.65		 14.89   	  -5.09		
-39.06   	-83.31   	 54.55   	-498.47		 14.87   	 -10.17		
-37.84   	-80.26   	 52.55   	-498.47		 14.83   	 -15.26		
-37.84   	-74.46   	 50.56   	-493.39		 14.77   	 -20.35		
-39.06   	-70.50   	 48.59   	-483.21		 14.69   	 -30.52		
-39.67   	-72.02   	 46.65   	-483.21		 14.57   	 -25.43		
-38.76   	-77.21   	 44.72   	-478.13		 14.47   	 -35.61		
-35.71   	-81.18   	 42.81   	-462.87		 14.32   	 -30.52		
-33.57   	-80.87   	 40.96   	-457.78		 14.20   	 -30.52		
-34.18   	-76.60   	 39.12   	-447.61		 14.08   	 -30.52		
-36.93   	-73.24   	 37.33   	-432.35		 13.96   	 -20.35		
-40.59   	-74.46   	 35.61   	-422.18		 13.88   	 -25.43		
-43.95   	-79.35   	 33.92   	-406.92		 13.77   	 -15.26		
-46.69   	-85.14   	 32.29   	-391.66		 13.71   	 -20.35		
-50.05   	-87.89   	 30.72   	-371.31		 13.63   	 -10.17		
-52.19   	-86.36   	 29.24   	-361.14		 13.59   	  -5.09		
-50.35   	-83.01   	 27.79   	-340.79		 13.57   	 -10.17		
-44.56   	-79.96   	 26.43   	-325.53		 13.53   	   0.00		
-37.54   	-78.43   	 25.13   	-310.27		 13.53   	  -5.09		
-32.96   	-77.51   	 23.89   	-289.93		 13.51   	   0.00		
-33.57   	-76.60   	 22.73   	-279.75		 13.51   	  -5.09		
-37.54   	-75.38   	 21.61   	-264.50		 13.49   	  -5.09		
-41.20   	-74.46   	 20.55   	-249.24		 13.47   	 -10.17		
-43.33   	-75.07   	 19.55   	-233.98		 13.43   	 -15.26		
-43.33   	-77.21   	 18.62   	-218.72		 13.37   	 -15.26		
-41.50   	-79.65   	 17.74   	-213.63		 13.31   	 -20.35		
-38.76   	-81.79   	 16.89   	-193.29		 13.22   	 -20.35		
-37.23   	-83.31   	 16.11   	-188.20		 13.14   	 -20.35		
-37.54   	-83.31   	 15.36   	-172.94		 13.06   	 -25.43		
-38.15   	-81.48   	 14.67   	-167.85		 12.96   	 -20.35		
-37.23   	-77.21   	 14.00   	-152.59		 12.88   	 -15.26		
-33.26   	-70.80   	 13.39   	-142.42		 12.82   	 -20.35		
-25.94   	-63.48   	 12.82   	-137.33		 12.74   	 -10.17		
-17.40   	-55.85   	 12.27   	-122.07		 12.70   	 -10.17		
 -9.46   	-47.91   	 11.78   	-116.99		 12.66   	 -10.17		
 -2.75   	-38.15   	 11.31   	-106.82		 12.61   	  -5.09		
  2.44   	-25.94   	 10.89   	 -96.64		 12.59   	   5.09		
  3.66   	-14.04   	 10.50   	 -91.56		 12.61   	   0.00		
 -0.92   	 -5.80   	 10.13   	 -81.38		 12.61   	  10.17		
-10.38   	 -3.36   	  9.81   	 -76.30		 12.66   	  10.17		
-19.84   	 -6.10   	  9.50   	 -66.12		 12.70   	  10.17		
-23.80   	-10.38   	  9.24   	 -66.12		 12.74   	   5.09		
-21.06   	-11.29   	  8.97   	 -55.95		 12.76   	   5.09		
-13.12   	 -6.10   	  8.75   	 -50.86		 12.78   	   0.00		
 -4.27   	  3.66   	  8.55   	 -50.86		 12.78   	  -5.09		
  1.53   	 13.43   	  8.34   	 -40.69		 12.76   	 -10.17		
  4.27   	 17.09   	  8.18   	 -45.78		 12.72   	 -20.35		
  5.19   	 12.82   	  8.00   	 -35.61		 12.63   	 -20.35		
  4.88   	  2.44   	  7.85   	 -40.69		 12.55   	 -20.35		
  3.97   	 -9.77   	  7.69   	 -35.61		 12.47   	 -20.35		
  1.83   	-21.36   	  7.55   	 -35.61		 12.39   	 -25.43		
 -2.44   	-33.26   	  7.41   	 -35.61		 12.29   	 -20.35		
 -7.63   	-47.61   	  7.26   	 -30.52		 12.21   	 -20.35		
-10.07   	-61.34   	  7.14   	 -35.61		 12.13   	 -20.35		
 -5.80   	-68.36   	  7.00   	 -30.52		 12.04   	 -15.26		
  7.02   	-63.48   	  6.88   	 -30.52		 11.98   	 -10.17		
 26.25   	-47.61   	  6.75   	 -35.61		 11.94   	 -10.17		
 43.95   	-28.99   	  6.61   	 -25.43		 11.90   	  -5.09		
 53.10   	-18.31   	  6.51   	 -30.52		 11.88   	  -5.09		
 50.35   	-21.67   	  6.39   	 -30.52		 11.86   	   0.00		
 35.71   	-38.76   	  6.27   	 -25.43		 11.86   	   5.09		
 12.51   	-62.87   	  6.16   	 -25.43		 11.88   	   0.00		
-13.43   	-86.36   	  6.06   	 -25.43		 11.88   	   0.00		
-34.79   	-102.84   	  5.96   	 -25.43		 11.88   	  -5.09		
-47.30   	-109.86   	  5.86   	 -20.35		 11.86   	  -5.09		
-50.05   	-110.47   	  5.78   	 -15.26		 11.84   	  -5.09		
-45.78   	-109.25   	  5.72   	 -20.35		 11.82   	 -15.26		
-39.67   	-109.56   	  5.64   	 -10.17		 11.76   	 -20.35		
-36.32   	-111.69   	  5.60   	 -10.17		 11.68   	 -20.35		
-37.54   	-114.75   	  5.55   	  -5.09		 11.60   	 -20.35		
-42.72   	-116.88   	  5.53(D)	   0.00		 11.52   	 -15.26		
-51.27   	-117.19   	  5.53   	   5.09		 11.45   	 -20.35		
-59.81   	-116.58   	  5.55   	   5.09		 11.37   	 -15.26		
-65.00   	-115.05   	  5.57   	  10.17		 11.31   	 -15.26		
-64.39   	-113.83   	  5.62   	  15.26		 11.25   	 -10.17		
-60.42   	-113.53   	  5.68   	  10.17		 11.21   	  -5.09		
-56.76   	-115.36   	  5.72   	  15.26		 11.19   	 -10.17		
-55.85   	-118.71   	  5.78   	  10.17		 11.15   	  -5.09		
-54.93   	-121.46   	  5.82   	  10.17		 11.13   	  -5.09		
-50.96   	-120.85   	  5.86   	   5.09		 11.11   	  -5.09		
-44.25   	-116.27   	  5.88   	   5.09		 11.09   	   0.00		
-39.98   	-108.03   	  5.90   	   5.09		 11.09   	   5.09		
-41.81   	-99.49   	  5.92   	   0.00		 11.11   	   5.09		
-50.66   	-95.83   	  5.92   	   0.00		 11.13   	  10.17		
-59.51   	-97.96   	  5.92   	   0.00		 11.17   	  15.26		
-60.73   	-102.84   	  5.92   	   0.00		 11.23   	  15.26		
-54.93   	-104.98   	  5.92   	  -5.09		 11.29   	  20.35		
-50.05   	-99.18   	  5.90   	  -5.09		 11.37   	  15.26		
-55.24   	-83.31   	  5.88   	  -5.09		 11.43   	  20.35		
-75.07   	-59.51   	  5.86   	  -5.09		 11.52   	  10.17		
-102.54   	-32.04   	  5.84   	  -5.09		 11.56   	   5.09		
-118.71   	 -2.75   	  5.82   	  -5.09		 11.58   	   0.00		
-97.96   	 26.25   	  5.80   	  -5.09		 11.58   	 -10.17		
-22.89   	 54.02   	  5.78   	  -5.09		 11.54   	 -10.17		
104.37   	 78.74   	  5.76   	 -10.17		 11.50   	 -20.35		
256.65   	 89.72   	  5.72   	  -5.09		 11.41   	 -15.26		
388.49   	 58.59   	  5.70   	  -5.09		 11.35   	 -20.35		
459.59   	-45.47   	  5.68   	  -5.09		 11.27   	 -20.35		
456.24   	-224.30   	  5.66   	   0.00		 11.19   	 -20.35		
397.03   	-434.88   	  5.66   	  -5.09		 11.11   	 -15.26		
317.38   	-605.77   	  5.64   	  -5.09		 11.05   	 -20.35		
243.84   	-684.81   	  5.62   	   0.00		 10.97   	 -15.26		
184.02   	-685.42   	  5.62(E)	   5.09		 10.91   	 -15.26		
132.14   	-672.91   	  5.64   	   5.09		 10.84   	 -10.17		
 86.36   	-699.77   	  5.66   	   5.09		 10.80   	  -5.09		
 54.32   	-757.75   	  5.68   	  15.26		 10.78   	  -5.09		
 44.56   	-787.96(R)	  5.74   	  15.26		 10.76   	  -5.09		
 53.10   	-733.64   	  5.80   	  25.43		 10.74   	  -5.09		
 64.70   	-590.52   	  5.90   	  30.52		 10.72   	  -5.09		
 62.87   	-408.94   	  6.02   	  35.61		 10.70   	  -5.09		
 43.03   	-251.46   	  6.16   	  45.78		 10.68   	 -10.17		
 11.29   	-153.50   	  6.35   	  55.95		 10.64   	  -5.09		
-19.84   	-113.53   	  6.57   	  66.12		 10.62(D)	   0.00		
-40.59   	-106.81   	  6.84   	  81.38		 10.62   	   5.09		
-48.22   	-106.20   	  7.16   	  96.64		 10.64   	  10.17		
-46.08   	-97.66   	  7.55   	 111.90		 10.68   	  15.26		
-39.98   	-80.57   	  8.00   	 127.16		 10.74   	  15.26		
-36.32   	-63.78   	  8.50   	 147.51		 10.80   	  15.26		
-36.32   	-54.02   	  9.09   	 172.94		 10.86   	   5.09		
-37.84   	-51.88   	  9.79   	 198.37		 10.89   	   0.00		
-38.45   	-51.88   	 10.58   	 223.80		 10.89   	   0.00		
-37.84   	-49.13   	 11.48   	 254.32		 10.89   	 -10.17		
-37.54   	-43.64   	 12.49   	 284.84		 10.84   	 -10.17		
-36.93   	-38.76   	 13.63   	 320.45		 10.80   	  -5.09		
-34.18   	-36.01   	 14.91   	 350.97		 10.78   	   0.00		
-29.30   	-33.87   	 16.32   	 386.57		 10.78   	   0.00		
-25.33   	-30.82   	 17.86   	 422.18		 10.78   	   0.00		
-26.55   	-27.77   	 19.55   	 452.69		 10.78   	   5.09		
-32.65   	-27.16   	 21.36   	 488.30		 10.80   	  10.17		
-38.45   	-28.38   	 23.32   	 518.82		 10.84   	  15.26		
-38.45   	-30.21   	 25.39   	 544.25		 10.91   	  25.43		
-34.79   	-30.82   	 27.57   	 564.60		 11.01   	  35.61		
-34.18   	-29.60   	 29.83   	 584.94		 11.15   	  45.78		
-41.20   	-26.86   	 32.17   	 600.20		 11.33   	  66.12		
-51.27   	-22.89   	 34.57   	 610.37		 11.60   	  71.21		
-55.54   	-18.31   	 37.01   	 615.46		 11.88   	  76.30		
-49.13   	-13.43   	 39.47   	 615.46		 12.19   	  81.38		
-35.10   	 -9.46   	 41.93   	 610.37		 12.51   	  81.38		
-21.67   	 -7.93   	 44.37   	 605.29		 12.84   	  71.21		
-14.04   	 -7.93   	 46.80   	 600.20		 13.12   	  55.95		
-13.73   	 -8.54   	 49.20   	 584.94		 13.35   	  50.86		
-17.70   	 -8.24   	 51.54   	 574.77		 13.55   	  40.69		
-21.97   	 -6.41   	 53.83   	 554.42		 13.71   	  30.52		
-25.94   	 -3.66   	 56.05   	 544.25		 13.84   	  25.43		
-28.08   	 -1.22   	 58.23   	 518.82		 13.94   	  25.43		
-27.47   	  0.00   	 60.30   	 503.56		 14.04   	  30.52		
