  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
-36.62   	-155.94   	110.36   	 798.57		 56.99   	 564.60		
-38.45   	-148.93   	113.55   	 747.71		 59.25   	 620.55		
-41.81   	-148.62   	116.54   	 681.58		 61.73   	 574.77		
-44.25   	-159.30   	119.27   	 625.63		 64.03   	 518.82		
-42.72   	-177.31   	121.77   	 574.77		 66.10   	 523.90		
-37.84   	-194.70   	124.07   	 518.82		 68.20   	 549.34		
-32.96   	-201.11   	126.14   	 467.95		 70.40   	 534.08		
-30.52   	-192.26   	128.02   	 427.26		 72.53   	 478.13		
-31.43   	-171.20   	129.72   	 396.74		 74.45   	 452.69		
-35.40   	-149.54   	131.31   	 361.14		 76.26   	 478.13		
-39.98   	-137.94   	132.76   	 345.88		 78.17   	 498.47		
-43.03   	-140.08   	134.14   	 325.53		 80.16   	 488.30		
-42.72   	-149.23   	135.44   	 305.19		 82.12   	 498.47		
-40.59   	-154.72   	136.66   	 295.01		 84.11   	 528.99		
-39.98   	-153.81   	137.84   	 274.67		 86.23   	 564.60		
-42.72   	-153.20   	138.94   	 244.15		 88.48   	 554.42		
-47.00   	-159.00   	139.92   	 218.72		 90.70   	 534.08		
-48.22   	-166.32   	140.79   	 188.20		 92.84   	 523.90		
-43.33   	-161.74   	141.55   	 152.59		 94.93   	 488.30		
-35.40   	-137.63   	142.16   	 116.99		 96.89   	 437.43		
-31.13   	-101.93   	142.62   	  86.47		 98.64   	 381.48		
-34.48   	-72.63   	142.97   	  71.21		100.16   	 376.40		
-43.33   	-64.70   	143.25   	  50.86		101.67   	 396.74		
-52.19   	-75.38   	143.46   	  45.78		103.25   	 345.88		
-56.15   	-90.94   	143.64   	  50.86		104.64   	 295.01		
-54.63   	-98.88   	143.84   	  45.78		105.82   	 325.53		
-49.44   	-97.66   	144.03   	  61.04		107.12   	 361.14		
-43.64   	-92.16   	144.27   	  55.95		108.57   	 366.22		
-39.98   	-87.89   	144.50   	  66.12		110.03   	 325.53		
-41.81   	-86.98   	144.76   	  55.95		111.33   	 233.98		
-49.44   	-88.20   	144.98   	  40.69		112.27   	 198.37		
-58.59   	-87.28   	145.15   	  25.43		113.06   	 213.63		
-62.87   	-81.79   	145.25(S)	   0.00		113.92   	 213.63		
-57.68   	-70.50   	145.25   	 -25.43		114.77   	 203.46		
-44.56   	-56.76   	145.15   	 -66.12		115.58   	 142.42		
-32.04   	-45.47   	144.88   	 -96.64		116.15   	  61.04		
-27.47   	-42.11   	144.50   	-132.25		116.40   	  40.69		
-31.74   	-47.30   	143.97   	-162.77		116.56   	  81.38		
-39.37   	-54.93   	143.32   	-193.29		116.89   	  45.78		
-42.72   	-58.29   	142.54   	-223.80		117.07   	 -81.38		
-38.15   	-56.46   	141.65   	-244.15		116.74   	 -30.52		
-27.77   	-53.10   	140.67   	-269.58		116.62   	  91.56		
-16.78   	-50.96   	139.59   	-295.01		116.99   	  66.12		
 -8.24   	-48.22   	138.41   	-320.45		117.25(S)	 -50.86		
 -3.05   	-39.06   	137.13   	-356.05		117.05   	-172.94		
 -0.61   	-19.84   	135.71   	-381.48		116.36   	-203.46		
  0.31   	  3.05   	134.18   	-422.18		115.54   	-106.82		
 -0.61   	 18.31   	132.49   	-457.78		115.12   	 -20.35		
 -3.05   	 18.01   	130.66   	-498.47		115.04   	 -50.86		
 -5.49   	  5.19   	128.67   	-534.08		114.83   	-152.59		
 -5.49   	 -8.85   	126.53   	-574.77		114.22   	-223.80		
 -3.36   	-14.04   	124.23   	-610.37		113.33   	-193.29		
 -0.31   	-10.38   	121.79   	-640.89		112.55   	-101.73		
  3.36   	 -7.63   	119.23   	-666.32		112.15   	 -66.12		
  6.71   	-12.82   	116.56   	-691.76		111.88   	-284.84		
  9.16   	-22.89   	113.79   	-717.19		110.74   	-473.04		
  9.46   	-29.60   	110.93   	-737.54		108.85   	-279.75		
  7.02   	-24.41   	107.98   	-773.14		107.73   	 -40.69		
  2.75   	 -7.63   	104.88   	-798.57		107.57   	 -86.47		
 -1.83   	 10.68   	101.69   	-829.09		107.22   	-274.67		
 -4.58   	 19.53   	 98.37   	-859.61		106.12   	-417.09		
 -5.80   	 17.40   	 94.93   	-895.22		104.46   	-437.43		
 -5.49   	  8.85   	 91.35   	-925.73		102.71   	-361.14		
 -4.88   	  0.31   	 87.65   	-951.17		101.26   	-361.14		
 -3.36   	 -5.80   	 83.85   	-976.60		 99.82   	-371.31		
 -2.14   	-11.60   	 79.94   	-996.94		 98.33   	-289.93		
 -3.36   	-19.53   	 75.95   	-1007.12		 97.17   	-305.19		
 -6.71   	-26.55   	 71.92   	-1012.20		 95.95   	-412.00		
-10.38   	-26.55   	 67.87   	-1017.29		 94.30   	-401.83		
-10.99   	-16.78   	 63.80   	-1002.03		 92.70   	-310.27		
 -6.41   	  0.31   	 59.80   	-991.86		 91.45   	-223.80		
  1.53   	 15.26   	 55.83   	-966.43		 90.56   	-162.77		
  8.85   	 20.45   	 51.96   	-940.99		 89.91   	-183.11		
 11.90   	 14.04   	 48.20   	-905.39		 89.18   	-223.80		
  8.24   	 -1.22   	 44.58   	-869.78		 88.28   	-233.98		
 -0.61   	-18.62   	 41.10   	-834.18		 87.34   	-218.72		
 -8.85   	-31.43   	 37.76   	-793.49		 86.47   	-233.98		
-12.51   	-35.10   	 34.59   	-757.88		 85.53   	-310.27		
-11.60   	-30.21   	 31.56   	-712.10		 84.29   	-249.24		
 -8.24   	-21.06   	 28.71   	-671.41		 83.30   	-147.51		
 -7.02   	-17.09   	 26.02   	-625.63		 82.71   	-178.03		
 -8.24   	-24.41   	 23.52   	-579.86		 81.99   	-244.15		
 -9.16   	-40.28   	 21.20   	-534.08		 81.02   	-198.37		
 -7.93   	-54.63   	 19.06   	-488.30		 80.22   	 -10.17		
 -4.58   	-56.46   	 17.11   	-447.61		 80.18   	   5.09		
 -3.05   	-44.86   	 15.32   	-406.92		 80.20   	-228.89		
 -5.19   	-28.08   	 13.69   	-371.31		 79.29   	-325.53		
-10.07   	-16.78   	 12.21   	-345.88		 77.99   	-417.09		
-13.12   	-13.12   	 10.82   	-315.36		 76.32   	-198.37		
-11.90   	-10.38   	  9.56   	-295.01		 75.52   	  20.35		
 -6.41   	 -0.92   	  8.38   	-284.84		 75.60   	-101.73		
  1.22   	 14.95   	  7.24   	-264.50		 75.20   	-203.46		
  6.71   	 30.21   	  6.19   	-259.41		 74.38   	 -86.47		
  7.32   	 38.45   	  5.15   	-244.15		 74.04   	 -45.78		
  4.88   	 41.50   	  4.17   	-233.98		 73.86   	-142.42		
  1.22   	 45.78   	  3.23   	-223.80		 73.29   	-183.11		
  0.00   	 57.37   	  2.34   	-208.54		 72.55   	-111.90		
  3.97   	 76.29   	  1.51   	-183.11		 72.11   	 -50.86		
 10.99   	 97.66   	  0.77   	-167.85		 71.90   	-127.16		
 17.40   	113.53   	  0.10   	-142.42		 71.39   	-178.03		
 20.14   	117.19   	 -0.47   	-122.07		 70.68   	 -55.95		
 19.23   	108.34   	 -0.96   	 -96.64		 70.46   	 157.68		
 15.56   	 98.27   	 -1.34   	 -71.21		 71.09   	 127.16		
 13.43   	100.71   	 -1.63   	 -50.86		 71.60   	-213.63		
 16.17   	122.68   	 -1.83   	 -25.43		 70.74   	-356.05		
 24.41   	155.03   	 -1.93   	 -10.17		 69.32   	-167.85		
 35.71   	177.61   	 -1.97   	   0.00		 68.65   	   5.09		
 44.56   	176.39   	 -1.97   	  15.26		 68.67   	  50.86		
 46.08   	157.47   	 -1.91   	  20.35		 68.87   	  10.17		
 39.67   	140.99   	 -1.83   	  20.35		 68.91   	 -55.95		
 30.21   	143.43   	 -1.75   	  25.43		 68.69   	 -66.12		
 24.11   	162.05   	 -1.65   	  20.35		 68.42   	 -76.30		
 22.89   	176.09   	 -1.57   	  20.35		 68.12   	-127.16		
 22.89   	163.27   	 -1.49   	  15.26		 67.61   	 -91.56		
 19.84   	118.10   	 -1.42   	  15.26		 67.24   	   0.00		
 10.99   	 56.15   	 -1.36   	  10.17		 67.24   	   5.09		
 -1.22   	  0.00   	 -1.32   	  15.26		 67.26   	 -91.56		
-10.68   	-35.40   	 -1.26   	  10.17		 66.90   	-137.33		
-13.73   	-51.27   	 -1.22   	  15.26		 66.35   	 -76.30		
-11.60   	-57.98   	 -1.16   	  15.26		 66.04   	  25.43		
 -7.93   	-61.95   	 -1.10   	  20.35		 66.14   	  55.95		
 -6.71   	-63.17   	 -1.02   	  25.43		 66.37   	 -10.17		
 -9.16   	-58.29   	 -0.92   	  25.43		 66.33   	 -96.64		
-13.43   	-47.91   	 -0.81   	  35.61		 65.94   	-132.25		
-15.56   	-38.15   	 -0.67   	  35.61		 65.41   	 -66.12		
-13.73   	-38.15   	 -0.53   	  40.69		 65.15   	  -5.09		
-10.38   	-51.57   	 -0.37   	  50.86		 65.13   	  -5.09		
 -8.85   	-75.99   	 -0.16   	  50.86		 65.11   	 -45.78		
-12.21   	-104.06   	  0.04   	  55.95		 64.92   	 -76.30		
-20.75   	-122.99   	  0.26   	  61.04		 64.62   	 -61.04		
-29.60   	-121.77   	  0.51   	  61.04		 64.37   	  15.26		
-33.57   	-98.57   	  0.75   	  66.12		 64.44   	  50.86		
-31.43   	-66.53   	  1.02   	  61.04		 64.64   	 -50.86		
-28.08   	-47.30   	  1.26   	  61.04		 64.44   	-152.59		
-28.69   	-56.46   	  1.51   	  55.95		 63.82   	 -86.47		
-35.71   	-90.94   	  1.73   	  55.95		 63.48   	  61.04		
-44.25   	-126.04   	  1.95   	  50.86		 63.72   	 116.99		
-45.17   	-128.17   	  2.16   	  50.86		 64.19   	  -5.09		
-26.86   	-68.05   	  2.36   	  45.78		 64.17   	-157.68		
 18.92   	 72.33   	  2.54   	  40.69		 63.54   	-178.03		
 94.60   	302.43   	  2.71   	  35.61		 62.83   	   0.00		
193.18   	616.76   	  2.85   	  40.69		 62.83   	  61.04		
295.72   	979.31   	  3.01   	  66.12		 63.07   	-213.63		
393.37   	1465.15(R)	  3.28(E)	  30.52		 62.22   	 -76.30		
352.17   	1390.38   	  3.40   	  35.61		 61.91   	 -20.35		
264.59   	1084.59   	  3.54   	  40.69		 61.83   	 -40.69		
167.54   	653.08   	  3.70   	  40.69		 61.67   	 -50.86		
 95.83   	250.85   	  3.87   	  55.95		 61.46   	  25.43		
 61.65   	 -8.24   	  4.09   	  71.21		 61.57   	  30.52		
 51.27   	-105.29   	  4.37   	  86.47		 61.69   	 -81.38		
 41.50   	-96.44   	  4.72   	 106.82		 61.36   	 -45.78		
 18.92   	-56.76   	  5.15   	 132.25		 61.18   	  50.86		
-14.34   	-37.54   	  5.68   	 162.77		 61.38   	   0.00		
-43.64   	-51.27   	  6.33   	 188.20		 61.38   	-101.73		
-57.37   	-85.45   	  7.08   	 218.72		 60.98   	 -96.64		
-54.63   	-120.54   	  7.96   	 259.41		 60.59   	 -30.52		
-43.03   	-144.96   	  8.99   	 295.01		 60.47   	 -45.78		
-33.26   	-155.94   	 10.17   	 345.88		 60.28   	 -81.38		
-30.82   	-157.17   	 11.56   	 396.74		 59.96   	 -40.69		
-35.71   	-155.64   	 13.14   	 462.87		 59.80   	 -35.61		
-43.33   	-159.00   	 14.99   	 523.90		 59.65   	 -55.95		
-47.91   	-166.93   	 17.09   	 595.11		 59.43   	 -50.86		
-45.78   	-174.56   	 19.47   	 666.32		 59.23   	 -40.69		
-38.45   	-176.39   	 22.14   	 737.54		 59.06   	 -71.21		
-31.13   	-174.56   	 25.09   	 803.66		 58.78   	 -96.64		
-28.99   	-174.56   	 28.30   	 869.78		 58.39   	 -96.64		
-32.35   	-180.36   	 31.78   	 925.73		 58.01   	 -45.78		
-38.76   	-193.18   	 35.48   	 976.60		 57.82   	  45.78		
-42.42   	-207.52   	 39.39   	1017.29		 58.01   	  25.43		
-41.50   	-216.67   	 43.46   	1063.07		 58.11   	 -71.21		
-37.84   	-215.76   	 47.71   	1088.50		 57.82   	-106.82		
-34.18   	-204.47   	 52.06   	1113.93		 57.40   	 -61.04		
-31.13   	-185.55   	 56.52   	1134.28		 57.15   	 -10.17		
-28.99   	-166.32   	 61.06   	1144.45		 57.11(D)	  30.52		
-27.16   	-154.11   	 65.64   	1144.45		 57.23   	  30.52		
-27.77   	-155.33   	 70.21   	1134.28		 57.35   	  25.43		
-31.43   	-169.07   	 74.75   	1124.11		 57.46   	  40.69		
-37.54   	-186.77   	 79.25   	1093.59		 57.62   	  55.95		
-44.56   	-198.67   	 83.62   	1063.07		 57.84   	  81.38		
-49.13   	-199.28   	 87.87   	1027.46		 58.17   	 137.33		
-50.66   	-193.79   	 91.98   	 971.51		 58.72   	 218.72		
-49.13   	-194.09   	 95.87   	 930.82		 59.59   	 315.36		
-45.17   	-205.08   	 99.59   	 869.78		 60.85   	 376.40		
-39.67   	-219.42   	103.07   	 818.92		 62.36   	 412.00		
-34.79   	-222.47   	106.35   	 762.97		 64.01   	 427.26		
-32.96   	-204.77   	109.40   	 712.10		 65.72   	 432.35		
-35.10   	-171.51   	112.25   	 656.15		 67.45   	 432.35		
-39.67   	-140.69   	114.87   	 605.29		 69.18   	 422.18		
-44.25   	-128.17   	117.29   	 559.51		 70.86   	 442.52		
-46.69   	-136.11   	119.53   	 513.73		 72.63   	 457.78		
-44.86   	-152.28   	121.59   	 478.13		 74.47   	 442.52		
-40.28   	-163.88   	123.50   	 442.52		 76.24   	 417.09		
-34.48   	-168.15   	125.27   	 412.00		 77.90   	 417.09		
-28.99   	-170.59   	126.92   	 386.57		 79.57   	 432.35		
-25.94   	-176.39   	128.46   	 371.31		 81.30   	 508.65		
-25.94   	-183.11   	129.95   	 345.88		 83.34   	 584.94		
-27.77   	-182.50   	131.33   	 320.45		 85.68   	 534.08		
-29.60   	-169.37   	132.61   	 305.19		 87.81   	 442.52		
-31.74   	-148.32   	133.83   	 279.75		 89.58   	 295.01		
-34.48   	-127.56   	134.95   	 259.41		 90.76   	 300.10		
-37.84   	-113.22   	135.99   	 239.06		 91.96   	 417.09		
-40.28   	-106.51   	136.95   	 208.54		 93.63   	 452.69		
-39.98   	-107.12   	137.78   	 193.29		 95.44   	 590.03		
-36.93   	-113.83   	138.55   	 162.77		 97.80   	 528.99		
-32.65   	-124.51   	139.21   	 142.42		 99.92   	 254.32		
-29.60   	-133.06   	139.78   	 111.90		100.94   	 157.68		
-30.21   	-132.45   	140.22   	  91.56		101.57   	 259.41		
-33.87   	-116.88   	140.59   	  66.12		102.60   	 371.31		
-39.98   	-91.25   	140.85   	  40.69		104.09   	 417.09		
-47.00   	-66.53   	141.02   	  15.26		105.76   	 361.14		
-52.19   	-52.19   	141.08(S)	   0.00		107.20   	 284.84		
-52.80   	-51.57   	141.08   	 -20.35		108.34   	 259.41		
-49.13   	-60.12   	141.00   	 -35.61		109.38   	 228.89		
-44.56   	-71.72   	140.85   	 -50.86		110.29   	 198.37		
-41.81   	-80.26   	140.65   	 -66.12		111.09   	 178.03		
-41.50   	-83.01   	140.39   	 -76.30		111.80   	 183.11		
-39.67   	-80.26   	140.08   	 -91.56		112.53   	 137.33		
-33.87   	-76.90   	139.71   	-101.73		113.08   	  35.61		
-25.94   	-79.04   	139.31   	-122.07		113.22   	  30.52		
-20.45   	-88.81   	138.82   	-132.25		113.35   	 101.73		
-21.06   	-101.93   	138.29   	-152.59		113.75   	 111.90		
-25.33   	-108.34   	137.68   	-167.85		114.20   	  76.30		
-27.47   	-100.10   	137.01   	-188.20		114.51   	  25.43		
-24.41   	-77.21   	136.26   	-198.37		114.61   	 -91.56		
-18.01   	-45.78   	135.46   	-223.80		114.24   	-111.90		
-13.43   	-14.34   	134.57   	-239.06		113.79   	  25.43		
-14.04   	  9.46   	133.61   	-264.50		113.90   	 142.42		
-18.01   	 20.75   	132.55   	-289.93		114.47   	  91.56		
-21.36   	 16.48   	131.39   	-320.45		114.83(S)	-137.33		
-20.45   	 -0.92   	130.11   	-350.97		114.28   	-386.57		
-16.17   	-22.89   	128.71   	-381.48		112.74   	-325.53		
-11.90   	-39.06   	127.18   	-412.00		111.43   	 152.59		
 -9.77   	-45.17   	125.53   	-452.69		112.04   	 457.78		
-10.38   	-44.86   	123.72   	-483.21		113.88   	  50.86		
-13.43   	-45.47   	121.79   	-513.73		114.08   	-539.16		
-16.78   	-48.83   	119.74   	-549.34		111.92   	-539.16		
-20.45   	-49.44   	117.54   	-584.94		109.77   	-101.73		
-23.80   	-41.20   	115.20   	-625.63		109.36   	 172.94		
-24.11   	-22.89   	112.70   	-661.24		110.05   	  30.52		
-21.06   	 -2.44   	110.05   	-701.93		110.17   	-396.74		
-16.78   	  8.54   	107.24   	-747.71		108.59   	-590.03		
-14.65   	  4.27   	104.25   	-798.57		106.23   	-295.01		
-16.17   	-10.07   	101.06   	-844.35		105.05   	   5.09		
-19.53   	-25.02   	 97.68   	-895.22		105.07   	-122.07		
-20.45   	-34.48   	 94.10   	-946.08		104.58   	-462.87		
-18.01   	-40.28   	 90.32   	-986.77		102.73   	-610.37		
-14.04   	-46.69   	 86.37   	-1027.46		100.28   	-356.05		
-12.82   	-56.46   	 82.26   	-1063.07		 98.86   	 -81.38		
-15.56   	-65.31   	 78.01   	-1083.41		 98.53   	-228.89		
-20.14   	-66.22   	 73.67   	-1108.85		 97.62   	-539.16		
-21.97   	-56.76   	 69.24   	-1108.85		 95.46   	-544.25		
-19.53   	-41.81   	 64.80   	-1108.85		 93.29   	-330.62		
-15.87   	-29.60   	 60.37   	-1088.50		 91.96   	-183.11		
-15.26   	-23.19   	 56.01   	-1057.98		 91.23   	-198.37		
-18.92   	-20.75   	 51.78   	-1012.20		 90.44   	-259.41		
-24.41   	-18.62   	 47.73   	-966.43		 89.40   	-233.98		
-26.55   	-15.56   	 43.87   	-900.30		 88.46   	-111.90		
-22.58   	-13.43   	 40.26   	-844.35		 88.02   	-132.25		
-15.56   	-14.65   	 36.89   	-773.14		 87.49   	-325.53		
-11.90   	-18.62   	 33.79   	-712.10		 86.18   	-412.00		
-14.95   	-22.28   	 30.95   	-656.15		 84.54   	-366.22		
-21.97   	-25.94   	 28.32   	-605.29		 83.07   	-320.45		
-26.86   	-32.96   	 25.90   	-559.51		 81.79   	-142.42		
-26.25   	-45.78   	 23.66   	-523.90		 81.22   	  15.26		
-21.67   	-60.73   	 21.57   	-488.30		 81.28   	-198.37		
-15.87   	-69.58   	 19.61   	-462.87		 80.49   	-391.66		
-13.43   	-64.70   	 17.76   	-437.43		 78.92   	-162.77		
-13.73   	-46.69   	 16.01   	-412.00		 78.27   	  86.47		
-14.04   	-23.80   	 14.36   	-391.66		 78.62   	 101.73		
-14.34   	 -8.24   	 12.80   	-361.14		 79.02   	 -76.30		
-16.17   	 -7.32   	 11.35   	-340.79		 78.72   	-366.22		
-21.06   	-19.23   	  9.99   	-315.36		 77.25   	-381.48		
-28.99   	-37.23   	  8.73   	-284.84		 75.73   	-127.16		
-35.71   	-52.80   	  7.59   	-259.41		 75.22   	  25.43		
-37.23   	-62.56   	  6.55   	-233.98		 75.32   	  -5.09		
-31.74   	-67.14   	  5.62   	-203.46		 75.30   	 -96.64		
-22.89   	-66.53   	  4.80   	-183.11		 74.91   	-157.68		
-16.48   	-59.20   	  4.07   	-152.59		 74.28   	-137.33		
-14.95   	-43.95   	  3.46   	-137.33		 73.73   	 -45.78		
-17.09   	-22.58   	  2.91   	-111.90		 73.55   	 -61.04		
-20.14   	 -2.44   	  2.46   	 -96.64		 73.31   	-162.77		
-21.36   	  7.93   	  2.08   	 -76.30		 72.65   	-167.85		
-20.45   	  3.97   	  1.77   	 -66.12		 71.98   	 -20.35		
-18.92   	-12.21   	  1.51   	 -50.86		 71.90   	  55.95		
-18.62   	-32.35   	  1.30   	 -35.61		 72.13   	-111.90		
-19.84   	-46.39   	  1.16   	 -25.43		 71.68   	-249.24		
-22.28   	-47.61   	  1.06   	 -15.26		 70.68   	-137.33		
-24.11   	-37.23   	  1.00   	  -5.09		 70.13   	  15.26		
-23.80   	-22.58   	  0.98   	   0.00		 70.19   	  -5.09		
-21.67   	-13.12   	  0.98   	   5.09		 70.17   	-137.33		
-19.84   	-12.51   	  1.00   	  15.26		 69.62   	-167.85		
-20.75   	-16.48   	  1.06   	  15.26		 68.95   	 -86.47		
-22.89   	-17.40   	  1.12   	  15.26		 68.61   	 -50.86		
-22.58   	-11.29   	  1.18   	  15.26		 68.40   	 -55.95		
-17.40   	 -1.53   	  1.24   	  15.26		 68.18   	 -81.38		
-10.99   	  4.58   	  1.30   	  15.26		 67.85   	-122.07		
-10.07   	  1.83   	  1.36   	  15.26		 67.36   	 -91.56		
-17.70   	-11.90   	  1.42   	  10.17		 67.00   	 -40.69		
-28.38   	-32.96   	  1.46   	  10.17		 66.84   	 -40.69		
-34.79   	-53.10   	  1.51   	  10.17		 66.67   	 -30.52		
-32.65   	-62.56   	  1.55   	  15.26		 66.55   	 -30.52		
-24.72   	-54.32   	  1.61   	  15.26		 66.43   	 -40.69		
-17.70   	-30.82   	  1.67   	  25.43		 66.27   	   0.00		
-15.56   	 -3.36   	  1.77   	  35.61		 66.27   	  55.95		
-16.48   	 14.65   	  1.91   	  45.78		 66.49   	  -5.09		
-17.40   	 15.87   	  2.10   	  55.95		 66.47   	 -50.86		
-16.78   	  5.80   	  2.32   	  71.21		 66.27   	 -15.26		
-16.17   	 -5.19   	  2.60   	  76.30		 66.21   	   0.00		
-18.01   	-13.12   	  2.91   	  96.64		 66.21   	  15.26		
-22.58   	-20.75   	  3.30   	 101.73		 66.27   	 -15.26		
-27.47   	-31.13   	  3.70   	 106.82		 66.21   	 -91.56		
-29.30   	-41.20   	  4.13   	 116.99		 65.84   	-111.90		
-24.72   	-41.81   	  4.60   	 116.99		 65.39   	  10.17		
-15.56   	-27.16   	  5.07   	 111.90		 65.43   	  86.47		
 -7.02   	 -1.53   	  5.51   	 116.99		 65.78   	  15.26		
 -3.97   	 21.36   	  5.98   	 106.82		 65.84   	 -91.56		
 -8.24   	 29.91   	  6.41   	 101.73		 65.47   	-111.90		
-16.17   	 22.89   	  6.82   	  91.56		 65.03   	 -50.86		
-22.28   	  8.54   	  7.18   	  86.47		 64.82   	-127.16		
-22.28   	 -3.05   	  7.53   	  81.38		 64.31   	-218.72		
-18.31   	 -7.02   	  7.85   	  66.12		 63.44   	-137.33		
-14.04   	 -5.49   	  8.12   	  61.04		 62.89   	  71.21		
-12.82   	 -5.19   	  8.36   	  50.86		 63.17   	 198.37		
-15.26   	-11.60   	  8.57   	  40.69		 63.97   	 193.29		
-18.92   	-25.94   	  8.73   	  30.52		 64.74   	  35.61		
-19.84   	-43.95   	  8.85   	  15.26		 64.88   	 -96.64		
-16.48   	-57.98   	  8.91   	   5.09		 64.50   	 -20.35		
-10.07   	-60.42   	  8.93   	 -10.17		 64.41   	 106.82		
 -4.88   	-48.83   	  8.89   	 -30.52		 64.84   	 198.37		
 -4.88   	-25.94   	  8.77   	 -45.78		 65.64   	 228.89		
-11.90   	  1.22   	  8.59   	 -61.04		 66.55   	 203.46		
-20.75   	 25.02   	  8.34   	 -76.30		 67.36   	 111.90		
-24.72   	 41.20   	  8.04   	 -91.56		 67.81   	 -20.35		
-20.75   	 48.22   	  7.67   	 -96.64		 67.73   	  20.35		
-11.60   	 46.69   	  7.28   	-101.73		 67.81   	 -40.69		
 -3.36   	 38.45   	  6.88   	 -91.56		 67.65   	-208.54		
 -0.61   	 26.55   	  6.51   	 -71.21		 66.82   	-228.89		
 -2.44   	 14.34   	  6.23   	 -40.69		 65.90   	-244.15		
 -5.49   	  3.66   	  6.06   	 -15.26		 64.92   	-345.88		
 -8.54   	 -4.88   	  6.00   	  20.35		 63.54   	-233.98		
-12.21   	-12.51   	  6.08   	  40.69		 62.60   	 -76.30		
-16.78   	-20.75   	  6.25   	  66.12		 62.30   	  81.38		
-21.36   	-26.55   	  6.51   	  66.12		 62.62   	 147.51		
-22.89   	-26.86   	  6.78   	  61.04		 63.21   	  30.52		
-19.84   	-19.53   	  7.02   	  30.52		 63.34   	  91.56		
-14.04   	 -6.41   	  7.14   	 -20.35		 63.70   	 213.63		
 -9.16   	  9.77   	  7.06   	 -91.56		 64.56   	 391.66		
 -6.10   	 26.25   	  6.69   	-183.11		 66.12   	 488.30		
 -4.88   	 43.95   	  5.96   	-295.01		 68.08   	 284.84		
 -4.27   	 63.48   	  4.78   	-406.92		 69.22   	 381.48		
 -3.36   	 81.79   	  3.15   	-513.73		 70.74   	1444.55		
 -3.97   	 93.38   	  1.10   	-600.20		 76.52   	2812.81		
 -6.10   	 94.30   	 -1.30   	-656.15		 87.77   	-615.46		
 -7.32   	 86.98   	 -3.93   	-666.32		 85.31   	-5717.17		
 -3.97   	 80.26   	 -6.59   	-651.07		 62.44   	-3112.91		
  4.27   	 84.23   	 -9.20   	-590.03		 49.99(D)	2085.44		
 12.82   	103.15   	-11.56   	-498.47		 58.33   	3153.60		
 15.56   	131.84   	-13.55   	-386.57		 70.95   	1551.37		
 11.90   	159.91   	-15.10   	-264.50		 77.15   	-554.42		
  6.71   	179.14   	-16.15   	-142.42		 74.93   	-1856.55		
  7.32   	187.07   	-16.72   	 -30.52		 67.51   	-1210.58		
 15.26   	187.99   	-16.85   	  61.04		 62.67   	 488.30		
 25.02   	187.38   	-16.60   	 142.42		 64.62   	1276.70		
 28.38   	185.55   	-16.03   	 193.29		 69.73   	 681.58		
 23.50   	182.19   	-15.26   	 218.72		 72.45   	-279.75		
 17.09   	179.75   	-14.38   	 228.89		 71.33   	-793.49		
 17.40   	180.97   	-13.47   	 218.72		 68.16   	-539.16		
 25.33   	185.24   	-12.59   	 193.29		 66.00   	 167.85		
 34.48   	185.24   	-11.82   	 157.68		 66.67   	 600.20		
 36.62   	171.20   	-11.19   	 122.07		 69.07   	 478.13		
 27.47   	140.38   	-10.70   	  81.38		 70.99   	 -10.17		
 11.60   	101.01   	-10.38   	  40.69		 70.95   	-584.94		
 -3.05   	 65.61   	-10.21   	  -5.09		 68.61   	-473.04		
-11.60   	 40.89   	-10.23   	 -50.86		 66.71   	 356.05		
-14.95   	 22.89   	-10.44   	 -96.64		 68.14   	 788.40		
-14.65   	  2.44   	-10.82   	-142.42		 71.29   	 427.26		
-12.51   	-23.80   	-11.39   	-188.20		 73.00   	 218.72		
 -9.16   	-50.96   	-12.15   	-239.06		 73.88   	 162.77		
 -5.49   	-67.14   	-13.10   	-274.67		 74.53   	 -96.64		
 -2.75   	-63.48   	-14.20   	-305.19		 74.14   	-259.41		
 -3.36   	-40.89   	-15.42   	-325.53		 73.10   	-122.07		
 -8.85   	-12.82   	-16.72   	-320.45		 72.61   	 249.24		
-17.40   	  3.05   	-18.01   	-300.10		 73.61   	 249.24		
-25.02   	 -4.58   	-19.21   	-259.41		 74.61   	-116.99		
-26.25   	-30.21   	-20.24   	-208.54		 74.14   	-188.20		
-19.53   	-56.15   	-21.08   	-142.42		 73.39   	-289.93		
 -9.46   	-67.14   	-21.65   	 -61.04		 72.23   	-228.89		
 -3.05   	-62.56   	-21.89(D)	  35.61		 71.31   	 559.51		
 -5.19   	-57.68   	-21.75   	 132.25		 73.55   	 824.00		
-15.56   	-67.44   	-21.22   	 239.06		 76.85   	-310.27		
-29.60   	-90.64   	-20.26   	 350.97		 75.60   	-946.08		
-40.89   	-107.42   	-18.86   	 457.78		 71.82   	-264.50		
-43.64   	-92.47   	-17.03   	 564.60		 70.76   	 310.27		
-29.60   	-23.19   	-14.77   	 651.07		 72.00   	 198.37		
  9.46   	114.14   	-12.17   	 722.28		 72.80   	 -96.64		
 77.21   	330.51   	 -9.28   	 778.23		 72.41   	-172.94		
168.76   	631.41   	 -6.16   	 788.40		 71.72   	 -61.04		
267.94   	995.79   	 -3.01   	 783.31		 71.47   	 147.51		
