  I     	  II     	  LV     	  LV'		  PW     	  PW'		
-928.34   	-474.24   	 89.13   	-198.37		 24.76   	 178.03		
-914.31   	-463.56   	 88.34   	-233.98		 25.47   	 162.77		
-898.44   	-452.88   	 87.41   	-279.75		 26.12   	 127.16		
-876.77   	-438.54   	 86.29   	-330.62		 26.63   	  81.38		
-853.27   	-421.14   	 84.96   	-381.48		 26.96   	  45.78		
-830.69   	-401.00   	 83.44   	-437.43		 27.14   	  35.61		
-809.02   	-382.08   	 81.69   	-483.21		 27.28   	  55.95		
-789.18   	-362.55   	 79.76   	-513.73		 27.51   	  86.47		
-769.35   	-341.49   	 77.70   	-523.90		 27.85   	 101.73		
-745.54   	-319.21   	 75.60   	-503.56		 28.26   	  96.64		
-722.05   	-290.83   	 73.59   	-457.78		 28.65   	  66.12		
-700.99   	-265.20   	 71.76   	-406.92		 28.91   	   5.09		
-678.41   	-236.82   	 70.13   	-350.97		 28.93   	 -71.21		
-659.48   	-208.44   	 68.73   	-289.93		 28.65   	-147.51		
-643.62   	-181.88   	 67.57   	-249.24		 28.06   	-203.46		
-630.80   	-154.11   	 66.57   	-218.72		 27.24   	-228.89		
-620.42   	-125.73   	 65.70   	-208.54		 26.33   	-213.63		
-610.96   	-95.21   	 64.86   	-228.89		 25.47   	-162.77		
-597.84   	-65.31   	 63.95   	-305.19		 24.82   	 -81.38		
-581.97   	-33.87   	 62.73   	-422.18		 24.50   	  10.17		
-570.37   	 -7.02   	 61.04   	-574.77		 24.54   	  91.56		
-555.73   	 20.75   	 58.74   	-722.28		 24.90   	 127.16		
-545.65   	 44.86   	 55.85   	-834.18		 25.41   	 116.99		
-537.72   	 70.50   	 52.51   	-890.13		 25.88   	  61.04		
-525.51   	 97.35   	 48.95   	-900.30		 26.12   	 -10.17		
-520.02   	115.66   	 45.35   	-879.96		 26.08   	 -71.21		
-515.44   	134.58   	 41.83   	-824.00		 25.80   	 -96.64		
-511.47   	147.40   	 38.53   	-762.97		 25.41   	 -91.56		
-509.03   	157.17   	 35.48   	-681.58		 25.05   	 -61.04		
-502.62   	173.34   	 32.76   	-584.94		 24.80   	 -20.35		
-500.49   	182.19   	 30.42   	-493.39		 24.72   	  15.26		
-497.13   	195.01   	 28.44   	-396.74		 24.78   	  40.69		
-492.86   	205.08   	 26.86   	-315.36		 24.94   	  45.78		
-491.33   	211.18   	 25.60   	-254.32		 25.13   	  40.69		
-488.89   	217.59   	 24.58   	-218.72		 25.29   	  25.43		
-486.45   	224.00   	 23.70   	-213.63		 25.39   	  10.17		
-484.92   	230.10   	 22.85   	-233.98		 25.43   	 -20.35		
-484.92   	233.76   	 21.91   	-274.67		 25.35   	 -45.78		
-480.96   	241.09   	 20.81   	-315.36		 25.17   	 -66.12		
-476.38   	246.58   	 19.55   	-350.97		 24.90   	 -81.38		
-475.16   	249.33   	 18.15   	-361.14		 24.58   	 -76.30		
-472.72   	252.38   	 16.70   	-340.79		 24.27   	 -61.04		
-472.72   	256.96   	 15.34   	-300.10		 24.03   	 -30.52		
-474.24   	260.93   	 14.14   	-218.72		 23.91   	   5.09		
-473.02   	264.59   	 13.27   	-137.33		 23.93   	  35.61		
-472.41   	271.00   	 12.72   	 -40.69		 24.07   	  61.04		
-472.11   	275.88   	 12.55   	  50.86		 24.31   	  76.30		
-470.58   	278.93   	 12.76   	 116.99		 24.62   	  76.30		
-468.14   	285.03   	 13.22   	 167.85		 24.92   	  71.21		
-465.39   	290.83   	 13.90   	 188.20		 25.21   	  61.04		
-461.73   	294.80   	 14.65   	 178.03		 25.45   	  35.61		
-457.46   	300.90   	 15.36   	 142.42		 25.60   	  20.35		
-456.54   	306.09   	 15.93   	  91.56		 25.68   	   0.00		
-458.07   	309.45   	 16.30   	  20.35		 25.68   	 -15.26		
-455.93   	313.72   	 16.38   	 -50.86		 25.62   	 -25.43		
-454.41   	316.77   	 16.17   	-106.82		 25.51   	 -30.52		
-455.32   	319.82   	 15.75   	-147.51		 25.39   	 -30.52		
-450.44   	326.23   	 15.16   	-157.68		 25.27   	 -25.43		
-446.78   	332.95   	 14.53   	-147.51		 25.17   	 -25.43		
-445.56   	338.13   	 13.94   	-106.82		 25.07   	 -15.26		
-442.81   	342.71   	 13.51   	 -55.95		 25.00   	 -15.26		
-441.89   	345.46   	 13.29   	   0.00		 24.94   	   0.00		
-439.76   	347.90   	 13.29   	  50.86		 24.94   	   5.09		
-440.98   	350.95   	 13.49   	  86.47		 24.96   	  15.26		
-434.88   	358.58   	 13.84   	 106.82		 25.03   	  30.52		
-431.21   	362.85   	 14.26   	 101.73		 25.15   	  40.69		
-431.52   	367.13   	 14.67   	  96.64		 25.31   	  45.78		
-429.69   	370.48   	 15.06   	  66.12		 25.49   	  50.86		
-429.08   	372.92   	 15.32   	  45.78		 25.70   	  45.78		
-429.38   	378.11   	 15.50   	  20.35		 25.88   	  40.69		
-428.47   	381.16   	 15.58   	  15.26		 26.04   	  30.52		
-426.64   	387.57   	 15.65   	  10.17		 26.16   	  20.35		
-423.58   	395.20   	 15.69   	  25.43		 26.25   	  10.17		
-422.36   	395.51   	 15.79   	  45.78		 26.29   	  -5.09		
-421.45   	399.48   	 15.97   	  71.21		 26.27   	 -15.26		
-418.40   	407.71   	 16.26   	 101.73		 26.21   	 -25.43		
-419.01   	408.63   	 16.66   	 122.07		 26.10   	 -35.61		
-417.79   	415.65   	 17.15   	 142.42		 25.96   	 -35.61		
-415.34   	420.53   	 17.72   	 142.42		 25.82   	 -35.61		
-414.12   	421.45   	 18.29   	 142.42		 25.68   	 -30.52		
-412.29   	424.80   	 18.86   	 122.07		 25.55   	 -30.52		
-412.60   	425.72   	 19.35   	 101.73		 25.43   	 -25.43		
-410.77   	432.43   	 19.76   	  76.30		 25.33   	 -20.35		
-408.33   	435.49   	 20.06   	  45.78		 25.25   	 -20.35		
-406.19   	437.32   	 20.24   	  25.43		 25.17   	 -15.26		
-404.36   	444.03   	 20.35   	  10.17		 25.11   	 -15.26		
-401.92   	444.95   	 20.39   	  10.17		 25.05   	 -10.17		
-402.22   	447.69   	 20.43   	  10.17		 25.00   	 -10.17		
-404.05   	450.13   	 20.47   	  15.26		 24.96   	   0.00		
-402.83   	451.36   	 20.53   	  20.35		 24.96   	  10.17		
-401.00   	454.71   	 20.61   	  15.26		 25.00   	   5.09		
-400.70   	459.29   	 20.67   	  15.26		 25.03   	  10.17		
-400.70   	463.87   	 20.73   	   0.00		 25.07   	  10.17		
-398.25   	467.22   	 20.73   	 -10.17		 25.11   	   5.09		
-401.61   	468.75   	 20.69   	 -30.52		 25.13   	   0.00		
-399.17   	471.19   	 20.57   	 -35.61		 25.13   	  -5.09		
-393.68   	474.85   	 20.43   	 -45.78		 25.11   	   0.00		
-393.37   	478.52   	 20.24   	 -45.78		 25.11   	   0.00		
-389.10   	484.01   	 20.06   	 -35.61		 25.11   	   5.09		
-389.10   	485.23   	 19.92   	 -20.35		 25.13   	   5.09		
-390.63   	485.23   	 19.84   	   0.00		 25.15   	  10.17		
-391.24   	487.06   	 19.84   	  15.26		 25.19   	   5.09		
-390.93   	488.89   	 19.90   	  35.61		 25.21   	  10.17		
-390.93   	494.08   	 20.04   	  50.86		 25.25   	   5.09		
-389.10   	497.74   	 20.24   	  50.86		 25.27   	  10.17		
-387.27   	500.49   	 20.45   	  50.86		 25.31   	   5.09		
-385.74   	503.54   	 20.65   	  45.78		 25.33   	   5.09		
-385.44   	503.23   	 20.83   	  35.61		 25.35   	   5.09		
-385.44   	506.59   	 20.98   	  15.26		 25.37   	   5.09		
-386.05   	509.95   	 21.04   	   5.09		 25.39   	   5.09		
-386.35   	511.78   	 21.06   	  -5.09		 25.41   	  10.17		
-385.44   	515.14   	 21.04   	 -10.17		 25.45   	  10.17		
-385.74   	516.66   	 21.00   	 -15.26		 25.49   	  15.26		
-383.61   	517.27   	 20.94   	 -10.17		 25.55   	  20.35		
-382.08   	520.02   	 20.90   	  -5.09		 25.64   	  25.43		
-383.30   	518.80   	 20.87   	   0.00		 25.74   	  20.35		
-380.86   	521.85   	 20.87   	  15.26		 25.82   	  20.35		
-381.47   	522.77   	 20.94   	  15.26		 25.90   	  15.26		
-381.16   	523.99   	 21.00   	  20.35		 25.96   	  15.26		
-381.47   	527.04   	 21.08   	  25.43		 26.02   	   5.09		
-382.39   	527.04   	 21.18   	  15.26		 26.04   	   5.09		
-377.81   	532.23   	 21.24   	  20.35		 26.06   	   5.09		
-378.72   	534.36   	 21.32   	  10.17		 26.08   	   5.09		
-378.42   	536.19   	 21.36   	  10.17		 26.10   	   5.09		
-374.45   	540.47   	 21.40   	   5.09		 26.12   	  15.26		
-380.55   	540.16   	 21.42   	   5.09		 26.19   	  15.26		
-382.39   	539.55   	 21.44   	  10.17		 26.25   	  20.35		
-378.72   	542.30   	 21.49   	  10.17		 26.33   	  15.26		
-379.33   	543.52   	 21.53   	  15.26		 26.39   	  20.35		
-377.20   	545.96   	 21.59   	  20.35		 26.47   	  10.17		
-375.06   	549.01   	 21.67   	  20.35		 26.51   	   5.09		
-375.37   	549.01   	 21.75   	  25.43		 26.53   	   0.00		
-374.45   	551.76   	 21.85   	  20.35		 26.53   	  -5.09		
-375.98   	549.93   	 21.93   	  20.35		 26.51   	 -15.26		
-373.84   	551.15   	 22.01   	  20.35		 26.45   	 -10.17		
-374.45   	551.76   	 22.10   	  10.17		 26.41   	 -10.17		
-374.76   	552.67   	 22.14   	  10.17		 26.37   	 -10.17		
-372.92   	555.11   	 22.18   	   5.09		 26.33   	   0.00		
-373.54   	558.17   	 22.20   	   5.09		 26.33   	   0.00		
-372.01   	562.44   	 22.22   	   0.00		 26.33   	   5.09		
-375.06   	560.61   	 22.22   	  -5.09		 26.35   	   5.09		
-374.15   	563.66   	 22.20   	   0.00		 26.37   	   5.09		
-373.23   	563.66   	 22.20   	   5.09		 26.39   	   5.09		
-375.37   	562.74   	 22.22   	   5.09		 26.41   	   0.00		
-375.06   	563.35   	 22.24   	   5.09		 26.41   	   5.09		
-377.20   	562.13   	 22.26   	   5.09		 26.43   	   0.00		
-377.81   	561.22   	 22.28   	  10.17		 26.43   	   0.00		
-375.98   	563.35   	 22.32   	  10.17		 26.43   	   0.00		
-375.98   	563.05   	 22.36   	  10.17		 26.43   	   0.00		
-372.62   	565.80   	 22.40   	   5.09		 26.43   	   0.00		
-373.23   	565.80   	 22.42   	  10.17		 26.43   	   0.00		
-372.62   	566.41   	 22.46   	   5.09		 26.43   	  -5.09		
-371.09   	569.76   	 22.48   	   5.09		 26.41   	   0.00		
-371.09   	569.15   	 22.50   	   5.09		 26.41   	   0.00		
-369.57   	571.59   	 22.52   	   5.09		 26.41   	   0.00		
-368.35   	571.59   	 22.54   	  10.17		 26.41   	   5.09		
-363.77   	571.29   	 22.58   	   5.09		 26.43   	   5.09		
-352.78   	575.56   	 22.60   	   5.09		 26.45   	  10.17		
-339.36   	582.28   	 22.62   	  10.17		 26.49   	  10.17		
-325.93   	586.24   	 22.67   	  10.17		 26.53   	   5.09		
-310.97   	588.99   	 22.71   	   5.09		 26.55   	   5.09		
-300.29   	589.60   	 22.73   	  10.17		 26.57   	   5.09		
-294.19   	587.46   	 22.77   	   5.09		 26.59   	   0.00		
-286.25   	588.68   	 22.79   	   5.09		 26.59   	   5.09		
-285.03   	593.26   	 22.81   	   5.09		 26.61   	   0.00		
-283.81   	599.98   	 22.83   	  10.17		 26.61   	   0.00		
-277.10   	609.13   	 22.87   	   5.09		 26.61   	   0.00		
-263.98   	619.20   	 22.89   	   5.09		 26.61   	   0.00		
-242.61   	631.10   	 22.91   	   5.09		 26.61   	   0.00		
-216.98   	639.34   	 22.93   	   5.09		 26.61   	   0.00		
-201.42   	643.62   	 22.95   	   0.00		 26.61   	   0.00		
-212.71   	639.65   	 22.95   	   0.00		 26.61   	   0.00		
-225.52   	638.43   	 22.95   	   0.00		 26.61   	  -5.09		
-235.60   	644.23   	 22.95   	  -5.09		 26.59   	 -10.17		
-240.48   	657.65   	 22.93   	  -5.09		 26.55   	 -10.17		
-217.29   	679.32   	 22.91   	  -5.09		 26.51   	 -20.35		
-209.35   	690.92   	 22.89   	   0.00		 26.43   	 -25.43		
-217.29   	689.09   	 22.89   	   0.00		 26.33   	 -30.52		
-224.30   	680.24   	 22.89   	  10.17		 26.21   	 -35.61		
-244.75   	669.56   	 22.93   	  20.35		 26.06   	 -30.52		
-260.31   	671.69   	 23.01   	  25.43		 25.94   	 -25.43		
-272.52   	674.74   	 23.11   	  35.61		 25.84   	 -10.17		
-296.02   	658.57   	 23.26   	  40.69		 25.80   	   5.09		
-319.82   	628.97   	 23.42   	  50.86		 25.82   	  20.35		
-344.85   	592.35   	 23.62   	  50.86		 25.90   	  30.52		
-367.13   	563.05   	 23.82   	  61.04		 26.02   	  35.61		
-386.66   	555.73   	 24.07   	  71.21		 26.16   	  35.61		
-402.22   	557.56   	 24.35   	  86.47		 26.31   	  30.52		
-406.19   	558.47   	 24.70   	 106.82		 26.43   	  10.17		
-409.55   	553.89   	 25.13   	 132.25		 26.47   	  -5.09		
-411.07   	547.49   	 25.66   	 162.77		 26.45   	 -30.52		
-409.85   	548.10   	 26.31   	 188.20		 26.33   	 -50.86		
-412.29   	553.28   	 27.06   	 218.72		 26.12   	 -61.04		
-412.90   	553.28   	 27.93   	 239.06		 25.88   	 -66.12		
-411.68   	552.67   	 28.89   	 259.41		 25.62   	 -66.12		
-411.68   	554.50   	 29.93   	 264.50		 25.35   	 -61.04		
-414.73   	552.67   	 30.99   	 274.67		 25.11   	 -40.69		
-419.01   	552.98   	 32.09   	 264.50		 24.94   	 -15.26		
-420.23   	553.28   	 33.14   	 264.50		 24.88   	  15.26		
-421.45   	551.15   	 34.20   	 254.32		 24.94   	  45.78		
-422.06   	550.23   	 35.22   	 244.15		 25.13   	  81.38		
-422.67   	548.71   	 36.20   	 218.72		 25.45   	 111.90		
-422.67   	552.98   	 37.07   	 193.29		 25.90   	 142.42		
-422.97   	552.98   	 37.84   	 152.59		 26.47   	 167.85		
-423.28   	552.37   	 38.45   	 111.90		 27.14   	 183.11		
-423.28   	552.98   	 38.90   	  55.95		 27.87   	 193.29		
-429.69   	548.10   	 39.12   	   5.09		 28.65   	 188.20		
-443.73   	537.11   	 39.15   	 -55.95		 29.40   	 172.94		
-453.49   	518.19   	 38.92   	 -96.64		 30.09   	 152.59		
-432.74   	498.35   	 38.53   	-127.16		 30.70   	 127.16		
-374.45   	493.16   	 38.03   	-142.42		 31.21   	  96.64		
-283.51   	503.85   	 37.46   	-142.42		 31.60   	  71.21		
-164.18   	548.10   	 36.89   	-127.16		 31.88   	  35.61		
-39.98   	609.44   	 36.38   	-101.73		 32.02   	  10.17		
 69.27   	685.73   	 35.97   	 -76.30		 32.06   	 -10.17		
196.53   	794.98   	 35.67   	 -50.86		 32.02   	 -20.35		
281.68   	926.21   	 35.46   	 -35.61		 31.94   	 -15.26		
336.91   	1084.90   	 35.32   	 -20.35		 31.88   	   0.00		
359.80   	1213.07   	 35.24   	 -25.43		 31.88   	  20.35		
222.17   	1205.44   	 35.14   	 -20.35		 31.96   	  35.61		
-75.68   	1030.88   	 35.06   	 -25.43		 32.11   	  45.78		
-400.09   	745.85   	 34.95   	 -25.43		 32.29   	  45.78		
-742.19   	375.98   	 34.85   	 -10.17		 32.47   	  50.86		
-969.85(R)	 17.09   	 34.81(E)	  10.17		 32.68   	  45.78		
-950.62   	-205.99   	 34.85   	  45.78		 32.86   	  35.61		
-797.12   	-372.01   	 35.04   	  91.56		 33.00   	  35.61		
-722.05   	-424.50   	 35.40   	 142.42		 33.14   	  25.43		
-644.84   	-361.94   	 35.97   	 203.46		 33.25   	  10.17		
-617.68   	-260.62   	 36.79   	 295.01		 33.29   	  -5.09		
-713.20   	-153.20   	 37.97   	 412.00		 33.27   	  -5.09		
-764.47   	-83.31   	 39.61   	 605.29		 33.25   	   5.09		
-785.52   	-43.33   	 42.03   	 844.35		 33.27   	  50.86		
-819.40   	-46.39   	 45.41   	1124.11		 33.47   	 122.07		
-842.29   	-53.10   	 49.91   	1383.51		 33.96   	 193.29		
-843.81   	-60.42   	 55.44   	1581.89		 34.73   	 218.72		
-844.73   	-60.12   	 61.77   	1653.10		 35.61   	 188.20		
-867.31   	-61.04   	 68.38   	1602.23		 36.36   	 101.73		
-881.04   	-60.73   	 74.79   	1459.81		 36.76(A)	 -15.26		
-865.17   	-34.48   	 80.63   	1266.53		 36.70   	-127.16		
-837.10   	 -6.10   	 85.70   	1052.90		 36.20   	-218.72		
-810.24   	 36.01   	 89.91   	 859.61		 35.32   	-259.41		
-753.17   	 97.66   	 93.35   	 676.50		 34.28   	-254.32		
-709.53   	169.37   	 96.05   	 534.08		 33.27   	-203.46		
-663.45   	238.95   	 98.19   	 432.35		 32.45   	-116.99		
-611.88   	300.90   	 99.92   	 376.40		 31.98   	 -25.43		
-582.58   	349.43   	101.42   	 376.40		 31.88   	  66.12		
-556.64   	374.15   	102.93   	 442.52		 32.15   	 137.33		
-542.60   	391.54   	104.70   	 600.20		 32.70   	 147.51		
-535.58   	403.14   	107.10   	 834.18		 33.29   	  86.47		
-524.90   	411.38   	110.44   	1103.76		 33.63   	 -10.17		
-518.49   	416.26   	114.85   	1347.91		 33.59   	-116.99		
-515.75   	419.01   	120.24   	1464.90		 33.12   	-193.29		
-514.22   	418.09   	126.10   	1373.34		 32.35   	-213.63		
-513.92   	416.26   	131.60   	1068.15		 31.50   	-167.85		
-513.61   	418.09   	135.87   	 732.45		 30.82   	 -76.30		
-514.53   	418.40   	138.80   	 569.68		 30.52   	  61.04		
-516.36   	416.56   	141.08   	 768.05		 30.76   	 188.20		
-518.19   	413.82   	144.15   	1307.22		 31.52   	 264.50		
-520.02   	409.85   	149.38   	1937.94		 32.57   	 274.67		
-519.41   	408.63   	157.13   	2355.03		 33.67   	 218.72		
-520.32   	405.58   	166.55   	2400.80		 34.55   	 137.33		
-521.55   	402.53   	176.15   	2126.14		 35.10   	  66.12		
-522.77   	397.95   	184.66   	1653.10		 35.36   	 -15.26		
-525.51   	393.98   	191.27   	1134.28		 35.30   	-111.90		
-524.60   	392.15   	195.81   	 707.02		 34.85   	-244.15		
-525.21   	389.10   	198.64   	 417.09		 33.88   	-396.74		
-527.65   	386.05   	200.30   	 279.75		 32.29   	-523.90		
-530.09   	380.86   	201.42   	 269.58		 30.19   	-574.77		
-537.41   	372.31   	202.50   	 320.45		 27.89   	-518.82		
-542.60   	365.30   	203.78   	 386.57		 25.82   	-381.48		
-546.26   	359.80   	205.33   	 417.09		 24.29   	-208.54		
-551.45   	352.78   	207.00   	 412.00		 23.46   	 -40.69		
-554.50   	346.68   	208.65   	 381.48		 23.30   	  76.30		
-557.86   	340.88   	210.17   	 345.88		 23.60   	 132.25		
-561.52   	332.03   	211.56   	 325.53		 24.13   	 132.25		
-564.88   	325.62   	212.86   	 335.71		 24.66   	  91.56		
-569.46   	317.08   	214.20   	 350.97		 25.03   	  30.52		
-572.20   	309.14   	215.60   	 356.05		 25.15   	  -5.09		
-575.56   	299.68   	217.03   	 330.62		 25.13   	 -20.35		
-578.61   	291.44   	218.35   	 295.01		 25.05   	 -10.17		
-578.92   	283.81   	219.53   	 244.15		 25.00   	  20.35		
-583.19   	274.05   	220.51   	 218.72		 25.09   	  55.95		
-582.89   	268.25   	221.38   	 203.46		 25.31   	  96.64		
-583.50   	260.62   	222.20   	 178.03		 25.70   	 116.99		
-583.80   	253.60   	222.91   	 167.85		 26.16   	 116.99		
-579.22   	248.72   	223.58   	 137.33		 26.63   	 101.73		
-579.53   	240.17   	224.13   	 122.07		 27.04   	  61.04		
-576.17   	234.99   	224.62   	  81.38		 27.28   	  20.35		
-570.07   	232.85   	224.94   	  50.86		 27.37   	 -20.35		
-564.27   	231.93   	225.15(S)	   0.00		 27.28   	 -50.86		
-550.23   	237.43   	225.15   	 -50.86		 27.08   	 -71.21		
-537.11   	242.00   	224.94   	-122.07		 26.80   	 -71.21		
-522.16   	248.11   	224.45   	-193.29		 26.51   	 -76.30		
-505.68   	258.18   	223.68   	-264.50		 26.21   	 -71.21		
-491.64   	265.50   	222.62   	-325.53		 25.92   	 -66.12		
-478.52   	274.96   	221.32   	-386.57		 25.66   	 -61.04		
-462.65   	288.70   	219.78   	-437.43		 25.41   	 -55.95		
-450.13   	298.77   	218.03   	-503.56		 25.19   	 -50.86		
-435.79   	314.33   	216.01   	-574.77		 24.98   	 -45.78		
-421.75   	333.86   	213.71   	-661.24		 24.80   	 -45.78		
-408.02   	350.95   	211.07   	-757.88		 24.62   	 -40.69		
-395.20   	371.09   	208.04   	-844.35		 24.46   	 -25.43		
-384.83   	390.32   	204.66   	-910.47		 24.35   	  -5.09		
-377.81   	404.66   	201.02   	-951.17		 24.33   	  15.26		
-376.28   	418.40   	197.21   	-961.34		 24.39   	  45.78		
-374.45   	429.99   	193.37   	-956.25		 24.58   	  66.12		
-376.89   	437.93   	189.54   	-946.08		 24.84   	  86.47		
-378.72   	445.86   	185.76   	-956.25		 25.19   	  91.56		
-381.77   	450.44   	181.93   	-981.68		 25.55   	  86.47		
-386.66   	455.63   	178.01   	-1037.64		 25.90   	  86.47		
-389.10   	459.90   	173.85   	-1124.11		 26.25   	  81.38		
-395.20   	462.34   	169.36   	-1225.83		 26.57   	  71.21		
-399.17   	464.48   	164.46   	-1327.56		 26.86   	  61.04		
-403.44   	463.87   	159.14   	-1414.03		 27.10   	  50.86		
-408.33   	462.34   	153.49   	-1475.07		 27.30   	  40.69		
-410.46   	461.43   	147.59   	-1505.59		 27.47   	  25.43		
-416.26   	458.98   	141.57   	-1520.85		 27.57   	  20.35		
-418.09   	458.98   	135.48   	-1525.93		 27.65   	  10.17		
-419.01   	457.76   	129.38   	-1531.02		 27.69   	  15.26		
-422.06   	456.85   	123.25   	-1551.37		 27.75   	  15.26		
-419.92   	455.93   	117.05   	-1571.71		 27.81   	  25.43		
-422.36   	455.02   	110.76   	-1586.97		 27.91   	  40.69		
-425.11   	449.22   	104.41   	-1602.23		 28.08   	  55.95		
-425.72   	446.78   	 98.01   	-1592.06		 28.30   	  50.86		
-428.77   	442.50   	 91.64   	-1566.63		 28.50   	  50.86		
-429.08   	438.84   	 85.37   	-1531.02		 28.71   	  40.69		
-431.21   	439.15   	 79.25   	-1475.07		 28.87   	  25.43		
-434.57   	435.18   	 73.35   	-1378.43		 28.97   	  30.52		
-435.49   	433.96   	 67.83   	-1241.09		 29.09   	  50.86		
-437.32   	429.69   	 62.87   	-1083.41		 29.30   	 101.73		
-439.15   	426.64   	 58.53   	-930.82		 29.70   	 157.68		
-442.20   	422.06   	 54.81   	-818.92		 30.34   	 213.63		
-445.25   	417.18   	 51.54   	-737.54		 31.19   	 244.15		
-450.44   	412.29   	 48.59   	-691.76		 32.17   	 244.15		
-453.19   	407.10   	 45.82   	-661.24		 33.14   	 188.20		
-452.27   	406.80   	 43.17   	-671.41		 33.90   	 101.73		
-455.93   	399.48   	 40.49   	-707.02		 34.30   	  -5.09		
-454.71   	396.42   	 37.66   	-752.79		 34.28   	-101.73		
-458.07   	391.85   	 34.65   	-803.66		 33.88   	-162.77		
-465.39   	383.61   	 31.43   	-818.92		 33.22   	-167.85		
-466.00   	380.86   	 28.16   	-788.40		 32.55   	-127.16		
-470.58   	375.98   	 25.00   	-712.10		 32.04   	 -55.95		
-472.72   	373.23   	 22.16   	-569.68		 31.82   	  30.52		
-473.02   	368.65   	 19.88   	-401.83		 31.94   	  91.56		
-474.85   	367.13   	 18.27   	-208.54		 32.31   	 137.33		
-477.60   	364.99   	 17.44   	 -25.43		 32.86   	 152.59		
-482.18   	360.72   	 17.33   	 116.99		 33.47   	 137.33		
-483.40   	360.11   	 17.80   	 208.54		 34.02   	  91.56		
-491.94   	354.31   	 18.64   	 233.98		 34.38   	  35.61		
-495.61   	355.22   	 19.57   	 213.63		 34.53(V)	 -20.35		
-497.13   	354.31   	 20.43   	 137.33		 34.45   	 -66.12		
-503.23   	350.34   	 20.98   	  45.78		 34.18   	-101.73		
-504.46   	350.04   	 21.16   	 -55.95		 33.77   	-142.42		
-508.42   	342.71   	 20.94   	-147.51		 33.20   	-172.94		
-513.31   	341.80   	 20.35   	-213.63		 32.51   	-213.63		
-514.83   	339.97   	 19.49   	-244.15		 31.66   	-228.89		
-514.83   	342.41   	 18.51   	-244.15		 30.74   	-239.06		
-514.53   	344.54   	 17.54   	-213.63		 29.79   	-218.72		
-511.78   	340.27   	 16.68   	-152.59		 28.91   	-188.20		
-509.03   	343.93   	 16.07   	 -81.38		 28.16   	-132.25		
-508.73   	340.58   	 15.75   	 -15.26		 27.63   	 -81.38		
-507.51   	339.05   	 15.69(D)	  40.69		 27.30   	 -35.61		
-512.39   	340.58   	 15.85   	  71.21		 27.16   	   0.00		
-519.10   	337.83   	 16.13   	  91.56		 27.16   	  20.35		
-521.85   	337.52   	 16.50   	  81.38		 27.24   	  20.35		
-524.60   	337.83   	 16.83   	  71.21		 27.32   	  15.26		
-525.21   	338.44   	 17.11   	  50.86		 27.39   	   0.00		
-525.21   	337.22   	 17.31   	  25.43		 27.39   	 -25.43		
-524.60   	336.30   	 17.42   	  10.17		 27.28   	 -45.78		
-525.82   	336.61   	 17.46   	   0.00		 27.10   	 -61.04		
-526.43   	334.78   	 17.46   	  -5.09		 26.86   	 -81.38		
-519.10   	334.47   	 17.44   	   5.09		 26.53   	 -91.56		
-519.71   	334.78   	 17.46   	  15.26		 26.16   	 -96.64		
-518.49   	332.64   	 17.52   	  30.52		 25.78   	-101.73		
-509.95   	335.08   	 17.64   	  50.86		 25.37   	-106.82		
-505.07   	336.91   	 17.84   	  71.21		 24.94   	-106.82		
-495.00   	342.41   	 18.13   	  86.47		 24.52   	-106.82		
-482.79   	345.76   	 18.47   	  91.56		 24.09   	-101.73		
-469.67   	347.90   	 18.84   	  96.64		 23.68   	 -91.56		
-457.15   	350.95   	 19.23   	  91.56		 23.32   	 -86.47		
-446.78   	349.12   	 19.59   	  71.21		 22.97   	 -71.21		
-434.88   	354.00   	 19.88   	  50.86		 22.69   	 -61.04		
-432.13   	354.00   	 20.08   	  30.52		 22.44   	 -50.86		
-438.23   	355.22   	 20.20   	   0.00		 22.24   	 -45.78		
-435.79   	365.30   	 20.20   	 -25.43		 22.05   	 -30.52		
-431.52   	369.87   	 20.10   	 -55.95		 21.93   	 -25.43		
-415.65   	378.42   	 19.88   	 -71.21		 21.83   	 -15.26		
-386.05   	385.44   	 19.59   	 -91.56		 21.77   	 -10.17		
-361.02   	385.44   	 19.23   	 -91.56		 21.73   	  -5.09		
-354.00   	382.08   	 18.86   	 -81.38		 21.71   	   0.00		
-364.38   	380.86   	 18.54   	 -71.21		 21.71   	   0.00		
-372.01   	384.83   	 18.25   	 -50.86		 21.71   	   0.00		
-384.22   	395.20   	 18.05   	 -30.52		 21.71   	  -5.09		
-376.59   	411.07   	 17.92   	 -15.26		 21.69   	 -15.26		
-352.48   	431.21   	 17.86   	  -5.09		 21.63   	 -35.61		
-360.41   	436.10   	 17.84   	   5.09		 21.49   	 -45.78		
-368.04   	427.86   	 17.86   	  10.17		 21.30   	 -61.04		
-375.67   	419.92   	 17.90   	  10.17		 21.06   	 -71.21		
-403.44   	408.94   	 17.94   	  10.17		 20.77   	 -71.21		
-411.07   	408.33   	 17.99   	  15.26		 20.49   	 -66.12		
-422.36   	409.85   	 18.05   	  15.26		 20.22   	 -61.04		
-451.66   	383.91   	 18.11   	  20.35		 19.98   	 -55.95		
-480.65   	345.46   	 18.19   	  30.52		 19.76   	 -50.86		
-505.07   	314.94   	 18.31   	  40.69		 19.55   	 -45.78		
-533.75   	290.22   	 18.47   	  61.04		 19.37   	 -35.61		
