  I     	  LV     	  LV'		  PA     	  PA'		
-89.42   	110.68   	-640.89		 49.26   	 -45.78		
-87.59   	108.12   	-696.84		 49.07   	 -50.86		
-85.75   	105.33   	-742.62		 48.87   	 -66.12		
-84.23   	102.36   	-778.23		 48.61   	 -71.21		
-83.31   	 99.25   	-793.49		 48.32   	 -76.30		
-82.70   	 96.07   	-808.75		 48.02   	 -76.30		
-82.09   	 92.84   	-834.18		 47.71   	 -71.21		
-81.48   	 89.50   	-874.87		 47.43   	 -66.12		
-80.26   	 86.00   	-930.82		 47.16   	 -61.04		
-78.43   	 82.28   	-1007.12		 46.92   	 -50.86		
-76.90   	 78.25   	-1088.50		 46.71   	 -45.78		
-75.68   	 73.90   	-1174.97		 46.53   	 -50.86		
-75.38   	 69.20   	-1241.09		 46.33   	 -50.86		
-75.99   	 64.23   	-1281.79		 46.12   	 -61.04		
-76.90   	 59.10   	-1291.96		 45.88   	 -61.04		
-77.82   	 53.94   	-1261.44		 45.64   	 -71.21		
-78.43   	 48.89   	-1190.23		 45.35   	 -66.12		
-78.74   	 44.13   	-1088.50		 45.09   	 -66.12		
-78.43   	 39.78   	-966.43		 44.82   	 -61.04		
-78.13   	 35.91   	-829.09		 44.58   	 -50.86		
-77.82   	 32.59   	-701.93		 44.37   	 -40.69		
-78.13   	 29.79   	-574.77		 44.21   	 -35.61		
-78.74   	 27.49   	-467.95		 44.07   	 -25.43		
-79.04   	 25.62   	-386.57		 43.97   	 -25.43		
-79.04   	 24.07   	-325.53		 43.87   	 -20.35		
-78.74   	 22.77   	-289.93		 43.78   	 -15.26		
-77.82   	 21.61   	-264.50		 43.72   	 -25.43		
-77.21   	 20.55   	-254.32		 43.62   	 -25.43		
-76.29   	 19.53   	-244.15		 43.52   	 -35.61		
-75.68   	 18.56   	-239.06		 43.38   	 -40.69		
-74.77   	 17.60   	-223.80		 43.21   	 -40.69		
-74.77   	 16.70   	-203.46		 43.05   	 -50.86		
-74.77   	 15.89   	-178.03		 42.85   	 -50.86		
-75.07   	 15.18   	-147.51		 42.64   	 -50.86		
-75.07   	 14.59   	-116.99		 42.44   	 -45.78		
-75.07   	 14.12   	 -81.38		 42.26   	 -50.86		
-75.07   	 13.79   	 -50.86		 42.05   	 -40.69		
-75.07   	 13.59   	 -30.52		 41.89   	 -40.69		
-75.07   	 13.47   	  -5.09		 41.73   	 -40.69		
-74.16   	 13.45(D)	  10.17		 41.57   	 -35.61		
-72.94   	 13.49   	  15.26		 41.42   	 -40.69		
-71.41   	 13.55   	  25.43		 41.26   	 -45.78		
-71.11   	 13.65   	  20.35		 41.08   	 -40.69		
-71.72   	 13.73   	  25.43		 40.92   	 -50.86		
-72.94   	 13.84   	  20.35		 40.71   	 -50.86		
-74.16   	 13.92   	  15.26		 40.51   	 -55.95		
-74.16   	 13.98   	  20.35		 40.28   	 -55.95		
-73.85   	 14.06   	  15.26		 40.06   	 -55.95		
-73.55   	 14.12   	  25.43		 39.84   	 -61.04		
-73.24   	 14.22   	  30.52		 39.59   	 -61.04		
-73.24   	 14.34   	  40.69		 39.35   	 -61.04		
-73.24   	 14.51   	  50.86		 39.10   	 -61.04		
-73.24   	 14.71   	  55.95		 38.86   	 -61.04		
-73.24   	 14.93   	  71.21		 38.62   	 -55.95		
-73.24   	 15.22   	  71.21		 38.39   	 -61.04		
-72.94   	 15.50   	  76.30		 38.15   	 -66.12		
-72.63   	 15.81   	  81.38		 37.88   	 -61.04		
-71.72   	 16.13   	  81.38		 37.64   	 -66.12		
-70.80   	 16.46   	  76.30		 37.38   	 -61.04		
-69.89   	 16.76   	  71.21		 37.13   	 -66.12		
-69.58   	 17.05   	  71.21		 36.87   	 -66.12		
-70.19   	 17.33   	  61.04		 36.60   	 -66.12		
-70.80   	 17.58   	  55.95		 36.34   	 -61.04		
-71.72   	 17.80   	  45.78		 36.09   	 -55.95		
-72.02   	 17.99   	  40.69		 35.87   	 -55.95		
-71.41   	 18.15   	  30.52		 35.65   	 -55.95		
-69.58   	 18.27   	  20.35		 35.42   	 -50.86		
-66.53   	 18.35   	  15.26		 35.22   	 -50.86		
-62.56   	 18.41   	   5.09		 35.02   	 -45.78		
-57.98   	 18.43   	   5.09		 34.83   	 -50.86		
-53.10   	 18.45   	   0.00		 34.63   	 -45.78		
-48.22   	 18.45   	   0.00		 34.45   	 -50.86		
-43.33   	 18.45   	   0.00		 34.24   	 -45.78		
-38.76   	 18.45   	   5.09		 34.06   	 -45.78		
-34.48   	 18.47   	   5.09		 33.88   	 -50.86		
-28.99   	 18.49   	  15.26		 33.67   	 -40.69		
-21.06   	 18.56   	  20.35		 33.51   	 -45.78		
-10.07   	 18.64   	  20.35		 33.33   	 -40.69		
  3.66   	 18.72   	  25.43		 33.16   	 -40.69		
 16.78   	 18.82   	  30.52		 33.00   	 -40.69		
 25.94   	 18.94   	  30.52		 32.84   	 -35.61		
 28.69   	 19.06   	  25.43		 32.70   	 -40.69		
 25.33   	 19.17   	  25.43		 32.53   	 -40.69		
 18.01   	 19.27   	  20.35		 32.37   	 -35.61		
 10.68   	 19.35   	  20.35		 32.23   	 -40.69		
  5.49   	 19.43   	  10.17		 32.06   	 -35.61		
  2.44   	 19.47   	  10.17		 31.92   	 -35.61		
 -0.92   	 19.51   	  10.17		 31.78   	 -40.69		
 -7.02   	 19.55   	  10.17		 31.62   	 -35.61		
-18.01   	 19.59   	  10.17		 31.47   	 -40.69		
-34.48   	 19.63   	  15.26		 31.31   	 -35.61		
-54.02   	 19.69   	  20.35		 31.17   	 -40.69		
-72.94   	 19.78   	  25.43		 31.01   	 -35.61		
-86.67   	 19.88   	  30.52		 30.86   	 -40.69		
-93.08   	 20.00   	  35.61		 30.70   	 -35.61		
-92.16   	 20.14   	  45.78		 30.56   	 -35.61		
-87.28   	 20.33   	  45.78		 30.42   	 -30.52		
-82.70   	 20.51   	  50.86		 30.29   	 -30.52		
-80.26   	 20.71   	  45.78		 30.17   	 -30.52		
-79.96   	 20.90   	  50.86		 30.05   	 -20.35		
-80.26   	 21.10   	  45.78		 29.97   	 -20.35		
-79.65   	 21.28   	  45.78		 29.89   	 -20.35		
-78.13   	 21.46   	  45.78		 29.81   	 -20.35		
-76.60   	 21.65   	  45.78		 29.73   	 -20.35		
-75.38   	 21.83   	  45.78		 29.64   	 -20.35		
-74.77   	 22.01   	  55.95		 29.56   	 -20.35		
-74.77   	 22.24   	  61.04		 29.48   	 -25.43		
-75.07   	 22.48   	  71.21		 29.38   	 -25.43		
-78.43   	 22.77   	  81.38		 29.28   	 -25.43		
-87.28   	 23.09   	  96.64		 29.18   	 -25.43		
-103.15   	 23.48   	  96.64		 29.07   	 -25.43		
-124.21   	 23.87   	 106.82		 28.97   	 -25.43		
-146.79   	 24.29   	 111.90		 28.87   	 -25.43		
-164.49   	 24.74   	 101.73		 28.77   	 -25.43		
-169.68   	 25.15   	  96.64		 28.67   	 -20.35		
-151.06   	 25.53   	  86.47		 28.59   	 -25.43		
-93.08   	 25.88   	  71.21		 28.48   	 -20.35		
 18.62   	 26.16   	  50.86		 28.40   	 -25.43		
189.21   	 26.37   	  35.61		 28.30   	 -15.26		
405.27   	 26.51   	  10.17		 28.24   	 -15.26		
625.31   	 26.55   	   0.00		 28.18   	 -10.17		
784.30   	 26.55   	 -10.17		 28.14   	 -10.17		
823.97(R)	 26.51   	 -15.26		 28.10   	   5.09		
730.59   	 26.45   	 -10.17		 28.12   	   0.00		
552.06   	 26.41(E)	   0.00		 28.12   	  10.17		
376.59   	 26.41   	  20.35		 28.16   	  10.17		
277.10   	 26.49   	  50.86		 28.20   	   5.09		
265.20   	 26.69   	  96.64		 28.22   	   5.09		
292.05   	 27.08   	 147.51		 28.24   	   0.00		
295.41   	 27.67   	 213.63		 28.24   	 -10.17		
244.75   	 28.52   	 289.93		 28.20   	 -15.26		
152.89   	 29.68   	 381.48		 28.14   	 -25.43		
 53.41   	 31.21   	 483.21		 28.04   	 -20.35		
-25.02   	 33.14   	 584.94		 27.96   	 -30.52		
-70.19   	 35.48   	 691.76		 27.83   	 -25.43		
-83.92   	 38.25   	 803.66		 27.73   	 -25.43		
-74.77   	 41.46   	 925.73		 27.63   	 -15.26		
-57.37   	 45.17   	1042.72		 27.57   	 -15.26		
-44.56   	 49.34   	1164.80		 27.51   	 -10.17		
-43.64   	 54.00   	1276.70		 27.47   	   0.00		
-50.66   	 59.10   	1363.17		 27.47   	   0.00		
-56.76   	 64.56   	1419.12		 27.47   	   5.09		
-57.07   	 70.23   	1429.29		 27.49   	   5.09		
-52.19   	 75.95   	1398.77		 27.51   	   5.09		
-47.30   	 81.55   	1327.56		 27.53   	  10.17		
-43.95   	 86.86   	1220.75		 27.57   	   5.09		
-42.11   	 91.74   	1093.59		 27.59   	  10.17		
-39.98   	 96.11   	 961.34		 27.63   	  20.35		
-36.93   	 99.96   	 834.18		 27.71   	  30.52		
-33.57   	103.30   	 722.28		 27.83   	  40.69		
-29.60   	106.18   	 640.89		 28.00   	  50.86		
-25.63   	108.75   	 584.94		 28.20   	  71.21		
-21.67   	111.09   	 559.51		 28.48   	  81.38		
-17.40   	113.33   	 559.51		 28.81   	  91.56		
-13.12   	115.56   	 579.86		 29.18   	  96.64		
 -8.24   	117.88   	 605.29		 29.56   	 106.82		
 -3.05   	120.30   	 625.63		 29.99   	 106.82		
  2.44   	122.81   	 645.98		 30.42   	 111.90		
  8.24   	125.39   	 645.98		 30.86   	 111.90		
 14.04   	127.98   	 625.63		 31.31   	 116.99		
 19.53   	130.48   	 579.86		 31.78   	 122.07		
 25.63   	132.80   	 528.99		 32.27   	 127.16		
 32.65   	134.91   	 457.78		 32.78   	 137.33		
 41.20   	136.74   	 391.66		 33.33   	 142.42		
 50.35   	138.31   	 325.53		 33.90   	 152.59		
 59.51   	139.61   	 284.84		 34.51   	 157.68		
 68.36   	140.75   	 259.41		 35.14   	 167.85		
 76.60   	141.79   	 249.24		 35.81   	 167.85		
 85.75   	142.79   	 259.41		 36.48   	 178.03		
 96.44   	143.82   	 274.67		 37.19   	 172.94		
108.34   	144.92   	 279.75		 37.88   	 172.94		
120.54   	146.04   	 279.75		 38.58   	 167.85		
132.45   	147.16   	 269.58		 39.25   	 167.85		
143.74   	148.24   	 239.06		 39.92   	 157.68		
153.81   	149.20   	 208.54		 40.55   	 147.51		
162.66   	150.03   	 162.77		 41.14   	 147.51		
168.76   	150.68   	 116.99		 41.73   	 137.33		
170.90   	151.15   	  61.04		 42.28   	 127.16		
168.76   	151.39(S)	  -5.09		 42.79   	 122.07		
161.74   	151.37   	 -71.21		 43.28   	 111.90		
150.15   	151.09   	-132.25		 43.72   	 106.82		
135.50   	150.56   	-183.11		 44.15   	  96.64		
119.63   	149.83   	-208.54		 44.54   	  86.47		
103.76   	148.99   	-223.80		 44.88   	  76.30		
 88.50   	148.10   	-208.54		 45.19   	  71.21		
 74.16   	147.26   	-188.20		 45.47   	  55.95		
 59.81   	146.51   	-162.77		 45.70   	  50.86		
 44.56   	145.86   	-147.51		 45.90   	  35.61		
 28.38   	145.27   	-137.33		 46.04   	  30.52		
 12.21   	144.72   	-132.25		 46.16   	  25.43		
 -3.36   	144.19   	-147.51		 46.27   	  15.26		
-18.01   	143.60   	-167.85		 46.33   	  10.17		
-31.13   	142.93   	-198.37		 46.37   	  10.17		
-42.11   	142.14   	-228.89		 46.41   	   5.09		
-50.66   	141.22   	-264.50		 46.43   	   0.00		
-57.07   	140.16   	-300.10		 46.43   	   0.00		
-62.26   	138.96   	-335.71		 46.43   	   0.00		
-66.83   	137.62   	-356.05		 46.43   	 -10.17		
-72.02   	136.19   	-371.31		 46.39   	  -5.09		
-76.90   	134.71   	-381.48		 46.37   	 -15.26		
-81.48   	133.18   	-386.57		 46.31   	 -15.26		
-84.84   	131.64   	-381.48		 46.25   	 -15.26		
-86.36   	130.11   	-376.40		 46.18   	 -10.17		
-86.36   	128.61   	-371.31		 46.14   	 -15.26		
-85.75   	127.12   	-361.14		 46.08   	 -15.26		
-85.14   	125.68   	-356.05		 46.02   	 -15.26		
-85.14   	124.25   	-345.88		 45.96   	 -20.35		
-85.45   	122.87   	-350.97		 45.88   	 -20.35		
-85.45   	121.46   	-356.05		 45.80   	 -20.35		
-85.14   	120.04   	-381.48		 45.72   	 -30.52		
-83.92   	118.51   	-422.18		 45.59   	 -40.69		
-82.09   	116.83   	-483.21		 45.43   	 -45.78		
-80.87   	114.89   	-549.34		 45.25   	 -50.86		
-79.65   	112.70   	-630.72		 45.05   	 -66.12		
-79.04   	110.17   	-712.10		 44.78   	 -76.30		
-78.43   	107.32   	-788.40		 44.48   	 -81.38		
-77.21   	104.17   	-844.35		 44.15   	 -91.56		
-75.38   	100.79   	-879.96		 43.78   	 -91.56		
-73.85   	 97.27   	-905.39		 43.42   	 -96.64		
-72.94   	 93.65   	-925.73		 43.03   	 -91.56		
-72.02   	 89.95   	-961.34		 42.67   	 -96.64		
-71.11   	 86.10   	-1007.12		 42.28   	 -91.56		
-70.50   	 82.07   	-1068.15		 41.91   	 -86.47		
-69.27   	 77.80   	-1144.45		 41.57   	 -81.38		
-68.66   	 73.22   	-1225.83		 41.24   	 -81.38		
-68.05   	 68.32   	-1291.96		 40.92   	 -81.38		
-68.05   	 63.15   	-1332.65		 40.59   	 -76.30		
-68.05   	 57.82   	-1342.82		 40.28   	 -66.12		
-68.05   	 52.45   	-1307.22		 40.02   	 -61.04		
-68.05   	 47.22   	-1230.92		 39.78   	 -55.95		
-68.36   	 42.30   	-1113.93		 39.55   	 -40.69		
-68.66   	 37.84   	-976.60		 39.39   	 -30.52		
-68.97   	 33.94   	-813.83		 39.27   	 -30.52		
-68.97   	 30.68   	-661.24		 39.15   	 -20.35		
-68.66   	 28.04   	-518.82		 39.06   	 -20.35		
-68.36   	 25.96   	-396.74		 38.98   	 -20.35		
-68.05   	 24.37   	-310.27		 38.90   	 -30.52		
-68.36   	 23.13   	-249.24		 38.78   	 -35.61		
-68.97   	 22.14   	-213.63		 38.64   	 -40.69		
-69.27   	 21.28   	-203.46		 38.47   	 -45.78		
-68.66   	 20.47   	-203.46		 38.29   	 -40.69		
-68.36   	 19.65   	-213.63		 38.13   	 -40.69		
-68.66   	 18.80   	-223.80		 37.97   	 -40.69		
-69.27   	 17.90   	-223.80		 37.80   	 -25.43		
-69.89   	 17.01   	-218.72		 37.70   	 -20.35		
-69.58   	 16.13   	-203.46		 37.62   	 -15.26		
-67.75   	 15.32   	-183.11		 37.56   	 -15.26		
-65.92   	 14.59   	-142.42		 37.50   	  -5.09		
-65.00   	 14.02   	-111.90		 37.48   	 -10.17		
-65.61   	 13.57   	 -71.21		 37.44   	 -10.17		
-67.14   	 13.29   	 -35.61		 37.40   	 -15.26		
-68.66   	 13.14   	  -5.09		 37.33   	 -15.26		
-68.66   	 13.12(D)	  15.26		 37.27   	 -25.43		
-67.44   	 13.18   	  30.52		 37.17   	 -25.43		
-65.61   	 13.31   	  40.69		 37.07   	 -30.52		
-64.09   	 13.47   	  35.61		 36.95   	 -30.52		
-63.78   	 13.61   	  30.52		 36.83   	 -30.52		
-64.09   	 13.73   	  20.35		 36.70   	 -30.52		
-64.39   	 13.81   	  10.17		 36.58   	 -30.52		
-64.70   	 13.86   	   5.09		 36.46   	 -40.69		
-64.70   	 13.88   	  -5.09		 36.30   	 -35.61		
-65.00   	 13.86   	   0.00		 36.15   	 -40.69		
-65.31   	 13.86   	   5.09		 35.99   	 -40.69		
-65.00   	 13.88   	  10.17		 35.83   	 -45.78		
-63.78   	 13.92   	  20.35		 35.65   	 -50.86		
-62.87   	 14.00   	  35.61		 35.44   	 -45.78		
-62.56   	 14.14   	  45.78		 35.26   	 -50.86		
-63.78   	 14.32   	  61.04		 35.06   	 -45.78		
-65.00   	 14.57   	  66.12		 34.87   	 -50.86		
-65.61   	 14.83   	  76.30		 34.67   	 -45.78		
-65.00   	 15.14   	  81.38		 34.49   	 -45.78		
-63.78   	 15.46   	  76.30		 34.30   	 -45.78		
-62.56   	 15.77   	  66.12		 34.12   	 -50.86		
-62.26   	 16.03   	  66.12		 33.92   	 -45.78		
-62.26   	 16.30   	  50.86		 33.73   	 -45.78		
-62.26   	 16.50   	  40.69		 33.55   	 -45.78		
-61.34   	 16.66   	  30.52		 33.37   	 -45.78		
-60.12   	 16.79   	  20.35		 33.18   	 -50.86		
-58.59   	 16.87   	  15.26		 32.98   	 -50.86		
-57.07   	 16.93   	  15.26		 32.78   	 -50.86		
-54.93   	 16.99   	  10.17		 32.57   	 -45.78		
-51.88   	 17.03   	  20.35		 32.39   	 -45.78		
-47.00   	 17.11   	  20.35		 32.21   	 -45.78		
-40.59   	 17.19   	  25.43		 32.02   	 -40.69		
-33.87   	 17.29   	  25.43		 31.86   	 -40.69		
-27.77   	 17.40   	  35.61		 31.70   	 -35.61		
-22.89   	 17.54   	  30.52		 31.56   	 -30.52		
-18.31   	 17.66   	  30.52		 31.43   	 -35.61		
-12.21   	 17.78   	  30.52		 31.29   	 -25.43		
 -2.44   	 17.90   	  20.35		 31.19   	 -30.52		
 10.38   	 17.99   	  20.35		 31.07   	 -30.52		
 24.41   	 18.07   	  10.17		 30.95   	 -30.52		
 35.71   	 18.11   	   5.09		 30.82   	 -30.52		
 40.89   	 18.13   	   0.00		 30.70   	 -30.52		
 39.67   	 18.13   	  -5.09		 30.58   	 -30.52		
 33.57   	 18.11   	   0.00		 30.46   	 -35.61		
 26.55   	 18.11   	  -5.09		 30.32   	 -30.52		
 21.06   	 18.09   	  -5.09		 30.19   	 -35.61		
 18.01   	 18.07   	   0.00		 30.05   	 -35.61		
 14.65   	 18.07   	   5.09		 29.91   	 -40.69		
  8.85   	 18.09   	  10.17		 29.75   	 -35.61		
 -2.14   	 18.13   	  15.26		 29.60   	 -35.61		
-18.01   	 18.19   	  25.43		 29.46   	 -35.61		
-36.93   	 18.29   	  25.43		 29.32   	 -35.61		
-55.54   	 18.39   	  30.52		 29.18   	 -30.52		
-70.19   	 18.51   	  35.61		 29.05   	 -35.61		
-78.74   	 18.66   	  35.61		 28.91   	 -35.61		
-80.57   	 18.80   	  35.61		 28.77   	 -35.61		
-78.43   	 18.94   	  30.52		 28.63   	 -30.52		
-75.38   	 19.06   	  35.61		 28.50   	 -25.43		
-73.24   	 19.21   	  30.52		 28.40   	 -25.43		
-72.94   	 19.33   	  25.43		 28.30   	 -25.43		
-72.94   	 19.43   	  25.43		 28.20   	 -15.26		
-72.02   	 19.53   	  25.43		 28.14   	 -20.35		
-70.50   	 19.63   	  20.35		 28.06   	 -10.17		
-68.66   	 19.72   	  25.43		 28.02   	 -15.26		
-66.53   	 19.82   	  25.43		 27.96   	 -15.26		
-64.70   	 19.92   	  30.52		 27.89   	 -15.26		
-63.48   	 20.04   	  35.61		 27.83   	 -20.35		
-63.48   	 20.18   	  40.69		 27.75   	 -20.35		
-65.92   	 20.35   	  50.86		 27.67   	 -20.35		
-73.85   	 20.55   	  61.04		 27.59   	 -25.43		
-87.89   	 20.79   	  N/A		 27.49   	  N/A		
