  I     	  II     	  AO     	  AO'		  CH2     	  CH2'		
-16.78   	-52.49   	 66.98   	 -55.95		  0.26   	   5.09		
-19.53   	-56.76   	 66.75   	 -50.86		  0.28   	   5.09		
-19.53   	-61.95   	 66.55   	 -55.95		  0.31   	   0.00		
-16.48   	-65.00   	 66.33   	 -50.86		  0.31   	   0.00		
-12.21   	-64.09   	 66.12   	 -55.95		  0.31   	   0.00		
 -8.54   	-60.42   	 65.90   	 -50.86		  0.31   	   0.00		
 -6.41   	-56.15   	 65.70   	 -50.86		  0.31   	   0.00		
 -5.19   	-53.41   	 65.49   	 -50.86		  0.31   	  -5.09		
 -3.97   	-51.27   	 65.29   	 -50.86		  0.28   	   0.00		
 -2.14   	-47.61   	 65.09   	 -45.78		  0.28   	  -5.09		
  0.00   	-41.50   	 64.90   	 -50.86		  0.26   	  -5.09		
  1.83   	-33.87   	 64.70   	 -50.86		  0.24   	  -5.09		
  4.27   	-28.08   	 64.50   	 -50.86		  0.22   	  -5.09		
  6.41   	-24.72   	 64.29   	 -45.78		  0.20   	  -5.09		
  8.24   	-22.58   	 64.11   	 -50.86		  0.18   	  -5.09		
  8.85   	-17.40   	 63.91   	 -45.78		  0.16   	  -5.09		
  8.85   	 -7.93   	 63.72   	 -45.78		  0.14   	  -5.09		
  8.54   	  3.66   	 63.54   	 -45.78		  0.12   	   0.00		
  9.16   	 12.21   	 63.36   	 -45.78		  0.12   	  -5.09		
 10.38   	 13.12   	 63.17   	 -40.69		  0.10   	  -5.09		
 10.99   	  6.71   	 63.01   	 -45.78		  0.08   	  -5.09		
 10.07   	 -2.44   	 62.83   	 -40.69		  0.06   	   0.00		
  7.93   	 -8.85   	 62.67   	 -40.69		  0.06   	   0.00		
  6.10   	 -9.16   	 62.50   	 -35.61		  0.06   	  -5.09		
  6.10   	 -3.05   	 62.36   	 -40.69		  0.04   	   0.00		
  7.93   	  4.27   	 62.20   	 -35.61		  0.04   	   0.00		
 10.07   	  8.24   	 62.05   	 -35.61		  0.04   	   5.09		
  9.77   	  5.80   	 61.91   	 -35.61		  0.06   	   0.00		
  7.63   	 -1.83   	 61.77   	 -30.52		  0.06   	   0.00		
  6.10   	 -8.24   	 61.65   	 -35.61		  0.06   	   5.09		
  7.32   	 -8.85   	 61.51   	 -30.52		  0.08   	   0.00		
 11.29   	 -3.05   	 61.38   	 -25.43		  0.08   	   5.09		
 15.26   	  3.36   	 61.28   	 -30.52		  0.10   	   0.00		
 15.56   	  3.97   	 61.16   	 -30.52		  0.10   	   5.09		
 10.68   	 -5.19   	 61.04   	 -30.52		  0.12   	   5.09		
  1.83   	-22.58   	 60.92   	 -30.52		  0.14   	   0.00		
 -9.46   	-46.08   	 60.79   	 -30.52		  0.14   	   0.00		
-21.06   	-75.99   	 60.67   	 -30.52		  0.14   	   5.09		
-28.99   	-109.25   	 60.55   	 -30.52		  0.16   	   0.00		
-27.47   	-131.23   	 60.43   	 -30.52		  0.16   	   0.00		
-10.38   	-109.56   	 60.30   	 -30.52		  0.16   	   0.00		
 26.25   	 -7.32   	 60.18   	 -30.52		  0.16   	   0.00		
 79.65   	195.62   	 60.06   	 -35.61		  0.16   	   5.09		
138.85   	481.26   	 59.92   	 -35.61		  0.18   	  -5.09		
187.07   	788.27   	 59.78   	 -35.61		  0.16   	   0.00		
206.30   	1032.71   	 59.63   	 -71.21		  0.16   	   0.00		
122.99   	1118.47(R)	 59.35   	 -40.69		  0.16   	   0.00		
 42.11   	962.22   	 59.19   	 -35.61		  0.16   	   0.00		
-28.69   	734.56   	 59.04   	 -40.69		  0.16   	   0.00		
-64.09   	489.50   	 58.88   	 -35.61		  0.16   	   0.00		
-58.59   	265.81   	 58.74   	 -40.69		  0.16   	   0.00		
-26.86   	 87.59   	 58.58   	 -35.61		  0.16   	   0.00		
  5.80   	-29.91   	 58.43   	 -35.61		  0.16   	   0.00		
 21.36   	-83.01   	 58.29   	 -40.69		  0.16   	  -5.09		
 16.78   	-85.75   	 58.13   	 -35.61		  0.14   	   0.00		
  2.44   	-63.78   	 57.99   	 -35.61		  0.14   	   0.00		
-10.07   	-45.78   	 57.84   	 -35.61		  0.14   	   0.00		
-13.73   	-45.78   	 57.70   	 -35.61		  0.14   	   0.00		
 -9.46   	-62.26   	 57.56   	 -30.52		  0.14   	   0.00		
 -2.44   	-82.70   	 57.44   	 -35.61		  0.14   	   0.00		
  2.44   	-97.05   	 57.29   	 -30.52		  0.14   	   0.00		
  2.14   	-101.01   	 57.17   	 -30.52		  0.14   	   0.00		
 -2.75   	-98.57   	 57.05   	 -30.52		  0.14   	   0.00		
 -9.16   	-92.47   	 56.93   	 -30.52		  0.14   	   0.00		
-13.12   	-85.45   	 56.81   	 -30.52		  0.14   	   0.00		
-13.73   	-80.26   	 56.68   	 -35.61		  0.14   	   0.00		
-11.90   	-78.74   	 56.54   	 -30.52		  0.14   	   0.00		
-10.38   	-83.01   	 56.42   	 -30.52		  0.14   	   0.00		
-10.68   	-93.69   	 56.30   	 -30.52		  0.14   	   5.09		
-12.82   	-107.73   	 56.17   	 -35.61		  0.16   	   0.00		
-14.34   	-120.54   	 56.03   	 -30.52		  0.16   	   0.00		
-14.65   	-126.04   	 55.91   	 -40.69		  0.16   	   0.00		
-12.51   	-121.46   	 55.75   	 -35.61		  0.16   	   5.09		
 -8.85   	-109.56   	 55.61   	 -35.61		  0.18   	   0.00		
 -5.19   	-97.96   	 55.46   	 -40.69		  0.18   	   0.00		
 -3.36   	-92.77   	 55.30   	 -40.69		  0.18   	   0.00		
 -5.49   	-96.13   	 55.14   	 -40.69		  0.18   	   0.00		
-10.99   	-104.06   	 54.97   	 -40.69		  0.18   	   0.00		
-17.70   	-109.56   	 54.81   	 -40.69		  0.18   	  -5.09		
-21.67   	-109.25   	 54.65   	 -40.69		  0.16   	   0.00		
-21.06   	-104.37   	 54.49   	 -45.78		  0.16   	   0.00		
-17.40   	-101.93   	 54.30   	 -35.61		  0.16   	   0.00		
-14.95   	-107.73   	 54.16   	 -40.69		  0.16   	   0.00		
-18.01   	-122.68   	 54.00   	 -35.61		  0.16   	  -5.09		
-25.63   	-142.52   	 53.86   	 -30.52		  0.14   	   0.00		
-34.18   	-159.30   	 53.73   	 -25.43		  0.14   	   0.00		
-38.45   	-167.24   	 53.63   	 -20.35		  0.14   	   0.00		
-37.23   	-166.63   	 53.55(D)	   0.00		  0.14   	   0.00		
-32.96   	-161.44   	 53.55   	  10.17		  0.14   	   0.00		
-30.21   	-158.69   	 53.59   	  30.52		  0.14   	   0.00		
-29.60   	-163.57   	 53.71   	  61.04		  0.14   	   0.00		
-30.52   	-175.48   	 53.96   	  81.38		  0.14   	   0.00		
-30.82   	-189.21   	 54.28   	 111.90		  0.14   	   0.00		
-29.60   	-197.45   	 54.73   	 142.42		  0.14   	   5.09		
-28.08   	-196.23   	 55.30   	 172.94		  0.16   	   0.00		
-26.55   	-185.85   	 55.99   	 193.29		  0.16   	   0.00		
-25.33   	-171.51   	 56.76   	 223.80		  0.16   	   0.00		
-23.19   	-159.00   	 57.66   	 244.15		  0.16   	   0.00		
-20.14   	-151.98   	 58.64   	 264.50		  0.16   	   5.09		
-16.78   	-150.76   	 59.69   	 284.84		  0.18   	   0.00		
-15.26   	-153.20   	 60.83   	 295.01		  0.18   	   0.00		
-15.87   	-155.64   	 62.01   	 310.27		  0.18   	   0.00		
-17.09   	-154.72   	 63.26   	 320.45		  0.18   	   0.00		
-17.09   	-148.93   	 64.54   	 330.62		  0.18   	  -5.09		
-14.95   	-139.16   	 65.86   	 340.79		  0.16   	   0.00		
-12.21   	-129.09   	 67.22   	 340.79		  0.16   	   0.00		
-11.60   	-121.77   	 68.59   	 345.88		  0.16   	   0.00		
-14.04   	-118.71   	 69.97   	 345.88		  0.16   	   0.00		
-17.40   	-119.93   	 71.35   	 345.88		  0.16   	  -5.09		
-18.62   	-123.90   	 72.74   	 340.79		  0.14   	   0.00		
-16.17   	-127.56   	 74.10   	 340.79		  0.14   	   0.00		
-10.99   	-128.17   	 75.46   	 330.62		  0.14   	  -5.09		
 -5.49   	-120.54   	 76.79   	 325.53		  0.12   	   0.00		
  0.61   	-103.15   	 78.09   	 320.45		  0.12   	   0.00		
  7.02   	-80.87   	 79.37   	 300.10		  0.12   	   0.00		
 13.43   	-63.78   	 80.57   	 295.01		  0.12   	  -5.09		
 19.23   	-60.12   	 81.75   	 279.75		  0.10   	   0.00		
 23.50   	-68.97   	 82.87   	 259.41		  0.10   	   0.00		
 25.02   	-79.96   	 83.91   	 249.24		  0.10   	   0.00		
 25.02   	-79.65   	 84.90   	 233.98		  0.10   	   0.00		
 24.11   	-63.48   	 85.84   	 213.63		  0.10   	   0.00		
 22.28   	-38.15   	 86.69   	 193.29		  0.10   	   0.00		
 18.62   	-15.56   	 87.47   	 178.03		  0.10   	   0.00		
 13.73   	 -5.49   	 88.18   	 157.68		  0.10   	   0.00		
  9.46   	 -7.63   	 88.81   	 142.42		  0.10   	   0.00		
  7.32   	-14.65   	 89.38   	 122.07		  0.10   	   5.09		
  7.93   	-17.70   	 89.87   	 106.82		  0.12   	   0.00		
  9.77   	-13.73   	 90.29   	  86.47		  0.12   	   0.00		
 10.38   	 -4.58   	 90.64   	  66.12		  0.12   	   0.00		
  9.46   	  3.66   	 90.91   	  55.95		  0.12   	   0.00		
  7.32   	  5.80   	 91.13   	  35.61		  0.12   	   0.00		
  5.49   	  0.92   	 91.27   	  15.26		  0.12   	   0.00		
  5.19   	 -7.63   	 91.33   	  10.17		  0.12   	   5.09		
  5.80   	-14.95   	 91.37   	 -10.17		  0.14   	   0.00		
  5.19   	-17.70   	 91.33   	 -25.43		  0.14   	   0.00		
  3.36   	-16.78   	 91.23   	 -35.61		  0.14   	   0.00		
  0.92   	-15.56   	 91.09   	 -50.86		  0.14   	   0.00		
 -1.22   	-17.40   	 90.88   	 -61.04		  0.14   	   0.00		
 -1.83   	-22.28   	 90.64   	 -71.21		  0.14   	   0.00		
 -0.92   	-26.86   	 90.36   	 -81.38		  0.14   	   5.09		
  0.92   	-27.16   	 90.03   	 -91.56		  0.16   	   0.00		
  3.66   	-21.67   	 89.66   	-106.82		  0.16   	   0.00		
  6.10   	-11.60   	 89.24   	-111.90		  0.16   	   0.00		
  8.24   	 -0.61   	 88.79   	-122.07		  0.16   	   0.00		
  9.77   	  7.63   	 88.30   	-132.25		  0.16   	   0.00		
 10.99   	 12.51   	 87.77   	-142.42		  0.16   	   5.09		
 11.90   	 14.95   	 87.20   	-152.59		  0.18   	   0.00		
 12.51   	 16.78   	 86.59   	-162.77		  0.18   	   0.00		
 12.51   	 19.53   	 85.94   	-167.85		  0.18   	   0.00		
 11.60   	 23.19   	 85.27   	-178.03		  0.18   	   0.00		
 10.38   	 26.86   	 84.56   	-188.20		  0.18   	   0.00		
  8.54   	 29.91   	 83.80   	-188.20		  0.18   	   0.00		
  7.32   	 32.04   	 83.05   	-198.37		  0.18   	   0.00		
  6.41   	 33.57   	 82.26   	-198.37		  0.18   	   0.00		
  6.71   	 33.87   	 81.46   	-198.37		  0.18   	   0.00		
  7.32   	 32.65   	 80.67   	-193.29		  0.18   	   0.00		
  7.93   	 29.30   	 79.90   	-193.29		  0.18   	   0.00		
  7.93   	 23.50   	 79.12   	-183.11		  0.18   	   0.00		
  7.63   	 17.40   	 78.39   	-172.94		  0.18   	  -5.09		
  6.71   	 13.12   	 77.70   	-167.85		  0.16   	   0.00		
  6.10   	 12.82   	 77.03   	-157.68		  0.16   	   0.00		
  5.19   	 15.56   	 76.40   	-147.51		  0.16   	   0.00		
  4.27   	 20.14   	 75.81   	-137.33		  0.16   	  -5.09		
  2.75   	 24.41   	 75.26   	-132.25		  0.14   	   0.00		
  0.61   	 26.86   	 74.73   	-127.16		  0.14   	   0.00		
 -1.53   	 26.86   	 74.22   	-122.07		  0.14   	   0.00		
 -3.66   	 25.94   	 73.73   	-111.90		  0.14   	  -5.09		
 -5.19   	 25.94   	 73.29   	-106.82		  0.12   	   0.00		
 -5.80   	 27.16   	 72.86   	-101.73		  0.12   	   0.00		
 -5.80   	 29.91   	 72.45   	-101.73		  0.12   	   0.00		
 -5.19   	 31.74   	 72.04   	 -91.56		  0.12   	   0.00		
 -4.88   	 30.52   	 71.68   	 -86.47		  0.12   	   0.00		
 -4.58   	 25.94   	 71.33   	 -86.47		  0.12   	   0.00		
 -3.97   	 20.45   	 70.99   	 -76.30		  0.12   	   0.00		
 -2.14   	 16.48   	 70.68   	 -71.21		  0.12   	   0.00		
 -0.31   	 16.48   	 70.40   	 -66.12		  0.12   	   0.00		
  1.22   	 18.31   	 70.13   	 -61.04		  0.12   	   0.00		
  1.53   	 19.84   	 69.89   	 -55.95		  0.12   	   0.00		
  0.61   	 18.01   	 69.66   	 -45.78		  0.12   	   5.09		
 -1.22   	 13.43   	 69.48   	 -45.78		  0.14   	   0.00		
 -3.05   	  6.71   	 69.30   	 -35.61		  0.14   	   5.09		
 -4.27   	  0.61   	 69.16   	 -30.52		  0.16   	   0.00		
 -4.27   	 -3.36   	 69.03   	 -25.43		  0.16   	   5.09		
 -3.05   	 -4.88   	 68.93   	 -20.35		  0.18   	   0.00		
 -0.92   	 -3.97   	 68.85   	 -10.17		  0.18   	   5.09		
  0.92   	  0.31   	 68.81   	  -5.09		  0.20   	   5.09		
  2.44   	  6.71   	 68.79   	   0.00		  0.22   	   0.00		
  3.97   	 13.73   	 68.79   	   5.09		  0.22   	   5.09		
  5.49   	 19.23   	 68.81   	  10.17		  0.24   	   5.09		
  6.41   	 22.58   	 68.85   	  15.26		  0.26   	   0.00		
  6.71   	 23.50   	 68.91   	  20.35		  0.26   	   0.00		
  5.80   	 23.19   	 68.99   	  25.43		  0.26   	   5.09		
  3.97   	 23.19   	 69.09   	  25.43		  0.28   	   0.00		
  1.83   	 23.50   	 69.20   	  30.52		  0.28   	   0.00		
  0.92   	 23.50   	 69.32   	  30.52		  0.28   	   0.00		
  0.61   	 24.11   	 69.44   	  30.52		  0.28   	  -5.09		
  1.53   	 24.41   	 69.56   	  35.61		  0.26   	   0.00		
  2.14   	 25.02   	 69.70   	  30.52		  0.26   	   0.00		
  2.14   	 25.02   	 69.83   	  30.52		  0.26   	  -5.09		
  1.83   	 23.19   	 69.95   	  30.52		  0.24   	  -5.09		
  1.53   	 20.75   	 70.07   	  25.43		  0.22   	  -5.09		
  1.53   	 19.84   	 70.17   	  20.35		  0.20   	   0.00		
  1.83   	 22.58   	 70.25   	  25.43		  0.20   	 -10.17		
  2.75   	 29.91   	 70.36   	  15.26		  0.16   	  -5.09		
  3.36   	 40.59   	 70.42   	  15.26		  0.14   	  -5.09		
  3.97   	 51.27   	 70.48   	  10.17		  0.12   	  -5.09		
  4.27   	 58.29   	 70.52   	  10.17		  0.10   	  -5.09		
  3.97   	 60.73   	 70.56   	   5.09		  0.08   	   0.00		
  3.36   	 59.51   	 70.58   	   0.00		  0.08   	  -5.09		
  2.44   	 58.29   	 70.58   	   0.00		  0.06   	  -5.09		
  1.83   	 58.90   	 70.58   	  -5.09		  0.04   	  -5.09		
  0.92   	 61.04   	 70.56   	  -5.09		  0.02   	   0.00		
 -0.31   	 63.17   	 70.54   	  -5.09		  0.02   	  -5.09		
 -1.83   	 62.87   	 70.52   	 -10.17		  0.00   	   0.00		
 -3.97   	 60.12   	 70.48   	 -15.26		  0.00   	   0.00		
 -7.02   	 56.15   	 70.42   	 -10.17		  0.00   	   5.09		
 -9.77   	 53.71   	 70.38   	 -20.35		  0.02   	   0.00		
-12.21   	 53.41   	 70.29   	 -15.26		  0.02   	   0.00		
-13.43   	 55.54   	 70.23   	 -20.35		  0.02   	   5.09		
-13.43   	 57.98   	 70.15   	 -20.35		  0.04   	   5.09		
-13.12   	 59.51   	 70.07   	 -20.35		  0.06   	   5.09		
-11.90   	 58.90   	 69.99   	 -25.43		  0.08   	   0.00		
-10.99   	 56.46   	 69.89   	 -20.35		  0.08   	   5.09		
-10.68   	 52.80   	 69.81   	 -30.52		  0.10   	   5.09		
-11.60   	 48.52   	 69.68   	 -25.43		  0.12   	   5.09		
-13.12   	 43.33   	 69.58   	 -25.43		  0.14   	   5.09		
-14.65   	 38.15   	 69.48   	 -30.52		  0.16   	   5.09		
-14.95   	 33.57   	 69.36   	 -30.52		  0.18   	   5.09		
-13.73   	 30.52   	 69.24   	 -35.61		  0.20   	   0.00		
-11.29   	 29.30   	 69.09   	 -30.52		  0.20   	   5.09		
 -8.85   	 29.91   	 68.97   	 -35.61		  0.22   	   0.00		
 -7.02   	 31.13   	 68.83   	 -35.61		  0.22   	   0.00		
 -5.49   	 32.96   	 68.69   	 -35.61		  0.22   	   0.00		
 -4.88   	 36.32   	 68.55   	 -30.52		  0.22   	   0.00		
 -4.88   	 40.89   	 68.42   	 -35.61		  0.22   	   0.00		
 -5.80   	 45.78   	 68.28   	 -35.61		  0.22   	   0.00		
 -7.02   	 49.44   	 68.14   	 -35.61		  0.22   	   0.00		
 -8.54   	 50.35   	 68.00   	 -35.61		  0.22   	   0.00		
 -9.77   	 48.52   	 67.85   	 -35.61		  0.22   	   0.00		
-10.38   	 45.78   	 67.71   	 -30.52		  0.22   	  -5.09		
-10.68   	 43.03   	 67.59   	 -30.52		  0.20   	   0.00		
-10.07   	 39.98   	 67.47   	 -30.52		  0.20   	   0.00		
 -8.54   	 36.01   	 67.34   	 -30.52		  0.20   	   0.00		
 -6.71   	 32.35   	 67.22   	 -25.43		  0.20   	   0.00		
 -4.58   	 30.52   	 67.12   	 -30.52		  0.20   	  -5.09		
 -2.44   	 32.96   	 67.00   	 -25.43		  0.18   	   0.00		
  0.00   	 38.15   	 66.90   	 -25.43		  0.18   	   0.00		
  2.14   	 43.64   	 66.80   	 -20.35		  0.18   	   5.09		
  3.36   	 45.78   	 66.71   	 -25.43		  0.20   	   0.00		
  3.97   	 43.95   	 66.61   	 -25.43		  0.20   	   0.00		
  3.66   	 40.28   	 66.51   	 -20.35		  0.20   	   0.00		
  3.05   	 37.23   	 66.43   	 -20.35		  0.20   	   0.00		
  2.14   	 35.40   	 66.35   	 -20.35		  0.20   	   0.00		
  1.22   	 34.18   	 66.27   	 -25.43		  0.20   	   0.00		
  0.31   	 33.26   	 66.16   	 -15.26		  0.20   	   0.00		
 -0.61   	 32.35   	 66.10   	 -20.35		  0.20   	   5.09		
 -1.53   	 32.04   	 66.02   	 -20.35		  0.22   	   0.00		
 -2.44   	 32.35   	 65.94   	 -20.35		  0.22   	   0.00		
 -3.05   	 32.65   	 65.86   	 -20.35		  0.22   	   0.00		
 -3.97   	 32.35   	 65.78   	 -20.35		  0.22   	  -5.09		
 -4.88   	 32.35   	 65.70   	 -20.35		  0.20   	   0.00		
 -6.10   	 33.87   	 65.62   	 -20.35		  0.20   	   0.00		
 -7.93   	 36.93   	 65.53   	 -20.35		  0.20   	   0.00		
-10.38   	 40.89   	 65.45   	 -20.35		  0.20   	   0.00		
-12.51   	 44.56   	 65.37   	 -20.35		  0.20   	   0.00		
-13.73   	 48.22   	 65.29   	 -25.43		  0.20   	  -5.09		
-14.04   	 51.88   	 65.19   	 -25.43		  0.18   	   0.00		
-14.04   	 55.54   	 65.09   	 -20.35		  0.18   	  -5.09		
-14.34   	 57.37   	 65.00   	 -25.43		  0.16   	   0.00		
-15.26   	 55.24   	 64.90   	 -25.43		  0.16   	   0.00		
-16.17   	 48.83   	 64.80   	 -30.52		  0.16   	  -5.09		
-17.09   	 39.37   	 64.68   	 -25.43		  0.14   	   0.00		
-18.01   	 30.21   	 64.58   	 -25.43		  0.14   	   0.00		
-18.92   	 22.89   	 64.48   	 -25.43		  0.14   	  -5.09		
-19.84   	 18.01   	 64.37   	 -30.52		  0.12   	   0.00		
-20.14   	 14.95   	 64.25   	 -25.43		  0.12   	   0.00		
-19.23   	 13.73   	 64.15   	 -30.52		  0.12   	  -5.09		
-17.40   	 15.56   	 64.03   	 -25.43		  0.10   	   0.00		
-15.26   	 19.23   	 63.93   	 -30.52		  0.10   	   0.00		
-14.04   	 24.41   	 63.80   	 -25.43		  0.10   	   0.00		
-13.43   	 30.82   	 63.70   	 -30.52		  0.10   	   5.09		
-13.12   	 37.84   	 63.58   	 -25.43		  0.12   	   0.00		
-12.21   	 45.47   	 63.48   	 -30.52		  0.12   	   0.00		
-10.38   	 52.19   	 63.36   	 -25.43		  0.12   	   0.00		
 -7.32   	 54.93   	 63.26   	 -25.43		  0.12   	   0.00		
 -4.27   	 50.96   	 63.15   	 -30.52		  0.12   	   0.00		
 -2.75   	 41.50   	 63.03   	 -25.43		  0.12   	   0.00		
 -3.05   	 29.91   	 62.93   	 -30.52		  0.12   	   5.09		
 -6.10   	 17.70   	 62.81   	 -25.43		  0.14   	   0.00		
-10.07   	  3.05   	 62.71   	 -25.43		  0.14   	   0.00		
-10.07   	-15.26   	 62.60   	 -25.43		  0.14   	   5.09		
 -1.22   	-28.99   	 62.50   	 -30.52		  0.16   	   0.00		
 19.53   	-13.43   	 62.38   	 -25.43		  0.16   	   0.00		
 51.27   	 67.75   	 62.28   	 -25.43		  0.16   	   0.00		
 88.50   	244.14   	 62.18   	 -25.43		  0.16   	   0.00		
124.82   	514.83   	 62.08   	 -25.43		  0.16   	   0.00		
153.81   	835.57   	 61.97   	 -50.86		  0.16   	   0.00		
169.07   	1299.44   	 61.77   	 -25.43		  0.16   	   0.00		
144.04   	1308.59(R)	 61.67   	 -25.43		  0.16   	   0.00		
 95.52   	1157.84   	 61.57   	 -20.35		  0.16   	   0.00		
 36.01   	904.24   	 61.49   	 -25.43		  0.16   	   0.00		
-15.56   	626.22   	 61.38   	 -25.43		  0.16   	   0.00		
-42.42   	385.74   	 61.28   	 -20.35		  0.16   	   0.00		
-39.98   	211.18   	 61.20   	 -25.43		  0.16   	   0.00		
-21.97   	100.71   	 61.10   	 -20.35		  0.16   	   0.00		
 -6.71   	 38.76   	 61.02   	 -20.35		  0.16   	   0.00		
 -5.49   	  7.63   	 60.94   	 -25.43		  0.16   	  -5.09		
-15.26   	 -6.10   	 60.83   	 -20.35		  0.14   	   0.00		
-25.94   	-12.21   	 60.75   	 -20.35		  0.14   	   0.00		
-31.43   	-17.70   	 60.67   	 -15.26		  0.14   	   5.09		
-31.43   	-26.86   	 60.61   	 -20.35		  0.16   	   0.00		
-30.52   	-39.98   	 60.53   	 -20.35		  0.16   	   0.00		
-31.43   	-54.02   	 60.45   	 -20.35		  0.16   	   0.00		
-34.18   	-65.31   	 60.37   	 -20.35		  0.16   	   0.00		
-36.32   	-72.94   	 60.28   	 -15.26		  0.16   	   0.00		
-36.93   	-76.90   	 60.22   	 -20.35		  0.16   	   0.00		
-37.23   	-79.04   	 60.14   	 -15.26		  0.16   	   0.00		
-36.93   	-81.79   	 60.08   	 -20.35		  0.16   	   5.09		
-35.71   	-85.45   	 60.00   	 -20.35		  0.18   	   0.00		
-34.18   	-89.11   	 59.92   	 -15.26		  0.18   	   0.00		
-32.65   	-90.33   	 59.86   	 -20.35		  0.18   	   0.00		
-31.43   	-88.81   	 59.78   	 -15.26		  0.18   	   0.00		
-30.52   	-83.62   	 59.71   	 -20.35		  0.18   	   0.00		
-30.21   	-76.90   	 59.63   	 -15.26		  0.18   	   0.00		
-29.91   	-70.19   	 59.57   	 -20.35		  0.18   	   0.00		
-30.21   	-65.00   	 59.49   	 -15.26		  0.18   	   0.00		
-30.82   	-62.56   	 59.43   	 -20.35		  0.18   	   0.00		
-31.13   	-61.04   	 59.35   	 -15.26		  0.18   	   0.00		
-30.21   	-59.51   	 59.29   	 -15.26		  0.18   	   0.00		
-28.08   	-57.37   	 59.23   	 -10.17		  0.18   	   0.00		
-25.94   	-56.15   	 59.19   	 -10.17		  0.18   	  -5.09		
-24.72   	-57.37   	 59.15   	 -10.17		  0.16   	   0.00		
-24.72   	-61.95   	 59.10   	   0.00		  0.16   	   0.00		
-24.72   	-68.05   	 59.10   	  10.17		  0.16   	   0.00		
-23.80   	-73.85   	 59.15   	  25.43		  0.16   	   0.00		
-21.97   	-77.21   	 59.25   	  35.61		  0.16   	   0.00		
-19.84   	-78.13   	 59.39   	  66.12		  0.16   	   0.00		
-19.23   	-77.82   	 59.65   	  96.64		  0.16   	   0.00		
-20.14   	-77.82   	 60.04   	 127.16		  0.16   	   0.00		
-21.67   	-79.04   	 60.55   	 167.85		  0.16   	   0.00		
-22.89   	-81.18   	 61.22   	 203.46		  0.16   	   0.00		
-23.80   	-83.62   	 62.03   	 244.15		  0.16   	   0.00		
-24.41   	-85.14   	 63.01   	 279.75		  0.16   	   0.00		
-25.94   	-86.36   	 64.13   	 310.27		  0.16   	   5.09		
-28.69   	-87.28   	 65.37   	 350.97		  0.18   	   0.00		
-32.35   	-88.81   	 66.77   	 371.31		  0.18   	   5.09		
-35.71   	-90.64   	 68.26   	 401.83		  0.20   	   0.00		
-37.84   	-91.55   	 69.87   	 422.18		  0.20   	   0.00		
-39.06   	-91.25   	 71.56   	 442.52		  0.20   	   5.09		
-39.67   	-89.72   	 73.33   	 457.78		  0.22   	   0.00		
-40.59   	-88.81   	 75.16   	 473.04		  0.22   	   5.09		
-42.11   	-90.94   	 77.05   	 478.13		  0.24   	   0.00		
-44.25   	-96.74   	 78.96   	 483.21		  0.24   	   0.00		
-46.39   	-105.90   	 80.89   	 488.30		  0.24   	   0.00		
-48.22   	-116.27   	 82.85   	 493.39		  0.24   	   0.00		
-50.35   	-126.34   	 84.82   	 488.30		  0.24   	   0.00		
-53.10   	-135.80   	 86.77   	 478.13		  0.24   	   0.00		
-56.15   	-144.35   	 88.69   	 473.04		  0.24   	   0.00		
-58.59   	-151.06   	 90.58   	 462.87		  0.24   	   0.00		
-59.20   	-154.72   	 92.43   	 452.69		  0.24   	  -5.09		
-58.29   	-155.03   	 94.24   	 432.35		  0.22   	   0.00		
-56.76   	-152.89   	 95.97   	 417.09		  0.22   	  -5.09		
-54.93   	-150.15   	 97.64   	 391.66		  0.20   	   0.00		
-52.80   	-147.09   	 99.21   	 376.40		  0.20   	   0.00		
-50.35   	-143.13   	100.71   	 356.05		  0.20   	  -5.09		
-47.61   	-135.50   	102.14   	 330.62		  0.18   	   0.00		
-44.25   	-123.60   	103.46   	 310.27		  0.18   	  -5.09		
-40.59   	-108.03   	104.70   	 279.75		  0.16   	   0.00		
-36.32   	-91.55   	105.82   	 264.50		  0.16   	   0.00		
-31.13   	-76.90   	106.88   	 233.98		  0.16   	   0.00		
-24.72   	-64.39   	107.81   	 213.63		  0.16   	  -5.09		
-17.40   	-53.10   	108.67   	 193.29		  0.14   	   0.00		
-10.07   	-41.50   	109.44   	 167.85		  0.14   	   0.00		
 -3.66   	-29.60   	110.11   	 147.51		  0.14   	   0.00		
  1.53   	-19.53   	110.70   	 127.16		  0.14   	   0.00		
  4.88   	-11.60   	111.21   	 101.73		  0.14   	   0.00		
  7.32   	 -3.97   	111.62   	  91.56		  0.14   	   0.00		
  9.46   	  4.88   	111.98   	  66.12		  0.14   	   5.09		
 11.90   	 16.48   	112.25   	  55.95		  0.16   	   0.00		
 14.34   	 28.99   	112.47   	  35.61		  0.16   	   0.00		
 16.17   	 39.98   	112.61   	  25.43		  0.16   	   0.00		
 16.17   	 47.61   	112.72   	  10.17		  0.16   	   0.00		
 14.65   	 50.96   	112.76(S)	   0.00		  0.16   	   0.00		
 12.51   	 51.27   	112.76   	 -15.26		  0.16   	   5.09		
 10.38   	 50.05   	112.70   	 -20.35		  0.18   	   0.00		
  8.85   	 49.13   	112.61   	 -30.52		  0.18   	   0.00		
  6.71   	 48.22   	112.49   	 -35.61		  0.18   	   0.00		
  3.36   	 47.00   	112.35   	 -45.78		  0.18   	   0.00		
 -0.61   	 44.25   	112.17   	 -50.86		  0.18   	   0.00		
