  I     	  II     	  CH1     	  CH1'		  PW     	  PW'		
-30.21   	-57.07   	 -0.02   	   0.00		 10.44   	 -10.17		
-31.74   	-55.54   	 -0.02   	   0.00		 10.40   	 -25.43		
-32.65   	-58.90   	 -0.02   	   0.00		 10.29   	 -30.52		
-32.65   	-63.17   	 -0.02   	   0.00		 10.17   	 -40.69		
-31.13   	-64.09   	 -0.02   	   0.00		 10.01   	 -40.69		
-29.30   	-60.73   	 -0.02   	   0.00		  9.85   	 -45.78		
-27.47   	-54.93   	 -0.02   	   0.00		  9.66   	 -40.69		
-26.55   	-50.35   	 -0.02   	   0.00		  9.50   	 -40.69		
-26.86   	-47.00   	 -0.02   	   0.00		  9.34   	 -25.43		
-27.47   	-44.25   	 -0.02   	   0.00		  9.24   	 -15.26		
-27.47   	-40.89   	 -0.02   	   0.00		  9.18   	   0.00		
-26.86   	-37.23   	 -0.02   	   0.00		  9.18   	  20.35		
-25.94   	-33.57   	 -0.02   	   0.00		  9.26   	  40.69		
-25.33   	-31.13   	 -0.02   	   0.00		  9.42   	  61.04		
-25.63   	-29.91   	 -0.02   	   0.00		  9.66   	  76.30		
-26.25   	-28.99   	 -0.02   	   0.00		  9.97   	  91.56		
-25.94   	-26.25   	 -0.02   	   0.00		 10.34   	  96.64		
-24.72   	-21.67   	 -0.02   	   0.00		 10.72   	  91.56		
-22.28   	-15.26   	 -0.02   	   0.00		 11.09   	  86.47		
-19.84   	 -8.85   	 -0.02   	   0.00		 11.43   	  71.21		
-18.31   	 -3.66   	 -0.02   	   0.00		 11.72   	  50.86		
-18.31   	  0.31   	 -0.02   	   0.00		 11.92   	  25.43		
-18.92   	  3.97   	 -0.02   	   0.00		 12.02   	  10.17		
-18.92   	  8.24   	 -0.02   	   0.00		 12.07(A)	 -10.17		
-17.40   	 14.04   	 -0.02   	   0.00		 12.02   	 -25.43		
-14.34   	 19.84   	 -0.02   	   0.00		 11.92   	 -35.61		
-11.29   	 25.63   	 -0.02   	   0.00		 11.78   	 -40.69		
 -9.16   	 31.13   	 -0.02   	   0.00		 11.62   	 -40.69		
 -7.93   	 37.84   	 -0.02   	   0.00		 11.45   	 -40.69		
 -6.41   	 46.69   	 -0.02   	   0.00		 11.29   	 -35.61		
 -4.27   	 57.07   	 -0.02   	   0.00		 11.15   	 -35.61		
 -2.14   	 66.83   	 -0.02   	   0.00		 11.01   	 -30.52		
 -0.31   	 74.77   	 -0.02   	   0.00		 10.89   	 -25.43		
  0.92   	 81.48   	 -0.02   	   0.00		 10.78   	 -25.43		
  3.05   	 89.11   	 -0.02   	   0.00		 10.68   	 -25.43		
  6.41   	 99.79   	 -0.02   	   0.00		 10.58   	 -25.43		
 11.60   	114.44   	 -0.02   	   0.00		 10.48   	 -25.43		
 17.09   	131.53   	 -0.02   	   0.00		 10.38   	 -35.61		
 21.97   	149.54   	 -0.02   	   0.00		 10.23   	 -30.52		
 25.94   	167.54   	 -0.02   	   0.00		 10.11   	 -35.61		
 29.30   	185.24   	 -0.02   	   0.00		  9.97   	 -30.52		
 33.26   	202.64   	 -0.02   	   0.00		  9.85   	 -30.52		
 37.54   	220.34   	 -0.02   	   0.00		  9.73   	 -30.52		
 42.11   	238.95   	 -0.02   	   0.00		  9.60   	 -25.43		
 47.30   	258.18   	 -0.02   	   0.00		  9.50   	 -20.35		
 51.88   	277.40   	 -0.02   	   0.00		  9.42   	 -15.26		
 56.15   	295.72   	 -0.02   	   0.00		  9.36   	 -10.17		
 59.81   	311.28   	 -0.02   	   0.00		  9.32   	 -10.17		
 62.87   	323.79   	 -0.02   	   0.00		  9.28   	  -5.09		
 65.92   	333.25   	 -0.02   	   0.00		  9.26   	   0.00		
 68.05   	340.58   	 -0.02   	   0.00		  9.26   	  -5.09		
 69.58   	345.76   	 -0.02   	   0.00		  9.24   	   5.09		
 69.89   	348.51   	 -0.02   	   0.00		  9.26   	   0.00		
 68.36   	348.82   	 -0.02   	   0.00		  9.26   	   5.09		
 65.61   	345.15   	 -0.02   	   0.00		  9.28   	   5.09		
 61.95   	337.22   	 -0.02   	   0.00		  9.30   	  10.17		
 57.68   	325.32   	 -0.02   	   0.00		  9.34   	   5.09		
 52.80   	309.75   	 -0.02   	   0.00		  9.36   	  10.17		
 47.61   	290.83   	 -0.02   	   0.00		  9.40   	  10.17		
 41.81   	268.86   	 -0.02   	   0.00		  9.44   	  10.17		
 36.01   	244.14   	 -0.02   	   0.00		  9.48   	   5.09		
 30.52   	216.67   	 -0.02   	   0.00		  9.50   	   0.00		
 25.02   	187.38   	 -0.02   	   0.00		  9.50   	  -5.09		
 19.23   	156.86   	 -0.02   	   0.00		  9.48   	  -5.09		
 12.82   	126.95   	 -0.02   	   0.00		  9.46   	 -15.26		
  6.41   	 97.66   	 -0.02   	   0.00		  9.40   	 -20.35		
  0.31   	 70.19   	 -0.02   	   0.00		  9.32   	 -20.35		
 -4.88   	 44.56   	 -0.02   	   0.00		  9.24   	 -15.26		
 -9.46   	 20.45   	 -0.02   	   0.00		  9.18   	 -15.26		
-14.04   	 -2.75   	 -0.02   	   0.00		  9.11   	  -5.09		
-18.31   	-25.02   	 -0.02   	   0.00		  9.09   	  10.17		
-21.36   	-45.17   	 -0.02   	   0.00		  9.14   	  20.35		
-23.19   	-62.26   	 -0.02   	   0.00		  9.22   	  35.61		
-23.80   	-75.68   	 -0.02   	   0.00		  9.36   	  35.61		
-23.50   	-85.75   	 -0.02   	   0.00		  9.50   	  50.86		
-23.19   	-93.38   	 -0.02   	   0.00		  9.70   	  45.78		
-23.19   	-99.49   	 -0.02   	  -5.09		  9.89   	  45.78		
-23.50   	-104.37   	 -0.04   	   0.00		 10.07   	  35.61		
-24.41   	-108.64   	 -0.04   	   0.00		 10.21   	  35.61		
-25.63   	-113.22   	 -0.04   	   0.00		 10.36   	  25.43		
-27.16   	-117.80   	 -0.04   	   0.00		 10.46   	  15.26		
-28.69   	-122.07   	 -0.04   	   0.00		 10.52   	  15.26		
-29.91   	-125.12   	 -0.04   	   0.00		 10.58   	  10.17		
-30.82   	-126.65   	 -0.04   	   0.00		 10.62   	  10.17		
-31.43   	-126.95   	 -0.04   	   0.00		 10.66   	  15.26		
-31.43   	-126.65   	 -0.04   	   0.00		 10.72   	  20.35		
-31.13   	-125.73   	 -0.04   	   0.00		 10.80   	  25.43		
-30.52   	-124.21   	 -0.04   	   0.00		 10.91   	  25.43		
-29.30   	-121.46   	 -0.04   	   0.00		 11.01   	  35.61		
-28.08   	-117.19   	 -0.04   	   0.00		 11.15   	  30.52		
-27.16   	-112.92   	 -0.04   	   0.00		 11.27   	  30.52		
-26.86   	-109.25   	 -0.04   	   0.00		 11.39   	  25.43		
-26.55   	-107.42   	 -0.04   	   0.00		 11.50   	  10.17		
-26.55   	-107.73   	 -0.04   	   5.09		 11.54   	  -5.09		
-26.55   	-108.34   	 -0.02   	   0.00		 11.52   	 -25.43		
-26.25   	-108.03   	 -0.02   	   0.00		 11.41   	 -40.69		
-26.25   	-106.20   	 -0.02   	   0.00		 11.25   	 -50.86		
-25.94   	-102.54   	 -0.02   	   0.00		 11.05   	 -61.04		
-25.63   	-98.27   	 -0.02   	   0.00		 10.80   	 -55.95		
-24.41   	-94.60   	 -0.02   	   0.00		 10.58   	 -55.95		
-23.19   	-91.86   	 -0.02   	   0.00		 10.36   	 -40.69		
-22.58   	-90.64   	 -0.02   	   0.00		 10.19   	 -25.43		
-22.58   	-90.03   	 -0.02   	   0.00		 10.09   	 -15.26		
-22.89   	-90.03   	 -0.02   	   0.00		 10.03   	  10.17		
-23.50   	-90.33   	 -0.02   	   0.00		 10.07   	  25.43		
-23.50   	-91.25   	 -0.02   	   0.00		 10.17   	  50.86		
-23.80   	-92.47   	 -0.02   	   0.00		 10.38   	  66.12		
-24.72   	-93.38   	 -0.02   	   0.00		 10.64   	  86.47		
-25.33   	-93.99   	 -0.02   	   0.00		 10.99   	 106.82		
-25.63   	-93.69   	 -0.02   	   0.00		 11.41   	 122.07		
-25.02   	-92.77   	 -0.02   	   0.00		 11.90   	 122.07		
-24.11   	-92.47   	 -0.02   	   0.00		 12.39   	 127.16		
-24.11   	-93.99   	 -0.02   	   0.00		 12.90   	 122.07		
-25.33   	-97.05   	 -0.02   	   0.00		 13.39   	 101.73		
-26.25   	-100.71   	 -0.02   	   0.00		 13.79   	  76.30		
-26.25   	-103.76   	 -0.02   	   0.00		 14.10   	  55.95		
-25.02   	-104.98   	 -0.02   	   0.00		 14.32   	  20.35		
-23.19   	-104.37   	 -0.02   	   0.00		 14.40(V)	  -5.09		
-22.28   	-103.76   	 -0.02   	   0.00		 14.38   	 -30.52		
-23.19   	-104.37   	 -0.02   	   0.00		 14.26   	 -45.78		
-25.63   	-106.81   	 -0.02   	   0.00		 14.08   	 -55.95		
-27.77   	-110.17   	 -0.02   	   0.00		 13.86   	 -61.04		
-28.38   	-113.22   	 -0.02   	   0.00		 13.61   	 -55.95		
-27.47   	-114.44   	 -0.02   	   0.00		 13.39   	 -45.78		
-25.94   	-114.14   	 -0.02   	   0.00		 13.20   	 -35.61		
-25.02   	-113.53   	 -0.02   	   0.00		 13.06   	 -15.26		
-25.33   	-113.83   	 -0.02   	   0.00		 13.00   	  -5.09		
-26.86   	-115.36   	 -0.02   	   0.00		 12.98   	   5.09		
-27.47   	-117.49   	 -0.02   	   0.00		 13.00   	  15.26		
-27.16   	-119.32   	 -0.02   	   0.00		 13.06   	  20.35		
-25.94   	-120.54   	 -0.02   	   0.00		 13.14   	  15.26		
-25.02   	-121.77   	 -0.02   	   0.00		 13.20   	  15.26		
-24.72   	-123.60   	 -0.02   	   0.00		 13.27   	  10.17		
-25.33   	-125.73   	 -0.02   	   0.00		 13.31   	   5.09		
-25.63   	-127.56   	 -0.02   	   0.00		 13.33   	   0.00		
-25.02   	-128.17   	 -0.02   	   0.00		 13.33   	  -5.09		
-24.11   	-128.17   	 -0.02   	   0.00		 13.31   	  -5.09		
-22.89   	-127.87   	 -0.02   	   0.00		 13.29   	 -10.17		
-22.89   	-127.87   	 -0.02   	   0.00		 13.25   	 -10.17		
-23.80   	-129.09   	 -0.02   	  -5.09		 13.20   	 -15.26		
-24.72   	-130.31   	 -0.04   	   0.00		 13.14   	 -10.17		
-25.63   	-131.23   	 -0.04   	   0.00		 13.10   	 -10.17		
-25.63   	-130.62   	 -0.04   	   0.00		 13.06   	  -5.09		
-25.63   	-129.09   	 -0.04   	   0.00		 13.04   	 -10.17		
-25.63   	-127.87   	 -0.04   	   0.00		 13.00   	  -5.09		
-25.63   	-127.26   	 -0.04   	   0.00		 12.98   	  -5.09		
-25.33   	-128.17   	 -0.04   	   0.00		 12.96   	 -15.26		
-24.41   	-129.70   	 -0.04   	   0.00		 12.90   	 -15.26		
-23.50   	-130.92   	 -0.04   	   5.09		 12.84   	 -20.35		
-23.50   	-131.84   	 -0.02   	   0.00		 12.76   	 -30.52		
-24.72   	-132.45   	 -0.02   	   0.00		 12.63   	 -35.61		
-26.55   	-132.45   	 -0.02   	   0.00		 12.49   	 -40.69		
-27.77   	-132.14   	 -0.02   	   0.00		 12.33   	 -40.69		
-27.47   	-131.53   	 -0.02   	   0.00		 12.17   	 -35.61		
-25.94   	-130.62   	 -0.02   	   0.00		 12.02   	 -35.61		
-24.11   	-129.70   	 -0.02   	   0.00		 11.88   	 -20.35		
-23.50   	-129.70   	 -0.02   	   0.00		 11.80   	 -20.35		
-24.11   	-130.31   	 -0.02   	   0.00		 11.72   	  -5.09		
-25.63   	-131.23   	 -0.02   	   0.00		 11.70   	   5.09		
-26.86   	-131.84   	 -0.02   	   0.00		 11.72   	   5.09		
-26.86   	-131.84   	 -0.02   	   0.00		 11.74   	  15.26		
-25.94   	-130.62   	 -0.02   	   0.00		 11.80   	  15.26		
-25.02   	-129.39   	 -0.02   	   0.00		 11.86   	  15.26		
-24.41   	-128.48   	 -0.02   	   0.00		 11.92   	  10.17		
-24.72   	-128.78   	 -0.02   	   0.00		 11.96   	  10.17		
-25.63   	-129.09   	 -0.02   	   0.00		 12.00   	   0.00		
-25.94   	-129.09   	 -0.02   	   0.00		 12.00   	  -5.09		
-25.94   	-128.48   	 -0.02   	   0.00		 11.98   	  -5.09		
-25.94   	-127.87   	 -0.02   	   0.00		 11.96   	 -10.17		
-25.94   	-127.56   	 -0.02   	   0.00		 11.92   	 -10.17		
-25.94   	-127.56   	 -0.02   	   0.00		 11.88   	 -10.17		
-25.02   	-126.95   	 -0.02   	   0.00		 11.84   	 -10.17		
-23.50   	-126.04   	 -0.02   	   0.00		 11.80   	  -5.09		
-21.97   	-124.51   	 -0.02   	   0.00		 11.78   	  -5.09		
-21.36   	-123.60   	 -0.02   	   0.00		 11.76   	   0.00		
-22.28   	-123.29   	 -0.02   	   0.00		 11.76   	   0.00		
-23.80   	-123.60   	 -0.02   	   0.00		 11.76   	   0.00		
-24.72   	-124.51   	 -0.02   	   0.00		 11.76   	   0.00		
-25.02   	-125.73   	 -0.02   	   0.00		 11.76   	  -5.09		
-24.72   	-126.95   	 -0.02   	   0.00		 11.74   	  -5.09		
-24.41   	-127.56   	 -0.02   	   0.00		 11.72   	  -5.09		
-24.41   	-127.26   	 -0.02   	   0.00		 11.70   	  -5.09		
-24.41   	-126.34   	 -0.02   	   0.00		 11.68   	 -10.17		
-24.41   	-125.43   	 -0.02   	   0.00		 11.64   	 -10.17		
-23.50   	-124.82   	 -0.02   	   0.00		 11.60   	 -10.17		
-22.89   	-124.21   	 -0.02   	   0.00		 11.56   	 -10.17		
-22.58   	-123.29   	 -0.02   	   0.00		 11.52   	  -5.09		
-22.89   	-122.38   	 -0.02   	   0.00		 11.50   	 -10.17		
-24.11   	-121.77   	 -0.02   	   0.00		 11.45   	 -10.17		
-25.33   	-122.07   	 -0.02   	   0.00		 11.41   	  -5.09		
-25.94   	-122.68   	 -0.02   	   0.00		 11.39   	  -5.09		
-25.94   	-123.60   	 -0.02   	   0.00		 11.37   	  -5.09		
-25.33   	-124.21   	 -0.02   	   0.00		 11.35   	  -5.09		
-24.72   	-124.51   	 -0.02   	   0.00		 11.33   	  -5.09		
-24.11   	-124.21   	 -0.02   	   0.00		 11.31   	   0.00		
-23.80   	-123.29   	 -0.02   	   0.00		 11.31   	   0.00		
-24.11   	-122.38   	 -0.02   	   0.00		 11.31   	   0.00		
-25.02   	-122.07   	 -0.02   	   0.00		 11.31   	   0.00		
-26.25   	-121.77   	 -0.02   	   0.00		 11.31   	   0.00		
-26.55   	-121.77   	 -0.02   	   0.00		 11.31   	   5.09		
-25.94   	-120.85   	 -0.02   	   0.00		 11.33   	   5.09		
-25.02   	-119.02   	 -0.02   	   0.00		 11.35   	   5.09		
-24.41   	-116.88   	 -0.02   	   0.00		 11.37   	   5.09		
-25.02   	-115.66   	 -0.02   	   0.00		 11.39   	   0.00		
-26.25   	-115.66   	 -0.02   	   0.00		 11.39   	   5.09		
-27.16   	-115.36   	 -0.02   	   0.00		 11.41   	   0.00		
-27.47   	-114.75   	 -0.02   	   0.00		 11.41   	   0.00		
-27.16   	-113.53   	 -0.02   	   0.00		 11.41   	   0.00		
-27.16   	-112.61   	 -0.02   	   0.00		 11.41   	   0.00		
-27.47   	-112.61   	 -0.02   	   0.00		 11.41   	  -5.09		
-27.77   	-113.22   	 -0.02   	   0.00		 11.39   	  -5.09		
-27.47   	-113.53   	 -0.02   	   0.00		 11.37   	  -5.09		
-26.25   	-113.83   	 -0.02   	   0.00		 11.35   	  -5.09		
-25.63   	-113.53   	 -0.02   	   0.00		 11.33   	  -5.09		
-25.94   	-113.53   	 -0.02   	   0.00		 11.31   	  -5.09		
-27.16   	-113.53   	 -0.02   	   0.00		 11.29   	  -5.09		
-27.77   	-113.22   	 -0.02   	   0.00		 11.27   	   0.00		
-28.08   	-112.61   	 -0.02   	   0.00		 11.27   	  -5.09		
-27.47   	-111.39   	 -0.02   	   0.00		 11.25   	  -5.09		
-27.47   	-110.17   	 -0.02   	   0.00		 11.23   	  -5.09		
-27.77   	-108.95   	 -0.02   	   0.00		 11.21   	   0.00		
-28.08   	-106.81   	 -0.02   	   0.00		 11.21   	   0.00		
-27.77   	-104.06   	 -0.02   	   0.00		 11.21   	  -5.09		
-26.86   	-100.71   	 -0.02   	   0.00		 11.19   	   0.00		
-25.33   	-96.74   	 -0.02   	   0.00		 11.19   	   0.00		
-23.80   	-93.38   	 -0.02   	   0.00		 11.19   	   0.00		
-21.67   	-90.64   	 -0.02   	   0.00		 11.19   	   0.00		
-18.31   	-87.59   	 -0.02   	   0.00		 11.19   	   0.00		
-13.43   	-82.70   	 -0.02   	   0.00		 11.19   	   0.00		
 -8.24   	-73.85   	 -0.02   	   0.00		 11.19   	   5.09		
 -3.97   	-60.42   	 -0.02   	   0.00		 11.21   	   0.00		
 -2.44   	-45.17   	 -0.02   	   0.00		 11.21   	   0.00		
 -3.05   	-32.04   	 -0.02   	   0.00		 11.21   	   0.00		
 -4.58   	-25.33   	 -0.02   	   0.00		 11.21   	   0.00		
 -4.58   	-25.02   	 -0.02   	   0.00		 11.21   	   0.00		
 -3.05   	-27.16   	 -0.02   	   0.00		 11.21   	   0.00		
  0.92   	-26.55   	 -0.02   	   0.00		 11.21   	   0.00		
  6.41   	-22.58   	 -0.02   	   0.00		 11.21   	  -5.09		
 12.82   	-18.92   	 -0.02   	   0.00		 11.19   	   0.00		
 18.92   	-22.89   	 -0.02   	   0.00		 11.19   	   0.00		
 22.89   	-38.45   	 -0.02   	   0.00		 11.19   	   0.00		
 23.19   	-62.56   	 -0.02   	   0.00		 11.19   	   0.00		
 19.84   	-85.45   	 -0.02   	   0.00		 11.19   	   5.09		
 14.95   	-98.27   	 -0.02   	   0.00		 11.21   	   0.00		
 10.07   	-97.96   	 -0.02   	   0.00		 11.21   	   5.09		
  7.32   	-88.20   	 -0.02   	   0.00		 11.23   	   5.09		
  7.02   	-76.90   	 -0.02   	   0.00		 11.25   	   5.09		
  7.93   	-69.58   	 -0.02   	   0.00		 11.27   	   0.00		
  8.24   	-66.83   	 -0.02   	   0.00		 11.27   	   0.00		
  5.80   	-65.92   	 -0.02   	   0.00		 11.27   	 -10.17		
 -0.31   	-63.48   	 -0.02   	   0.00		 11.23   	 -15.26		
 -9.16   	-59.81   	 -0.02   	   0.00		 11.17   	 -20.35		
-18.62   	-58.59   	 -0.02   	   0.00		 11.09   	 -25.43		
-26.55   	-65.31   	 -0.02   	   0.00		 10.99   	 -30.52		
-31.74   	-81.18   	 -0.02   	   0.00		 10.86   	 -35.61		
-33.87   	-101.62   	 -0.02   	   0.00		 10.72   	 -30.52		
-33.87   	-120.24   	 -0.02   	   0.00		 10.60   	 -35.61		
-32.65   	-130.62   	 -0.02   	   0.00		 10.46   	 -25.43		
-31.43   	-131.53   	 -0.02   	   0.00		 10.36   	 -25.43		
-31.13   	-126.95   	 -0.02   	   0.00		 10.25   	 -10.17		
-31.74   	-121.77   	 -0.02   	   0.00		 10.21   	   0.00		
-32.96   	-119.02   	 -0.02   	   0.00		 10.21   	  15.26		
-33.57   	-118.71   	 -0.02   	   0.00		 10.27   	  30.52		
-33.26   	-119.02   	 -0.02   	   0.00		 10.40   	  40.69		
-32.65   	-117.80   	 -0.02   	   0.00		 10.56   	  50.86		
-31.74   	-114.14   	 -0.02   	   0.00		 10.76   	  66.12		
-31.43   	-109.25   	 -0.02   	   0.00		 11.03   	  66.12		
-31.74   	-104.68   	 -0.02   	   0.00		 11.29   	  71.21		
-32.96   	-100.71   	 -0.02   	   0.00		 11.58   	  71.21		
-34.48   	-97.35   	 -0.02   	   0.00		 11.86   	  66.12		
-36.01   	-93.69   	 -0.02   	   0.00		 12.13   	  55.95		
-37.23   	-90.64   	 -0.02   	   0.00		 12.35   	  45.78		
-38.45   	-89.42   	 -0.02   	   0.00		 12.53   	  35.61		
-39.06   	-86.36   	 -0.02   	   0.00		 12.68   	  20.35		
-37.84   	-68.66   	 -0.02   	   0.00		 12.76   	  15.26		
-31.13   	-13.73   	 -0.02   	   0.00		 12.82   	   0.00		
-14.95   	104.37   	 -0.02   	   0.00		 12.82   	  -5.09		
 15.26   	299.38   	 -0.02   	   0.00		 12.80   	 -15.26		
 61.34   	567.02   	 -0.02   	   0.00		 12.74   	 -15.26		
121.15   	881.96   	 -0.02   	   0.00		 12.68   	 -20.35		
186.77   	1201.78   	 -0.02   	   0.00		 12.59   	 -40.69		
276.79   	1554.26(R)	 -0.02   	   0.00		 12.43   	 -15.26		
269.17   	1419.07   	 -0.02   	   0.00		 12.37   	 -10.17		
220.34   	1052.55   	 -0.02   	   0.00		 12.33   	 -10.17		
144.35   	555.73   	 -0.02   	   0.00		 12.29   	  -5.09		
 66.53   	 96.13   	 -0.02   	   0.00		 12.27   	   0.00		
  7.93   	-184.94   	 -0.02   	   0.00		 12.27   	   5.09		
-21.97   	-257.57   	 -0.02   	   0.00		 12.29   	  10.17		
-30.21   	-199.28   	 -0.02   	   0.00		 12.33   	  15.26		
-29.60   	-118.71   	 -0.02   	   0.00		 12.39   	  15.26		
-29.91   	-80.57   	 -0.02   	   0.00		 12.45   	  15.26		
-32.65   	-84.53   	 -0.02   	   0.00		 12.51   	  20.35		
-35.40   	-98.88   	 -0.02   	   0.00		 12.59   	  10.17		
-35.40   	-100.40   	 -0.02   	   0.00		 12.63   	   5.09		
-33.26   	-90.64   	 -0.02   	   0.00		 12.66   	   0.00		
-31.43   	-80.57   	 -0.02   	   0.00		 12.66   	 -15.26		
-31.13   	-77.51   	 -0.02   	   0.00		 12.59   	 -20.35		
-32.65   	-79.65   	 -0.02   	   0.00		 12.51   	 -30.52		
-34.48   	-83.62   	 -0.02   	   0.00		 12.39   	 -40.69		
-35.71   	-86.36   	 -0.02   	   0.00		 12.23   	 -45.78		
-35.71   	-86.67   	 -0.02   	   0.00		 12.04   	 -50.86		
-35.10   	-84.84   	 -0.02   	   0.00		 11.84   	 -55.95		
-34.79   	-81.48   	 -0.02   	   0.00		 11.62   	 -50.86		
-35.10   	-79.04   	 -0.02   	   0.00		 11.41   	 -45.78		
-35.71   	-77.21   	 -0.02   	   0.00		 11.23   	 -25.43		
-36.32   	-75.07   	 -0.02   	   0.00		 11.13   	 -10.17		
-35.71   	-71.41   	 -0.02   	   0.00		 11.09   	  10.17		
-34.48   	-67.75   	 -0.02   	   0.00		 11.13   	  40.69		
-32.35   	-65.00   	 -0.02   	   0.00		 11.29   	  66.12		
-30.82   	-63.17   	 -0.02   	   0.00		 11.56   	  86.47		
-29.60   	-61.65   	 -0.02   	   0.00		 11.90   	 111.90		
-29.60   	-59.20   	 -0.02   	   0.00		 12.35   	 127.16		
-29.60   	-55.85   	 -0.02   	   0.00		 12.86   	 132.25		
-29.30   	-50.96   	 -0.02   	   0.00		 13.39   	 132.25		
-28.38   	-45.47   	 -0.02   	   0.00		 13.92   	 116.99		
-27.16   	-39.98   	 -0.02   	   0.00		 14.38   	 101.73		
-25.94   	-35.40   	 -0.02   	   0.00		 14.79   	  71.21		
-25.02   	-31.13   	 -0.02   	   0.00		 15.08   	  35.61		
-24.41   	-26.86   	 -0.02   	   0.00		 15.22(A)	   0.00		
-23.50   	-21.36   	 -0.02   	   0.00		 15.22   	 -30.52		
-22.58   	-14.65   	 -0.02   	   0.00		 15.10   	 -61.04		
-21.36   	 -7.93   	 -0.02   	   0.00		 14.85   	 -76.30		
-20.45   	 -1.22   	 -0.02   	   0.00		 14.55   	 -86.47		
-19.53   	  5.49   	 -0.02   	   0.00		 14.20   	 -86.47		
-18.31   	 12.82   	 -0.02   	   0.00		 13.86   	 -81.38		
-16.78   	 20.75   	 -0.02   	   0.00		 13.53   	 -61.04		
-15.26   	 29.60   	 -0.02   	   0.00		 13.29   	 -50.86		
-12.82   	 39.06   	 -0.02   	   0.00		 13.08   	 -35.61		
-10.07   	 48.83   	 -0.02   	   0.00		 12.94   	 -20.35		
 -6.71   	 59.20   	 -0.02   	   0.00		 12.86   	 -15.26		
 -3.36   	 70.19   	 -0.02   	   0.00		 12.80   	 -10.17		
  0.00   	 82.70   	 -0.02   	   0.00		 12.76   	 -10.17		
  2.75   	 96.13   	 -0.02   	   0.00		 12.72   	 -15.26		
  5.49   	111.08   	 -0.02   	   0.00		 12.66   	 -25.43		
  8.24   	126.65   	 -0.02   	   0.00		 12.55   	 -30.52		
 12.21   	143.43   	 -0.02   	   0.00		 12.43   	 -40.69		
 16.78   	161.44   	 -0.02   	   0.00		 12.27   	 -45.78		
 22.28   	180.97   	 -0.02   	   0.00		 12.09   	 -50.86		
 27.47   	202.03   	 -0.02   	  -5.09		 11.88   	 -50.86		
 32.35   	222.78   	 -0.04   	   5.09		 11.68   	 -45.78		
 36.32   	242.92   	 -0.02   	   0.00		 11.50   	 -40.69		
 40.59   	261.54   	 -0.02   	   0.00		 11.33   	 -40.69		
 44.86   	278.93   	 -0.02   	   0.00		 11.17   	 -35.61		
 49.44   	295.10   	 -0.02   	   0.00		 11.03   	 -35.61		
 54.02   	310.06   	 -0.02   	   0.00		 10.89   	 -25.43		
 57.98   	323.18   	 -0.02   	   0.00		 10.78   	 -30.52		
 61.04   	333.56   	 -0.02   	   0.00		 10.66   	 -20.35		
 63.17   	341.49   	 -0.02   	   0.00		 10.58   	 -20.35		
 64.39   	346.07   	 -0.02   	   0.00		 10.50   	 -15.26		
 65.00   	347.60   	 -0.02   	   0.00		 10.44   	 -15.26		
 64.09   	346.07   	 -0.02   	   0.00		 10.38   	  -5.09		
 61.95   	341.19   	 -0.02   	   0.00		 10.36   	   0.00		
 58.90   	331.73   	 -0.02   	   0.00		 10.36   	  10.17		
 54.63   	317.69   	 -0.02   	   0.00		 10.40   	  10.17		
 49.44   	298.77   	 -0.02   	   0.00		 10.44   	  20.35		
 43.33   	275.57   	 -0.02   	   0.00		 10.52   	  25.43		
 36.32   	248.11   	 -0.02   	   0.00		 10.62   	  30.52		
 29.30   	217.90   	 -0.02   	   0.00		 10.74   	  25.43		
 22.28   	186.16   	 -0.02   	   0.00		 10.84   	  20.35		
 15.26   	153.81   	 -0.02   	   0.00		 10.93   	  20.35		
  8.85   	122.07   	 -0.02   	   0.00		 11.01   	  10.17		
  3.05   	 92.47   	 -0.02   	   0.00		 11.05   	   5.09		
 -2.14   	 64.39   	 -0.02   	   0.00		 11.07   	  -5.09		
 -6.71   	 38.45   	 -0.02   	   0.00		 11.05   	 -10.17		
-10.68   	 13.73   	 -0.02   	   0.00		 11.01   	 -15.26		
-14.65   	 -9.77   	 -0.02   	   0.00		 10.95   	 -15.26		
-18.31   	-31.74   	 -0.02   	   0.00		 10.89   	 -10.17		
-21.06   	-51.57   	 -0.02   	   0.00		 10.84   	 -15.26		
-22.89   	-68.66   	 -0.02   	   0.00		 10.78   	  -5.09		
-24.11   	-82.70   	 -0.02   	   0.00		 10.76   	  -5.09		
-25.02   	-94.60   	 -0.02   	   0.00		 10.74   	   0.00		
-26.25   	-104.68   	 -0.02   	   0.00		 10.74   	   5.09		
-27.16   	-112.92   	 -0.02   	   0.00		 10.76   	   5.09		
-27.47   	-119.93   	 -0.02   	   0.00		 10.78   	  10.17		
-27.47   	-126.04   	 -0.02   	   0.00		 10.82   	  10.17		
-27.47   	-131.23   	 -0.02   	   0.00		 10.86   	   5.09		
-28.38   	-135.50   	 -0.02   	   0.00		 10.89   	  10.17		
-29.91   	-138.24   	 -0.02   	   0.00		 10.93   	  15.26		
-31.13   	-139.47   	 -0.02   	   0.00		 10.99   	  10.17		
-31.13   	-139.16   	 -0.02   	   0.00		 11.03   	  15.26		
-29.91   	-138.24   	 -0.02   	  -5.09		 11.09   	  15.26		
-28.38   	-137.33   	 -0.04   	   0.00		 11.15   	  25.43		
-26.86   	-137.33   	 -0.04   	   0.00		 11.25   	  20.35		
