  I     	  II     	  RV     	  RV'		  LV     	  LV'		
-155.03   	-126.95   	 16.85(E)	  -5.09		 20.73   	 228.89		
-146.48   	-112.61   	 16.83   	  10.17		 21.65   	 284.84		
-110.17   	-86.67   	 16.87   	  30.52		 22.79   	 350.97		
-74.46   	-60.73   	 16.99   	  61.04		 24.19   	 427.26		
-54.93   	-39.67   	 17.23   	 101.73		 25.90   	 518.82		
-51.57   	-27.77   	 17.64   	 142.42		 27.98   	 615.46		
-54.93   	-27.16   	 18.21   	 178.03		 30.44   	 717.19		
-56.46   	-34.18   	 18.92   	 193.29		 33.31   	 818.92		
-53.10   	-42.72   	 19.69   	 203.46		 36.58   	 915.56		
-47.91   	-46.08   	 20.51   	 198.37		 40.24   	 996.94		
-44.86   	-44.56   	 21.30   	 183.11		 44.23   	1078.33		
-46.69   	-41.81   	 22.03   	 162.77		 48.55   	1139.36		
-52.19   	-39.67   	 22.69   	 152.59		 53.10   	1169.88		
-56.46   	-38.45   	 23.30   	 152.59		 57.78   	1185.14		
-56.15   	-38.15   	 23.91   	 162.77		 62.52   	1180.06		
-50.35   	-37.54   	 24.56   	 188.20		 67.24   	1149.54		
-42.72   	-36.32   	 25.31   	 213.63		 71.84   	1113.93		
-37.23   	-34.18   	 26.16   	 244.15		 76.30   	1047.81		
-36.01   	-31.74   	 27.14   	 264.50		 80.49   	 966.43		
-37.84   	-29.60   	 28.20   	 274.67		 84.35   	 869.78		
-39.98   	-28.99   	 29.30   	 264.50		 87.83   	 762.97		
-39.67   	-28.69   	 30.36   	 249.24		 90.88   	 666.32		
-37.54   	-27.77   	 31.35   	 223.80		 93.55   	 579.86		
-35.10   	-26.86   	 32.25   	 203.46		 95.87   	 523.90		
-34.18   	-26.55   	 33.06   	 167.85		 97.97   	 498.47		
-34.18   	-27.16   	 33.73   	 142.42		 99.96   	 498.47		
-34.48   	-27.47   	 34.30   	 111.90		101.95   	 493.39		
-33.87   	-26.25   	 34.75   	  76.30		103.93   	 478.13		
-32.65   	-23.19   	 35.06   	  45.78		105.84   	 437.43		
-29.91   	-18.92   	 35.24   	  20.35		107.59   	 386.57		
-26.25   	-14.95   	 35.32   	  -5.09		109.13   	 330.62		
-21.97   	-11.29   	 35.30   	 -20.35		110.46   	 284.84		
-17.09   	 -7.32   	 35.22   	 -30.52		111.60   	 254.32		
-13.12   	 -3.05   	 35.10   	 -45.78		112.61   	 233.98		
 -9.77   	  1.22   	 34.91   	 -45.78		113.55   	 239.06		
 -7.02   	  4.88   	 34.73   	 -61.04		114.51   	 233.98		
 -4.58   	  8.54   	 34.49   	 -55.95		115.44   	 228.89		
 -2.14   	 13.43   	 34.26   	 -61.04		116.36   	 218.72		
  0.00   	 19.53   	 34.02   	 -55.95		117.23   	 203.46		
  3.05   	 25.33   	 33.79   	 -45.78		118.05   	 188.20		
  8.24   	 29.91   	 33.61   	 -25.43		118.80   	 178.03		
 15.26   	 33.26   	 33.51   	 -10.17		119.51   	 193.29		
 21.67   	 36.32   	 33.47   	  20.35		120.28   	 213.63		
 25.94   	 39.98   	 33.55   	  40.69		121.14   	 239.06		
 28.08   	 46.39   	 33.71   	  61.04		122.10   	 239.06		
 30.21   	 55.85   	 33.96   	  81.38		123.05   	 208.54		
 34.18   	 66.83   	 34.28   	  91.56		123.89   	 142.42		
 41.20   	 77.21   	 34.65   	  86.47		124.46   	  76.30		
 48.83   	 85.14   	 34.99   	  81.38		124.76   	  25.43		
 54.93   	 90.94   	 35.32   	  71.21		124.86   	  20.35		
 59.20   	 96.74   	 35.61   	  50.86		124.94   	  50.86		
 62.87   	105.90   	 35.81   	  35.61		125.15   	 101.73		
 68.05   	117.49   	 35.95   	  30.52		125.55   	 152.59		
 74.16   	128.17   	 36.07   	  25.43		126.16   	 167.85		
 79.96   	134.28   	 36.17   	  30.52		126.84   	 162.77		
 83.31   	134.58   	 36.30   	  35.61		127.49   	 132.25		
 84.53   	131.84   	 36.44   	  40.69		128.02   	 101.73		
 85.45   	129.09   	 36.60   	  45.78		128.42   	  76.30		
 87.89   	128.48   	 36.79   	  50.86		128.73   	  71.21		
 91.55   	130.00   	 36.99   	  45.78		129.01   	  86.47		
 93.38   	131.53   	 37.17   	  45.78		129.36   	 106.82		
 92.16   	131.84   	 37.35   	  40.69		129.79   	 116.99		
 87.59   	130.00   	 37.52   	  35.61		130.25   	 111.90		
 82.40   	125.73   	 37.66   	  35.61		130.70   	  86.47		
 78.43   	119.32   	 37.80   	  30.52		131.05   	  55.95		
 74.77   	111.08   	 37.92   	  25.43		131.27   	  20.35		
 69.27   	101.62   	 38.03   	  15.26		131.35(S)	  -5.09		
 60.73   	 91.25   	 38.09   	  15.26		131.33   	 -15.26		
 50.05   	 80.26   	 38.15   	  10.17		131.27   	 -10.17		
 39.67   	 67.44   	 38.19(S)	   0.00		131.23   	   0.00		
 30.82   	 53.41   	 38.19   	 -10.17		131.23   	  10.17		
 23.19   	 37.84   	 38.15   	 -15.26		131.27   	  10.17		
 15.87   	 23.50   	 38.09   	 -25.43		131.31   	   5.09		
  8.24   	 11.60   	 37.99   	 -35.61		131.33   	 -20.35		
  0.92   	  2.75   	 37.84   	 -45.78		131.25   	 -35.61		
 -5.19   	 -4.58   	 37.66   	 -55.95		131.11   	 -66.12		
-10.38   	-11.90   	 37.44   	 -66.12		130.84   	 -86.47		
-14.95   	-19.23   	 37.17   	 -81.38		130.50   	-111.90		
-18.92   	-26.55   	 36.85   	 -91.56		130.05   	-147.51		
-22.89   	-33.87   	 36.48   	-106.82		129.46   	-188.20		
-26.25   	-43.03   	 36.05   	-127.16		128.71   	-254.32		
-28.99   	-53.10   	 35.54   	-147.51		127.69   	-325.53		
-31.43   	-61.34   	 34.95   	-162.77		126.39   	-412.00		
-33.26   	-65.61   	 34.30   	-183.11		124.74   	-483.21		
-34.79   	-66.83   	 33.57   	-203.46		122.81   	-544.25		
-36.01   	-67.14   	 32.76   	-218.72		120.63   	-600.20		
-36.62   	-68.97   	 31.88   	-233.98		118.23   	-686.67		
-36.62   	-70.80   	 30.95   	-233.98		115.48   	-808.75		
-36.01   	-71.11   	 30.01   	-228.89		112.25   	-976.60		
-34.79   	-69.89   	 29.09   	-223.80		108.34   	-1159.71		
-34.18   	-67.75   	 28.20   	-218.72		103.70   	-1342.82		
-33.87   	-67.44   	 27.32   	-213.63		 98.33   	-1469.98		
-33.87   	-69.27   	 26.47   	-218.72		 92.45   	-1531.02		
-33.87   	-71.41   	 25.60   	-218.72		 86.33   	-1520.85		
-33.87   	-72.63   	 24.72   	-223.80		 80.24   	-1449.64		
-34.18   	-72.63   	 23.82   	-218.72		 74.45   	-1347.91		
-34.79   	-71.41   	 22.95   	-208.54		 69.05   	-1246.18		
-36.32   	-69.58   	 22.12   	-193.29		 64.07   	-1149.54		
-37.84   	-68.05   	 21.34   	-178.03		 59.47   	-1088.50		
-38.15   	-67.44   	 20.63   	-162.77		 55.12   	-1047.81		
-36.62   	-68.05   	 19.98   	-157.68		 50.93   	-1012.20		
-33.57   	-70.19   	 19.35   	-152.59		 46.88   	-966.43		
-31.43   	-71.72   	 18.74   	-157.68		 43.01   	-910.47		
-32.65   	-72.33   	 18.11   	-152.59		 39.37   	-829.09		
-37.54   	-71.11   	 17.50   	-152.59		 36.05   	-732.45		
-42.72   	-68.36   	 16.89   	-137.33		 33.12   	-640.89		
-44.86   	-65.00   	 16.34   	-132.25		 30.56   	-554.42		
-42.42   	-61.34   	 15.81   	-111.90		 28.34   	-483.21		
-37.23   	-58.90   	 15.36   	 -96.64		 26.41   	-442.52		
-32.96   	-58.90   	 14.97   	 -81.38		 24.64   	-406.92		
-31.43   	-60.73   	 14.65   	 -71.21		 23.01   	-386.57		
-33.26   	-63.78   	 14.36   	 -61.04		 21.46   	-356.05		
-35.71   	-66.83   	 14.12   	 -55.95		 20.04   	-320.45		
-36.93   	-68.97   	 13.90   	 -55.95		 18.76   	-279.75		
-37.23   	-70.19   	 13.67   	 -50.86		 17.64   	-223.80		
-37.54   	-70.80   	 13.47   	 -45.78		 16.74   	-172.94		
-38.15   	-71.72   	 13.29   	 -45.78		 16.05   	-137.33		
-39.06   	-73.55   	 13.10   	 -35.61		 15.50   	-106.82		
-39.37   	-76.29   	 12.96   	 -25.43		 15.08   	 -91.56		
-38.45   	-78.13   	 12.86   	 -20.35		 14.71   	 -86.47		
-37.54   	-77.51   	 12.78   	 -15.26		 14.36   	 -86.47		
-36.93   	-73.85   	 12.72   	 -10.17		 14.02   	 -86.47		
-36.62   	-69.89   	 12.68   	  -5.09		 13.67   	 -76.30		
-36.32   	-67.75   	 12.66   	  -5.09		 13.37   	 -61.04		
-34.79   	-68.97   	 12.63   	  -5.09		 13.12   	 -50.86		
-32.65   	-73.55   	 12.61   	  -5.09		 12.92   	 -30.52		
-30.82   	-78.74   	 12.59   	  -5.09		 12.80   	 -20.35		
-31.43   	-82.70   	 12.57(D)	   0.00		 12.72   	 -10.17		
-33.87   	-84.53   	 12.57   	   0.00		 12.68   	 -10.17		
-37.23   	-85.14   	 12.57   	   0.00		 12.63   	 -15.26		
-39.67   	-84.84   	 12.57   	   5.09		 12.57   	 -20.35		
-40.28   	-83.62   	 12.59   	  10.17		 12.49   	 -20.35		
-39.37   	-81.18   	 12.63   	  10.17		 12.41   	 -15.26		
-38.45   	-78.13   	 12.68   	  10.17		 12.35   	 -10.17		
-38.76   	-75.07   	 12.72   	  20.35		 12.31(D)	   0.00		
-38.76   	-72.33   	 12.80   	  15.26		 12.31   	   5.09		
-38.15   	-71.41   	 12.86   	  25.43		 12.33   	  10.17		
-36.32   	-72.33   	 12.96   	  20.35		 12.37   	  15.26		
-33.87   	-74.46   	 13.04   	  25.43		 12.43   	  15.26		
-32.96   	-77.51   	 13.14   	  20.35		 12.49   	  10.17		
-34.48   	-81.48   	 13.22   	  20.35		 12.53   	  10.17		
-37.54   	-84.84   	 13.31   	  15.26		 12.57   	  10.17		
-39.67   	-86.67   	 13.37   	  15.26		 12.61   	  10.17		
-38.76   	-87.28   	 13.43   	  10.17		 12.66   	  20.35		
-35.40   	-86.67   	 13.47   	  15.26		 12.74   	  20.35		
-31.43   	-86.06   	 13.53   	  10.17		 12.82   	  25.43		
-29.60   	-86.67   	 13.57   	  10.17		 12.92   	  25.43		
-31.13   	-88.20   	 13.61   	  15.26		 13.02   	  30.52		
-34.48   	-90.03   	 13.67   	  10.17		 13.14   	  25.43		
-37.84   	-91.55   	 13.71   	  10.17		 13.25   	  30.52		
-39.67   	-91.86   	 13.75   	  10.17		 13.37   	  25.43		
-39.06   	-89.42   	 13.79   	  10.17		 13.47   	  25.43		
-36.93   	-84.23   	 13.84   	  10.17		 13.57   	  25.43		
-34.48   	-78.43   	 13.88   	  15.26		 13.67   	  25.43		
-32.65   	-74.16   	 13.94   	  15.26		 13.77   	  30.52		
-32.35   	-74.46   	 14.00   	  15.26		 13.90   	  30.52		
-34.18   	-79.65   	 14.06   	  15.26		 14.02   	  35.61		
-36.01   	-86.06   	 14.12   	  15.26		 14.16   	  30.52		
-36.62   	-89.42   	 14.18   	  15.26		 14.28   	  30.52		
-35.40   	-88.20   	 14.24   	  10.17		 14.40   	  30.52		
-32.96   	-83.01   	 14.28   	   5.09		 14.53   	  30.52		
-30.82   	-77.51   	 14.30   	  10.17		 14.65   	  25.43		
-29.91   	-74.46   	 14.34   	   5.09		 14.75   	  25.43		
-29.30   	-73.24   	 14.36   	   5.09		 14.85   	  25.43		
-26.25   	-71.11   	 14.38   	   5.09		 14.95   	  20.35		
-20.14   	-65.61   	 14.40   	   5.09		 15.04   	  20.35		
-12.21   	-55.85   	 14.43   	   5.09		 15.12   	  15.26		
 -6.41   	-44.56   	 14.45   	   5.09		 15.18   	  15.26		
 -3.97   	-34.48   	 14.47   	   5.09		 15.24   	  10.17		
 -4.58   	-27.16   	 14.49   	   5.09		 15.28   	  10.17		
 -6.41   	-22.89   	 14.51   	   5.09		 15.32   	  10.17		
 -6.71   	-20.45   	 14.53   	   5.09		 15.36   	   0.00		
 -4.27   	-19.53   	 14.55   	   5.09		 15.36   	   5.09		
  0.61   	-18.92   	 14.57   	   0.00		 15.38   	   0.00		
  6.41   	-17.40   	 14.57   	   5.09		 15.38   	  -5.09		
 11.60   	-13.43   	 14.59   	   0.00		 15.36   	   0.00		
 15.56   	 -7.93   	 14.59   	   5.09		 15.36   	  -5.09		
 17.40   	 -4.27   	 14.61   	  -5.09		 15.34   	   0.00		
 18.62   	 -4.27   	 14.59   	  -5.09		 15.34   	 -10.17		
 20.75   	 -9.16   	 14.57   	  -5.09		 15.30   	  -5.09		
 25.33   	-16.78   	 14.55   	 -10.17		 15.28   	 -15.26		
 31.74   	-24.41   	 14.51   	 -15.26		 15.22   	 -15.26		
 36.62   	-31.13   	 14.45   	 -20.35		 15.16   	 -15.26		
 36.62   	-39.06   	 14.36   	 -20.35		 15.10   	 -20.35		
 29.60   	-49.13   	 14.28   	 -20.35		 15.02   	 -10.17		
 16.78   	-59.81   	 14.20   	 -20.35		 14.97   	  -5.09		
  1.22   	-68.66   	 14.12   	 -20.35		 14.95   	   0.00		
-12.82   	-73.85   	 14.04   	 -10.17		 14.95   	  15.26		
-24.41   	-77.51   	 14.00   	 -10.17		 15.02   	  20.35		
-33.57   	-83.31   	 13.96   	   5.09		 15.10   	  30.52		
-40.59   	-92.16   	 13.98   	  15.26		 15.22   	  30.52		
-44.86   	-101.93   	 14.04   	  30.52		 15.34   	  35.61		
-46.08   	-108.03   	 14.16   	  35.61		 15.48   	  35.61		
-45.47   	-109.25   	 14.30   	  45.78		 15.63   	  35.61		
-44.25   	-108.03   	 14.49   	  45.78		 15.77   	  30.52		
-44.25   	-108.34   	 14.67   	  45.78		 15.89   	  35.61		
-45.47   	-111.08   	 14.85   	  35.61		 16.03   	  30.52		
-46.39   	-113.22   	 14.99   	  30.52		 16.15   	  30.52		
-45.17   	-112.00   	 15.12   	  20.35		 16.28   	  30.52		
-42.72   	-107.12   	 15.20   	   5.09		 16.40   	  15.26		
-39.67   	-101.32   	 15.22   	 -10.17		 16.46   	   5.09		
-37.54   	-97.35   	 15.18   	 -25.43		 16.48   	  -5.09		
-36.93   	-97.66   	 15.08   	 -35.61		 16.46   	 -20.35		
-37.84   	-99.79   	 14.93   	 -45.78		 16.38   	 -35.61		
-39.06   	-101.32   	 14.75   	 -40.69		 16.24   	 -35.61		
-39.06   	-100.71   	 14.59   	 -40.69		 16.09   	 -40.69		
-38.76   	-98.27   	 14.43   	 -25.43		 15.93   	 -35.61		
-38.76   	-96.44   	 14.32   	 -10.17		 15.79   	 -25.43		
-39.06   	-95.83   	 14.28   	   5.09		 15.69   	 -20.35		
-39.67   	-95.21   	 14.30(E)	  25.43		 15.61   	 -10.17		
-40.89   	-92.47   	 14.40   	  45.78		 15.56   	  -5.09		
-40.59   	-86.67   	 14.59   	  55.95		 15.54   	   5.09		
-35.71   	-78.74   	 14.81   	  76.30		 15.56(E)	  10.17		
-20.14   	-70.50   	 15.12   	  76.30		 15.61   	  20.35		
 14.65   	-60.12   	 15.42   	  81.38		 15.69   	  35.61		
 73.85   	-39.37   	 15.75   	  71.21		 15.83   	  50.86		
155.94   	  4.88   	 16.03   	  66.12		 16.03   	  55.95		
252.38   	 81.79   	 16.30   	  55.95		 16.26   	  61.04		
347.60   	183.72   	 16.52   	  35.61		 16.50   	  66.12		
419.62   	278.32   	 16.66   	  20.35		 16.76   	  61.04		
446.17   	323.18(R)	 16.74   	   5.09		 17.01   	  55.95		
409.24   	289.92   	 16.76   	 -10.17		 17.23   	  66.12		
306.09   	183.72   	 16.72   	 -15.26		 17.50   	  76.30		
158.69   	 45.78   	 16.66   	 -25.43		 17.80   	  96.64		
  8.54   	-72.94   	 16.56   	 -25.43		 18.19   	 137.33		
-102.23   	-141.91   	 16.46   	 -20.35		 18.74   	 178.03		
-150.15   	-160.52   	 16.38   	 -15.26		 19.45   	 228.89		
-141.91   	-147.09   	 16.32   	   0.00		 20.37   	 284.84		
-104.06   	-120.24   	 16.32   	  10.17		 21.51   	 350.97		
-66.53   	-92.47   	 16.36   	  45.78		 22.91   	 427.26		
-45.47   	-70.80   	 16.54   	  81.38		 24.62   	 518.82		
-42.11   	-60.42   	 16.87   	 127.16		 26.69   	 610.37		
-47.61   	-61.95   	 17.38   	 157.68		 29.14   	 717.19		
-51.88   	-70.80   	 18.01   	 183.11		 32.00   	 824.00		
-51.27   	-78.43   	 18.74   	 203.46		 35.30   	 920.65		
-46.69   	-79.04   	 19.55   	 208.54		 38.98   	1012.20		
-41.81   	-73.55   	 20.39   	 213.63		 43.03   	1093.59		
-39.37   	-66.53   	 21.24   	 218.72		 47.41   	1154.62		
-39.06   	-61.95   	 22.12   	 223.80		 52.02   	1180.06		
-38.76   	-61.65   	 23.01   	 228.89		 56.74   	1190.23		
-37.84   	-64.70   	 23.93   	 239.06		 61.51   	1174.97		
-36.01   	-68.97   	 24.88   	 239.06		 66.21   	1144.45		
-35.10   	-70.80   	 25.84   	 233.98		 70.78   	1098.67		
-35.40   	-68.36   	 26.78   	 233.98		 75.18   	1042.72		
-36.01   	-62.26   	 27.71   	 223.80		 79.35   	 966.43		
-35.71   	-55.24   	 28.61   	 213.63		 83.21   	 869.78		
-33.57   	-50.66   	 29.46   	 208.54		 86.69   	 768.05		
-30.82   	-48.22   	 30.29   	 198.37		 89.77   	 661.24		
-28.69   	-46.39   	 31.09   	 183.11		 92.41   	 574.77		
-27.16   	-42.72   	 31.82   	 167.85		 94.71   	 518.82		
-25.94   	-37.54   	 32.49   	 142.42		 96.78   	 478.13		
-25.02   	-31.74   	 33.06   	 116.99		 98.70   	 462.87		
-24.41   	-27.47   	 33.53   	  81.38		100.55   	 452.69		
-24.72   	-25.63   	 33.86   	  55.95		102.36   	 452.69		
-25.02   	-26.55   	 34.08   	  20.35		104.17   	 432.35		
-24.11   	-28.69   	 34.16   	   0.00		105.90   	 401.83		
-21.67   	-30.52   	 34.16   	 -20.35		107.51   	 366.22		
-17.70   	-29.60   	 34.08   	 -35.61		108.97   	 315.36		
-12.82   	-24.41   	 33.94   	 -40.69		110.23   	 279.75		
 -8.24   	-15.56   	 33.77   	 -45.78		111.35   	 249.24		
 -3.97   	 -6.71   	 33.59   	 -55.95		112.35   	 233.98		
 -1.53   	 -1.53   	 33.37   	 -61.04		113.29   	 223.80		
 -0.61   	 -1.53   	 33.12   	 -71.21		114.18   	 213.63		
 -0.92   	 -4.88   	 32.84   	 -71.21		115.04   	 208.54		
  0.61   	 -6.71   	 32.55   	 -61.04		115.87   	 198.37		
  5.49   	 -2.75   	 32.31   	 -45.78		116.66   	 183.11		
 13.73   	  7.02   	 32.13   	 -20.35		117.40   	 172.94		
 21.97   	 17.70   	 32.04   	  15.26		118.09   	 178.03		
 27.16   	 25.02   	 32.11   	  45.78		118.80   	 188.20		
 29.91   	 28.38   	 32.29   	  71.21		119.55   	 213.63		
 32.65   	 30.52   	 32.57   	  91.56		120.41   	 228.89		
 37.54   	 36.32   	 32.94   	  96.64		121.32   	 218.72		
 44.56   	 46.69   	 33.33   	  86.47		122.20   	 167.85		
 52.49   	 59.20   	 33.67   	  71.21		122.87   	  96.64		
 59.20   	 69.58   	 33.96   	  61.04		123.25   	  30.52		
 65.00   	 76.90   	 34.20   	  45.78		123.38   	  -5.09		
 69.58   	 82.40   	 34.38   	  35.61		123.36   	   5.09		
 72.94   	 88.50   	 34.53   	  40.69		123.38   	  50.86		
 75.07   	 95.21   	 34.69   	  45.78		123.58   	 106.82		
 77.51   	101.93   	 34.87   	  55.95		124.01   	 147.51		
 81.48   	107.42   	 35.10   	  55.95		124.60   	 167.85		
 86.98   	110.78   	 35.32   	  61.04		125.27   	 157.68		
 92.47   	112.92   	 35.56   	  61.04		125.90   	 122.07		
 96.13   	114.44   	 35.81   	  55.95		126.39   	  91.56		
 97.35   	117.49   	 36.03   	  50.86		126.75   	  71.21		
 97.35   	121.46   	 36.24   	  45.78		127.04   	  71.21		
 97.05   	125.73   	 36.42   	  40.69		127.32   	  81.38		
 97.35   	126.65   	 36.58   	  35.61		127.65   	 101.73		
 96.44   	122.38   	 36.72   	  35.61		128.06   	  96.64		
 93.99   	113.83   	 36.87   	  25.43		128.44   	  81.38		
 89.11   	103.76   	 36.97   	  25.43		128.77   	  45.78		
 82.09   	 95.21   	 37.07   	  15.26		128.95   	  10.17		
 73.24   	 87.59   	 37.13   	  15.26		128.99   	 -15.26		
 64.09   	 78.74   	 37.19   	   5.09		128.93   	 -20.35		
 56.46   	 68.66   	 37.21(S)	  -5.09		128.85   	 -10.17		
 51.27   	 57.37   	 37.19   	 -10.17		128.81   	   5.09		
 46.08   	 47.61   	 37.15   	 -20.35		128.83   	  20.35		
 38.15   	 39.37   	 37.07   	 -25.43		128.91   	  20.35		
 26.86   	 29.60   	 36.97   	 -30.52		128.99   	   5.09		
 14.95   	 17.40   	 36.85   	 -40.69		129.01(S)	 -20.35		
  5.80   	  3.05   	 36.68   	 -50.86		128.93   	 -50.86		
  0.00   	-11.29   	 36.48   	 -55.95		128.73   	 -81.38		
 -3.66   	-23.50   	 36.26   	 -66.12		128.40   	-106.82		
 -8.24   	-31.74   	 35.99   	 -81.38		127.98   	-132.25		
-13.43   	-35.40   	 35.67   	 -91.56		127.45   	-172.94		
-17.70   	-36.01   	 35.30   	-106.82		126.75   	-218.72		
-18.92   	-35.10   	 34.87   	-116.99		125.88   	-279.75		
-18.31   	-35.10   	 34.40   	-137.33		124.76   	-356.05		
-18.31   	-38.45   	 33.86   	-152.59		123.34   	-432.35		
-21.67   	-46.39   	 33.25   	-172.94		121.61   	-518.82		
-26.86   	-56.76   	 32.55   	-183.11		119.53   	-610.37		
-31.13   	-65.61   	 31.82   	-198.37		117.09   	-707.02		
-31.13   	-69.89   	 31.03   	-208.54		114.26   	-824.00		
-26.86   	-68.05   	 30.19   	-213.63		110.97   	-961.34		
-21.67   	-63.17   	 29.34   	-208.54		107.12   	-1119.02		
-19.84   	-59.20   	 28.50   	-208.54		102.64   	-1256.35		
-22.89   	-59.81   	 27.67   	-203.46		 97.62   	-1378.43		
-28.08   	-64.70   	 26.86   	-213.63		 92.11   	-1454.72		
-32.35   	-70.19   	 26.00   	-218.72		 86.29   	-1475.07		
-32.96   	-71.41   	 25.13   	-223.80		 80.39   	-1449.64		
-30.52   	-65.92   	 24.23   	-228.89		 74.59   	-1383.51		
-28.08   	-56.46   	 23.32   	-223.80		 69.05   	-1291.96		
-26.86   	-47.91   	 22.42   	-208.54		 63.89   	-1200.40		
-27.47   	-44.86   	 21.59   	-193.29		 59.08   	-1124.11		
-28.69   	-48.83   	 20.81   	-178.03		 54.59   	-1052.90		
-29.30   	-56.15   	 20.10   	-167.85		 50.38   	-996.94		
-28.38   	-62.56   	 19.43   	-162.77		 46.39   	-951.17		
-27.77   	-65.00   	 18.78   	-162.77		 42.58   	-895.22		
-28.08   	-64.09   	 18.13   	-157.68		 39.00   	-829.09		
-29.60   	-61.34   	 17.50   	-162.77		 35.69   	-757.88		
-31.74   	-58.29   	 16.85   	-152.59		 32.66   	-676.50		
-32.04   	-56.15   	 16.24   	-142.42		 29.95   	-595.11		
-29.91   	-54.32   	 15.67   	-132.25		 27.57   	-528.99		
-26.25   	-52.80   	 15.14   	-116.99		 25.45   	-462.87		
-23.80   	-52.19   	 14.67   	-106.82		 23.60   	-417.09		
-23.80   	-52.80   	 14.24   	 -96.64		 21.93   	-376.40		
-26.25   	-54.93   	 13.86   	 -86.47		 20.43   	-345.88		
-29.91   	-57.98   	 13.51   	 -81.38		 19.04   	-310.27		
-32.04   	-60.42   	 13.18   	 -71.21		 17.80   	-274.67		
-32.04   	-61.04   	 12.90   	 -66.12		 16.70   	-228.89		
-30.21   	-59.51   	 12.63   	 -55.95		 15.79   	-188.20		
-27.77   	-58.29   	 12.41   	 -45.78		 15.04   	-152.59		
-25.94   	-58.90   	 12.23   	 -35.61		 14.43   	-116.99		
-25.63   	-62.56   	 12.09   	 -25.43		 13.96   	 -96.64		
-26.86   	-68.05   	 11.98   	 -15.26		 13.57   	 -81.38		
-28.08   	-72.94   	 11.92   	  -5.09		 13.25   	 -71.21		
-28.38   	-75.68   	 11.90   	  -5.09		 12.96   	 -71.21		
-28.69   	-76.90   	 11.88   	  -5.09		 12.68   	 -66.12		
-29.91   	-78.13   	 11.86   	 -10.17		 12.41   	 -55.95		
-32.65   	-80.87   	 11.82   	 -15.26		 12.19   	 -50.86		
-36.01   	-83.62   	 11.76   	 -10.17		 11.98   	 -35.61		
-38.15   	-84.84   	 11.72   	 -15.26		 11.84   	 -25.43		
-37.23   	-83.31   	 11.66   	  -5.09		 11.74   	 -15.26		
-33.57   	-78.13   	 11.64(D)	   0.00		 11.68   	  -5.09		
-28.99   	-72.02   	 11.64   	   0.00		 11.66   	  -5.09		
-26.25   	-67.75   	 11.64   	  10.17		 11.64   	 -10.17		
-27.47   	-66.83   	 11.68   	  15.26		 11.60   	 -10.17		
-31.13   	-69.89   	 11.74   	  15.26		 11.56   	 -10.17		
-35.40   	-74.46   	 11.80   	  20.35		 11.52   	  -5.09		
-37.84   	-78.43   	 11.88   	  25.43		 11.50(D)	   0.00		
-36.62   	-79.96   	 11.98   	  25.43		 11.50   	   5.09		
-33.57   	-78.13   	 12.09   	  30.52		 11.52   	  10.17		
-29.91   	-72.94   	 12.21   	  30.52		 11.56   	  15.26		
-28.38   	-66.83   	 12.33   	  30.52		 11.62   	  20.35		
-29.30   	-63.17   	 12.45   	  30.52		 11.70   	  20.35		
-32.04   	-64.09   	 12.57   	  25.43		 11.78   	  20.35		
-35.10   	-70.19   	 12.68   	  30.52		 11.86   	  15.26		
-36.62   	-77.82   	 12.80   	  25.43		 11.92   	  20.35		
-36.32   	-82.40   	 12.90   	  25.43		 12.00   	  20.35		
-34.79   	-81.79   	 13.00   	  25.43		 12.09   	  20.35		
-33.87   	-77.21   	 13.10   	  25.43		 12.17   	  30.52		
-33.57   	-71.41   	 13.20   	  20.35		 12.29   	  30.52		
-33.26   	-66.83   	 13.29   	  25.43		 12.41   	  35.61		
-31.13   	-63.48   	 13.39   	  25.43		 12.55   	  35.61		
-28.38   	-60.73   	 13.49   	  25.43		 12.70   	  40.69		
-26.55   	-59.51   	 13.59   	  25.43		 12.86   	  30.52		
-27.16   	-60.12   	 13.69   	  20.35		 12.98   	  35.61		
-29.91   	-62.56   	 13.77   	  25.43		 13.12   	  30.52		
-32.65   	-65.31   	 13.88   	  15.26		 13.25   	  30.52		
-33.26   	-65.61   	 13.94   	  20.35		 13.37   	  30.52		
-31.43   	-63.48   	 14.02   	  15.26		 13.49   	  35.61		
-29.60   	-60.42   	 14.08   	  20.35		 13.63   	  30.52		
-29.60   	-57.68   	 14.16   	  15.26		 13.75   	  35.61		
-31.43   	-55.54   	 14.22   	  15.26		 13.90   	  35.61		
-33.87   	-53.71   	 14.28   	  15.26		 14.04   	  30.52		
-35.10   	-51.88   	 14.34   	  15.26		 14.16   	  30.52		
-34.48   	-50.96   	 14.40   	  15.26		 14.28   	  30.52		
-32.65   	-50.96   	 14.47   	  15.26		 14.40   	  20.35		
-31.74   	-51.88   	 14.53   	  15.26		 14.49   	  25.43		
-32.04   	-51.57   	 14.59   	  15.26		 14.59   	  20.35		
-31.74   	-47.30   	 14.65   	  15.26		 14.67   	  20.35		
-28.38   	-36.93   	 14.71   	  15.26		 14.75   	  20.35		
-21.36   	-21.97   	 14.77   	  10.17		 14.83   	  20.35		
-12.82   	 -4.88   	 14.81   	  10.17		 14.91   	  20.35		
 -6.10   	  8.54   	 14.85   	  10.17		 14.99   	  20.35		
 -3.36   	 14.95   	 14.89   	  10.17		 15.08   	  15.26		
