  I     	  II     	  PW     	  PW'		  CH2     	  CH2'		
152.89   	 48.22   	 22.10   	  66.12		  0.81   	   0.00		
152.28   	 44.86   	 22.36   	  86.47		  0.81   	   5.09		
150.45   	 41.20   	 22.71   	  81.38		  0.83   	   0.00		
147.40   	 39.06   	 23.03   	  76.30		  0.83   	   5.09		
144.04   	 38.15   	 23.34   	  61.04		  0.85   	   0.00		
142.21   	 38.45   	 23.58   	  35.61		  0.85   	   5.09		
141.30   	 40.28   	 23.72   	  15.26		  0.87   	   5.09		
140.69   	 43.64   	 23.78(A)	 -15.26		  0.90   	   0.00		
139.77   	 48.52   	 23.72   	 -35.61		  0.90   	   5.09		
138.55   	 53.71   	 23.58   	 -45.78		  0.92   	   0.00		
137.63   	 57.68   	 23.40   	 -55.95		  0.92   	   0.00		
137.02   	 59.81   	 23.17   	 -61.04		  0.92   	   5.09		
135.80   	 61.34   	 22.93   	 -45.78		  0.94   	   0.00		
134.58   	 63.48   	 22.75   	 -40.69		  0.94   	   0.00		
133.97   	 66.83   	 22.58   	 -25.43		  0.94   	   0.00		
133.67   	 69.89   	 22.48   	 -10.17		  0.94   	   5.09		
133.97   	 72.02   	 22.44   	  -5.09		  0.96   	   0.00		
132.75   	 71.72   	 22.42   	   5.09		  0.96   	   0.00		
129.70   	 70.80   	 22.44   	  10.17		  0.96   	   0.00		
125.43   	 72.02   	 22.48   	  10.17		  0.96   	   0.00		
121.46   	 75.99   	 22.52   	   0.00		  0.96   	   0.00		
119.02   	 81.48   	 22.52   	  -5.09		  0.96   	   0.00		
117.49   	 85.45   	 22.50   	 -20.35		  0.96   	   0.00		
114.75   	 85.45   	 22.42   	 -20.35		  0.96   	   0.00		
110.17   	 81.48   	 22.34   	 -35.61		  0.96   	   0.00		
104.68   	 77.21   	 22.20   	 -40.69		  0.96   	   0.00		
 99.79   	 75.07   	 22.03   	 -40.69		  0.96   	   0.00		
 97.05   	 75.99   	 21.87   	 -40.69		  0.96   	   0.00		
 95.21   	 78.43   	 21.71   	 -40.69		  0.96   	   0.00		
 92.47   	 80.26   	 21.55   	 -30.52		  0.96   	   0.00		
 87.89   	 80.87   	 21.42   	 -25.43		  0.96   	  -5.09		
 81.79   	 80.26   	 21.32   	 -10.17		  0.94   	   0.00		
 76.29   	 80.26   	 21.28   	   0.00		  0.94   	   0.00		
 72.02   	 81.79   	 21.28   	   5.09		  0.94   	   0.00		
 69.27   	 85.14   	 21.30   	  15.26		  0.94   	   5.09		
 67.44   	 90.94   	 21.36   	  20.35		  0.96   	   0.00		
 65.92   	 98.57   	 21.44   	  20.35		  0.96   	   0.00		
 64.70   	108.03   	 21.53   	  20.35		  0.96   	   0.00		
 65.00   	119.02   	 21.61   	  15.26		  0.96   	   0.00		
 67.14   	131.23   	 21.67   	  20.35		  0.96   	   0.00		
 71.41   	145.57   	 21.75   	  10.17		  0.96   	   0.00		
 77.51   	161.44   	 21.79   	  15.26		  0.96   	   0.00		
 84.53   	179.14   	 21.85   	  15.26		  0.96   	   0.00		
 90.94   	197.14   	 21.91   	  20.35		  0.96   	   0.00		
 96.74   	214.54   	 21.99   	  20.35		  0.96   	   5.09		
101.62   	229.49   	 22.08   	  30.52		  0.98   	   0.00		
106.51   	242.31   	 22.20   	  40.69		  0.98   	   0.00		
112.00   	252.38   	 22.36   	  45.78		  0.98   	   0.00		
117.49   	261.23   	 22.54   	  50.86		  0.98   	   0.00		
123.29   	269.78   	 22.75   	  50.86		  0.98   	   0.00		
127.87   	278.93   	 22.95   	  61.04		  0.98   	   0.00		
130.62   	289.00   	 23.19   	  61.04		  0.98   	   0.00		
131.23   	298.77   	 23.44   	  55.95		  0.98   	   0.00		
131.23   	307.62   	 23.66   	  61.04		  0.98   	   0.00		
131.84   	314.33   	 23.91   	  55.95		  0.98   	   0.00		
134.28   	319.21   	 24.13   	  55.95		  0.98   	  -5.09		
137.94   	322.88   	 24.35   	  50.86		  0.96   	   0.00		
140.38   	325.62   	 24.56   	  55.95		  0.96   	  -5.09		
140.69   	327.15   	 24.78   	  50.86		  0.94   	  -5.09		
139.16   	326.23   	 24.98   	  61.04		  0.92   	  -5.09		
137.33   	323.18   	 25.23   	  55.95		  0.90   	   0.00		
136.41   	319.52   	 25.45   	  61.04		  0.90   	  -5.09		
136.41   	317.38   	 25.70   	  66.12		  0.87   	   0.00		
136.41   	317.69   	 25.96   	  61.04		  0.87   	  -5.09		
135.19   	319.21   	 26.21   	  66.12		  0.85   	   0.00		
133.36   	319.52   	 26.47   	  61.04		  0.85   	   0.00		
131.53   	317.38   	 26.71   	  61.04		  0.85   	  -5.09		
130.62   	313.72   	 26.96   	  50.86		  0.83   	   0.00		
131.23   	310.06   	 27.16   	  40.69		  0.83   	   0.00		
132.75   	307.62   	 27.32   	  25.43		  0.83   	   0.00		
134.28   	307.31   	 27.43   	   5.09		  0.83   	   5.09		
134.58   	308.23   	 27.45   	 -20.35		  0.85   	   0.00		
133.06   	309.75   	 27.37   	 -35.61		  0.85   	   0.00		
130.31   	310.97   	 27.22   	 -45.78		  0.85   	   5.09		
126.65   	312.19   	 27.04   	 -25.43		  0.87   	   0.00		
123.60   	313.11   	 26.94   	  10.17		  0.87   	   5.09		
121.77   	313.72   	 26.98   	  66.12		  0.90   	   0.00		
121.15   	314.94   	 27.24   	 142.42		  0.90   	   5.09		
122.38   	316.47   	 27.81   	 223.80		  0.92   	   5.09		
125.12   	317.99   	 28.71   	 289.93		  0.94   	   5.09		
128.48   	319.52   	 29.87   	 340.79		  0.96   	   0.00		
130.00   	319.21   	 31.23   	 356.05		  0.96   	   5.09		
128.48   	317.38   	 32.66   	 340.79		  0.98   	   0.00		
124.82   	315.25   	 34.02   	 300.10		  0.98   	   5.09		
121.15   	313.42   	 35.22   	 223.80		  1.00   	   0.00		
119.02   	312.19   	 36.11   	 142.42		  1.00   	   5.09		
118.71   	311.58   	 36.68   	  50.86		  1.02   	   0.00		
118.41   	310.97   	 36.89(V)	 -25.43		  1.02   	   0.00		
117.80   	311.28   	 36.79   	 -86.47		  1.02   	   0.00		
116.88   	312.81   	 36.44   	-116.99		  1.02   	   0.00		
115.97   	314.64   	 35.97   	-122.07		  1.02   	   5.09		
115.36   	314.64   	 35.48   	-101.73		  1.04   	   0.00		
114.14   	311.89   	 35.08   	 -66.12		  1.04   	   0.00		
111.69   	306.09   	 34.81   	 -20.35		  1.04   	   0.00		
108.64   	300.60   	 34.73   	  30.52		  1.04   	   0.00		
106.51   	298.16   	 34.85   	  61.04		  1.04   	   0.00		
106.20   	299.07   	 35.10   	  86.47		  1.04   	   0.00		
107.42   	302.43   	 35.44   	  81.38		  1.04   	  -5.09		
109.56   	305.48   	 35.77   	  71.21		  1.02   	   0.00		
110.78   	307.92   	 36.05   	  30.52		  1.02   	   0.00		
111.39   	311.28   	 36.17   	 -15.26		  1.02   	   0.00		
112.30   	317.99   	 36.11   	 -61.04		  1.02   	   0.00		
114.44   	329.59   	 35.87   	-116.99		  1.02   	  -5.09		
118.41   	346.07   	 35.40   	-167.85		  1.00   	   0.00		
123.90   	367.43   	 34.73   	-198.37		  1.00   	   0.00		
130.92   	392.76   	 33.94   	-233.98		  1.00   	   0.00		
138.85   	419.01   	 33.00   	-244.15		  1.00   	  -5.09		
146.48   	442.20   	 32.02   	-254.32		  0.98   	   0.00		
151.98   	457.46   	 31.01   	-254.32		  0.98   	   0.00		
154.42   	463.87   	 29.99   	-239.06		  0.98   	  -5.09		
153.81   	463.56   	 29.03   	-218.72		  0.96   	   0.00		
151.67   	460.21   	 28.16   	-203.46		  0.96   	  -5.09		
149.23   	453.49   	 27.34   	-172.94		  0.94   	   0.00		
145.57   	439.76   	 26.65   	-147.51		  0.94   	  -5.09		
139.77   	413.51   	 26.06   	-116.99		  0.92   	   0.00		
129.70   	375.98   	 25.60   	 -96.64		  0.92   	  -5.09		
116.58   	334.17   	 25.21   	 -66.12		  0.90   	   0.00		
102.54   	299.38   	 24.94   	 -50.86		  0.90   	  -5.09		
 91.55   	278.63   	 24.74   	 -30.52		  0.87   	   0.00		
 84.53   	271.00   	 24.62   	 -25.43		  0.87   	  -5.09		
 81.48   	268.25   	 24.52   	 -15.26		  0.85   	  -5.09		
 80.57   	261.84   	 24.46   	 -10.17		  0.83   	   0.00		
 80.26   	248.11   	 24.41   	 -20.35		  0.83   	   0.00		
 80.26   	229.19   	 24.33   	 -20.35		  0.83   	  -5.09		
 80.87   	210.27   	 24.25   	 -35.61		  0.81   	   0.00		
 82.09   	196.23   	 24.11   	 -50.86		  0.81   	   0.00		
 83.92   	188.60   	 23.91   	 -55.95		  0.81   	   0.00		
 85.75   	186.46   	 23.68   	 -61.04		  0.81   	   0.00		
 88.20   	187.68   	 23.44   	 -61.04		  0.81   	   0.00		
 90.03   	191.04   	 23.19   	 -50.86		  0.81   	   5.09		
 91.25   	195.62   	 22.99   	 -40.69		  0.83   	   0.00		
 91.25   	200.81   	 22.83   	 -25.43		  0.83   	   5.09		
 91.25   	205.69   	 22.73   	   0.00		  0.85   	   5.09		
 91.86   	208.44   	 22.73   	  20.35		  0.87   	   5.09		
 93.99   	206.60   	 22.81   	  40.69		  0.90   	   5.09		
 97.66   	200.81   	 22.97   	  45.78		  0.92   	   5.09		
100.40   	192.87   	 23.15   	  55.95		  0.94   	   5.09		
101.32   	187.38   	 23.38   	  55.95		  0.96   	   5.09		
 99.18   	186.46   	 23.60   	  45.78		  0.98   	   5.09		
 94.60   	189.21   	 23.78   	  30.52		  1.00   	   5.09		
 87.89   	191.65   	 23.91   	  20.35		  1.02   	   5.09		
 79.65   	191.04   	 23.99   	  -5.09		  1.04   	   0.00		
 71.41   	186.46   	 23.97   	 -25.43		  1.04   	   5.09		
 65.00   	181.27   	 23.87   	 -45.78		  1.06   	   0.00		
 61.34   	179.44   	 23.68   	 -66.12		  1.06   	   0.00		
 60.42   	183.11   	 23.42   	 -81.38		  1.06   	   0.00		
 61.34   	190.43   	 23.09   	 -96.64		  1.06   	   0.00		
 62.56   	197.14   	 22.71   	 -96.64		  1.06   	   0.00		
 62.26   	198.97   	 22.32   	-106.82		  1.06   	   0.00		
 60.42   	195.92   	 21.89   	-106.82		  1.06   	  -5.09		
 57.37   	190.43   	 21.46   	-101.73		  1.04   	   0.00		
 54.63   	187.07   	 21.06   	 -96.64		  1.04   	  -5.09		
 52.49   	187.07   	 20.67   	 -91.56		  1.02   	  -5.09		
 51.88   	189.51   	 20.31   	 -86.47		  1.00   	   0.00		
 51.88   	190.73   	 19.96   	 -76.30		  1.00   	  -5.09		
 51.88   	190.43   	 19.65   	 -71.21		  0.98   	   0.00		
 50.66   	191.35   	 19.37   	 -55.95		  0.98   	  -5.09		
 48.83   	201.11   	 19.15   	 -55.95		  0.96   	   0.00		
 49.13   	227.97   	 18.92   	 -45.78		  0.96   	  -5.09		
 54.32   	280.76   	 18.74   	 -35.61		  0.94   	   0.00		
 65.61   	366.82   	 18.60   	 -25.43		  0.94   	  -5.09		
 81.48   	491.03   	 18.49   	 -15.26		  0.92   	   0.00		
101.01   	652.16   	 18.43   	  -5.09		  0.92   	   0.00		
124.82   	845.34   	 18.41   	   5.09		  0.92   	   0.00		
157.17   	1054.99   	 18.43   	  15.26		  0.92   	   0.00		
202.64   	1251.22   	 18.49   	  25.43		  0.92   	  -5.09		
260.62   	1388.86   	 18.60   	  35.61		  0.90   	   0.00		
313.11   	1409.00(R)	 18.74   	  40.69		  0.90   	   0.00		
330.81   	1266.17   	 18.90   	  50.86		  0.90   	   0.00		
292.97   	965.27   	 19.10   	  55.95		  0.90   	   0.00		
206.91   	577.70   	 19.33   	  61.04		  0.90   	   5.09		
111.39   	216.67   	 19.57   	  61.04		  0.92   	   0.00		
 56.46   	-16.48   	 19.82   	  61.04		  0.92   	   0.00		
 65.92   	-89.72   	 20.06   	  61.04		  0.92   	   0.00		
117.80   	-52.49   	 20.31   	  55.95		  0.92   	   5.09		
161.13   	 12.21   	 20.53   	  55.95		  0.94   	   0.00		
158.39   	 44.86   	 20.75   	  55.95		  0.94   	   0.00		
108.03   	 38.76   	 20.98   	  50.86		  0.94   	   5.09		
 39.98   	 22.89   	 21.18   	  50.86		  0.96   	   0.00		
-10.68   	 26.55   	 21.38   	  50.86		  0.96   	   0.00		
-26.86   	 51.57   	 21.59   	  55.95		  0.96   	   0.00		
-16.78   	 79.04   	 21.81   	  50.86		  0.96   	   5.09		
  0.31   	 91.55   	 22.01   	  50.86		  0.98   	   0.00		
  9.46   	 86.06   	 22.22   	  45.78		  0.98   	   0.00		
  7.32   	 73.24   	 22.40   	  45.78		  0.98   	   5.09		
 -1.22   	 64.39   	 22.58   	  40.69		  1.00   	   0.00		
 -8.54   	 63.78   	 22.75   	  35.61		  1.00   	   0.00		
-10.38   	 69.58   	 22.89   	  35.61		  1.00   	   0.00		
 -7.32   	 75.99   	 23.03   	  30.52		  1.00   	   0.00		
 -4.27   	 79.35   	 23.15   	  25.43		  1.00   	   0.00		
 -3.97   	 78.43   	 23.26   	  25.43		  1.00   	   0.00		
 -6.10   	 74.16   	 23.36   	  10.17		  1.00   	   0.00		
 -8.24   	 68.97   	 23.40   	   5.09		  1.00   	   0.00		
 -8.54   	 64.70   	 23.42   	 -10.17		  1.00   	  -5.09		
 -7.32   	 63.17   	 23.38   	 -20.35		  0.98   	   0.00		
 -6.10   	 63.48   	 23.30   	 -25.43		  0.98   	   0.00		
 -5.80   	 64.70   	 23.19   	 -25.43		  0.98   	  -5.09		
 -6.71   	 65.92   	 23.09   	 -20.35		  0.96   	   0.00		
 -7.63   	 67.75   	 23.01   	 -10.17		  0.96   	   0.00		
 -9.16   	 69.27   	 22.97   	   5.09		  0.96   	  -5.09		
-10.99   	 70.19   	 22.99   	  25.43		  0.94   	   0.00		
-12.82   	 69.27   	 23.09   	  40.69		  0.94   	   0.00		
-14.65   	 65.92   	 23.26   	  55.95		  0.94   	  -5.09		
-16.17   	 60.73   	 23.48   	  61.04		  0.92   	   0.00		
-15.87   	 55.54   	 23.72   	  66.12		  0.92   	   0.00		
-14.65   	 51.27   	 23.99   	  61.04		  0.92   	   0.00		
-12.21   	 49.13   	 24.23   	  45.78		  0.92   	   0.00		
 -9.77   	 49.44   	 24.41   	  35.61		  0.92   	   0.00		
 -8.24   	 52.19   	 24.56   	  15.26		  0.92   	   0.00		
 -8.85   	 55.85   	 24.62   	   5.09		  0.92   	   0.00		
-11.60   	 57.07   	 24.64(A)	  -5.09		  0.92   	   0.00		
-14.95   	 53.71   	 24.62   	 -15.26		  0.92   	   0.00		
-18.31   	 45.17   	 24.56   	 -10.17		  0.92   	   0.00		
-19.84   	 34.18   	 24.52   	 -10.17		  0.92   	   5.09		
-20.45   	 26.25   	 24.48   	  -5.09		  0.94   	   0.00		
-20.75   	 24.72   	 24.46   	   5.09		  0.94   	   0.00		
-21.06   	 29.30   	 24.48   	   5.09		  0.94   	   0.00		
-21.67   	 36.32   	 24.50   	  10.17		  0.94   	   0.00		
-22.58   	 39.98   	 24.54   	  10.17		  0.94   	   0.00		
-24.41   	 36.62   	 24.58   	   0.00		  0.94   	   0.00		
-27.16   	 27.16   	 24.58   	  -5.09		  0.94   	   0.00		
-30.82   	 15.56   	 24.56   	 -20.35		  0.94   	   0.00		
-34.18   	  6.41   	 24.48   	 -30.52		  0.94   	   0.00		
-36.62   	  1.53   	 24.35   	 -45.78		  0.94   	   0.00		
-38.45   	 -0.31   	 24.17   	 -61.04		  0.94   	   0.00		
-40.59   	 -1.22   	 23.93   	 -66.12		  0.94   	   0.00		
-44.25   	 -3.05   	 23.66   	 -66.12		  0.94   	   0.00		
-48.22   	 -5.49   	 23.40   	 -66.12		  0.94   	   0.00		
-51.57   	 -8.85   	 23.13   	 -61.04		  0.94   	   0.00		
-53.41   	-12.82   	 22.89   	 -50.86		  0.94   	   0.00		
-55.24   	-17.70   	 22.69   	 -35.61		  0.94   	   0.00		
-58.59   	-22.58   	 22.54   	 -20.35		  0.94   	   0.00		
-64.39   	-24.72   	 22.46   	  -5.09		  0.94   	   0.00		
-71.72   	-22.28   	 22.44   	   5.09		  0.94   	   0.00		
-77.51   	-15.87   	 22.46   	  15.26		  0.94   	   0.00		
-79.35   	 -7.02   	 22.52   	  20.35		  0.94   	   0.00		
-77.51   	  2.14   	 22.60   	  25.43		  0.94   	   0.00		
-73.55   	 10.68   	 22.71   	  25.43		  0.94   	   0.00		
-68.97   	 18.62   	 22.81   	  20.35		  0.94   	   0.00		
-64.70   	 26.86   	 22.89   	  20.35		  0.94   	  -5.09		
-60.73   	 36.01   	 22.97   	  15.26		  0.92   	   0.00		
-57.37   	 47.00   	 23.03   	  15.26		  0.92   	   0.00		
-53.41   	 60.42   	 23.09   	  10.17		  0.92   	   0.00		
-48.83   	 75.68   	 23.13   	  15.26		  0.92   	  -5.09		
-42.72   	 92.16   	 23.19   	  10.17		  0.90   	   0.00		
-35.40   	108.34   	 23.23   	  15.26		  0.90   	   0.00		
-26.86   	122.99   	 23.30   	  20.35		  0.90   	   0.00		
-18.62   	134.58   	 23.38   	  25.43		  0.90   	   0.00		
-10.99   	141.60   	 23.48   	  30.52		  0.90   	   0.00		
 -4.27   	144.96   	 23.60   	  35.61		  0.90   	   0.00		
  1.53   	146.79   	 23.74   	  40.69		  0.90   	   0.00		
  7.02   	151.06   	 23.91   	  40.69		  0.90   	   0.00		
 11.29   	159.91   	 24.07   	  45.78		  0.90   	   0.00		
 14.95   	171.20   	 24.25   	  45.78		  0.90   	   0.00		
 17.09   	180.05   	 24.44   	  45.78		  0.90   	   0.00		
 18.62   	183.11   	 24.62   	  55.95		  0.90   	   0.00		
 19.23   	179.75   	 24.84   	  50.86		  0.90   	   0.00		
 18.92   	173.95   	 25.05   	  55.95		  0.90   	   5.09		
 18.62   	169.07   	 25.27   	  55.95		  0.92   	   0.00		
 18.62   	167.24   	 25.49   	  61.04		  0.92   	   0.00		
 19.23   	167.24   	 25.74   	  66.12		  0.92   	   5.09		
 21.06   	167.85   	 26.00   	  66.12		  0.94   	   0.00		
 22.89   	167.54   	 26.27   	  66.12		  0.94   	   0.00		
 24.41   	166.63   	 26.53   	  66.12		  0.94   	   5.09		
 25.02   	166.02   	 26.80   	  61.04		  0.96   	   0.00		
 24.72   	165.71   	 27.04   	  55.95		  0.96   	   5.09		
 23.50   	165.10   	 27.26   	  50.86		  0.98   	   0.00		
 21.97   	164.49   	 27.47   	  40.69		  0.98   	   0.00		
 19.84   	164.18   	 27.63   	  20.35		  0.98   	   5.09		
 16.78   	164.79   	 27.71   	   0.00		  1.00   	   0.00		
 14.34   	166.93   	 27.71   	 -20.35		  1.00   	   0.00		
 13.73   	169.98   	 27.63   	 -35.61		  1.00   	   0.00		
 15.26   	172.12   	 27.49   	 -40.69		  1.00   	   5.09		
 17.70   	172.73   	 27.32   	 -20.35		  1.02   	   0.00		
 19.23   	171.20   	 27.24   	  25.43		  1.02   	   0.00		
 18.01   	169.07   	 27.34   	  81.38		  1.02   	   0.00		
 14.65   	166.63   	 27.67   	 152.59		  1.02   	   0.00		
 10.99   	164.18   	 28.28   	 223.80		  1.02   	   0.00		
  8.85   	161.13   	 29.18   	 284.84		  1.02   	   0.00		
  8.54   	158.39   	 30.32   	 325.53		  1.02   	  -5.09		
  9.46   	155.94   	 31.62   	 335.71		  1.00   	   0.00		
  9.77   	155.03   	 32.96   	 320.45		  1.00   	   0.00		
  9.16   	155.64   	 34.24   	 269.58		  1.00   	   0.00		
  8.24   	157.17   	 35.32   	 203.46		  1.00   	  -5.09		
  7.93   	157.78   	 36.13   	 122.07		  0.98   	   0.00		
  8.24   	156.56   	 36.62   	  35.61		  0.98   	   0.00		
  8.24   	153.20   	 36.76(V)	 -40.69		  0.98   	   0.00		
  7.63   	147.71   	 36.60   	-101.73		  0.98   	   0.00		
  5.19   	141.60   	 36.20   	-137.33		  0.98   	  -5.09		
  1.83   	136.41   	 35.65   	-152.59		  0.96   	   0.00		
 -1.83   	133.67   	 35.04   	-142.42		  0.96   	   0.00		
 -5.80   	133.06   	 34.47   	-111.90		  0.96   	   0.00		
 -9.77   	133.06   	 34.02   	 -76.30		  0.96   	   0.00		
-12.51   	132.45   	 33.71   	 -30.52		  0.96   	   0.00		
-13.43   	130.62   	 33.59   	  10.17		  0.96   	   0.00		
-12.82   	127.87   	 33.63   	  40.69		  0.96   	   0.00		
-11.29   	126.04   	 33.79   	  55.95		  0.96   	  -5.09		
 -9.77   	126.04   	 34.02   	  55.95		  0.94   	   0.00		
 -9.16   	128.78   	 34.24   	  40.69		  0.94   	   0.00		
 -9.16   	133.67   	 34.40   	  20.35		  0.94   	   0.00		
 -8.85   	140.38   	 34.49   	 -20.35		  0.94   	   0.00		
 -7.32   	150.15   	 34.40   	 -55.95		  0.94   	   0.00		
 -3.05   	165.41   	 34.18   	 -91.56		  0.94   	   0.00		
  4.27   	187.68   	 33.81   	-116.99		  0.94   	   0.00		
 13.12   	215.76   	 33.35   	-137.33		  0.94   	   0.00		
 21.67   	244.45   	 32.80   	-147.51		  0.94   	   0.00		
 28.08   	266.42   	 32.21   	-137.33		  0.94   	   0.00		
 32.04   	277.71   	 31.66   	-132.25		  0.94   	   0.00		
 34.18   	279.24   	 31.13   	-111.90		  0.94   	   0.00		
 36.01   	274.66   	 30.68   	-101.73		  0.94   	   0.00		
 36.93   	268.25   	 30.27   	 -81.38		  0.94   	   0.00		
 35.10   	258.79   	 29.95   	 -66.12		  0.94   	   0.00		
 28.08   	241.39   	 29.68   	 -66.12		  0.94   	   0.00		
 15.87   	212.71   	 29.42   	 -66.12		  0.94   	   0.00		
  0.31   	174.26   	 29.16   	 -66.12		  0.94   	   0.00		
-14.65   	134.58   	 28.89   	 -81.38		  0.94   	   0.00		
-25.63   	104.06   	 28.57   	 -91.56		  0.94   	   0.00		
-31.43   	 88.50   	 28.20   	-106.82		  0.94   	   0.00		
-32.65   	 84.53   	 27.77   	-116.99		  0.94   	   0.00		
-32.65   	 82.40   	 27.30   	-122.07		  0.94   	   0.00		
-33.87   	 73.55   	 26.82   	-127.16		  0.94   	   0.00		
-36.93   	 56.15   	 26.31   	-122.07		  0.94   	   0.00		
-39.98   	 35.71   	 25.82   	-111.90		  0.94   	   0.00		
-41.81   	 19.23   	 25.37   	-106.82		  0.94   	   5.09		
-40.89   	 10.68   	 24.94   	 -86.47		  0.96   	   0.00		
-37.84   	  8.24   	 24.60   	 -76.30		  0.96   	   0.00		
-32.96   	  9.46   	 24.29   	 -50.86		  0.96   	   0.00		
-27.47   	 11.90   	 24.09   	 -45.78		  0.96   	   5.09		
-22.28   	 15.26   	 23.91   	 -25.43		  0.98   	   0.00		
-19.53   	 19.53   	 23.80   	 -20.35		  0.98   	   0.00		
-19.53   	 24.11   	 23.72   	 -15.26		  0.98   	   0.00		
-21.67   	 27.47   	 23.66   	 -20.35		  0.98   	   0.00		
-23.50   	 29.30   	 23.58   	 -20.35		  0.98   	   0.00		
-22.89   	 29.60   	 23.50   	 -30.52		  0.98   	   0.00		
-19.53   	 28.38   	 23.38   	 -40.69		  0.98   	   0.00		
-15.87   	 26.86   	 23.21   	 -50.86		  0.98   	   0.00		
-14.65   	 25.33   	 23.01   	 -55.95		  0.98   	   0.00		
-17.70   	 25.02   	 22.79   	 -55.95		  0.98   	   0.00		
-23.50   	 25.94   	 22.56   	 -61.04		  0.98   	   0.00		
-29.60   	 27.77   	 22.32   	 -55.95		  0.98   	  -5.09		
-34.48   	 29.60   	 22.10   	 -50.86		  0.96   	   0.00		
-38.15   	 30.82   	 21.89   	 -45.78		  0.96   	   0.00		
-41.81   	 32.04   	 21.71   	 -35.61		  0.96   	  -5.09		
-46.69   	 34.79   	 21.57   	 -30.52		  0.94   	   0.00		
-52.49   	 39.67   	 21.44   	 -25.43		  0.94   	  -5.09		
-57.07   	 46.08   	 21.34   	 -20.35		  0.92   	   0.00		
-58.90   	 52.19   	 21.26   	 -20.35		  0.92   	   0.00		
-57.68   	 55.85   	 21.18   	 -20.35		  0.92   	   0.00		
-54.93   	 56.76   	 21.10   	 -20.35		  0.92   	   0.00		
-53.41   	 56.46   	 21.02   	 -30.52		  0.92   	   0.00		
-54.02   	 56.76   	 20.90   	 -30.52		  0.92   	   0.00		
-55.85   	 58.90   	 20.77   	 -35.61		  0.92   	   0.00		
-57.68   	 61.34   	 20.63   	 -40.69		  0.92   	   0.00		
-58.90   	 62.56   	 20.47   	 -35.61		  0.92   	   5.09		
-59.20   	 62.26   	 20.33   	 -40.69		  0.94   	   0.00		
-59.20   	 63.17   	 20.16   	 -30.52		  0.94   	   0.00		
-58.29   	 72.94   	 20.04   	 -30.52		  0.94   	   5.09		
-54.93   	101.32   	 19.92   	 -20.35		  0.96   	   0.00		
-48.83   	158.69   	 19.84   	 -10.17		  0.96   	   0.00		
-39.37   	253.30   	 19.80   	  -5.09		  0.96   	   0.00		
-26.25   	387.27   	 19.78   	   0.00		  0.96   	   0.00		
 -6.41   	556.34   	 19.78   	  10.17		  0.96   	   0.00		
 22.89   	754.39   	 19.82   	  15.26		  0.96   	   5.09		
 65.00   	965.27   	 19.88   	  20.35		  0.98   	   0.00		
119.93   	1159.36   	 19.96   	  25.43		  0.98   	   0.00		
181.58   	1289.06   	 20.06   	  20.35		  0.98   	   0.00		
228.27   	1294.86(R)	 20.14   	  30.52		  0.98   	   0.00		
233.76   	1131.90   	 20.26   	  25.43		  0.98   	  -5.09		
183.41   	813.29   	 20.37   	  25.43		  0.96   	   0.00		
 91.55   	417.18   	 20.47   	  25.43		  0.96   	   0.00		
  1.22   	 58.59   	 20.57   	  30.52		  0.96   	   0.00		
-40.28   	-164.79   	 20.69   	  25.43		  0.96   	   0.00		
-17.09   	-229.49   	 20.79   	  30.52		  0.96   	  -5.09		
 41.81   	-189.51   	 20.92   	  30.52		  0.94   	   0.00		
 84.53   	-125.12   	 21.04   	  30.52		  0.94   	   0.00		
 76.29   	-90.33   	 21.16   	  30.52		  0.94   	   0.00		
 20.14   	-90.94   	 21.28   	  40.69		  0.94   	  -5.09		
-50.96   	-99.79   	 21.44   	  40.69		  0.92   	   0.00		
-102.54   	-92.47   	 21.61   	  50.86		  0.92   	   0.00		
-118.41   	-68.36   	 21.81   	  50.86		  0.92   	   0.00		
-107.73   	-43.64   	 22.01   	  50.86		  0.92   	   5.09		
-89.42   	-32.65   	 22.22   	  55.95		  0.94   	   0.00		
-77.82   	-35.10   	 22.44   	  61.04		  0.94   	   0.00		
-76.90   	-42.11   	 22.69   	  55.95		  0.94   	   0.00		
-82.40   	-46.69   	 22.91   	  50.86		  0.94   	   0.00		
-87.28   	-47.30   	 23.11   	  45.78		  0.94   	   0.00		
-88.81   	-46.69   	 23.30   	  45.78		  0.94   	   0.00		
-87.28   	-47.30   	 23.48   	  35.61		  0.94   	   0.00		
-86.67   	-48.83   	 23.62   	  25.43		  0.94   	   0.00		
-88.20   	-48.22   	 23.72   	  10.17		  0.94   	   0.00		
-90.33   	-44.86   	 23.76   	  -5.09		  0.94   	   0.00		
-90.64   	-39.98   	 23.74   	 -25.43		  0.94   	   0.00		
-88.81   	-36.32   	 23.64   	 -35.61		  0.94   	   0.00		
-86.36   	-36.01   	 23.50   	 -45.78		  0.94   	   0.00		
-85.75   	-39.06   	 23.32   	 -45.78		  0.94   	   0.00		
-87.59   	-44.25   	 23.13   	 -45.78		  0.94   	   0.00		
-90.64   	-49.74   	 22.95   	 -25.43		  0.94   	   0.00		
-92.16   	-52.49   	 22.85   	   0.00		  0.94   	   0.00		
-91.86   	-52.49   	 22.85   	  20.35		  0.94   	   5.09		
-90.03   	-50.35   	 22.93   	  45.78		  0.96   	   0.00		
-89.11   	-48.22   	 23.11   	  66.12		  0.96   	   0.00		
