  I     	  II     	  LV     	  LV'		  RA     	  RA'		
-35.40   	-155.03   	 12.39   	  10.17		  7.59   	  10.17		
-34.79   	-150.45   	 12.43   	   0.00		  7.63   	  10.17		
-34.48   	-144.96   	 12.43   	   0.00		  7.67   	  20.35		
-33.57   	-141.60   	 12.43   	 -10.17		  7.75   	  20.35		
-30.82   	-141.30   	 12.39   	 -20.35		  7.83   	  15.26		
-28.38   	-142.82   	 12.31   	 -20.35		  7.89   	  10.17		
-28.08   	-145.26   	 12.23   	 -25.43		  7.93   	   5.09		
-31.13   	-146.79   	 12.13   	 -20.35		  7.96   	   5.09		
-35.71   	-145.87   	 12.04   	 -15.26		  7.98   	   0.00		
-38.45   	-144.04   	 11.98   	 -10.17		  7.98   	   5.09		
-38.15   	-142.21   	 11.94(D)	   5.09		  8.00   	   5.09		
-35.10   	-140.99   	 11.96   	  10.17		  8.02   	   5.09		
-31.43   	-140.99   	 12.00   	  25.43		  8.04   	  10.17		
-29.30   	-140.99   	 12.11   	  40.69		  8.08   	   5.09		
-29.30   	-140.38   	 12.27   	  50.86		  8.10(A)	   0.00		
-30.82   	-137.94   	 12.47   	  61.04		  8.10   	  -5.09		
-32.04   	-133.67   	 12.72   	  61.04		  8.08   	 -10.17		
-31.13   	-127.87   	 12.96   	  71.21		  8.04   	 -20.35		
-28.08   	-122.38   	 13.25   	  61.04		  7.96   	 -20.35		
-25.02   	-118.71   	 13.49   	  66.12		  7.87   	 -25.43		
-24.41   	-118.71   	 13.75   	  55.95		  7.77   	 -20.35		
-27.16   	-119.93   	 13.98   	  55.95		  7.69   	 -20.35		
-31.13   	-120.54   	 14.20   	  45.78		  7.61   	 -15.26		
-32.65   	-119.32   	 14.38   	  35.61		  7.55   	  -5.09		
-31.13   	-117.49   	 14.53   	  30.52		  7.53   	   5.09		
-27.77   	-117.19   	 14.65   	  20.35		  7.55   	   5.09		
-25.02   	-118.71   	 14.73   	  10.17		  7.57   	  15.26		
-24.11   	-120.85   	 14.77   	   0.00		  7.63   	  15.26		
-24.72   	-121.77   	 14.77   	  -5.09		  7.69   	  10.17		
-25.63   	-120.24   	 14.75   	 -15.26		  7.73   	   5.09		
-26.55   	-116.88   	 14.69   	 -10.17		  7.75   	   0.00		
-27.77   	-113.22   	 14.65   	 -15.26		  7.75   	 -10.17		
-28.99   	-110.47   	 14.59   	 -15.26		  7.71   	 -15.26		
-28.69   	-110.17   	 14.53   	 -15.26		  7.65   	 -15.26		
-26.86   	-112.30   	 14.47   	  -5.09		  7.59   	 -25.43		
-24.11   	-115.36   	 14.45   	 -10.17		  7.49   	 -20.35		
-21.97   	-117.19   	 14.40   	  -5.09		  7.41   	 -20.35		
-20.45   	-115.97   	 14.38   	   0.00		  7.32   	 -15.26		
-19.53   	-111.39   	 14.38   	   5.09		  7.26   	 -10.17		
-19.23   	-106.51   	 14.40   	   5.09		  7.22   	  -5.09		
-20.14   	-104.37   	 14.43   	  10.17		  7.20   	   0.00		
-21.36   	-104.98   	 14.47   	  10.17		  7.20   	  10.17		
-22.89   	-106.81   	 14.51   	  15.26		  7.24   	  10.17		
-23.50   	-107.42   	 14.57   	  10.17		  7.28   	  15.26		
-24.41   	-105.90   	 14.61   	  15.26		  7.34   	  15.26		
-28.08   	-103.45   	 14.67   	  15.26		  7.41   	  15.26		
-36.93   	-103.45   	 14.73   	  10.17		  7.47   	  15.26		
-50.96   	-109.86   	 14.77   	  15.26		  7.53   	  15.26		
-65.31   	-121.15   	 14.83   	  15.26		  7.59   	  10.17		
-69.89   	-122.99   	 14.89   	  10.17		  7.63   	  10.17		
-51.88   	-81.79   	 14.93   	  15.26		  7.67   	  10.17		
 -0.31   	 46.08   	 14.99   	  15.26		  7.71   	  10.17		
 90.33   	290.53   	 15.06   	  15.26		  7.75   	  10.17		
214.23   	635.38   	 15.12   	  15.26		  7.79   	  10.17		
354.00   	1004.03   	 15.18   	  50.86		  7.83   	  20.35		
563.66   	1395.26(R)	 15.38(E)	  30.52		  7.91   	  10.17		
571.29   	1333.31   	 15.50   	  35.61		  7.96   	  15.26		
495.00   	1158.14   	 15.65   	  50.86		  8.02   	  15.26		
351.26   	945.74   	 15.85   	  61.04		  8.08   	  10.17		
179.14   	737.92   	 16.09   	  81.38		  8.12   	  15.26		
 25.33   	528.56   	 16.42   	 101.73		  8.18   	  15.26		
-75.38   	306.09   	 16.83   	 137.33		  8.24   	  15.26		
-116.88   	 92.77   	 17.38   	 178.03		  8.30   	  10.17		
-117.19   	-68.36   	 18.09   	 228.89		  8.34   	  10.17		
-102.23   	-152.59   	 19.00   	 295.01		  8.38   	  10.17		
-87.89   	-172.73   	 20.18   	 356.05		  8.42   	  10.17		
-77.21   	-162.66   	 21.61   	 437.43		  8.46   	   5.09		
-65.61   	-151.98   	 23.36   	 523.90		  8.48   	  10.17		
-50.96   	-149.23   	 25.45   	 605.29		  8.52   	   5.09		
-37.54   	-149.54   	 27.87   	 701.93		  8.55   	   0.00		
-30.21   	-147.40   	 30.68   	 788.40		  8.55   	   5.09		
-29.91   	-145.57   	 33.84   	 879.96		  8.57   	   0.00		
-32.96   	-145.57   	 37.35   	 951.17		  8.57   	   0.00		
-34.48   	-145.57   	 41.16   	1012.20		  8.57   	   0.00		
-33.26   	-143.13   	 45.21   	1057.98		  8.57   	   0.00		
-30.82   	-140.08   	 49.44   	1093.59		  8.57   	   0.00		
-28.99   	-138.85   	 53.81   	1113.93		  8.57   	   0.00		
-28.69   	-139.16   	 58.27   	1139.36		  8.57   	   0.00		
-28.69   	-137.63   	 62.83   	1159.71		  8.57   	   5.09		
-26.86   	-132.45   	 67.47   	1185.14		  8.59   	   0.00		
-23.19   	-124.21   	 72.21   	1200.40		  8.59   	   0.00		
-19.84   	-117.19   	 77.01   	1200.40		  8.59   	   0.00		
-19.23   	-115.36   	 81.81   	1200.40		  8.59   	  -5.09		
-22.58   	-117.80   	 86.61   	1195.32		  8.57   	 -15.26		
-25.94   	-120.24   	 91.39   	1200.40		  8.50   	 -20.35		
-26.25   	-119.02   	 96.19   	1205.49		  8.42   	 -25.43		
-22.58   	-114.44   	101.02   	1210.58		  8.32   	 -35.61		
-17.09   	-108.95   	105.86   	1200.40		  8.18   	 -40.69		
-14.04   	-106.51   	110.66   	1159.71		  8.02   	 -45.78		
-14.95   	-106.20   	115.30   	1108.85		  7.83   	 -45.78		
-18.31   	-105.29   	119.74   	1063.07		  7.65   	 -50.86		
-21.67   	-101.62   	123.99   	1022.38		  7.45   	 -45.78		
-23.80   	-95.83   	128.08   	 986.77		  7.26   	 -40.69		
-24.11   	-90.03   	132.02   	 946.08		  7.10   	 -35.61		
-22.58   	-85.14   	135.81   	 895.22		  6.96   	 -35.61		
-19.84   	-80.26   	139.39   	 834.18		  6.82   	 -30.52		
-16.48   	-73.55   	142.73   	 783.31		  6.69   	 -20.35		
-13.73   	-64.09   	145.86   	 747.71		  6.61   	 -20.35		
-11.29   	-53.41   	148.85   	 712.10		  6.53   	 -20.35		
 -9.16   	-44.25   	151.70   	 681.58		  6.45   	 -15.26		
 -6.71   	-38.76   	154.42   	 645.98		  6.39   	 -20.35		
 -4.27   	-36.93   	157.01   	 605.29		  6.31   	 -15.26		
 -2.75   	-34.79   	159.43   	 569.68		  6.25   	 -15.26		
 -2.14   	-29.30   	161.71   	 528.99		  6.19   	 -20.35		
 -1.83   	-19.23   	163.82   	 498.47		  6.10   	 -20.35		
  0.61   	 -6.41   	165.82   	 478.13		  6.02   	 -15.26		
  5.49   	  7.63   	167.73   	 447.61		  5.96   	 -20.35		
 11.90   	 20.75   	169.52   	 432.35		  5.88   	 -15.26		
 18.01   	 32.04   	171.25   	 406.92		  5.82   	 -15.26		
 21.97   	 42.42   	172.88   	 381.48		  5.76   	 -15.26		
 25.02   	 53.41   	174.40   	 361.14		  5.70   	 -15.26		
 28.69   	 65.92   	175.85   	 356.05		  5.64   	 -10.17		
 34.79   	 79.96   	177.27   	 345.88		  5.60   	  -5.09		
 43.03   	 93.99   	178.66   	 335.71		  5.57   	 -10.17		
 50.35   	105.59   	180.00   	 325.53		  5.53   	   0.00		
 53.71   	112.92   	181.30   	 305.19		  5.53   	   0.00		
 54.32   	116.58   	182.52   	 295.01		  5.53   	   0.00		
 54.93   	118.71   	183.70   	 289.93		  5.53   	   5.09		
 58.29   	120.85   	184.86   	 274.67		  5.55   	  10.17		
 64.09   	122.38   	185.96   	 269.58		  5.60   	   5.09		
 68.97   	123.29   	187.04   	 249.24		  5.62   	  15.26		
 69.89   	123.60   	188.04   	 233.98		  5.68   	  10.17		
 66.83   	124.21   	188.97   	 218.72		  5.72   	  15.26		
 62.56   	123.60   	189.85   	 198.37		  5.78   	  10.17		
 59.51   	120.24   	190.64   	 183.11		  5.82   	  15.26		
 57.37   	112.30   	191.37   	 178.03		  5.88   	  15.26		
 54.02   	 99.18   	192.08   	 152.59		  5.94   	  20.35		
 47.30   	 83.01   	192.70   	 137.33		  6.02   	  15.26		
 38.15   	 65.61   	193.24   	 116.99		  6.08   	  15.26		
 28.38   	 49.44   	193.71   	  96.64		  6.14   	  20.35		
 20.75   	 35.10   	194.10   	  81.38		  6.23   	  20.35		
 16.17   	 21.97   	194.42   	  55.95		  6.31   	  20.35		
 13.12   	  9.16   	194.65   	  25.43		  6.39   	  20.35		
  9.46   	 -4.88   	194.75(S)	   0.00		  6.47   	  20.35		
  3.97   	-20.45   	194.75   	 -35.61		  6.55   	  20.35		
 -3.05   	-36.01   	194.61   	 -66.12		  6.63   	  25.43		
-10.07   	-48.83   	194.34   	-106.82		  6.73   	  20.35		
-15.87   	-58.29   	193.92   	-142.42		  6.82   	  25.43		
-20.14   	-65.61   	193.35   	-188.20		  6.92   	  25.43		
-23.50   	-72.33   	192.59   	-244.15		  7.02   	  25.43		
-25.94   	-79.96   	191.62   	-305.19		  7.12   	  20.35		
-27.47   	-88.50   	190.40   	-356.05		  7.20   	  25.43		
-27.47   	-95.52   	188.97   	-427.26		  7.30   	  25.43		
-25.94   	-99.18   	187.26   	-483.21		  7.41   	  25.43		
-24.72   	-98.88   	185.33   	-554.42		  7.51   	  25.43		
-25.02   	-95.83   	183.11   	-620.55		  7.61   	  20.35		
-27.77   	-92.47   	180.63   	-691.76		  7.69   	  25.43		
-31.13   	-91.86   	177.86   	-773.14		  7.79   	  25.43		
-33.87   	-93.99   	174.77   	-854.52		  7.89   	  20.35		
-33.87   	-97.96   	171.35   	-935.91		  7.98   	  25.43		
-32.04   	-101.32   	167.61   	-1032.55		  8.08   	  25.43		
-30.21   	-103.15   	163.48   	-1129.19		  8.18   	  25.43		
-29.91   	-103.15   	158.96   	-1220.75		  8.28   	  30.52		
-31.43   	-103.15   	154.08   	-1317.39		  8.40   	  25.43		
-33.57   	-102.54   	148.81   	-1398.77		  8.50   	  30.52		
-36.01   	-101.32   	143.21   	-1469.98		  8.63   	  25.43		
-38.15   	-98.57   	137.33   	-1525.93		  8.73   	  25.43		
-39.67   	-95.21   	131.23   	-1566.63		  8.83   	  25.43		
-39.98   	-92.16   	124.96   	-1586.97		  8.93   	  20.35		
-39.37   	-90.64   	118.62   	-1602.23		  9.01   	  15.26		
-37.84   	-91.25   	112.21   	-1602.23		  9.07   	  15.26		
-37.54   	-92.77   	105.80   	-1592.06		  9.14   	  10.17		
-38.45   	-93.69   	 99.43   	-1571.71		  9.18   	   5.09		
-38.76   	-92.47   	 93.14   	-1541.19		  9.20   	   5.09		
-36.93   	-89.42   	 86.98   	-1505.59		  9.22(V)	   0.00		
-33.87   	-86.06   	 80.96   	-1449.64		  9.22   	  -5.09		
-31.13   	-84.53   	 75.16   	-1393.69		  9.20   	   0.00		
-29.91   	-84.53   	 69.58   	-1332.65		  9.20   	  -5.09		
-30.82   	-83.31   	 64.25   	-1256.35		  9.18   	 -10.17		
-32.65   	-77.21   	 59.23   	-1185.14		  9.14   	  -5.09		
-33.57   	-65.31   	 54.49   	-1108.85		  9.11   	 -10.17		
-33.57   	-49.13   	 50.05   	-1032.55		  9.07   	 -10.17		
-32.04   	-32.04   	 45.92   	-951.17		  9.03   	 -15.26		
-29.91   	-16.78   	 42.12   	-885.04		  8.97   	 -15.26		
-27.47   	 -3.66   	 38.58   	-803.66		  8.91   	 -20.35		
-25.33   	  9.46   	 35.36   	-732.45		  8.83   	 -20.35		
-23.19   	 22.28   	 32.43   	-661.24		  8.75   	 -20.35		
-19.84   	 32.96   	 29.79   	-600.20		  8.67   	 -25.43		
-15.26   	 39.67   	 27.39   	-534.08		  8.57   	 -20.35		
-10.38   	 42.72   	 25.25   	-478.13		  8.48   	 -25.43		
 -7.02   	 44.25   	 23.34   	-427.26		  8.38   	 -20.35		
 -7.63   	 45.78   	 21.63   	-376.40		  8.30   	 -20.35		
-10.68   	 47.00   	 20.12   	-340.79		  8.22   	 -20.35		
-13.73   	 47.00   	 18.76   	-300.10		  8.14   	 -15.26		
-14.65   	 46.08   	 17.56   	-264.50		  8.08   	 -10.17		
-10.68   	 47.61   	 16.50   	-233.98		  8.04   	 -10.17		
 -1.83   	 55.85   	 15.56   	-203.46		  8.00   	  -5.09		
 10.07   	 69.27   	 14.75   	-183.11		  7.98   	   0.00		
 20.45   	 81.48   	 14.02   	-162.77		  7.98   	   0.00		
 25.33   	 86.98   	 13.37   	-142.42		  7.98   	  10.17		
 22.28   	 81.48   	 12.80   	-127.16		  8.02   	  10.17		
 13.43   	 64.39   	 12.29   	-111.90		  8.06   	  15.26		
  2.14   	 38.76   	 11.84   	 -96.64		  8.12   	  20.35		
 -8.24   	  5.19   	 11.45   	 -81.38		  8.20   	  25.43		
-17.70   	-35.71   	 11.13   	 -71.21		  8.30   	  25.43		
-25.94   	-78.74   	 10.84   	 -66.12		  8.40   	  15.26		
-31.43   	-116.27   	 10.58   	 -45.78		  8.46   	  15.26		
-33.57   	-140.99   	 10.40   	 -40.69		  8.52   	  -5.09		
-31.43   	-150.76   	 10.23   	 -30.52		  8.50   	 -15.26		
-27.77   	-148.93   	 10.11   	 -15.26		  8.44   	 -30.52		
-25.33   	-143.43   	 10.05   	 -10.17		  8.32   	 -50.86		
-25.63   	-141.60   	 10.01(D)	  10.17		  8.12   	 -55.95		
-27.16   	-145.26   	 10.05   	  15.26		  7.89   	 -61.04		
-29.30   	-152.28   	 10.11   	  25.43		  7.65   	 -66.12		
-30.82   	-158.69   	 10.21   	  25.43		  7.39   	 -55.95		
-32.04   	-162.05   	 10.32   	  35.61		  7.16   	 -40.69		
-33.26   	-161.74   	 10.46   	  35.61		  7.00   	 -35.61		
-33.87   	-159.30   	 10.60   	  35.61		  6.86   	 -15.26		
-33.87   	-156.25   	 10.74   	  30.52		  6.80   	   0.00		
-33.26   	-152.59   	 10.86   	  35.61		  6.80   	  10.17		
-32.65   	-148.32   	 11.01   	  25.43		  6.84   	  20.35		
-32.04   	-145.87   	 11.11   	  25.43		  6.92   	  20.35		
-31.74   	-146.79   	 11.21   	  20.35		  7.00   	  30.52		
-31.13   	-150.45   	 11.29   	  15.26		  7.12   	  30.52		
-31.13   	-154.72   	 11.35   	  15.26		  7.24   	  35.61		
-31.43   	-155.94   	 11.41   	  10.17		  7.39   	  35.61		
-31.43   	-152.89   	 11.45   	  15.26		  7.53   	  40.69		
-31.74   	-146.79   	 11.52   	  20.35		  7.69   	  55.95		
-32.04   	-141.60   	 11.60   	  20.35		  7.91   	  61.04		
-32.65   	-138.85   	 11.68   	  35.61		  8.16   	  76.30		
-33.57   	-137.63   	 11.82   	  45.78		  8.46   	  81.38		
-34.79   	-136.41   	 12.00   	  55.95		  8.79   	  96.64		
-34.48   	-134.89   	 12.23   	  66.12		  9.18   	  96.64		
-32.96   	-133.97   	 12.49   	  71.21		  9.56   	 101.73		
-31.43   	-134.28   	 12.78   	  71.21		  9.97   	  96.64		
-30.21   	-135.50   	 13.06   	  71.21		 10.36   	  86.47		
-29.30   	-136.11   	 13.35   	  66.12		 10.70   	  76.30		
-28.38   	-134.28   	 13.61   	  61.04		 11.01   	  66.12		
-28.38   	-130.62   	 13.86   	  55.95		 11.27   	  45.78		
-29.30   	-126.95   	 14.08   	  50.86		 11.45   	  30.52		
-31.74   	-124.82   	 14.28   	  45.78		 11.58   	  25.43		
-34.18   	-124.21   	 14.47   	  40.69		 11.68   	  15.26		
-35.71   	-123.60   	 14.63   	  30.52		 11.74   	   5.09		
-34.79   	-123.90   	 14.75   	  20.35		 11.76   	   5.09		
-32.35   	-124.82   	 14.83   	  15.26		 11.78   	   5.09		
-29.91   	-125.43   	 14.89   	  10.17		 11.80   	   5.09		
-28.38   	-123.60   	 14.93   	   0.00		 11.82   	   0.00		
-27.77   	-118.10   	 14.93   	  -5.09		 11.82(A)	   0.00		
-27.77   	-110.17   	 14.91   	  -5.09		 11.82   	  -5.09		
-28.38   	-104.37   	 14.89   	 -10.17		 11.80   	 -10.17		
-29.30   	-104.06   	 14.85   	 -15.26		 11.76   	 -20.35		
-30.52   	-108.64   	 14.79   	 -10.17		 11.68   	 -25.43		
-31.74   	-115.05   	 14.75   	 -10.17		 11.58   	 -35.61		
-31.43   	-119.32   	 14.71   	  -5.09		 11.43   	 -45.78		
-29.60   	-119.02   	 14.69   	 -10.17		 11.25   	 -45.78		
-26.55   	-115.97   	 14.65   	  -5.09		 11.07   	 -50.86		
-23.50   	-112.61   	 14.63   	   0.00		 10.86   	 -45.78		
-21.67   	-111.69   	 14.63   	   0.00		 10.68   	 -45.78		
-21.97   	-112.30   	 14.63   	   5.09		 10.50   	 -30.52		
-23.19   	-112.30   	 14.65   	   5.09		 10.38   	 -25.43		
-23.80   	-110.47   	 14.67   	  10.17		 10.27   	 -10.17		
-23.50   	-107.42   	 14.71   	  10.17		 10.23   	   0.00		
-23.50   	-105.90   	 14.75   	  10.17		 10.23   	  10.17		
-24.41   	-106.81   	 14.79   	  10.17		 10.27   	  20.35		
-27.47   	-109.86   	 14.83   	  15.26		 10.36   	  25.43		
-34.18   	-114.44   	 14.89   	  15.26		 10.46   	  20.35		
-45.47   	-122.68   	 14.95   	  15.26		 10.54   	  20.35		
-59.81   	-136.11   	 15.02   	  20.35		 10.62   	   5.09		
-71.41   	-147.71   	 15.10   	  15.26		 10.64   	  -5.09		
-68.36   	-129.39   	 15.16   	  20.35		 10.62   	 -20.35		
-36.32   	-36.93   	 15.24   	  20.35		 10.54   	 -35.61		
 33.87   	171.51   	 15.32   	  25.43		 10.40   	 -40.69		
140.69   	502.01   	 15.42   	  25.43		 10.23   	 -50.86		
270.08   	899.66   	 15.52   	  61.04		 10.03   	-101.73		
491.33   	1462.40   	 15.77   	  40.69		  9.62   	 -40.69		
527.34   	1479.80(R)	 15.93(E)	  45.78		  9.46   	 -40.69		
489.20   	1342.77   	 16.11   	  55.95		  9.30   	 -25.43		
381.47   	1125.79   	 16.34   	  71.21		  9.20   	 -15.26		
231.02   	892.33   	 16.62   	  86.47		  9.14   	 -10.17		
 78.43   	659.48   	 16.97   	 106.82		  9.09   	   0.00		
-38.45   	419.92   	 17.40   	 137.33		  9.09   	  10.17		
-100.71   	187.68   	 17.94   	 178.03		  9.14   	   5.09		
-115.97   	  0.92   	 18.66   	 223.80		  9.16   	  10.17		
-106.20   	-112.00   	 19.55   	 279.75		  9.20   	  10.17		
-91.86   	-155.33   	 20.67   	 350.97		  9.24   	   0.00		
-81.79   	-159.91   	 22.08   	 422.18		  9.24   	  -5.09		
-72.94   	-156.25   	 23.76   	 513.73		  9.22   	  -5.09		
-61.04   	-156.25   	 25.82   	 600.20		  9.20   	 -15.26		
-47.30   	-155.94   	 28.22   	 691.76		  9.14   	 -10.17		
-37.23   	-150.45   	 30.99   	 783.31		  9.09   	  -5.09		
-34.18   	-143.43   	 34.12   	 864.70		  9.07   	  -5.09		
-36.62   	-140.69   	 37.58   	 946.08		  9.05   	   5.09		
-38.76   	-142.52   	 41.36   	1002.03		  9.07   	  10.17		
-37.84   	-144.65   	 45.37   	1057.98		  9.11   	  20.35		
-33.87   	-144.04   	 49.60   	1088.50		  9.20   	  25.43		
-30.52   	-140.38   	 53.96   	1113.93		  9.30   	  25.43		
-29.30   	-134.28   	 58.41   	1129.19		  9.40   	  30.52		
-30.21   	-127.56   	 62.93   	1149.54		  9.52   	  30.52		
-31.74   	-122.07   	 67.53   	1164.80		  9.64   	  25.43		
-31.43   	-119.32   	 72.19   	1190.23		  9.75   	  20.35		
-29.30   	-119.63   	 76.95   	1200.40		  9.83   	  10.17		
-26.25   	-121.46   	 81.75   	1205.49		  9.87   	   0.00		
-24.11   	-122.68   	 86.57   	1200.40		  9.87   	 -10.17		
-23.19   	-122.38   	 91.37   	1205.49		  9.83   	 -15.26		
-23.19   	-119.63   	 96.19   	1215.66		  9.77   	 -25.43		
-23.19   	-115.05   	101.06   	1215.66		  9.66   	 -35.61		
-22.28   	-109.86   	105.92   	1200.40		  9.52   	 -40.69		
-20.45   	-105.59   	110.72   	1164.80		  9.36   	 -40.69		
-18.92   	-102.84   	115.38   	1113.93		  9.20   	 -40.69		
-18.31   	-99.79   	119.84   	1073.24		  9.03   	 -45.78		
-18.92   	-95.52   	124.13   	1027.46		  8.85   	 -35.61		
-20.45   	-89.42   	128.24   	 996.94		  8.71   	 -35.61		
-21.36   	-82.09   	132.23   	 966.43		  8.57   	 -30.52		
-21.97   	-75.07   	136.09   	 920.65		  8.44   	 -25.43		
-21.97   	-69.58   	139.78   	 864.70		  8.34   	 -25.43		
-22.28   	-65.92   	143.23   	 808.75		  8.24   	 -20.35		
-22.58   	-63.48   	146.47   	 752.79		  8.16   	 -15.26		
-21.36   	-59.81   	149.48   	 707.02		  8.10   	 -20.35		
-17.40   	-52.49   	152.31   	 676.50		  8.02   	 -20.35		
-11.29   	-41.20   	155.01   	 640.89		  7.93   	 -20.35		
 -4.88   	-27.77   	157.58   	 610.37		  7.85   	 -20.35		
 -1.22   	-15.26   	160.02   	 569.68		  7.77   	 -20.35		
 -0.92   	 -6.10   	162.30   	 534.08		  7.69   	 -20.35		
 -3.36   	  1.22   	164.43   	 508.65		  7.61   	 -20.35		
 -4.88   	  9.16   	166.47   	 478.13		  7.53   	 -15.26		
 -3.97   	 18.62   	168.38   	 457.78		  7.47   	 -10.17		
  0.00   	 29.60   	170.21   	 432.35		  7.43   	 -10.17		
  5.49   	 41.81   	171.94   	 422.18		  7.39   	 -10.17		
 11.90   	 55.54   	173.63   	 401.83		  7.34   	  -5.09		
 18.01   	 71.72   	175.24   	 386.57		  7.32   	  -5.09		
 22.89   	 89.11   	176.78   	 371.31		  7.30   	  -5.09		
 26.86   	105.29   	178.27   	 361.14		  7.28   	   0.00		
 31.13   	117.49   	179.71   	 361.14		  7.28   	  -5.09		
 36.01   	127.26   	181.16   	 356.05		  7.26   	   0.00		
 40.89   	137.02   	182.58   	 340.79		  7.26   	   0.00		
 45.47   	148.01   	183.95   	 330.62		  7.26   	   5.09		
 48.52   	158.08   	185.27   	 305.19		  7.28   	   0.00		
 49.13   	164.18   	186.49   	 295.01		  7.28   	   5.09		
 49.13   	165.41   	187.67   	 279.75		  7.30   	   5.09		
 49.44   	163.57   	188.79   	 269.58		  7.32   	  10.17		
 50.96   	162.66   	189.87   	 259.41		  7.37   	  15.26		
 53.41   	162.96   	190.90   	 233.98		  7.43   	  15.26		
 55.85   	162.66   	191.84   	 213.63		  7.49   	  15.26		
 56.15   	158.39   	192.70   	 188.20		  7.55   	  20.35		
 53.41   	148.62   	193.45   	 172.94		  7.63   	  15.26		
 47.91   	133.97   	194.14   	 152.59		  7.69   	  20.35		
 39.98   	115.97   	194.75   	 137.33		  7.77   	  20.35		
 32.04   	 96.44   	195.30   	 122.07		  7.85   	  25.43		
 25.63   	 77.21   	195.79   	  96.64		  7.96   	  20.35		
 20.75   	 59.20   	196.17   	  76.30		  8.04   	  20.35		
 17.09   	 42.72   	196.48   	  61.04		  8.12   	  20.35		
 12.51   	 26.55   	196.72   	  40.69		  8.20   	  20.35		
  6.41   	 10.07   	196.89   	  20.35		  8.28   	  25.43		
 -0.31   	 -6.10   	196.97(S)	   0.00		  8.38   	  20.35		
 -6.41   	-20.45   	196.97   	 -40.69		  8.46   	  20.35		
-10.68   	-32.65   	196.80   	 -71.21		  8.55   	  25.43		
-13.43   	-43.03   	196.52   	-116.99		  8.65   	  25.43		
-14.95   	-53.10   	196.05   	-152.59		  8.75   	  25.43		
-16.48   	-63.17   	195.44   	-198.37		  8.85   	  20.35		
-19.23   	-72.63   	194.65   	-244.15		  8.93   	  25.43		
-22.58   	-79.65   	193.67   	-295.01		  9.03   	  25.43		
-25.63   	-83.92   	192.49   	-350.97		  9.14   	  20.35		
-27.47   	-85.14   	191.09   	-422.18		  9.22   	  25.43		
-26.86   	-85.45   	189.40   	-483.21		  9.32   	  20.35		
-25.02   	-86.36   	187.47   	-554.42		  9.40   	  20.35		
-24.41   	-88.50   	185.25   	-620.55		  9.48   	  15.26		
-26.86   	-91.55   	182.77   	-701.93		  9.54   	  20.35		
-31.43   	-94.30   	179.96   	-783.31		  9.62   	  15.26		
-35.10   	-95.21   	176.83   	-874.87		  9.68   	  20.35		
-35.10   	-94.91   	173.33   	-961.34		  9.77   	  15.26		
-31.74   	-95.21   	169.48   	-1063.07		  9.83   	  15.26		
-28.38   	-96.44   	165.23   	-1159.71		  9.89   	  20.35		
-27.77   	-97.35   	160.59   	-1251.27		  9.97   	  20.35		
-29.91   	-96.74   	155.58   	-1342.82		 10.05   	  20.35		
-32.65   	-93.69   	150.21   	-1414.03		 10.13   	  25.43		
-33.57   	-90.03   	144.56   	-1464.90		 10.23   	  25.43		
-33.57   	-87.89   	138.70   	-1515.76		 10.34   	  25.43		
-34.18   	-88.50   	132.63   	-1536.11		 10.44   	  25.43		
-35.71   	-90.64   	126.49   	-1556.45		 10.54   	  20.35		
-37.84   	-91.86   	120.26   	-1566.63		 10.62   	  20.35		
-39.37   	-90.33   	114.00   	-1566.63		 10.70   	  15.26		
-39.67   	-86.98   	107.73   	-1551.37		 10.76   	  15.26		
-38.76   	-82.70   	101.53   	-1531.02		 10.82   	  10.17		
-37.23   	-78.13   	 95.40   	-1505.59		 10.86   	   5.09		
-35.71   	-71.72   	 89.38   	-1464.90		 10.89   	   5.09		
-34.18   	-61.34   	 83.52   	-1419.12		 10.91   	   5.09		
-33.57   	-45.47   	 77.84   	-1358.08		 10.93   	   0.00		
-32.96   	-25.33   	 72.41   	-1302.13		 10.93   	   0.00		
-32.04   	 -4.58   	 67.20   	-1230.92		 10.93   	   5.09		
-30.21   	 13.73   	 62.28   	-1159.71		 10.95   	   0.00		
-27.47   	 28.08   	 57.64   	-1083.41		 10.95   	  -5.09		
-24.72   	 37.54   	 53.31   	-1007.12		 10.93   	   0.00		
-21.97   	 43.03   	 49.28   	-930.82		 10.93   	  -5.09		
-18.92   	 45.78   	 45.55   	-854.52		 10.91   	  -5.09		
-15.26   	 48.22   	 42.14   	-783.31		 10.89   	 -10.17		
-12.21   	 51.57   	 39.00   	-707.02		 10.84   	 -10.17		
-11.29   	 55.85   	 36.17   	-645.98		 10.80   	 -10.17		
-13.12   	 59.51   	 33.59   	-584.94		 10.76   	 -15.26		
-16.78   	 59.81   	 31.25   	-528.99		 10.70   	 -10.17		
-17.70   	 57.37   	 29.14   	-473.04		 10.66   	 -10.17		
-13.12   	 56.15   	 27.24   	-427.26		 10.62   	 -10.17		
 -2.14   	 61.04   	 25.53   	-376.40		 10.58   	   0.00		
 10.99   	 72.33   	 24.03   	-340.79		 10.58   	   0.00		
 21.06   	 86.67   	 22.67   	-305.19		 10.58   	   5.09		
 23.19   	 96.44   	 21.44   	-269.58		 10.60   	  15.26		
 16.78   	 95.52   	 20.37   	-239.06		 10.66   	  20.35		
  4.58   	 80.87   	 19.41   	-208.54		 10.74   	  30.52		
