  I     	  II     	  RV     	  RV'		  LV     	  LV'		
-23.50   	-48.22   	 14.24   	  15.26		 15.54   	  50.86		
-24.41   	-49.13   	 14.30   	  15.26		 15.75   	  50.86		
-24.41   	-52.49   	 14.36   	  15.26		 15.95   	  50.86		
-23.50   	-55.85   	 14.43   	  20.35		 16.15   	  40.69		
-22.58   	-56.46   	 14.51   	  15.26		 16.32   	  40.69		
-22.58   	-53.71   	 14.57   	  20.35		 16.48   	  35.61		
-22.89   	-50.66   	 14.65   	  15.26		 16.62   	  35.61		
-22.58   	-49.13   	 14.71   	  20.35		 16.76   	  30.52		
-21.67   	-50.05   	 14.79   	  15.26		 16.89   	  30.52		
-20.75   	-52.49   	 14.85   	  15.26		 17.01   	  30.52		
-20.75   	-53.10   	 14.91   	  15.26		 17.13   	  25.43		
-21.67   	-50.96   	 14.97   	  15.26		 17.23   	  15.26		
-22.89   	-47.00   	 15.04   	  15.26		 17.29   	  15.26		
-23.50   	-43.03   	 15.10   	  10.17		 17.35   	  10.17		
-22.89   	-41.50   	 15.14   	  15.26		 17.40   	   5.09		
-21.67   	-43.03   	 15.20   	  10.17		 17.42   	   5.09		
-20.75   	-47.30   	 15.24   	  10.17		 17.44   	   5.09		
-20.75   	-51.88   	 15.28   	  15.26		 17.46   	   0.00		
-21.67   	-54.02   	 15.34   	   5.09		 17.46   	   5.09		
-21.97   	-52.80   	 15.36   	  10.17		 17.48   	   5.09		
-19.53   	-48.52   	 15.40   	   5.09		 17.50   	   5.09		
-14.65   	-42.42   	 15.42   	   5.09		 17.52   	   5.09		
 -9.46   	-35.40   	 15.44   	   5.09		 17.54   	   5.09		
 -5.49   	-26.55   	 15.46   	   5.09		 17.56   	   5.09		
 -3.36   	-14.34   	 15.48   	   0.00		 17.58   	   5.09		
 -2.14   	  0.00   	 15.48   	   0.00		 17.60   	   5.09		
  0.31   	 11.60   	 15.48   	   0.00		 17.62   	   5.09		
  3.97   	 16.78   	 15.48   	   0.00		 17.64   	   5.09		
  7.63   	 14.65   	 15.48   	   5.09		 17.66   	   5.09		
 10.68   	  9.77   	 15.50   	   0.00		 17.68   	   5.09		
 13.43   	  8.24   	 15.50   	   5.09		 17.70   	  10.17		
 17.09   	 13.12   	 15.52   	   0.00		 17.74   	  10.17		
 22.28   	 23.50   	 15.52   	   0.00		 17.78   	   5.09		
 26.86   	 32.96   	 15.52   	   5.09		 17.80   	   5.09		
 30.21   	 37.23   	 15.54   	   0.00		 17.82   	  10.17		
 31.74   	 34.79   	 15.54   	   0.00		 17.86   	   0.00		
 32.65   	 27.47   	 15.54   	  -5.09		 17.86   	   5.09		
 34.18   	 18.62   	 15.52   	   0.00		 17.88   	  -5.09		
 36.32   	  9.77   	 15.52   	  -5.09		 17.86   	  -5.09		
 37.84   	  1.53   	 15.50   	  -5.09		 17.84   	  -5.09		
 36.32   	 -7.32   	 15.48   	 -10.17		 17.82   	 -10.17		
 30.52   	-15.56   	 15.44   	  -5.09		 17.78   	  -5.09		
 21.36   	-21.97   	 15.42   	  -5.09		 17.76   	   0.00		
 10.07   	-25.33   	 15.40   	  -5.09		 17.76   	   5.09		
 -1.22   	-25.33   	 15.38   	  -5.09		 17.78   	  10.17		
-11.90   	-25.94   	 15.36   	  -5.09		 17.82   	  25.43		
-21.36   	-29.60   	 15.34   	   0.00		 17.92   	  30.52		
-29.60   	-38.15   	 15.34   	   5.09		 18.05   	  40.69		
-35.71   	-50.05   	 15.36   	  10.17		 18.21   	  50.86		
-38.76   	-62.26   	 15.40   	  20.35		 18.41   	  55.95		
-38.76   	-70.80   	 15.48   	  20.35		 18.64   	  55.95		
-36.62   	-73.55   	 15.56   	  20.35		 18.86   	  55.95		
-33.26   	-71.41   	 15.65   	  20.35		 19.08   	  45.78		
-31.13   	-66.22   	 15.73   	  20.35		 19.27   	  35.61		
-30.82   	-60.73   	 15.81   	  10.17		 19.41   	  30.52		
-31.74   	-57.07   	 15.85   	   0.00		 19.53   	  25.43		
-32.65   	-56.46   	 15.85   	   0.00		 19.63   	  25.43		
-32.04   	-57.98   	 15.85   	 -15.26		 19.74   	  20.35		
-30.82   	-60.42   	 15.79   	 -15.26		 19.82   	  30.52		
-29.91   	-61.65   	 15.73   	 -25.43		 19.94   	  25.43		
-30.21   	-61.34   	 15.63   	 -25.43		 20.04   	  35.61		
-31.13   	-58.90   	 15.52   	 -25.43		 20.18   	  40.69		
-31.43   	-55.85   	 15.42   	 -20.35		 20.35   	  45.78		
-30.52   	-52.49   	 15.34   	 -10.17		 20.53   	  50.86		
-28.69   	-48.83   	 15.30   	  -5.09		 20.73   	  61.04		
-27.47   	-44.86   	 15.28   	  10.17		 20.98   	  66.12		
-28.38   	-40.28   	 15.32   	  15.26		 21.24   	  76.30		
-32.04   	-36.01   	 15.38   	  20.35		 21.55   	  81.38		
-34.79   	-31.43   	 15.46   	  30.52		 21.87   	  86.47		
-30.52   	-25.02   	 15.58   	  30.52		 22.22   	  86.47		
-10.07   	-11.60   	 15.71   	  35.61		 22.56   	  81.38		
 34.48   	 14.65   	 15.85   	  30.52		 22.89   	  66.12		
102.84   	 60.12   	 15.97   	  35.61		 23.15   	  55.95		
189.51   	131.23   	 16.11   	  30.52		 23.38   	  35.61		
282.59   	229.49   	 16.24   	  25.43		 23.52   	  25.43		
366.82   	339.05   	 16.34   	  25.43		 23.62   	  20.35		
424.80   	423.58   	 16.44   	  15.26		 23.70   	  15.26		
437.01   	438.84(R)	 16.50   	   5.09		 23.76(E)	  30.52		
390.93   	361.33   	 16.52   	   5.09		 23.89   	  50.86		
289.31   	210.27   	 16.54   	   0.00		 24.09   	  76.30		
157.47   	 42.72   	 16.54   	  -5.09		 24.39   	 106.82		
 32.04   	-79.65   	 16.52(E)	   0.00		 24.82   	 152.59		
-56.46   	-126.65   	 16.52   	   5.09		 25.43   	 203.46		
-95.83   	-111.39   	 16.54   	   5.09		 26.25   	 264.50		
-96.13   	-69.27   	 16.56   	  20.35		 27.30   	 330.62		
-77.51   	-30.52   	 16.64   	  30.52		 28.63   	 417.09		
-56.15   	 -7.93   	 16.76   	  50.86		 30.29   	 513.73		
-41.50   	 -0.92   	 16.97   	  76.30		 32.35   	 610.37		
-35.40   	 -3.97   	 17.27   	 111.90		 34.79   	 717.19		
-35.71   	-13.12   	 17.72   	 147.51		 37.66   	 818.92		
-38.76   	-23.80   	 18.31   	 178.03		 40.94   	 925.73		
-41.50   	-31.13   	 19.02   	 193.29		 44.64   	1022.38		
-41.20   	-32.35   	 19.80   	 208.54		 48.73   	1098.67		
-37.54   	-27.77   	 20.63   	 213.63		 53.12   	1149.54		
-33.26   	-21.97   	 21.49   	 213.63		 57.72   	1180.06		
-31.74   	-18.62   	 22.34   	 203.46		 62.44   	1180.06		
-33.26   	-18.92   	 23.15   	 188.20		 67.16   	1169.88		
-36.62   	-22.58   	 23.91   	 172.94		 71.84   	1139.36		
-38.45   	-26.86   	 24.60   	 162.77		 76.40   	1093.59		
-36.93   	-28.99   	 25.25   	 152.59		 80.77   	1027.46		
-32.65   	-28.08   	 25.86   	 167.85		 84.88   	 935.91		
-28.69   	-24.72   	 26.53   	 183.11		 88.63   	 829.09		
-26.25   	-19.53   	 27.26   	 213.63		 91.94   	 717.19		
-26.25   	-14.65   	 28.12   	 228.89		 94.81   	 610.37		
-27.16   	-10.68   	 29.03   	 249.24		 97.25   	 528.99		
-28.08   	 -7.93   	 30.03   	 244.15		 99.37   	 478.13		
-28.38   	 -7.02   	 31.01   	 233.98		101.28   	 467.95		
-28.38   	 -7.32   	 31.94   	 213.63		103.15   	 462.87		
-27.47   	 -6.41   	 32.80   	 183.11		105.00   	 452.69		
-25.33   	 -3.66   	 33.53   	 152.59		106.82   	 432.35		
-21.67   	 -0.31   	 34.14   	 116.99		108.54   	 396.74		
-17.40   	  1.83   	 34.61   	  86.47		110.13   	 345.88		
-14.04   	  0.61   	 34.95   	  61.04		111.52   	 310.27		
-12.21   	 -4.27   	 35.20   	  35.61		112.76   	 274.67		
-11.29   	 -8.54   	 35.34   	  10.17		113.86   	 259.41		
 -9.46   	 -8.54   	 35.38(S)	 -10.17		114.89   	 249.24		
 -6.71   	 -3.05   	 35.34   	 -35.61		115.89   	 254.32		
 -3.36   	  6.41   	 35.20   	 -40.69		116.91   	 249.24		
 -0.92   	 16.78   	 35.04   	 -40.69		117.90   	 249.24		
 -0.31   	 25.33   	 34.87   	 -35.61		118.90   	 239.06		
 -0.61   	 30.82   	 34.73   	 -15.26		119.86   	 228.89		
  0.31   	 34.79   	 34.67   	  -5.09		120.77   	 213.63		
  3.97   	 39.37   	 34.65   	   5.09		121.63   	 218.72		
 10.07   	 44.86   	 34.67   	  10.17		122.50   	 223.80		
 16.78   	 51.88   	 34.71   	   5.09		123.40   	 233.98		
 23.19   	 59.20   	 34.73   	   5.09		124.33   	 254.32		
 28.69   	 66.22   	 34.75   	   5.09		125.35   	 254.32		
 33.87   	 71.41   	 34.77   	   5.09		126.37   	 249.24		
 39.67   	 76.29   	 34.79   	  10.17		127.36   	 213.63		
 45.47   	 81.48   	 34.83   	  20.35		128.22   	 162.77		
 50.66   	 88.20   	 34.91   	  25.43		128.87   	 106.82		
 54.63   	 96.13   	 35.02   	  30.52		129.30   	  66.12		
 58.90   	104.68   	 35.14   	  25.43		129.56   	  61.04		
 64.39   	113.83   	 35.24   	  20.35		129.81   	  86.47		
 71.72   	122.99   	 35.32   	   5.09		130.15   	 137.33		
 79.65   	132.75   	 35.34   	   0.00		130.70   	 178.03		
 86.36   	142.52   	 35.34   	 -10.17		131.41   	 198.37		
 91.25   	151.06   	 35.30   	 -20.35		132.21   	 198.37		
 94.91   	156.86   	 35.22   	 -15.26		133.00   	 172.94		
 97.96   	160.22   	 35.16   	 -15.26		133.69   	 147.51		
100.40   	161.13   	 35.10   	 -15.26		134.28   	 122.07		
101.93   	161.13   	 35.04   	 -10.17		134.77   	 111.90		
102.23   	160.22   	 34.99   	  -5.09		135.22   	 116.99		
101.32   	157.17   	 34.97   	  -5.09		135.69   	 122.07		
100.40   	151.98   	 34.95   	   0.00		136.17   	 122.07		
 99.49   	145.57   	 34.95   	   0.00		136.66   	 116.99		
 97.35   	139.16   	 34.95   	   5.09		137.13   	 101.73		
 93.38   	133.36   	 34.97   	   0.00		137.54   	  86.47		
 87.59   	128.17   	 34.97   	   5.09		137.88   	  66.12		
 80.26   	121.15   	 34.99   	   0.00		138.15   	  50.86		
 72.02   	110.17   	 34.99   	   0.00		138.35   	  40.69		
 64.09   	 95.21   	 34.99   	 -10.17		138.51   	  35.61		
 55.85   	 78.13   	 34.95   	 -15.26		138.66   	  25.43		
 47.00   	 61.95   	 34.89   	 -25.43		138.76   	  10.17		
 37.23   	 48.22   	 34.79   	 -45.78		138.80   	   5.09		
 26.86   	 36.93   	 34.61   	 -61.04		138.82(S)	 -15.26		
 16.48   	 27.77   	 34.36   	 -86.47		138.76   	 -30.52		
  7.93   	 19.53   	 34.02   	-111.90		138.64   	 -35.61		
  2.44   	 12.51   	 33.57   	-137.33		138.49   	 -40.69		
 -0.31   	  5.80   	 33.02   	-167.85		138.33   	 -55.95		
 -2.44   	 -1.22   	 32.35   	-193.29		138.11   	 -71.21		
 -5.19   	 -8.85   	 31.58   	-223.80		137.82   	 -96.64		
 -7.93   	-16.78   	 30.68   	-239.06		137.44   	-132.25		
-10.99   	-25.33   	 29.73   	-259.41		136.91   	-183.11		
-12.82   	-33.87   	 28.69   	-259.41		136.17   	-233.98		
-13.73   	-43.03   	 27.65   	-254.32		135.24   	-300.10		
-14.65   	-50.96   	 26.63   	-249.24		134.04   	-371.31		
-14.95   	-55.85   	 25.64   	-244.15		132.55   	-447.61		
-14.95   	-56.76   	 24.66   	-233.98		130.76   	-508.65		
-14.34   	-54.63   	 23.72   	-228.89		128.73   	-564.60		
-14.65   	-51.57   	 22.81   	-233.98		126.47   	-605.29		
-16.78   	-49.13   	 21.87   	-223.80		124.05   	-656.15		
-18.92   	-47.30   	 20.98   	-223.80		121.42   	-752.79		
-18.92   	-45.47   	 20.08   	-218.72		118.41   	-905.39		
-16.48   	-44.56   	 19.21   	-198.37		114.79   	-1108.85		
-12.82   	-46.08   	 18.41   	-178.03		110.36   	-1307.22		
-11.60   	-50.35   	 17.70   	-167.85		105.13   	-1469.98		
-13.43   	-54.93   	 17.03   	-142.42		 99.25   	-1566.63		
-17.40   	-55.85   	 16.46   	-137.33		 92.98   	-1581.89		
-19.53   	-51.88   	 15.91   	-127.16		 86.65   	-1515.76		
-18.31   	-44.86   	 15.40   	-116.99		 80.59   	-1419.12		
-16.17   	-38.76   	 14.93   	-111.90		 74.91   	-1302.13		
-15.87   	-35.71   	 14.49   	 -96.64		 69.70   	-1205.49		
-18.92   	-36.93   	 14.10   	 -86.47		 64.88   	-1149.54		
-22.89   	-40.89   	 13.75   	 -76.30		 60.28   	-1103.76		
-24.72   	-46.08   	 13.45   	 -55.95		 55.87   	-1078.33		
-23.80   	-51.57   	 13.22   	 -50.86		 51.56   	-1042.72		
-21.36   	-56.46   	 13.02   	 -40.69		 47.39   	-981.68		
-20.45   	-58.29   	 12.86   	 -30.52		 43.46   	-900.30		
-21.67   	-55.54   	 12.74   	 -25.43		 39.86   	-803.66		
-23.50   	-50.05   	 12.63   	 -25.43		 36.64   	-707.02		
-24.72   	-44.86   	 12.53   	 -25.43		 33.81   	-620.55		
-23.80   	-42.11   	 12.43   	 -20.35		 31.33   	-559.51		
-21.67   	-43.33   	 12.35   	 -25.43		 29.09   	-513.73		
-19.84   	-46.08   	 12.25   	 -30.52		 27.04   	-483.21		
-19.84   	-48.52   	 12.13   	 -30.52		 25.11   	-457.78		
-21.36   	-49.13   	 12.00   	 -30.52		 23.28   	-427.26		
-24.11   	-50.05   	 11.88   	 -30.52		 21.57   	-386.57		
-27.47   	-52.49   	 11.76   	 -25.43		 20.02   	-335.71		
-30.21   	-57.37   	 11.66   	 -30.52		 18.68   	-274.67		
-31.74   	-61.65   	 11.54   	 -25.43		 17.58   	-223.80		
-32.35   	-63.78   	 11.43   	 -25.43		 16.68   	-183.11		
-32.35   	-62.87   	 11.33   	 -25.43		 15.95   	-147.51		
-31.74   	-60.73   	 11.23   	 -15.26		 15.36   	-132.25		
-31.13   	-60.12   	 11.17   	  -5.09		 14.83   	-122.07		
-29.91   	-61.65   	 11.15(D)	   0.00		 14.34   	-111.90		
-27.77   	-63.78   	 11.15   	  10.17		 13.90   	-111.90		
-25.63   	-64.70   	 11.19   	  10.17		 13.45   	 -96.64		
-24.11   	-64.39   	 11.23   	  10.17		 13.06   	 -81.38		
-23.50   	-64.70   	 11.27   	   5.09		 12.74   	 -61.04		
-24.11   	-65.92   	 11.29   	   5.09		 12.49   	 -45.78		
-25.63   	-68.66   	 11.31   	   0.00		 12.31   	 -30.52		
-26.55   	-71.41   	 11.31   	   0.00		 12.19   	 -25.43		
-26.25   	-72.94   	 11.31   	   5.09		 12.09   	 -20.35		
-25.94   	-73.85   	 11.33   	  10.17		 12.00   	 -20.35		
-25.02   	-74.16   	 11.37   	  20.35		 11.92   	 -25.43		
-24.11   	-72.94   	 11.45   	  25.43		 11.82   	 -20.35		
-23.50   	-70.50   	 11.56   	  30.52		 11.74   	 -15.26		
-23.80   	-67.44   	 11.68   	  35.61		 11.68   	 -10.17		
-24.41   	-64.70   	 11.82   	  35.61		 11.64   	  -5.09		
-25.63   	-64.39   	 11.96   	  35.61		 11.62(D)	   0.00		
-25.33   	-67.14   	 12.11   	  35.61		 11.62   	  10.17		
-23.19   	-72.33   	 12.25   	  35.61		 11.66   	  10.17		
-20.14   	-78.43   	 12.39   	  30.52		 11.70   	  10.17		
-18.92   	-83.31   	 12.51   	  30.52		 11.74   	  10.17		
-20.45   	-84.53   	 12.63   	  25.43		 11.78   	  10.17		
-24.41   	-81.48   	 12.74   	  25.43		 11.82   	  15.26		
-27.47   	-75.68   	 12.84   	  15.26		 11.88   	  20.35		
-28.08   	-71.41   	 12.90   	  15.26		 11.96   	  25.43		
-25.63   	-70.19   	 12.96   	   5.09		 12.07   	  30.52		
-22.89   	-70.80   	 12.98   	   5.09		 12.19   	  30.52		
-21.36   	-71.11   	 13.00   	   0.00		 12.31   	  35.61		
-21.97   	-69.89   	 13.00   	  -5.09		 12.45   	  35.61		
-23.19   	-68.66   	 12.98   	   0.00		 12.59   	  30.52		
-23.19   	-68.97   	 12.98   	   5.09		 12.72   	  30.52		
-21.67   	-72.33   	 13.00   	   5.09		 12.84   	  20.35		
-18.62   	-76.29   	 13.02   	  10.17		 12.92   	  25.43		
-16.48   	-78.43   	 13.06   	  15.26		 13.02   	  20.35		
-16.48   	-77.51   	 13.12   	  15.26		 13.10   	  20.35		
-18.01   	-74.46   	 13.18   	  15.26		 13.18   	  20.35		
-19.84   	-70.80   	 13.25   	  10.17		 13.27   	  25.43		
-21.67   	-67.44   	 13.29   	  15.26		 13.37   	  25.43		
-22.28   	-65.31   	 13.35   	  10.17		 13.47   	  25.43		
-21.36   	-64.09   	 13.39   	   5.09		 13.57   	  20.35		
-18.92   	-63.17   	 13.41   	  10.17		 13.65   	  25.43		
-16.17   	-62.26   	 13.45   	  10.17		 13.75   	  15.26		
-14.34   	-61.65   	 13.49   	  10.17		 13.81   	  20.35		
-13.73   	-62.26   	 13.53   	  10.17		 13.90   	  15.26		
-14.34   	-64.09   	 13.57   	  10.17		 13.96   	  15.26		
-13.43   	-65.31   	 13.61   	  10.17		 14.02   	  20.35		
 -9.46   	-62.26   	 13.65   	  10.17		 14.10   	  15.26		
 -2.75   	-52.49   	 13.69   	  10.17		 14.16   	  15.26		
  4.27   	-35.71   	 13.73   	  10.17		 14.22   	  15.26		
  8.24   	-15.87   	 13.77   	   5.09		 14.28   	  15.26		
  7.93   	 -0.61   	 13.79   	   5.09		 14.34   	  10.17		
  4.88   	  6.10   	 13.81   	   0.00		 14.38   	  10.17		
  2.14   	  3.05   	 13.81   	   0.00		 14.43   	   0.00		
  3.05   	 -7.02   	 13.81   	   0.00		 14.43   	   5.09		
  9.16   	-16.48   	 13.81   	  -5.09		 14.45   	  -5.09		
 18.31   	-19.23   	 13.79   	  -5.09		 14.43   	   0.00		
 27.16   	-12.82   	 13.77   	  -5.09		 14.43   	  -5.09		
 33.26   	  0.92   	 13.75   	 -10.17		 14.40   	  -5.09		
 36.32   	 14.34   	 13.71   	  -5.09		 14.38   	  -5.09		
 36.32   	 18.92   	 13.69   	 -10.17		 14.36   	 -10.17		
 36.32   	 12.82   	 13.65   	  -5.09		 14.32   	  -5.09		
 37.23   	  0.61   	 13.63   	 -10.17		 14.30   	 -15.26		
 40.59   	-10.07   	 13.59   	 -10.17		 14.24   	 -10.17		
 45.47   	-15.26   	 13.55   	 -15.26		 14.20   	 -15.26		
 48.52   	-18.01   	 13.49   	 -15.26		 14.14   	 -15.26		
 47.30   	-23.50   	 13.43   	 -20.35		 14.08   	 -10.17		
 39.37   	-32.65   	 13.35   	 -25.43		 14.04   	  -5.09		
 25.02   	-41.81   	 13.25   	 -20.35		 14.02   	  -5.09		
  7.93   	-46.39   	 13.16   	 -25.43		 14.00   	   5.09		
 -8.85   	-46.69   	 13.06   	 -10.17		 14.02   	  10.17		
-21.67   	-47.30   	 13.02   	   0.00		 14.06   	  10.17		
-29.91   	-52.80   	 13.02   	  20.35		 14.10   	  10.17		
-33.87   	-64.09   	 13.10   	  30.52		 14.14   	  15.26		
-34.48   	-77.21   	 13.22   	  45.78		 14.20   	  10.17		
-32.96   	-86.98   	 13.41   	  45.78		 14.24   	  20.35		
-30.52   	-88.81   	 13.59   	  50.86		 14.32   	  25.43		
-27.77   	-82.40   	 13.79   	  40.69		 14.43   	  30.52		
-25.94   	-72.63   	 13.96   	  35.61		 14.55   	  35.61		
-25.94   	-65.61   	 14.10   	  25.43		 14.69   	  35.61		
-27.16   	-65.31   	 14.20   	  10.17		 14.83   	  30.52		
-28.38   	-70.19   	 14.24   	 -10.17		 14.95   	  20.35		
-27.77   	-75.68   	 14.20   	 -30.52		 15.04   	  10.17		
-25.33   	-77.21   	 14.08   	 -50.86		 15.08   	  -5.09		
-21.97   	-75.07   	 13.88   	 -66.12		 15.06   	 -20.35		
-20.45   	-72.94   	 13.61   	 -61.04		 14.97   	 -25.43		
-21.97   	-72.63   	 13.37   	 -50.86		 14.87   	 -35.61		
-25.94   	-72.94   	 13.16   	 -25.43		 14.73   	 -30.52		
-29.60   	-71.41   	 13.06   	   5.09		 14.61   	 -35.61		
-31.43   	-68.97   	 13.08   	  40.69		 14.47   	 -25.43		
-29.91   	-67.14   	 13.25   	  66.12		 14.36   	 -20.35		
-26.86   	-66.22   	 13.51   	  91.56		 14.28   	 -15.26		
-24.72   	-65.61   	 13.88   	 106.82		 14.22   	 -10.17		
-24.72   	-62.56   	 14.30   	 111.90		 14.18   	   5.09		
-23.50   	-57.68   	 14.75   	 116.99		 14.20(E)	  10.17		
-14.04   	-52.80   	 15.22   	 106.82		 14.24   	  20.35		
 13.73   	-46.69   	 15.65   	  91.56		 14.32   	  30.52		
 65.92   	-31.43   	 16.01   	  76.30		 14.45   	  35.61		
143.43   	  3.97   	 16.32   	  50.86		 14.59   	  40.69		
238.65   	 70.50   	 16.52   	  20.35		 14.75   	  40.69		
337.22   	168.15   	 16.60   	 -10.17		 14.91   	  40.69		
418.09   	274.35   	 16.56   	 -30.52		 15.08   	  40.69		
457.76   	346.98   	 16.44   	 -55.95		 15.24   	  40.69		
434.88   	349.43(R)	 16.22   	 -55.95		 15.40   	  50.86		
341.19   	271.00   	 15.99   	 -50.86		 15.61   	  66.12		
194.70   	139.77   	 15.79   	 -35.61		 15.87   	  91.56		
 35.71   	  7.63   	 15.65   	 -15.26		 16.24   	 132.25		
-87.89   	-84.53   	 15.58(E)	  10.17		 16.76   	 183.11		
-146.18   	-127.26   	 15.63   	  30.52		 17.50   	 233.98		
-142.21   	-134.28   	 15.75   	  55.95		 18.43   	 295.01		
-103.76   	-122.68   	 15.97   	  86.47		 19.61   	 366.22		
-64.39   	-101.01   	 16.32   	 122.07		 21.08   	 437.43		
-42.11   	-73.24   	 16.81   	 157.68		 22.83   	 528.99		
-37.23   	-47.61   	 17.44   	 193.29		 24.94   	 615.46		
-39.06   	-35.40   	 18.21   	 213.63		 27.41   	 722.28		
-40.28   	-40.59   	 19.06   	 223.80		 30.29   	 808.75		
-37.84   	-55.54   	 19.96   	 218.72		 33.53   	 900.30		
-33.87   	-67.14   	 20.83   	 218.72		 37.13   	 976.60		
-30.82   	-66.83   	 21.71   	 198.37		 41.04   	1042.72		
-28.99   	-58.29   	 22.50   	 188.20		 45.21   	1093.59		
-28.99   	-50.35   	 23.26   	 172.94		 49.58   	1134.28		
-29.91   	-47.30   	 23.95   	 167.85		 54.12   	1159.71		
-31.13   	-47.91   	 24.62   	 172.94		 58.76   	1169.88		
-31.43   	-47.30   	 25.31   	 178.03		 63.44   	1159.71		
-30.82   	-43.03   	 26.02   	 198.37		 68.08   	1129.19		
-30.52   	-36.01   	 26.82   	 208.54		 72.59   	1083.41		
-30.52   	-28.69   	 27.65   	 218.72		 76.93   	1012.20		
-30.52   	-22.89   	 28.52   	 213.63		 80.98   	 925.73		
-29.60   	-19.84   	 29.38   	 198.37		 84.68   	 829.09		
-27.77   	-19.53   	 30.17   	 178.03		 88.00   	 727.36		
-25.94   	-21.06   	 30.88   	 142.42		 90.91   	 645.98		
-25.02   	-23.80   	 31.45   	 111.90		 93.49   	 569.68		
-24.41   	-26.55   	 31.90   	  81.38		 95.77   	 518.82		
-23.19   	-26.86   	 32.23   	  50.86		 97.84   	 483.21		
-20.75   	-24.11   	 32.43   	  30.52		 99.78   	 462.87		
-18.01   	-18.01   	 32.55   	  10.17		101.63   	 447.61		
-16.17   	-10.68   	 32.59   	  -5.09		103.42   	 427.26		
-15.26   	 -4.27   	 32.57   	 -25.43		105.13   	 401.83		
-13.43   	 -0.31   	 32.47   	 -30.52		106.73   	 371.31		
-11.29   	  0.00   	 32.35   	 -45.78		108.22   	 335.71		
 -8.85   	 -2.75   	 32.17   	 -50.86		109.56   	 305.19		
 -7.93   	 -6.41   	 31.96   	 -55.95		110.78   	 279.75		
 -7.93   	 -7.93   	 31.74   	 -61.04		111.90   	 259.41		
 -7.02   	 -3.66   	 31.50   	 -66.12		112.94   	 249.24		
 -2.75   	  5.80   	 31.23   	 -66.12		113.94   	 244.15		
  5.19   	 18.01   	 30.97   	 -71.21		114.91   	 233.98		
 14.34   	 29.60   	 30.68   	 -55.95		115.85   	 228.89		
 21.06   	 37.84   	 30.46   	 -40.69		116.76   	 218.72		
 23.19   	 43.33   	 30.29   	 -20.35		117.64   	 193.29		
 21.97   	 46.08   	 30.21   	  10.17		118.41   	 167.85		
 20.45   	 47.30   	 30.25   	  35.61		119.08   	 152.59		
 21.67   	 48.83   	 30.40   	  61.04		119.69   	 142.42		
 26.55   	 52.19   	 30.64   	  81.38		120.26   	 152.59		
 34.18   	 58.29   	 30.97   	  96.64		120.87   	 178.03		
 42.11   	 66.83   	 31.35   	 106.82		121.59   	 213.63		
 48.83   	 75.07   	 31.78   	 116.99		122.44   	 218.72		
 54.63   	 81.48   	 32.25   	 127.16		123.32   	 198.37		
 59.51   	 87.28   	 32.76   	 122.07		124.11   	 132.25		
 64.39   	 93.69   	 33.25   	 127.16		124.64   	  61.04		
 70.19   	102.23   	 33.75   	 111.90		124.88   	   0.00		
 75.99   	110.47   	 34.20   	 101.73		124.88   	 -15.26		
 81.48   	115.36   	 34.61   	  81.38		124.82   	  15.26		
 85.75   	116.27   	 34.93   	  71.21		124.88   	  76.30		
 88.20   	116.88   	 35.22   	  55.95		125.19   	 137.33		
 89.42   	120.85   	 35.44   	  45.78		125.74   	 167.85		
 90.94   	129.09   	 35.63   	  45.78		126.41   	 172.94		
 93.08   	138.85   	 35.81   	  45.78		127.10   	 137.33		
 95.52   	145.26   	 35.99   	  45.78		127.65   	  91.56		
 96.74   	145.87   	 36.17   	  45.78		128.02   	  61.04		
 96.44   	142.52   	 36.36   	  40.69		128.26   	  45.78		
 94.30   	137.33   	 36.52   	  30.52		128.44   	  55.95		
 91.25   	130.31   	 36.64   	  25.43		128.67   	  76.30		
 87.89   	120.54   	 36.74   	  10.17		128.97   	  91.56		
 83.01   	107.12   	 36.79(S)	  -5.09		129.34   	  96.64		
 75.68   	 91.25   	 36.76   	 -10.17		129.72   	  81.38		
 66.22   	 77.21   	 36.72   	 -25.43		130.05   	  61.04		
 57.07   	 67.75   	 36.62   	 -30.52		130.29   	  25.43		
 49.13   	 62.87   	 36.50   	 -40.69		130.40(S)	   0.00		
 42.42   	 57.68   	 36.34   	 -50.86		130.40   	 -15.26		
 35.10   	 48.22   	 36.13   	 -55.95		130.34   	 -20.35		
 26.25   	 33.57   	 35.91   	 -61.04		130.25   	 -20.35		
 16.48   	 17.40   	 35.67   	 -61.04		130.17   	 -15.26		
  8.24   	  4.27   	 35.42   	 -66.12		130.11   	 -20.35		
  1.83   	 -4.58   	 35.16   	 -61.04		130.03   	 -35.61		
 -2.14   	-10.38   	 34.91   	 -66.12		129.89   	 -61.04		
 -4.88   	-16.17   	 34.65   	 -61.04		129.64   	-101.73		
 -8.24   	-24.11   	 34.40   	 -66.12		129.24   	-137.33		
-12.82   	-34.18   	 34.14   	 -71.21		128.69   	-183.11		
-17.70   	-44.86   	 33.86   	 -76.30		127.95   	-233.98		
-21.67   	-52.80   	 33.55   	 -81.38		127.02   	-300.10		
-24.72   	-56.15   	 33.22   	 -91.56		125.82   	-366.22		
-26.55   	-55.85   	 32.86   	-101.73		124.35   	-447.61		
-27.47   	-55.24   	 32.45   	-111.90		122.56   	-528.99		
-28.38   	-57.37   	 32.00   	-127.16		120.45   	-610.37		
