  I     	  II     	  CH1     	  CH1'		  PW     	  PW'		
182.80   	853.58   	 -0.53   	   0.00		  4.82   	  45.78		
-169.98   	560.61   	 -0.53   	   0.00		  5.01   	  45.78		
-366.82   	271.30   	 -0.53   	   0.00		  5.19   	  45.78		
-377.81   	 61.65   	 -0.53   	   0.00		  5.37   	  50.86		
-266.42   	-42.11   	 -0.53   	   5.09		  5.57   	  50.86		
-137.94   	-70.19   	 -0.51   	   0.00		  5.78   	  40.69		
-68.97   	-72.63   	 -0.51   	   0.00		  5.94   	  35.61		
-70.19   	-82.40   	 -0.51   	   0.00		  6.08   	  30.52		
-104.06   	-101.93   	 -0.51   	   0.00		  6.21   	  20.35		
-127.87   	-118.10   	 -0.51   	   0.00		  6.29   	  10.17		
-126.34   	-122.38   	 -0.51   	   0.00		  6.33   	  10.17		
-110.17   	-119.93   	 -0.51   	   0.00		  6.37   	   0.00		
-97.35   	-120.24   	 -0.51   	   0.00		  6.37   	  -5.09		
-94.91   	-126.34   	 -0.51   	  -5.09		  6.35   	 -10.17		
-98.57   	-134.28   	 -0.53   	   0.00		  6.31   	 -10.17		
-101.62   	-137.94   	 -0.53   	   0.00		  6.27   	 -10.17		
-100.71   	-135.19   	 -0.53   	   0.00		  6.23   	 -10.17		
-96.44   	-128.78   	 -0.53   	   0.00		  6.19   	 -15.26		
-90.33   	-122.07   	 -0.53   	   0.00		  6.12   	 -10.17		
-84.84   	-118.71   	 -0.53   	   0.00		  6.08   	  -5.09		
-80.26   	-119.02   	 -0.53   	   0.00		  6.06   	  -5.09		
-77.21   	-121.15   	 -0.53   	   0.00		  6.04   	   5.09		
-75.68   	-121.77   	 -0.53   	   5.09		  6.06   	  10.17		
-74.46   	-119.32   	 -0.51   	  -5.09		  6.10   	  15.26		
-73.55   	-114.14   	 -0.53   	   0.00		  6.16   	  20.35		
-72.33   	-108.03   	 -0.53   	  -5.09		  6.25   	  20.35		
-70.19   	-102.84   	 -0.55   	   0.00		  6.33   	  20.35		
-68.05   	-100.40   	 -0.55   	  -5.09		  6.41   	  10.17		
-66.22   	-99.79   	 -0.57   	   5.09		  6.45(A)	   0.00		
-64.70   	-99.18   	 -0.55   	   0.00		  6.45   	 -20.35		
-63.17   	-96.44   	 -0.55   	   5.09		  6.37   	 -30.52		
-60.73   	-90.33   	 -0.53   	   0.00		  6.25   	 -50.86		
-57.68   	-83.01   	 -0.53   	   0.00		  6.04   	 -61.04		
-54.63   	-76.60   	 -0.53   	   0.00		  5.80   	 -71.21		
-50.96   	-72.94   	 -0.53   	   0.00		  5.51   	 -66.12		
-47.30   	-70.80   	 -0.53   	  -5.09		  5.25   	 -71.21		
-43.33   	-68.66   	 -0.55   	   0.00		  4.96   	 -55.95		
-39.67   	-64.09   	 -0.55   	   0.00		  4.74   	 -45.78		
-36.32   	-57.37   	 -0.55   	   0.00		  4.56   	 -30.52		
-32.96   	-50.35   	 -0.55   	   0.00		  4.44   	 -20.35		
-29.30   	-43.64   	 -0.55   	   5.09		  4.35   	  -5.09		
-24.72   	-38.76   	 -0.53   	   0.00		  4.33   	  -5.09		
-19.23   	-34.48   	 -0.53   	   0.00		  4.31   	   5.09		
-13.43   	-29.60   	 -0.53   	   0.00		  4.33   	   5.09		
 -7.63   	-23.50   	 -0.53   	   0.00		  4.35   	   0.00		
 -2.14   	-15.56   	 -0.53   	   5.09		  4.35   	  -5.09		
  3.97   	 -6.10   	 -0.51   	   0.00		  4.33   	 -10.17		
 10.99   	  4.88   	 -0.51   	   0.00		  4.29   	 -15.26		
 18.62   	 15.26   	 -0.51   	   0.00		  4.23   	 -25.43		
 27.16   	 24.72   	 -0.51   	   0.00		  4.13   	 -25.43		
 35.71   	 34.18   	 -0.51   	   0.00		  4.03   	 -30.52		
 43.95   	 45.47   	 -0.51   	   0.00		  3.91   	 -25.43		
 52.19   	 59.81   	 -0.51   	   0.00		  3.80   	 -25.43		
 60.12   	 76.29   	 -0.51   	   0.00		  3.70   	 -20.35		
 68.36   	 92.77   	 -0.51   	   0.00		  3.62   	 -15.26		
 76.29   	106.81   	 -0.51   	   0.00		  3.56   	 -10.17		
 83.31   	117.80   	 -0.51   	  -5.09		  3.52   	 -10.17		
 89.42   	126.04   	 -0.53   	   0.00		  3.48   	  -5.09		
 93.99   	133.06   	 -0.53   	   0.00		  3.46   	  -5.09		
 96.74   	139.16   	 -0.53   	   0.00		  3.44   	  -5.09		
 98.27   	144.35   	 -0.53   	   0.00		  3.42   	  -5.09		
 98.27   	149.23   	 -0.53   	   0.00		  3.40   	   0.00		
 97.96   	153.50   	 -0.53   	   0.00		  3.40   	  -5.09		
 96.74   	157.78   	 -0.53   	  -5.09		  3.38   	  -5.09		
 93.99   	159.61   	 -0.55   	   0.00		  3.36   	  -5.09		
 88.81   	156.56   	 -0.55   	   5.09		  3.34   	  -5.09		
 80.26   	146.48   	 -0.53   	   0.00		  3.32   	  -5.09		
 69.27   	130.62   	 -0.53   	   0.00		  3.30   	  -5.09		
 57.07   	112.92   	 -0.53   	   0.00		  3.28   	 -10.17		
 45.47   	 96.13   	 -0.53   	   0.00		  3.23   	 -10.17		
 34.79   	 79.96   	 -0.53   	   0.00		  3.19   	 -10.17		
 24.72   	 63.17   	 -0.53   	   0.00		  3.15   	 -10.17		
 13.73   	 43.33   	 -0.53   	  -5.09		  3.11   	 -10.17		
  1.83   	 21.97   	 -0.55   	   0.00		  3.07   	 -10.17		
-10.68   	  1.83   	 -0.55   	   0.00		  3.03   	 -10.17		
-21.97   	-14.04   	 -0.55   	   5.09		  2.99   	 -10.17		
-31.13   	-25.33   	 -0.53   	   0.00		  2.95   	 -10.17		
-37.84   	-33.26   	 -0.53   	  -5.09		  2.91   	 -10.17		
-42.11   	-38.76   	 -0.55   	   0.00		  2.87   	  -5.09		
-44.86   	-43.95   	 -0.55   	   5.09		  2.85   	 -10.17		
-47.61   	-49.13   	 -0.53   	  -5.09		  2.81   	  -5.09		
-50.66   	-54.32   	 -0.55   	   0.00		  2.79   	   0.00		
-54.93   	-59.81   	 -0.55   	   0.00		  2.79   	  -5.09		
-58.90   	-65.00   	 -0.55   	   0.00		  2.77   	   0.00		
-61.95   	-68.05   	 -0.55   	   5.09		  2.77   	  -5.09		
-63.17   	-68.97   	 -0.53   	   0.00		  2.75   	   5.09		
-63.17   	-66.83   	 -0.53   	   5.09		  2.77   	   0.00		
-62.26   	-63.17   	 -0.51   	   0.00		  2.77   	   0.00		
-62.26   	-59.20   	 -0.51   	   0.00		  2.77   	   0.00		
-63.17   	-56.15   	 -0.51   	  -5.09		  2.77   	  -5.09		
-64.09   	-54.93   	 -0.53   	   0.00		  2.75   	 -10.17		
-65.00   	-55.24   	 -0.53   	   0.00		  2.71   	 -10.17		
-65.00   	-56.15   	 -0.53   	   0.00		  2.67   	 -20.35		
-64.70   	-57.37   	 -0.53   	   0.00		  2.58   	 -25.43		
-64.39   	-57.98   	 -0.53   	   0.00		  2.48   	 -25.43		
-63.48   	-57.98   	 -0.53   	   5.09		  2.38   	 -25.43		
-62.56   	-57.37   	 -0.51   	   5.09		  2.28   	 -20.35		
-60.73   	-56.46   	 -0.49   	  -5.09		  2.20   	 -15.26		
-58.90   	-54.63   	 -0.51   	   5.09		  2.14   	 -20.35		
-57.07   	-51.88   	 -0.49   	   0.00		  2.05   	 -20.35		
-55.85   	-49.74   	 -0.49   	   0.00		  1.97   	 -25.43		
-55.24   	-49.13   	 -0.49   	   0.00		  1.87   	 -35.61		
-54.93   	-50.96   	 -0.49   	   0.00		  1.73   	 -50.86		
-54.63   	-54.02   	 -0.49   	   0.00		  1.53   	 -55.95		
-53.41   	-56.46   	 -0.49   	   0.00		  1.30   	 -45.78		
-51.27   	-56.46   	 -0.49   	   0.00		  1.12   	 -35.61		
-47.91   	-53.71   	 -0.49   	   5.09		  0.98   	 -10.17		
-44.56   	-49.74   	 -0.47   	   0.00		  0.94   	  20.35		
-41.81   	-47.00   	 -0.47   	   0.00		  1.02   	  61.04		
-40.28   	-46.69   	 -0.47   	  -5.09		  1.26   	  91.56		
-39.37   	-48.83   	 -0.49   	   0.00		  1.63   	 111.90		
-38.76   	-51.27   	 -0.49   	  -5.09		  2.08   	 127.16		
-37.84   	-53.10   	 -0.51   	   0.00		  2.58   	 127.16		
-36.93   	-54.02   	 -0.51   	  -5.09		  3.09   	 106.82		
-36.93   	-54.93   	 -0.53   	   0.00		  3.52   	  86.47		
-38.15   	-56.15   	 -0.53   	   0.00		  3.87   	  55.95		
-39.98   	-58.29   	 -0.53   	   0.00		  4.09   	  15.26		
-41.50   	-60.42   	 -0.53   	   0.00		  4.15(V)	 -10.17		
-41.81   	-61.95   	 -0.53   	   0.00		  4.11   	 -35.61		
-41.20   	-62.87   	 -0.53   	   0.00		  3.97   	 -55.95		
-39.67   	-63.17   	 -0.53   	  -5.09		  3.74   	 -66.12		
-37.84   	-63.17   	 -0.55   	   5.09		  3.48   	 -66.12		
-36.62   	-63.17   	 -0.53   	  -5.09		  3.21   	 -55.95		
-35.71   	-63.78   	 -0.55   	  -5.09		  2.99   	 -50.86		
-36.01   	-64.70   	 -0.57   	   5.09		  2.79   	 -40.69		
-37.23   	-65.92   	 -0.55   	   0.00		  2.62   	 -30.52		
-39.06   	-66.53   	 -0.55   	  -5.09		  2.50   	 -15.26		
-40.59   	-66.22   	 -0.57   	   0.00		  2.44   	 -15.26		
-41.50   	-66.22   	 -0.57   	   0.00		  2.38   	 -10.17		
-41.50   	-66.22   	 -0.57   	   0.00		  2.34   	  -5.09		
-41.20   	-66.83   	 -0.57   	   0.00		  2.32   	 -10.17		
-40.59   	-67.14   	 -0.57   	   0.00		  2.28   	 -10.17		
-40.59   	-66.83   	 -0.57   	   0.00		  2.24   	 -15.26		
-40.59   	-66.22   	 -0.57   	   0.00		  2.18   	 -10.17		
-39.98   	-65.61   	 -0.57   	   0.00		  2.14   	 -15.26		
-39.37   	-65.92   	 -0.57   	   0.00		  2.08   	 -10.17		
-39.06   	-67.75   	 -0.57   	   0.00		  2.03   	  -5.09		
-39.06   	-69.89   	 -0.57   	   0.00		  2.01   	  -5.09		
-39.67   	-71.41   	 -0.57   	   0.00		  1.99   	   5.09		
-39.67   	-71.11   	 -0.57   	   5.09		  2.01   	   5.09		
-39.67   	-69.58   	 -0.55   	   0.00		  2.03   	  10.17		
-39.98   	-68.05   	 -0.55   	   0.00		  2.08   	  10.17		
-40.89   	-66.83   	 -0.55   	   0.00		  2.12   	  15.26		
-41.81   	-66.83   	 -0.55   	   5.09		  2.18   	  15.26		
-42.11   	-66.83   	 -0.53   	   0.00		  2.24   	  15.26		
-40.89   	-66.22   	 -0.53   	   0.00		  2.30   	  10.17		
-38.76   	-65.61   	 -0.53   	   0.00		  2.34   	  15.26		
-37.84   	-65.31   	 -0.53   	   0.00		  2.40   	  10.17		
-38.15   	-65.61   	 -0.53   	   5.09		  2.44   	  10.17		
-39.98   	-67.14   	 -0.51   	   0.00		  2.48   	  10.17		
-41.81   	-68.97   	 -0.51   	   0.00		  2.52   	   5.09		
-42.42   	-70.19   	 -0.51   	   5.09		  2.54   	  10.17		
-42.42   	-70.19   	 -0.49   	   0.00		  2.58   	   0.00		
-41.81   	-68.66   	 -0.49   	   0.00		  2.58   	   5.09		
-41.20   	-66.53   	 -0.49   	   0.00		  2.60   	   0.00		
-40.89   	-63.48   	 -0.49   	   5.09		  2.60   	   5.09		
-40.28   	-59.81   	 -0.47   	  -5.09		  2.62   	  -5.09		
-38.76   	-53.41   	 -0.49   	  -5.09		  2.60   	   0.00		
-35.71   	-43.33   	 -0.51   	   0.00		  2.60   	   0.00		
-31.13   	-28.08   	 -0.51   	   0.00		  2.60   	  -5.09		
-25.94   	 -8.85   	 -0.51   	   0.00		  2.58   	  -5.09		
-20.75   	  9.46   	 -0.51   	   5.09		  2.56   	   0.00		
-15.87   	 22.89   	 -0.49   	   0.00		  2.56   	  -5.09		
-11.29   	 27.77   	 -0.49   	   0.00		  2.54   	   0.00		
 -6.71   	 25.63   	 -0.49   	  -5.09		  2.54   	   0.00		
 -0.61   	 24.41   	 -0.51   	   0.00		  2.54   	   0.00		
  7.63   	 31.74   	 -0.51   	   0.00		  2.54   	   0.00		
 17.09   	 52.19   	 -0.51   	   0.00		  2.54   	   0.00		
 26.55   	 80.87   	 -0.51   	  -5.09		  2.54   	   0.00		
 34.79   	106.51   	 -0.53   	   0.00		  2.54   	   5.09		
 39.98   	118.71   	 -0.53   	   0.00		  2.56   	   0.00		
 42.42   	114.14   	 -0.53   	   0.00		  2.56   	   5.09		
 42.42   	 98.88   	 -0.53   	   0.00		  2.58   	   5.09		
 40.28   	 83.01   	 -0.53   	  -5.09		  2.60   	   5.09		
 36.32   	 72.94   	 -0.55   	   0.00		  2.62   	   5.09		
 29.60   	 67.44   	 -0.55   	   0.00		  2.64   	  10.17		
 19.84   	 59.51   	 -0.55   	   0.00		  2.69   	  10.17		
  6.71   	 42.11   	 -0.55   	   5.09		  2.73   	  10.17		
 -9.77   	 13.12   	 -0.53   	   0.00		  2.77   	  10.17		
-27.16   	-22.89   	 -0.53   	  -5.09		  2.81   	  10.17		
-41.50   	-58.90   	 -0.55   	   0.00		  2.85   	   0.00		
-50.05   	-86.06   	 -0.55   	   0.00		  2.85   	   5.09		
-51.57   	-100.71   	 -0.55   	   0.00		  2.87   	  -5.09		
-48.83   	-104.68   	 -0.55   	   0.00		  2.85   	  -5.09		
-44.86   	-103.15   	 -0.55   	   0.00		  2.83   	 -10.17		
-43.95   	-102.84   	 -0.55   	   0.00		  2.79   	 -10.17		
-47.00   	-107.42   	 -0.55   	   0.00		  2.75   	 -15.26		
-52.49   	-115.97   	 -0.55   	   0.00		  2.69   	 -15.26		
-58.59   	-125.43   	 -0.55   	   0.00		  2.62   	 -20.35		
-62.26   	-132.14   	 -0.55   	   0.00		  2.54   	 -15.26		
-63.17   	-133.97   	 -0.55   	   5.09		  2.48   	 -20.35		
-62.26   	-132.14   	 -0.53   	   0.00		  2.40   	 -25.43		
-60.73   	-129.09   	 -0.53   	   0.00		  2.30   	 -15.26		
-60.12   	-126.04   	 -0.53   	   0.00		  2.24   	 -20.35		
-60.12   	-125.12   	 -0.53   	   5.09		  2.16   	 -15.26		
-60.12   	-128.48   	 -0.51   	   0.00		  2.10   	 -10.17		
-60.12   	-141.91   	 -0.51   	   0.00		  2.05   	  -5.09		
-58.59   	-169.07   	 -0.51   	   0.00		  2.03   	   5.09		
-48.52   	-199.89   	 -0.51   	   5.09		  2.05   	  10.17		
-16.48   	-206.30   	 -0.49   	  -5.09		  2.10   	  20.35		
 54.93   	-152.89   	 -0.51   	   0.00		  2.18   	  30.52		
177.61   	-13.73   	 -0.51   	   0.00		  2.30   	  35.61		
354.00   	208.44   	 -0.51   	   0.00		  2.44   	  40.69		
567.02   	480.35   	 -0.51   	   0.00		  2.60   	  45.78		
780.64   	755.00   	 -0.51   	   5.09		  2.79   	 101.73		
994.87   	1157.84   	 -0.49   	  -5.09		  3.19   	  50.86		
887.76   	1221.01(R)	 -0.51   	   0.00		  3.40   	  50.86		
621.03   	1151.73   	 -0.51   	   5.09		  3.60   	  45.78		
259.40   	947.88   	 -0.49   	   0.00		  3.78   	  50.86		
-85.45   	649.41   	 -0.49   	  -5.09		  3.99   	  45.78		
-304.87   	337.22   	 -0.51   	   0.00		  4.17   	  45.78		
-352.17   	 96.13   	 -0.51   	   0.00		  4.35   	  50.86		
-268.55   	-33.57   	 -0.51   	   0.00		  4.56   	  50.86		
-146.79   	-72.94   	 -0.51   	  -5.09		  4.76   	  45.78		
-67.44   	-74.16   	 -0.53   	   0.00		  4.94   	  45.78		
-55.24   	-78.43   	 -0.53   	   0.00		  5.13   	  45.78		
-83.31   	-96.13   	 -0.53   	   5.09		  5.31   	  35.61		
-110.47   	-116.58   	 -0.51   	  -5.09		  5.45   	  30.52		
-115.05   	-127.56   	 -0.53   	   0.00		  5.57   	  25.43		
-101.93   	-128.17   	 -0.53   	   0.00		  5.68   	  15.26		
-86.67   	-125.12   	 -0.53   	   0.00		  5.74   	  15.26		
-79.35   	-123.90   	 -0.53   	   0.00		  5.80   	   5.09		
-79.04   	-124.82   	 -0.53   	   0.00		  5.82   	   0.00		
-80.57   	-126.65   	 -0.53   	   5.09		  5.82   	   0.00		
-79.65   	-128.17   	 -0.51   	  -5.09		  5.82   	  -5.09		
-76.60   	-128.48   	 -0.53   	   0.00		  5.80   	 -10.17		
-73.24   	-126.34   	 -0.53   	   0.00		  5.76   	   0.00		
-70.50   	-122.07   	 -0.53   	   0.00		  5.76   	   0.00		
-69.58   	-117.19   	 -0.53   	   0.00		  5.76   	  10.17		
-68.97   	-113.22   	 -0.53   	   0.00		  5.80   	  15.26		
-68.66   	-111.39   	 -0.53   	  -5.09		  5.86   	  25.43		
-66.83   	-110.78   	 -0.55   	   0.00		  5.96   	  30.52		
-63.78   	-109.86   	 -0.55   	   0.00		  6.08   	  40.69		
-60.42   	-108.03   	 -0.55   	   0.00		  6.25   	  45.78		
-56.76   	-104.37   	 -0.55   	   0.00		  6.43   	  45.78		
-54.63   	-99.79   	 -0.55   	   0.00		  6.61   	  35.61		
-54.02   	-95.83   	 -0.55   	   0.00		  6.75   	  30.52		
-54.02   	-93.08   	 -0.55   	   0.00		  6.88   	  15.26		
-53.71   	-90.94   	 -0.55   	   0.00		  6.94(A)	   0.00		
-51.88   	-88.81   	 -0.55   	   0.00		  6.94   	 -15.26		
-48.52   	-85.14   	 -0.55   	   0.00		  6.88   	 -25.43		
-44.86   	-80.57   	 -0.55   	   0.00		  6.78   	 -35.61		
-41.50   	-75.38   	 -0.55   	   0.00		  6.63   	 -40.69		
-39.37   	-70.80   	 -0.55   	   0.00		  6.47   	 -40.69		
-37.84   	-66.83   	 -0.55   	   0.00		  6.31   	 -35.61		
-36.32   	-62.56   	 -0.55   	   0.00		  6.16   	 -30.52		
-34.18   	-57.07   	 -0.55   	   0.00		  6.04   	 -20.35		
-30.52   	-50.96   	 -0.55   	   0.00		  5.96   	 -10.17		
-26.25   	-45.17   	 -0.55   	   0.00		  5.92   	  -5.09		
-21.97   	-40.28   	 -0.55   	   5.09		  5.90   	   5.09		
-17.40   	-36.32   	 -0.53   	   5.09		  5.92   	   5.09		
-13.43   	-32.35   	 -0.51   	  -5.09		  5.94   	   5.09		
 -8.85   	-26.25   	 -0.53   	   5.09		  5.96   	   5.09		
 -3.66   	-18.31   	 -0.51   	   5.09		  5.98   	   0.00		
  2.44   	 -8.24   	 -0.49   	   0.00		  5.98   	   5.09		
  9.77   	  2.14   	 -0.49   	   0.00		  6.00   	   0.00		
 17.70   	 12.82   	 -0.49   	   5.09		  6.00   	  10.17		
 26.86   	 23.19   	 -0.47   	   0.00		  6.04   	   5.09		
 36.01   	 34.79   	 -0.47   	   0.00		  6.06   	  15.26		
 44.56   	 47.61   	 -0.47   	   0.00		  6.12   	  10.17		
 52.49   	 61.95   	 -0.47   	   0.00		  6.16   	  10.17		
 59.51   	 76.60   	 -0.47   	   0.00		  6.21   	   5.09		
 66.22   	 90.94   	 -0.47   	   0.00		  6.23   	   5.09		
 73.55   	103.45   	 -0.47   	  -5.09		  6.25   	   5.09		
 80.57   	114.44   	 -0.49   	  -5.09		  6.27   	   0.00		
 86.98   	123.60   	 -0.51   	   0.00		  6.27   	  -5.09		
 91.86   	131.84   	 -0.51   	   0.00		  6.25   	   0.00		
 95.21   	140.38   	 -0.51   	  -5.09		  6.25   	  -5.09		
 97.05   	148.01   	 -0.53   	   0.00		  6.23   	   0.00		
 97.35   	154.72   	 -0.53   	   0.00		  6.23   	   0.00		
 96.44   	159.00   	 -0.53   	   0.00		  6.23   	   5.09		
 94.30   	160.52   	 -0.53   	   0.00		  6.25   	  10.17		
 90.94   	159.61   	 -0.53   	   5.09		  6.29   	  10.17		
 86.67   	156.56   	 -0.51   	  -5.09		  6.33   	  10.17		
 80.87   	151.37   	 -0.53   	   0.00		  6.37   	  15.26		
 72.94   	142.21   	 -0.53   	   5.09		  6.43   	  10.17		
 62.87   	128.48   	 -0.51   	  -5.09		  6.47   	  15.26		
 50.96   	109.86   	 -0.53   	   0.00		  6.53   	   5.09		
 37.84   	 87.89   	 -0.53   	   0.00		  6.55   	   5.09		
 25.33   	 65.31   	 -0.53   	   0.00		  6.57   	   5.09		
 14.04   	 43.95   	 -0.53   	   0.00		  6.59   	  -5.09		
  3.66   	 24.72   	 -0.53   	  -5.09		  6.57   	   0.00		
 -6.10   	  7.63   	 -0.55   	   0.00		  6.57   	  -5.09		
-14.95   	 -7.02   	 -0.55   	   0.00		  6.55   	 -10.17		
-22.58   	-19.53   	 -0.55   	   0.00		  6.51   	   0.00		
-28.99   	-29.60   	 -0.55   	  -5.09		  6.51   	  -5.09		
-34.18   	-37.54   	 -0.57   	   0.00		  6.49   	   5.09		
-38.45   	-43.95   	 -0.57   	   0.00		  6.51   	   5.09		
-42.42   	-49.74   	 -0.57   	   0.00		  6.53   	  10.17		
-46.08   	-54.63   	 -0.57   	   0.00		  6.57   	  15.26		
-49.13   	-57.98   	 -0.57   	   0.00		  6.63   	  20.35		
-51.88   	-59.51   	 -0.57   	   0.00		  6.71   	  20.35		
-54.32   	-59.20   	 -0.57   	   5.09		  6.80   	  15.26		
-56.15   	-58.59   	 -0.55   	   0.00		  6.86   	  20.35		
-57.37   	-57.37   	 -0.55   	   0.00		  6.94   	  20.35		
-57.07   	-56.15   	 -0.55   	   0.00		  7.02   	  20.35		
-56.15   	-55.24   	 -0.55   	   0.00		  7.10   	  10.17		
-55.24   	-54.63   	 -0.55   	   5.09		  7.14   	  10.17		
-55.54   	-54.63   	 -0.53   	   0.00		  7.18   	   0.00		
-57.07   	-55.54   	 -0.53   	   5.09		  7.18   	 -10.17		
-58.90   	-56.46   	 -0.51   	   0.00		  7.14   	 -15.26		
-60.12   	-57.07   	 -0.51   	   0.00		  7.08   	 -15.26		
-59.51   	-56.76   	 -0.51   	   5.09		  7.02   	 -25.43		
-57.98   	-55.54   	 -0.49   	   0.00		  6.92   	 -20.35		
-56.15   	-54.02   	 -0.49   	   0.00		  6.84   	 -20.35		
-54.32   	-52.80   	 -0.49   	   0.00		  6.75   	 -10.17		
-52.80   	-52.19   	 -0.49   	   5.09		  6.71   	 -10.17		
-51.57   	-51.57   	 -0.47   	   0.00		  6.67   	  -5.09		
-50.66   	-51.57   	 -0.47   	   0.00		  6.65   	   0.00		
-49.44   	-51.57   	 -0.47   	   5.09		  6.65   	 -10.17		
-48.22   	-52.19   	 -0.45   	   0.00		  6.61   	 -20.35		
-46.69   	-53.10   	 -0.45   	   0.00		  6.53   	 -35.61		
-44.56   	-53.41   	 -0.45   	   0.00		  6.39   	 -50.86		
-41.81   	-53.10   	 -0.45   	   0.00		  6.19   	 -55.95		
-38.76   	-52.19   	 -0.45   	  -5.09		  5.96   	 -55.95		
-35.71   	-51.27   	 -0.47   	   5.09		  5.74   	 -45.78		
-33.26   	-50.96   	 -0.45   	   0.00		  5.55   	 -15.26		
-32.04   	-51.88   	 -0.45   	  -5.09		  5.49   	  15.26		
-31.43   	-52.80   	 -0.47   	   0.00		  5.55   	  55.95		
-31.13   	-53.41   	 -0.47   	  -5.09		  5.78   	  91.56		
-30.82   	-53.71   	 -0.49   	   0.00		  6.14   	 116.99		
-30.21   	-53.41   	 -0.49   	  -5.09		  6.61   	 132.25		
-29.91   	-53.10   	 -0.51   	  -5.09		  7.14   	 137.33		
-29.91   	-53.71   	 -0.53   	   0.00		  7.69   	 122.07		
-29.91   	-54.63   	 -0.53   	   0.00		  8.18   	 101.73		
-29.60   	-55.85   	 -0.53   	   0.00		  8.59   	  76.30		
-28.08   	-57.07   	 -0.53   	  -5.09		  8.89   	  40.69		
-25.94   	-58.29   	 -0.55   	   0.00		  9.05   	  10.17		
-24.11   	-58.59   	 -0.55   	   0.00		  9.09(V)	 -15.26		
-23.50   	-58.29   	 -0.55   	   0.00		  9.03   	 -35.61		
-24.11   	-57.37   	 -0.55   	   0.00		  8.89   	 -45.78		
-25.63   	-56.46   	 -0.55   	   0.00		  8.71   	 -55.95		
-27.16   	-56.15   	 -0.55   	  -5.09		  8.48   	 -50.86		
-28.08   	-56.15   	 -0.57   	   0.00		  8.28   	 -45.78		
-28.99   	-57.07   	 -0.57   	   0.00		  8.10   	 -30.52		
-29.91   	-58.29   	 -0.57   	   0.00		  7.98   	 -20.35		
-30.52   	-59.20   	 -0.57   	   0.00		  7.89   	 -10.17		
-30.82   	-60.12   	 -0.57   	   0.00		  7.85   	   0.00		
-30.21   	-60.42   	 -0.57   	  -5.09		  7.85   	   5.09		
-29.60   	-60.42   	 -0.59   	   5.09		  7.87   	  15.26		
-29.60   	-61.04   	 -0.57   	   0.00		  7.93   	  10.17		
-30.21   	-62.56   	 -0.57   	   5.09		  7.98   	  10.17		
-31.74   	-64.39   	 -0.55   	   0.00		  8.02   	  10.17		
-32.65   	-66.22   	 -0.55   	   0.00		  8.06   	  10.17		
-33.26   	-66.53   	 -0.55   	   5.09		  8.10   	   5.09		
-32.65   	-65.61   	 -0.53   	   0.00		  8.12   	   5.09		
-32.04   	-63.48   	 -0.53   	   5.09		  8.14   	   5.09		
-31.43   	-61.65   	 -0.51   	   0.00		  8.16   	   5.09		
-31.13   	-60.42   	 -0.51   	   0.00		  8.18   	   0.00		
-30.52   	-59.51   	 -0.51   	   0.00		  8.18   	   0.00		
-29.30   	-58.90   	 -0.51   	   0.00		  8.18   	   0.00		
-28.08   	-59.20   	 -0.51   	   5.09		  8.18   	  -5.09		
-27.77   	-60.42   	 -0.49   	  -5.09		  8.16   	 -10.17		
-28.99   	-62.26   	 -0.51   	   5.09		  8.12   	  -5.09		
-30.82   	-64.09   	 -0.49   	   0.00		  8.10   	 -10.17		
-32.65   	-64.70   	 -0.49   	   0.00		  8.06   	 -10.17		
-33.57   	-63.48   	 -0.49   	   0.00		  8.02   	 -10.17		
-32.65   	-61.34   	 -0.49   	   5.09		  7.98   	 -10.17		
-31.13   	-59.20   	 -0.47   	  -5.09		  7.93   	 -10.17		
-29.30   	-58.29   	 -0.49   	   0.00		  7.89   	 -10.17		
-27.77   	-58.59   	 -0.49   	   0.00		  7.85   	 -10.17		
-26.86   	-58.90   	 -0.49   	   0.00		  7.81   	 -15.26		
-26.55   	-58.29   	 -0.49   	   5.09		  7.75   	 -15.26		
-26.55   	-54.63   	 -0.47   	   0.00		  7.69   	 -20.35		
-25.63   	-45.78   	 -0.47   	  -5.09		  7.61   	 -20.35		
-22.89   	-30.52   	 -0.49   	   0.00		  7.53   	 -25.43		
-18.01   	 -9.77   	 -0.49   	   0.00		  7.43   	 -20.35		
-11.60   	 12.21   	 -0.49   	   0.00		  7.34   	 -15.26		
 -5.49   	 29.30   	 -0.49   	  -5.09		  7.28   	 -10.17		
 -0.61   	 37.23   	 -0.51   	   0.00		  7.24   	  -5.09		
  3.36   	 36.62   	 -0.51   	   0.00		  7.22   	   0.00		
  7.93   	 32.96   	 -0.51   	   0.00		  7.22   	  15.26		
 14.95   	 35.40   	 -0.51   	   0.00		  7.28   	  20.35		
 23.80   	 50.05   	 -0.51   	   0.00		  7.37   	  25.43		
 33.26   	 73.85   	 -0.51   	   0.00		  7.47   	  30.52		
 41.20   	 97.05   	 -0.51   	   0.00		  7.59   	  30.52		
 46.69   	109.86   	 -0.51   	   0.00		  7.71   	  30.52		
 50.66   	107.42   	 -0.51   	   0.00		  7.83   	  25.43		
 52.49   	 94.60   	 -0.51   	   0.00		  7.93   	  20.35		
 52.80   	 80.87   	 -0.51   	  -5.09		  8.02   	  15.26		
 50.35   	 72.94   	 -0.53   	   0.00		  8.08   	  10.17		
 44.86   	 69.89   	 -0.53   	   0.00		  8.12   	   5.09		
