  I     	  II     	  CH1     	  CH1'		  AO     	  AO'		
 65.31   	118.41   	  6.47   	   0.00		124.01   	  10.17		
 68.66   	129.09   	  6.47   	   0.00		124.05   	  10.17		
 71.41   	143.43   	  6.47   	   0.00		124.09   	 -10.17		
 72.94   	159.00   	  6.47   	   0.00		124.05   	 -45.78		
 72.63   	171.81   	  6.47   	   0.00		123.87   	-101.73		
 70.80   	178.83   	  6.47   	   0.00		123.46   	-172.94		
 68.97   	180.05   	  6.47   	   0.00		122.77   	-254.32		
 67.14   	177.00   	  6.47   	   0.00		121.75   	-325.53		
 65.31   	171.20   	  6.47   	   0.00		120.45   	-381.48		
 62.87   	161.74   	  6.47   	   0.00		118.92   	-417.09		
 58.90   	147.71   	  6.47   	   0.00		117.25   	-417.09		
 53.10   	128.17   	  6.47   	   0.00		115.58   	-396.74		
 46.08   	105.90   	  6.47   	   0.00		114.00   	-361.14		
 39.06   	 86.06   	  6.47   	   0.00		112.55   	-335.71		
 32.65   	 71.72   	  6.47   	   0.00		111.21   	-300.10		
 27.16   	 62.87   	  6.47   	   0.00		110.01   	-279.75		
 22.58   	 54.02   	  6.47   	   0.00		108.89   	-295.01		
 18.62   	 41.50   	  6.47   	   0.00		107.71   	-330.62		
 15.56   	 25.02   	  6.47   	   0.00		106.39   	-381.48		
 13.43   	  8.54   	  6.47   	  -5.09		104.86   	-437.43		
 12.21   	 -3.36   	  6.45   	   0.00		103.11   	-488.30		
 10.38   	 -8.85   	  6.45   	   0.00		101.16   	-523.90		
  7.02   	-11.29   	  6.45   	   0.00		 99.06   	-528.99		
  1.83   	-14.95   	  6.45   	   0.00		 96.95   	-483.21		
 -3.05   	-21.06   	  6.45   	  -5.09		 95.01   	-406.92		
 -5.49   	-27.16   	  6.43   	   0.00		 93.39   	-325.53		
 -5.19   	-28.99   	  6.43   	  -5.09		 92.09   	-208.54		
 -2.44   	-25.33   	  6.41   	   0.00		 91.25   	 -35.61		
  0.92   	-19.53   	  6.41   	  -5.09		 91.11   	 137.33		
  2.44   	-15.87   	  6.39   	   0.00		 91.66   	 239.06		
  1.83   	-17.40   	  6.39   	  -5.09		 92.61   	 279.75		
 -0.61   	-22.58   	  6.37   	   0.00		 93.73   	 259.41		
 -3.36   	-28.38   	  6.37   	   0.00		 94.77   	 198.37		
 -5.80   	-31.13   	  6.37   	  -5.09		 95.56   	  91.56		
 -7.02   	-30.82   	  6.35   	   0.00		 95.93   	 -30.52		
 -6.41   	-28.38   	  6.35   	   0.00		 95.81   	-142.42		
 -4.58   	-25.33   	  6.35   	   5.09		 95.24   	-244.15		
 -1.53   	-22.58   	  6.37   	   0.00		 94.26   	-325.53		
  1.53   	-21.36   	  6.37   	   0.00		 92.96   	-361.14		
  3.66   	-22.58   	  6.37   	   0.00		 91.52   	-350.97		
  4.27   	-26.55   	  6.37   	   5.09		 90.11   	-310.27		
  4.58   	-31.13   	  6.39   	   0.00		 88.87   	-259.41		
  4.88   	-32.35   	  6.39   	   5.09		 87.83   	-203.46		
  5.49   	-27.47   	  6.41   	   5.09		 87.02   	-147.51		
  6.10   	-17.40   	  6.43   	   0.00		 86.43   	 -91.56		
  5.49   	 -7.32   	  6.43   	   5.09		 86.06   	 -50.86		
  3.66   	 -2.75   	  6.45   	   5.09		 85.86   	 -45.78		
  1.53   	 -4.88   	  6.47   	   0.00		 85.68   	 -55.95		
  0.92   	-10.68   	  6.47   	   5.09		 85.45   	 -71.21		
  2.44   	-16.48   	  6.49   	   0.00		 85.17   	 -81.38		
  5.49   	-19.84   	  6.49   	   5.09		 84.84   	-101.73		
  9.46   	-21.06   	  6.51   	   0.00		 84.44   	-116.99		
 12.51   	-21.97   	  6.51   	   5.09		 83.97   	-122.07		
 14.34   	-21.97   	  6.53   	   0.00		 83.48   	-111.90		
 14.04   	-19.84   	  6.53   	   0.00		 83.03   	-111.90		
 12.21   	-16.17   	  6.53   	   0.00		 82.58   	-106.82		
 10.38   	-13.43   	  6.53   	   0.00		 82.16   	 -96.64		
  9.77   	-13.73   	  6.53   	   0.00		 81.77   	 -86.47		
 11.60   	-18.01   	  6.53   	   0.00		 81.42   	 -71.21		
 14.34   	-22.89   	  6.53   	  -5.09		 81.14   	 -55.95		
 16.17   	-24.72   	  6.51   	   0.00		 80.92   	 -45.78		
 15.56   	-22.58   	  6.51   	  -5.09		 80.73   	 -40.69		
 12.82   	-18.62   	  6.49   	   0.00		 80.57   	 -35.61		
 10.38   	-16.78   	  6.49   	  -5.09		 80.43   	 -50.86		
  9.46   	-18.92   	  6.47   	   0.00		 80.22   	 -71.21		
  9.46   	-22.89   	  6.47   	  -5.09		 79.94   	 -81.38		
  9.77   	-25.94   	  6.45   	   0.00		 79.61   	 -96.64		
  9.46   	-27.47   	  6.45   	  -5.09		 79.23   	-106.82		
  8.85   	-27.47   	  6.43   	   0.00		 78.80   	-111.90		
  8.24   	-27.16   	  6.43   	   0.00		 78.35   	-106.82		
  7.93   	-26.25   	  6.43   	  -5.09		 77.92   	-101.73		
  7.63   	-23.50   	  6.41   	   0.00		 77.52   	 -81.38		
  6.10   	-20.45   	  6.41   	   0.00		 77.19   	 -61.04		
  3.05   	-19.53   	  6.41   	   0.00		 76.95   	 -71.21		
  0.00   	-22.89   	  6.41   	  -5.09		 76.66   	 -81.38		
 -2.14   	-28.08   	  6.39   	   5.09		 76.34   	 -81.38		
 -3.05   	-31.43   	  6.41   	   0.00		 76.01   	 -91.56		
 -2.75   	-30.21   	  6.41   	   0.00		 75.65   	 -81.38		
 -2.75   	-26.55   	  6.41   	   0.00		 75.32   	 -86.47		
 -3.97   	-25.02   	  6.41   	   0.00		 74.97   	 -76.30		
 -5.49   	-28.99   	  6.41   	   5.09		 74.67   	 -66.12		
 -6.41   	-36.62   	  6.43   	   0.00		 74.40   	 -55.95		
 -5.19   	-42.11   	  6.43   	   5.09		 74.18   	 -50.86		
 -3.05   	-42.11   	  6.45   	   0.00		 73.98   	 -55.95		
 -1.53   	-39.06   	  6.45   	   0.00		 73.75   	 -55.95		
 -1.53   	-37.84   	  6.45   	   5.09		 73.53   	 -71.21		
 -3.66   	-40.89   	  6.47   	   0.00		 73.24   	 -76.30		
 -6.10   	-44.86   	  6.47   	   0.00		 72.94   	 -91.56		
 -7.02   	-44.25   	  6.47   	   0.00		 72.57   	 -91.56		
 -5.80   	-38.45   	  6.47   	   0.00		 72.21   	 -81.38		
 -3.36   	-33.87   	  6.47   	   0.00		 71.88   	 -81.38		
 -1.22   	-37.23   	  6.47   	   0.00		 71.56   	 -76.30		
 -0.61   	-48.52   	  6.47   	   0.00		 71.25   	 -61.04		
 -2.14   	-61.34   	  6.47   	  -5.09		 71.01   	 -55.95		
 -4.27   	-67.14   	  6.45   	   0.00		 70.78   	 -50.86		
 -6.41   	-62.87   	  6.45   	   0.00		 70.58   	 -55.95		
 -7.63   	-53.41   	  6.45   	   0.00		 70.36   	 -66.12		
 -8.24   	-46.69   	  6.45   	   0.00		 70.09   	 -71.21		
 -8.24   	-45.47   	  6.45   	  -5.09		 69.81   	 -71.21		
 -8.54   	-46.69   	  6.43   	   0.00		 69.52   	 -71.21		
 -8.54   	-45.47   	  6.43   	   0.00		 69.24   	 -61.04		
 -8.54   	-41.20   	  6.43   	  -5.09		 68.99   	 -55.95		
 -7.93   	-37.54   	  6.41   	   0.00		 68.77   	 -45.78		
 -7.02   	-39.67   	  6.41   	   0.00		 68.59   	 -25.43		
 -6.10   	-47.30   	  6.41   	   0.00		 68.48   	 -25.43		
 -5.19   	-56.76   	  6.41   	   0.00		 68.38   	 -15.26		
 -3.97   	-62.26   	  6.41   	   0.00		 68.32   	 -20.35		
 -3.36   	-62.87   	  6.41   	   0.00		 68.24   	 -20.35		
 -3.66   	-61.65   	  6.41   	   0.00		 68.16   	 -30.52		
 -5.80   	-61.65   	  6.41   	   0.00		 68.04   	 -30.52		
 -9.16   	-63.17   	  6.41   	   0.00		 67.91   	 -40.69		
-11.90   	-62.87   	  6.41   	   0.00		 67.75   	 -45.78		
-11.60   	-58.29   	  6.41   	   5.09		 67.57   	 -45.78		
 -8.85   	-49.44   	  6.43   	   0.00		 67.39   	 -50.86		
 -4.88   	-40.28   	  6.43   	   0.00		 67.18   	 -55.95		
 -2.14   	-35.40   	  6.43   	   0.00		 66.96   	 -55.95		
 -2.44   	-37.84   	  6.43   	   0.00		 66.73   	 -45.78		
 -5.49   	-47.00   	  6.43   	   5.09		 66.55   	 -45.78		
 -9.16   	-57.68   	  6.45   	   0.00		 66.37   	 -50.86		
-11.29   	-63.78   	  6.45   	   0.00		 66.16   	 -45.78		
-10.68   	-60.42   	  6.45   	   5.09		 65.98   	 -45.78		
 -8.24   	-49.13   	  6.47   	   0.00		 65.80   	 -40.69		
 -5.80   	-36.62   	  6.47   	   5.09		 65.64   	 -50.86		
 -4.88   	-31.13   	  6.49   	   0.00		 65.43   	 -50.86		
 -5.49   	-36.62   	  6.49   	   0.00		 65.23   	 -55.95		
 -6.71   	-49.44   	  6.49   	   5.09		 65.00   	 -55.95		
 -8.24   	-60.42   	  6.51   	   0.00		 64.78   	 -61.04		
 -9.16   	-64.70   	  6.51   	   0.00		 64.54   	 -61.04		
 -9.16   	-63.48   	  6.51   	   5.09		 64.29   	 -55.95		
 -8.54   	-60.12   	  6.53   	   0.00		 64.07   	 -61.04		
 -6.71   	-57.07   	  6.53   	   0.00		 63.82   	 -50.86		
 -4.58   	-53.41   	  6.53   	   0.00		 63.62   	 -40.69		
 -3.05   	-49.13   	  6.53   	   0.00		 63.46   	 -40.69		
 -3.66   	-46.69   	  6.53   	   0.00		 63.30   	 -35.61		
 -5.49   	-48.83   	  6.53   	   0.00		 63.15   	 -35.61		
 -7.63   	-54.02   	  6.53   	   0.00		 63.01   	 -35.61		
 -8.54   	-56.46   	  6.53   	   0.00		 62.87   	 -35.61		
 -7.93   	-50.35   	  6.53   	   0.00		 62.73   	 -40.69		
 -7.32   	-39.06   	  6.53   	  -5.09		 62.56   	 -45.78		
 -7.63   	-32.04   	  6.51   	   0.00		 62.38   	 -45.78		
 -8.85   	-37.54   	  6.51   	  -5.09		 62.20   	 -50.86		
-10.38   	-54.63   	  6.49   	   0.00		 61.99   	 -45.78		
-10.07   	-71.41   	  6.49   	  -5.09		 61.81   	 -50.86		
 -7.02   	-75.68   	  6.47   	   0.00		 61.61   	 -45.78		
 -2.75   	-64.70   	  6.47   	  -5.09		 61.42   	 -35.61		
  0.61   	-47.00   	  6.45   	   0.00		 61.28   	 -30.52		
  1.83   	-35.71   	  6.45   	   0.00		 61.16   	 -30.52		
  0.92   	-36.62   	  6.45   	  -5.09		 61.04   	 -30.52		
 -1.53   	-45.78   	  6.43   	   0.00		 60.92   	 -25.43		
 -3.66   	-52.19   	  6.43   	  -5.09		 60.81   	 -30.52		
 -5.80   	-50.05   	  6.41   	   0.00		 60.69   	 -30.52		
 -6.71   	-41.50   	  6.41   	   0.00		 60.57   	 -40.69		
 -7.02   	-34.79   	  6.41   	   0.00		 60.41   	 -35.61		
 -6.10   	-35.10   	  6.41   	  -5.09		 60.26   	 -40.69		
 -5.49   	-42.42   	  6.39   	   0.00		 60.10   	 -45.78		
 -6.41   	-51.57   	  6.39   	   0.00		 59.92   	 -45.78		
 -9.46   	-58.29   	  6.39   	   0.00		 59.74   	 -35.61		
-13.12   	-58.90   	  6.39   	   0.00		 59.59   	 -30.52		
-15.87   	-52.49   	  6.39   	   0.00		 59.47   	 -25.43		
-15.87   	-38.15   	  6.39   	   0.00		 59.37   	 -25.43		
-14.04   	-21.97   	  6.39   	   0.00		 59.27   	 -25.43		
-11.60   	-11.60   	  6.39   	   0.00		 59.17   	 -20.35		
 -9.16   	-14.65   	  6.39   	   0.00		 59.08   	 -15.26		
 -7.32   	-29.91   	  6.39   	   5.09		 59.02   	 -20.35		
 -5.49   	-47.00   	  6.41   	   0.00		 58.94   	 -25.43		
 -3.97   	-52.49   	  6.41   	   0.00		 58.84   	 -25.43		
 -4.58   	-41.81   	  6.41   	   0.00		 58.74   	 -35.61		
 -7.32   	-24.11   	  6.41   	   0.00		 58.60   	 -40.69		
-11.29   	-15.56   	  6.41   	   0.00		 58.43   	 -45.78		
-13.73   	-26.86   	  6.41   	   5.09		 58.25   	 -45.78		
-12.51   	-54.32   	  6.43   	   0.00		 58.07   	 -40.69		
 -7.93   	-78.43   	  6.43   	   0.00		 57.90   	 -35.61		
 -3.36   	-79.65   	  6.43   	   0.00		 57.76   	 -30.52		
 -1.83   	-52.80   	  6.43   	   5.09		 57.64   	 -15.26		
 -4.58   	-14.34   	  6.45   	   0.00		 57.58   	  -5.09		
 -8.24   	  9.77   	  6.45   	   0.00		 57.56   	 -10.17		
 -9.77   	  2.75   	  6.45   	   0.00		 57.52   	 -10.17		
 -7.63   	-29.60   	  6.45   	   0.00		 57.48   	 -10.17		
 -3.97   	-64.39   	  6.45   	   0.00		 57.44   	 -35.61		
 -2.44   	-78.74   	  6.45   	   0.00		 57.29   	 -66.12		
 -4.27   	-65.31   	  6.45   	   5.09		 57.03   	 -86.47		
 -7.63   	-34.79   	  6.47   	  -5.09		 56.68   	 -71.21		
 -9.46   	 -7.32   	  6.45   	   0.00		 56.40   	 -66.12		
 -7.63   	  2.14   	  6.45   	   0.00		 56.13   	 -50.86		
 -3.97   	 -6.71   	  6.45   	   0.00		 55.93   	 -45.78		
 -0.92   	-24.72   	  6.45   	   0.00		 55.75   	 -50.86		
 -0.92   	-39.98   	  6.45   	   0.00		 55.54   	 -35.61		
 -3.36   	-47.91   	  6.45   	   0.00		 55.40   	 -10.17		
 -5.80   	-50.35   	  6.45   	  -5.09		 55.36   	  15.26		
 -6.41   	-50.66   	  6.43   	   0.00		 55.42   	  40.69		
 -4.88   	-48.83   	  6.43   	   0.00		 55.58   	  45.78		
 -3.05   	-42.11   	  6.43   	  -5.09		 55.77   	  50.86		
 -1.53   	-30.82   	  6.41   	   0.00		 55.97   	  40.69		
 -1.53   	-21.36   	  6.41   	   0.00		 56.13   	  35.61		
 -2.14   	-21.67   	  6.41   	   0.00		 56.28   	  25.43		
 -2.44   	-33.26   	  6.41   	   0.00		 56.38   	   5.09		
 -3.05   	-49.44   	  6.41   	   0.00		 56.40   	 -25.43		
 -3.97   	-61.34   	  6.41   	   5.09		 56.30   	 -55.95		
 -5.19   	-65.00   	  6.43   	   0.00		 56.07   	 -76.30		
 -7.02   	-61.65   	  6.43   	   5.09		 55.77   	-111.90		
 -8.54   	-54.93   	  6.45   	   5.09		 55.32   	-162.77		
 -9.46   	-46.39   	  6.47   	   0.00		 54.67   	-167.85		
 -9.16   	-36.62   	  6.47   	   5.09		 54.00   	-137.33		
 -8.24   	-26.55   	  6.49   	   5.09		 53.45   	-167.85		
 -6.71   	-19.53   	  6.51   	   0.00		 52.78   	-198.37		
 -5.80   	-16.78   	  6.51   	   5.09		 51.98   	 -35.61		
 -5.49   	-18.01   	  6.53   	   5.09		 51.84   	 193.29		
 -6.10   	-21.36   	  6.55   	   0.00		 52.61   	 254.32		
 -6.41   	-24.41   	  6.55   	   0.00		 53.63   	 127.16		
 -5.80   	-25.94   	  6.55   	   0.00		 54.14   	  30.52		
 -4.58   	-26.55   	  6.55   	   0.00		 54.26   	  40.69		
 -3.36   	-26.25   	  6.55   	   0.00		 54.43   	  91.56		
 -2.44   	-25.33   	  6.55   	  -5.09		 54.79   	 188.20		
 -1.83   	-24.11   	  6.53   	  -5.09		 55.54   	 289.93		
 -1.53   	-23.19   	  6.51   	  -5.09		 56.70   	 223.80		
 -1.83   	-22.58   	  6.49   	  -5.09		 57.60   	 -25.43		
 -2.44   	-22.28   	  6.47   	  -5.09		 57.50   	-330.62		
 -3.36   	-21.36   	  6.45   	  -5.09		 56.17   	-518.82		
 -4.27   	-19.84   	  6.43   	 -10.17		 54.10   	-503.56		
 -5.19   	-17.40   	  6.39   	  -5.09		 52.09   	-330.62		
 -5.19   	-14.65   	  6.37   	  -5.09		 50.76   	 -91.56		
 -5.19   	-12.82   	  6.35   	  -5.09		 50.40(D)	 167.85		
 -5.49   	-12.21   	  6.33   	  -5.09		 51.07   	 417.09		
 -5.80   	-12.51   	  6.31   	  -5.09		 52.74   	 579.86		
 -6.71   	-14.34   	  6.29   	   0.00		 55.06   	 620.55		
 -7.32   	-17.09   	  6.29   	   0.00		 57.54   	 523.90		
 -7.93   	-20.14   	  6.29   	  -5.09		 59.63   	 325.53		
 -8.24   	-22.89   	  6.27   	   5.09		 60.94   	  66.12		
 -8.24   	-24.72   	  6.29   	   0.00		 61.20   	-167.85		
 -8.24   	-25.33   	  6.29   	   0.00		 60.53   	-289.93		
 -7.93   	-25.94   	  6.29   	   5.09		 59.37   	-274.67		
 -7.93   	-27.47   	  6.31   	   5.09		 58.27   	-203.46		
 -8.24   	-30.52   	  6.33   	   5.09		 57.46   	-142.42		
 -8.24   	-32.65   	  6.35   	   5.09		 56.89   	 -96.64		
 -7.63   	-31.74   	  6.37   	   5.09		 56.50   	 -30.52		
 -6.41   	-26.25   	  6.39   	   5.09		 56.38   	  25.43		
 -4.58   	-18.31   	  6.41   	   5.09		 56.48   	  40.69		
 -3.97   	-11.60   	  6.43   	  10.17		 56.64   	  40.69		
 -3.97   	-10.07   	  6.47   	   0.00		 56.81   	  40.69		
 -4.58   	-14.04   	  6.47   	   5.09		 56.97   	  66.12		
 -5.19   	-19.84   	  6.49   	   5.09		 57.23   	 106.82		
 -4.88   	-22.89   	  6.51   	   5.09		 57.66   	 147.51		
 -4.58   	-20.14   	  6.53   	   5.09		 58.25   	 137.33		
 -4.58   	-12.51   	  6.55   	   0.00		 58.80   	 106.82		
 -5.80   	 -3.97   	  6.55   	   0.00		 59.23   	  45.78		
 -7.32   	  1.22   	  6.55   	   5.09		 59.41   	 -30.52		
 -9.46   	 -0.61   	  6.57   	   0.00		 59.29   	 -81.38		
-11.60   	 -8.54   	  6.57   	   0.00		 58.96   	-122.07		
-13.12   	-19.23   	  6.57   	  -5.09		 58.47   	-122.07		
-14.04   	-28.08   	  6.55   	   0.00		 57.99   	-101.73		
-13.43   	-32.35   	  6.55   	   0.00		 57.58   	 -61.04		
-11.90   	-30.82   	  6.55   	   0.00		 57.33   	  -5.09		
-10.38   	-25.33   	  6.55   	   0.00		 57.31   	  40.69		
-10.07   	-17.70   	  6.55   	   0.00		 57.48   	  45.78		
-10.68   	 -9.16   	  6.55   	  -5.09		 57.66   	  30.52		
-11.90   	 -1.53   	  6.53   	   0.00		 57.78   	   5.09		
-12.21   	  3.66   	  6.53   	   0.00		 57.80   	 -10.17		
-10.99   	  5.19   	  6.53   	  -5.09		 57.76   	 -20.35		
 -9.16   	  2.44   	  6.51   	   0.00		 57.68   	 -10.17		
 -7.32   	 -3.66   	  6.51   	  -5.09		 57.64   	  10.17		
 -5.80   	 -9.16   	  6.49   	   0.00		 57.68   	  20.35		
 -5.49   	-11.90   	  6.49   	   0.00		 57.76   	  30.52		
 -6.10   	-11.60   	  6.49   	  -5.09		 57.88   	  25.43		
 -7.02   	-10.07   	  6.47   	   0.00		 57.99   	   5.09		
 -7.02   	 -9.46   	  6.47   	  -5.09		 58.01   	 -30.52		
 -6.10   	-10.68   	  6.45   	   0.00		 57.88   	 -61.04		
 -4.58   	-11.29   	  6.45   	   0.00		 57.64   	 -91.56		
 -3.05   	 -9.77   	  6.45   	   0.00		 57.27   	-101.73		
 -2.44   	 -7.63   	  6.45   	   0.00		 56.87   	 -76.30		
 -2.44   	 -7.93   	  6.45   	   0.00		 56.56   	 -45.78		
 -2.44   	-11.90   	  6.45   	   0.00		 56.38   	 -10.17		
 -1.83   	-16.48   	  6.45   	   0.00		 56.34   	  30.52		
 -0.92   	-16.17   	  6.45   	   0.00		 56.46   	  55.95		
 -0.31   	 -8.24   	  6.45   	   0.00		 56.68   	  71.21		
  0.31   	  4.58   	  6.45   	   0.00		 56.97   	  81.38		
  0.31   	 15.87   	  6.45   	   0.00		 57.29   	  61.04		
  0.61   	 19.84   	  6.45   	   0.00		 57.54   	  40.69		
  1.22   	 16.78   	  6.45   	   5.09		 57.70   	  25.43		
  1.83   	  9.46   	  6.47   	   0.00		 57.80   	  -5.09		
  2.75   	  3.05   	  6.47   	   0.00		 57.78   	 -35.61		
  3.66   	  0.00   	  6.47   	   0.00		 57.64   	 -50.86		
  4.58   	 -0.61   	  6.47   	   0.00		 57.44   	 -66.12		
  5.49   	 -2.44   	  6.47   	   0.00		 57.17   	 -81.38		
  5.80   	 -7.02   	  6.47   	   0.00		 56.85   	 -86.47		
  4.88   	-12.51   	  6.47   	  -5.09		 56.50   	 -71.21		
  2.44   	-13.43   	  6.45   	   0.00		 56.22   	 -45.78		
 -0.31   	 -7.63   	  6.45   	   0.00		 56.03   	 -10.17		
 -2.44   	  2.44   	  6.45   	   0.00		 55.99   	  20.35		
 -3.05   	  9.16   	  6.45   	   0.00		 56.07   	  55.95		
 -2.14   	  7.32   	  6.45   	   0.00		 56.30   	  76.30		
 -1.22   	 -1.22   	  6.45   	   0.00		 56.60   	  86.47		
 -0.61   	 -8.85   	  6.45   	   0.00		 56.95   	  71.21		
 -0.61   	 -9.77   	  6.45   	   0.00		 57.23   	  50.86		
 -1.53   	 -3.36   	  6.45   	  -5.09		 57.44   	   5.09		
 -2.75   	  3.66   	  6.43   	   0.00		 57.46   	 -30.52		
 -4.88   	  5.80   	  6.43   	   0.00		 57.33   	 -61.04		
 -7.63   	  1.83   	  6.43   	   0.00		 57.09   	 -81.38		
 -9.16   	 -2.44   	  6.43   	  -5.09		 56.76   	 -81.38		
 -7.93   	  4.58   	  6.41   	   0.00		 56.44   	 -71.21		
 -3.36   	 34.48   	  6.41   	   0.00		 56.15   	 -50.86		
  2.75   	 98.27   	  6.41   	  -5.09		 55.95   	 -20.35		
  6.10   	205.38   	  6.39   	   0.00		 55.87   	  10.17		
  4.27   	364.99   	  6.39   	   0.00		 55.91   	  30.52		
  2.14   	578.92   	  6.39   	  -5.09		 56.03   	  50.86		
  8.24   	828.55   	  6.37   	   0.00		 56.24   	  55.95		
 28.08   	1063.84   	  6.37   	  -5.09		 56.46   	  50.86		
 57.68   	1217.04   	  6.35   	   0.00		 56.66   	  45.78		
 81.79   	1234.13(R)	  6.35   	   0.00		 56.85   	  25.43		
 83.31   	1113.89   	  6.35   	  -5.09		 56.95   	   5.09		
 54.32   	909.12   	  6.33   	   0.00		 56.97   	  -5.09		
  3.66   	696.11   	  6.33   	   0.00		 56.95   	 -25.43		
-50.96   	527.34   	  6.33   	  -5.09		 56.85   	 -30.52		
-94.60   	409.85   	  6.31   	   0.00		 56.72   	 -35.61		
-120.24   	325.32   	  6.31   	   0.00		 56.58   	 -40.69		
-127.56   	252.38   	  6.31   	  -5.09		 56.42   	 -30.52		
-119.02   	182.50   	  6.29   	   0.00		 56.30   	 -25.43		
-97.96   	115.66   	  6.29   	   0.00		 56.20   	 -15.26		
-68.05   	 52.19   	  6.29   	   5.09		 56.13   	  -5.09		
-37.54   	 -6.10   	  6.31   	   0.00		 56.11   	  10.17		
-15.26   	-52.19   	  6.31   	   0.00		 56.15   	  35.61		
 -4.88   	-76.29   	  6.31   	   0.00		 56.30   	  45.78		
 -3.97   	-77.51   	  6.31   	   0.00		 56.48   	  45.78		
 -6.10   	-66.22   	  6.31   	   5.09		 56.66   	  55.95		
 -7.02   	-55.54   	  6.33   	   5.09		 56.89   	  50.86		
 -5.19   	-51.27   	  6.35   	   0.00		 57.09   	  45.78		
 -3.05   	-51.88   	  6.35   	   5.09		 57.27   	  35.61		
 -1.22   	-53.71   	  6.37   	   5.09		 57.42   	  50.86		
 -0.92   	-57.07   	  6.39   	   5.09		 57.62   	  91.56		
 -0.61   	-63.17   	  6.41   	   5.09		 57.99   	 172.94		
 -0.92   	-70.80   	  6.43   	   5.09		 58.68   	 310.27		
 -1.22   	-75.38   	  6.45   	   5.09		 59.92   	 488.30		
 -1.53   	-73.55   	  6.47   	   5.09		 61.87   	 701.93		
 -1.53   	-68.36   	  6.49   	   5.09		 64.68   	 956.25		
 -1.22   	-66.22   	  6.51   	   5.09		 68.50   	1190.23		
 -0.31   	-69.89   	  6.53   	   5.09		 73.27   	1327.56		
  0.61   	-75.38   	  6.55   	   5.09		 78.58   	1393.69		
  1.53   	-75.38   	  6.57   	   5.09		 84.15   	1408.95		
  2.44   	-65.92   	  6.59   	   0.00		 89.79   	1266.53		
  3.66   	-51.27   	  6.59   	   5.09		 94.85   	 915.56		
  5.19   	-39.37   	  6.61   	   0.00		 98.51   	 584.94		
  6.41   	-37.84   	  6.61   	   5.09		100.85   	 330.62		
  7.32   	-47.61   	  6.63   	   0.00		102.18   	  40.69		
  7.93   	-64.70   	  6.63   	   0.00		102.34   	-162.77		
  9.46   	-82.70   	  6.63   	   0.00		101.69   	-198.37		
 11.60   	-95.83   	  6.63   	   0.00		100.89   	 -91.56		
 13.73   	-99.49   	  6.63   	   0.00		100.53   	 106.82		
 14.65   	-92.47   	  6.63   	  -5.09		100.96   	 335.71		
 13.73   	-78.43   	  6.61   	   0.00		102.30   	 610.37		
 11.90   	-65.61   	  6.61   	  -5.09		104.74   	 844.35		
 10.99   	-60.12   	  6.59   	  -5.09		108.12   	 920.65		
 11.90   	-61.95   	  6.57   	  -5.09		111.80   	 859.61		
 14.34   	-65.31   	  6.55   	   0.00		115.24   	 676.50		
 16.78   	-63.17   	  6.55   	  -5.09		117.94   	 447.61		
 18.92   	-55.85   	  6.53   	  -5.09		119.74   	 213.63		
 20.14   	-48.83   	  6.51   	  -5.09		120.59   	   0.00		
 20.45   	-47.61   	  6.49   	  -5.09		120.59   	-193.29		
 21.36   	-49.44   	  6.47   	  -5.09		119.82   	-284.84		
 22.58   	-49.13   	  6.45   	  -5.09		118.68   	-264.50		
 24.72   	-41.20   	  6.43   	  -5.09		117.62   	-178.03		
 27.47   	-26.86   	  6.41   	   0.00		116.91   	 -20.35		
 30.52   	-11.60   	  6.41   	  -5.09		116.83   	 167.85		
 33.57   	  0.61   	  6.39   	   0.00		117.50   	 325.53		
 36.62   	 10.38   	  6.39   	   0.00		118.80   	 417.09		
 39.67   	 20.45   	  6.39   	  -5.09		120.47   	 437.43		
 42.42   	 32.65   	  6.37   	   0.00		122.22   	 391.66		
 45.47   	 44.86   	  6.37   	   0.00		123.78   	 284.84		
 48.83   	 52.49   	  6.37   	   0.00		124.92   	 147.51		
 51.57   	 54.02   	  6.37   	   0.00		125.51(S)	  -5.09		
 54.63   	 52.80   	  6.37   	   0.00		125.49   	-132.25		
 57.07   	 55.54   	  6.37   	   5.09		124.96   	-198.37		
 60.12   	 66.83   	  6.39   	   0.00		124.17   	-223.80		
 63.17   	 85.45   	  6.39   	   0.00		123.28   	-213.63		
 65.92   	105.90   	  6.39   	   0.00		122.42   	-183.11		
 68.05   	122.38   	  6.39   	   5.09		121.69   	-157.68		
 69.58   	133.36   	  6.41   	   0.00		121.06   	-116.99		
 70.50   	142.21   	  6.41   	   0.00		120.59   	 -61.04		
 71.72   	150.45   	  6.41   	   5.09		120.35   	 -15.26		
 72.94   	157.17   	  6.43   	   0.00		120.28   	   5.09		
 73.55   	160.22   	  6.43   	   0.00		120.30   	   0.00		
 72.63   	161.13   	  6.43   	   0.00		120.30   	 -15.26		
 69.89   	164.18   	  6.43   	   5.09		120.24   	 -50.86		
 65.31   	171.81   	  6.45   	   0.00		120.04   	 -96.64		
 60.42   	180.66   	  6.45   	   0.00		119.65   	-152.59		
 55.85   	180.97   	  6.45   	   0.00		119.04   	-208.54		
 51.88   	166.32   	  6.45   	   0.00		118.21   	-254.32		
 47.61   	138.85   	  6.45   	   0.00		117.19   	-284.84		
 42.42   	109.25   	  6.45   	   0.00		116.05   	-300.10		
