  I     	  II     	  LV     	  LV'		  PA     	  PA'		
-68.05   	-129.09   	 17.62   	  10.17		 17.40   	-106.82		
-63.48   	-108.95   	 17.66   	  10.17		 16.97   	-106.82		
-31.43   	-20.45   	 17.70   	  20.35		 16.54   	 -96.64		
 37.84   	179.14   	 17.78   	  15.26		 16.15   	 -86.47		
145.26   	498.66   	 17.84   	  15.26		 15.81   	 -76.30		
277.71   	888.98   	 17.90   	  20.35		 15.50   	 -55.95		
410.46   	1243.59   	 17.99   	  61.04		 15.28   	 -71.21		
551.15   	1466.98(R)	 18.23   	  40.69		 14.99   	 -15.26		
511.78   	1319.27   	 18.39   	  55.95		 14.93   	 -10.17		
399.48   	1085.82   	 18.62   	  66.12		 14.89   	 -10.17		
243.53   	839.84   	 18.88   	  91.56		 14.85   	 -10.17		
 86.98   	607.91   	 19.25   	 116.99		 14.81   	 -10.17		
-32.04   	384.83   	 19.72   	 152.59		 14.77   	 -10.17		
-96.74   	177.00   	 20.33   	 193.29		 14.73   	 -10.17		
-113.83   	 13.12   	 21.10   	 249.24		 14.69   	 -15.26		
-104.98   	-85.75   	 22.10   	 315.36		 14.63   	  -5.09		
-89.42   	-124.82   	 23.36   	 391.66		 14.61   	  -5.09		
-76.29   	-132.14   	 24.92   	 467.95		 14.59(D)	   0.00		
-65.61   	-135.50   	 26.80   	 559.51		 14.59   	   0.00		
-55.54   	-144.35   	 29.03   	 651.07		 14.59   	   5.09		
-47.91   	-152.59   	 31.64   	 747.71		 14.61   	   0.00		
-44.86   	-153.20   	 34.63   	 829.09		 14.61   	   0.00		
-45.17   	-147.40   	 37.94   	 910.47		 14.61   	   0.00		
-44.86   	-141.60   	 41.59   	 976.60		 14.61   	  -5.09		
-41.20   	-138.55   	 45.49   	1027.46		 14.59   	   0.00		
-34.79   	-137.33   	 49.60   	1057.98		 14.59   	   5.09		
-29.30   	-137.02   	 53.83   	1083.41		 14.61   	  10.17		
-27.47   	-137.63   	 58.17   	1098.67		 14.65   	  20.35		
-30.21   	-138.55   	 62.56   	1113.93		 14.73   	  30.52		
-34.79   	-138.24   	 67.02   	1129.19		 14.85   	  40.69		
-38.15   	-136.41   	 71.54   	1159.71		 15.02   	  50.86		
-39.37   	-133.67   	 76.17   	1180.06		 15.22   	  61.04		
-37.84   	-130.62   	 80.89   	1190.23		 15.46   	  66.12		
-35.10   	-127.56   	 85.66   	1200.40		 15.73   	  66.12		
-32.65   	-124.21   	 90.46   	1205.49		 15.99   	  76.30		
-31.13   	-120.54   	 95.28   	1210.58		 16.30   	  86.47		
-30.21   	-117.49   	100.12   	1210.58		 16.64   	  86.47		
-29.91   	-115.05   	104.96   	1200.40		 16.99   	 101.73		
-29.60   	-113.83   	109.77   	1180.06		 17.40   	 106.82		
-30.21   	-113.53   	114.49   	1144.45		 17.82   	 127.16		
-31.13   	-112.00   	119.06   	1098.67		 18.33   	 132.25		
-32.04   	-107.73   	123.46   	1057.98		 18.86   	 152.59		
-31.74   	-101.93   	127.69   	1012.20		 19.47   	 157.68		
-30.52   	-98.27   	131.74   	 971.51		 20.10   	 167.85		
-28.08   	-97.35   	135.63   	 925.73		 20.77   	 172.94		
-25.33   	-97.05   	139.33   	 869.78		 21.46   	 172.94		
-22.89   	-92.77   	142.81   	 818.92		 22.16   	 172.94		
-20.14   	-82.40   	146.08   	 762.97		 22.85   	 167.85		
-18.01   	-69.27   	149.13   	 722.28		 23.52   	 157.68		
-17.09   	-58.90   	152.02   	 681.58		 24.15   	 137.33		
-17.40   	-53.10   	154.75   	 645.98		 24.70   	 116.99		
-18.31   	-49.13   	157.33   	 600.20		 25.17   	  96.64		
-18.62   	-43.03   	159.73   	 564.60		 25.55   	  81.38		
-16.48   	-35.10   	161.99   	 534.08		 25.88   	  66.12		
-12.21   	-27.16   	164.13   	 508.65		 26.14   	  55.95		
 -7.02   	-21.67   	166.16   	 483.21		 26.37   	  50.86		
 -2.44   	-17.09   	168.10   	 462.87		 26.57   	  55.95		
  0.61   	 -9.77   	169.95   	 442.52		 26.80   	  55.95		
  2.14   	  2.14   	171.72   	 432.35		 27.02   	  66.12		
  4.27   	 17.70   	173.45   	 422.18		 27.28   	  66.12		
  7.93   	 33.87   	175.14   	 417.09		 27.55   	  76.30		
 12.51   	 48.83   	176.81   	 406.92		 27.85   	  76.30		
 17.09   	 63.48   	178.43   	 391.66		 28.16   	  81.38		
 20.75   	 79.04   	180.00   	 376.40		 28.48   	  81.38		
 24.41   	 95.52   	181.50   	 361.14		 28.81   	  76.30		
 28.69   	110.47   	182.95   	 340.79		 29.11   	  71.21		
 34.79   	120.85   	184.31   	 335.71		 29.40   	  66.12		
 42.11   	126.04   	185.66   	 325.53		 29.66   	  55.95		
 50.05   	128.48   	186.96   	 325.53		 29.89   	  40.69		
 56.76   	132.14   	188.26   	 310.27		 30.05   	  35.61		
 61.65   	138.24   	189.50   	 295.01		 30.19   	  25.43		
 63.48   	144.35   	190.68   	 274.67		 30.29   	  15.26		
 62.26   	146.79   	191.78   	 254.32		 30.36   	  10.17		
 59.81   	144.04   	192.80   	 239.06		 30.40(S)	   0.00		
 58.90   	138.24   	193.75   	 223.80		 30.40   	 -10.17		
 59.51   	132.14   	194.65   	 203.46		 30.36   	 -15.26		
 60.73   	126.65   	195.46   	 188.20		 30.29   	 -25.43		
 59.81   	119.93   	196.21   	 167.85		 30.19   	 -30.52		
 55.54   	110.17   	196.89   	 142.42		 30.07   	 -30.52		
 48.52   	 97.05   	197.46   	 122.07		 29.95   	 -35.61		
 40.28   	 82.40   	197.94   	  96.64		 29.81   	 -25.43		
 31.74   	 66.53   	198.33   	  76.30		 29.70   	 -20.35		
 23.50   	 49.74   	198.64   	  61.04		 29.62   	  -5.09		
 15.26   	 33.26   	198.88   	  40.69		 29.60   	   0.00		
  8.85   	 18.01   	199.04   	  10.17		 29.60   	  10.17		
  4.58   	  5.49   	199.08(S)	 -15.26		 29.64   	  10.17		
  1.53   	 -5.80   	199.02   	 -45.78		 29.68   	  15.26		
 -3.05   	-18.31   	198.84   	 -76.30		 29.75   	   5.09		
-10.68   	-33.87   	198.53   	-106.82		 29.77   	   5.09		
-19.84   	-50.35   	198.11   	-137.33		 29.79   	  -5.09		
-26.25   	-63.17   	197.56   	-172.94		 29.77   	 -10.17		
-27.47   	-69.58   	196.87   	-218.72		 29.73   	  -5.09		
-23.80   	-71.11   	195.99   	-259.41		 29.70   	  -5.09		
-20.14   	-71.72   	194.95   	-305.19		 29.68   	 -10.17		
-20.14   	-75.07   	193.73   	-361.14		 29.64   	 -10.17		
-24.41   	-82.09   	192.29   	-412.00		 29.60   	 -15.26		
-30.21   	-90.33   	190.64   	-473.04		 29.54   	 -30.52		
-35.10   	-96.74   	188.75   	-528.99		 29.42   	 -50.86		
-37.84   	-99.79   	186.63   	-600.20		 29.22   	 -66.12		
-39.06   	-98.88   	184.23   	-666.32		 28.95   	 -91.56		
-39.37   	-94.60   	181.57   	-742.62		 28.59   	-111.90		
-39.37   	-89.42   	178.60   	-824.00		 28.14   	-127.16		
-38.15   	-85.75   	175.30   	-910.47		 27.63   	-137.33		
-36.01   	-85.75   	171.66   	-1007.12		 27.08   	-142.42		
-34.18   	-89.42   	167.63   	-1093.59		 26.51   	-147.51		
-33.26   	-93.69   	163.25   	-1195.32		 25.92   	-142.42		
-33.87   	-95.52   	158.47   	-1281.79		 25.35   	-132.25		
-35.10   	-93.08   	153.35   	-1368.26		 24.82   	-122.07		
-37.23   	-88.50   	147.87   	-1434.38		 24.33   	-111.90		
-38.76   	-85.45   	142.14   	-1495.42		 23.89   	 -96.64		
-39.98   	-85.75   	136.15   	-1531.02		 23.50   	 -76.30		
-41.20   	-88.50   	130.03   	-1566.63		 23.19   	 -66.12		
-41.81   	-90.64   	123.76   	-1581.89		 22.93   	 -55.95		
-41.50   	-89.42   	117.44   	-1592.06		 22.71   	 -40.69		
-40.28   	-84.53   	111.07   	-1592.06		 22.54   	 -40.69		
-38.45   	-78.43   	104.70   	-1576.80		 22.38   	 -35.61		
-36.93   	-74.46   	 98.39   	-1561.54		 22.24   	 -35.61		
-37.84   	-75.07   	 92.15   	-1531.02		 22.10   	 -35.61		
-41.20   	-79.65   	 86.02   	-1495.42		 21.95   	 -40.69		
-43.95   	-84.84   	 80.04   	-1439.47		 21.79   	 -35.61		
-44.56   	-87.59   	 74.28   	-1383.51		 21.65   	 -40.69		
-42.72   	-87.28   	 68.75   	-1317.39		 21.49   	 -40.69		
-40.28   	-85.14   	 63.48   	-1246.18		 21.32   	 -40.69		
-39.06   	-83.01   	 58.49   	-1169.88		 21.16   	 -35.61		
-39.67   	-82.09   	 53.81   	-1093.59		 21.02   	 -40.69		
-40.89   	-82.09   	 49.44   	-1022.38		 20.85   	 -35.61		
-41.50   	-82.40   	 45.35   	-940.99		 20.71   	 -30.52		
-41.20   	-83.92   	 41.59   	-869.78		 20.59   	 -35.61		
-39.37   	-85.75   	 38.11   	-783.31		 20.45   	 -25.43		
-36.93   	-86.67   	 34.97   	-717.19		 20.35   	 -30.52		
-33.87   	-85.45   	 32.11   	-645.98		 20.22   	 -25.43		
-31.74   	-81.18   	 29.52   	-579.86		 20.12   	 -30.52		
-31.43   	-74.16   	 27.20   	-518.82		 20.00   	 -25.43		
-32.35   	-65.00   	 25.13   	-467.95		 19.90   	 -20.35		
-32.65   	-53.10   	 23.26   	-412.00		 19.82   	 -20.35		
-30.82   	-36.93   	 21.61   	-371.31		 19.74   	 -20.35		
-27.47   	-17.70   	 20.12   	-325.53		 19.65   	 -15.26		
-23.80   	  2.44   	 18.82   	-289.93		 19.59   	 -20.35		
-22.28   	 18.92   	 17.66   	-254.32		 19.51   	 -15.26		
-22.58   	 29.30   	 16.64   	-223.80		 19.45   	 -15.26		
-23.50   	 33.57   	 15.75   	-198.37		 19.39   	 -25.43		
-23.50   	 34.48   	 14.95   	-167.85		 19.29   	 -25.43		
-21.97   	 35.71   	 14.28   	-142.42		 19.19   	 -25.43		
-19.84   	 39.37   	 13.71   	-127.16		 19.08   	 -35.61		
-18.31   	 44.25   	 13.20   	-116.99		 18.94   	 -40.69		
-17.09   	 48.22   	 12.74   	 -96.64		 18.78   	 -40.69		
-15.26   	 48.22   	 12.35   	 -91.56		 18.62   	 -45.78		
-10.99   	 43.95   	 11.98   	 -81.38		 18.43   	 -45.78		
 -4.27   	 39.67   	 11.66   	 -76.30		 18.25   	 -45.78		
  3.36   	 40.89   	 11.35   	 -66.12		 18.07   	 -40.69		
 10.38   	 50.35   	 11.09   	 -66.12		 17.90   	 -40.69		
 15.87   	 63.78   	 10.82   	 -55.95		 17.74   	 -35.61		
 18.31   	 73.85   	 10.60   	 -50.86		 17.60   	 -30.52		
 17.09   	 72.94   	 10.40   	 -50.86		 17.48   	 -25.43		
 11.90   	 57.37   	 10.19   	 -40.69		 17.38   	 -10.17		
  2.75   	 30.21   	 10.03   	 -35.61		 17.33   	   5.09		
 -7.63   	 -3.05   	  9.89   	 -25.43		 17.35   	  25.43		
-17.70   	-38.15   	  9.79   	 -25.43		 17.46   	  55.95		
-25.02   	-71.72   	  9.68   	 -20.35		 17.68   	  76.30		
-29.60   	-101.62   	  9.60   	 -10.17		 17.99   	  91.56		
-32.04   	-126.04   	  9.56   	  -5.09		 18.35   	  81.38		
-32.35   	-142.82   	  9.54(D)	   5.09		 18.68   	  55.95		
-32.04   	-151.06   	  9.56   	  15.26		 18.90   	  20.35		
-31.74   	-153.81   	  9.62   	  20.35		 18.98   	 -30.52		
-30.82   	-155.33   	  9.70   	  35.61		 18.86   	 -81.38		
-29.60   	-158.08   	  9.85   	  45.78		 18.54   	-122.07		
-28.99   	-161.44   	 10.03   	  50.86		 18.05   	-147.51		
-29.91   	-164.49   	 10.23   	  61.04		 17.46   	-152.59		
-31.74   	-165.71   	 10.48   	  66.12		 16.85   	-147.51		
-33.57   	-165.41   	 10.74   	  66.12		 16.26   	-116.99		
-35.10   	-164.49   	 11.01   	  61.04		 15.79   	 -91.56		
-35.71   	-163.57   	 11.25   	  55.95		 15.42   	 -55.95		
-36.32   	-161.74   	 11.48   	  50.86		 15.20   	 -35.61		
-36.62   	-157.78   	 11.68   	  40.69		 15.06   	 -20.35		
-36.32   	-151.98   	 11.84   	  35.61		 14.97   	 -15.26		
-33.87   	-146.48   	 11.98   	  35.61		 14.91   	 -15.26		
-30.52   	-143.43   	 12.13   	  25.43		 14.85   	 -20.35		
-28.69   	-144.35   	 12.23   	  25.43		 14.77   	 -20.35		
-29.60   	-149.23   	 12.33   	  25.43		 14.69   	 -10.17		
-32.65   	-155.03   	 12.43   	  25.43		 14.65   	  -5.09		
-34.79   	-157.47   	 12.53   	  25.43		 14.63   	  10.17		
-34.48   	-154.72   	 12.63   	  25.43		 14.67   	  25.43		
-32.35   	-146.79   	 12.74   	  35.61		 14.77   	  35.61		
-30.52   	-137.33   	 12.88   	  40.69		 14.91   	  55.95		
-29.60   	-130.92   	 13.04   	  50.86		 15.14   	  55.95		
-28.69   	-130.00   	 13.25   	  55.95		 15.36   	  61.04		
-28.38   	-133.97   	 13.47   	  61.04		 15.61   	  61.04		
-28.99   	-139.77   	 13.71   	  61.04		 15.85   	  50.86		
-31.43   	-143.74   	 13.96   	  61.04		 16.05   	  50.86		
-35.40   	-144.04   	 14.20   	  61.04		 16.26   	  50.86		
-38.15   	-140.99   	 14.45   	  55.95		 16.46   	  45.78		
-37.54   	-136.72   	 14.67   	  55.95		 16.64   	  45.78		
-34.18   	-133.06   	 14.89   	  55.95		 16.83   	  50.86		
-30.21   	-131.23   	 15.12   	  45.78		 17.03   	  50.86		
-27.77   	-129.09   	 15.30   	  40.69		 17.23   	  45.78		
-28.08   	-126.04   	 15.46   	  30.52		 17.42   	  45.78		
-30.52   	-121.77   	 15.58   	  25.43		 17.60   	  30.52		
-32.96   	-117.80   	 15.69   	  15.26		 17.72   	   5.09		
-33.26   	-115.36   	 15.75   	   5.09		 17.74   	 -15.26		
-30.21   	-114.44   	 15.77   	   0.00		 17.68   	 -40.69		
-25.63   	-113.83   	 15.77   	  -5.09		 17.52   	 -55.95		
-21.97   	-113.22   	 15.75   	 -15.26		 17.29   	 -55.95		
-22.28   	-114.14   	 15.69   	 -10.17		 17.07   	 -50.86		
-27.16   	-115.97   	 15.65   	 -15.26		 16.87   	 -25.43		
-33.57   	-117.80   	 15.58   	 -15.26		 16.76   	   5.09		
-37.23   	-117.19   	 15.52   	 -15.26		 16.79   	  35.61		
-36.93   	-114.14   	 15.46   	 -10.17		 16.93   	  55.95		
-33.57   	-110.47   	 15.42   	  -5.09		 17.15   	  71.21		
-30.21   	-109.86   	 15.40   	  -5.09		 17.44   	  55.95		
-29.30   	-112.92   	 15.38   	  -5.09		 17.66   	  35.61		
-31.13   	-115.66   	 15.36   	   5.09		 17.80   	   0.00		
-32.35   	-113.22   	 15.38   	   5.09		 17.80   	 -40.69		
-30.82   	-105.29   	 15.40   	  10.17		 17.64   	 -76.30		
-26.55   	-96.74   	 15.44   	  10.17		 17.33   	-111.90		
-21.36   	-94.30   	 15.48   	  10.17		 16.89   	-137.33		
-18.31   	-100.40   	 15.52   	  15.26		 16.34   	-142.42		
-21.97   	-111.08   	 15.58   	  15.26		 15.77   	-137.33		
-34.18   	-122.38   	 15.65   	  10.17		 15.22   	-122.07		
-53.10   	-132.75   	 15.69   	  15.26		 14.73   	-101.73		
-70.80   	-140.69   	 15.75   	  15.26		 14.32   	 -76.30		
-75.68   	-133.97   	 15.81   	  20.35		 14.02   	 -50.86		
-55.54   	-80.26   	 15.89   	  20.35		 13.81   	 -25.43		
 -1.53   	 66.53   	 15.97   	  20.35		 13.71   	  -5.09		
 88.20   	336.61   	 16.05   	  20.35		 13.69(D)	  10.17		
205.69   	711.98   	 16.13   	  25.43		 13.73   	  15.26		
332.64   	1107.18   	 16.24   	  66.12		 13.79   	  35.61		
509.95   	1514.59(R)	 16.50(E)	  40.69		 13.94   	  15.26		
507.20   	1442.26   	 16.66   	  50.86		 14.00   	   5.09		
429.38   	1247.56   	 16.87   	  66.12		 14.02   	  -5.09		
294.49   	1010.74   	 17.13   	  76.30		 14.00   	  -5.09		
140.38   	776.06   	 17.44   	 101.73		 13.98   	  -5.09		
  8.24   	543.82   	 17.84   	 122.07		 13.96   	  -5.09		
-75.38   	311.58   	 18.33   	 162.77		 13.94   	  -5.09		
-108.64   	106.51   	 18.98   	 208.54		 13.92   	  -5.09		
-109.25   	-37.54   	 19.82   	 259.41		 13.90   	   5.09		
-98.57   	-110.78   	 20.85   	 320.45		 13.92   	   0.00		
-88.20   	-132.45   	 22.14   	 386.57		 13.92   	   5.09		
-78.43   	-134.28   	 23.68   	 467.95		 13.94   	  10.17		
-65.92   	-135.80   	 25.55   	 549.34		 13.98   	   5.09		
-51.57   	-140.38   	 27.75   	 635.81		 14.00   	   5.09		
-39.67   	-142.82   	 30.29   	 727.36		 14.02   	   5.09		
-35.10   	-141.91   	 33.20   	 813.83		 14.04   	  10.17		
-37.84   	-141.60   	 36.46   	 885.04		 14.08   	  10.17		
-43.64   	-142.82   	 40.00   	 956.25		 14.12   	  20.35		
-47.61   	-144.65   	 43.82   	1002.03		 14.20   	  30.52		
-47.00   	-145.57   	 47.83   	1037.64		 14.32   	  40.69		
-40.89   	-147.09   	 51.98   	1063.07		 14.49   	  45.78		
-31.74   	-148.32   	 56.24   	1073.24		 14.67   	  61.04		
-23.50   	-146.79   	 60.53   	1083.41		 14.91   	  66.12		
-19.84   	-141.60   	 64.86   	1088.50		 15.18   	  76.30		
-22.58   	-135.19   	 69.22   	1108.85		 15.48   	  76.30		
-29.60   	-130.62   	 73.65   	1129.19		 15.79   	  81.38		
-35.71   	-128.17   	 78.17   	1144.45		 16.11   	  91.56		
-37.54   	-127.26   	 82.75   	1154.62		 16.48   	  96.64		
-36.01   	-127.87   	 87.36   	1164.80		 16.87   	 101.73		
-33.26   	-128.78   	 92.02   	1169.88		 17.27   	 111.90		
-31.13   	-127.56   	 96.70   	1169.88		 17.72   	 127.16		
-30.21   	-122.99   	101.38   	1154.62		 18.23   	 132.25		
-29.30   	-115.66   	106.00   	1139.36		 18.76   	 142.42		
-28.99   	-108.64   	110.56   	1103.76		 19.33   	 147.51		
-28.99   	-104.98   	114.97   	1063.07		 19.92   	 152.59		
-30.52   	-104.68   	119.23   	1022.38		 20.53   	 157.68		
-32.65   	-104.06   	123.32   	 981.68		 21.16   	 147.51		
-34.48   	-100.10   	127.24   	 935.91		 21.75   	 152.59		
-34.18   	-91.55   	130.99   	 895.22		 22.36   	 142.42		
-29.91   	-82.09   	134.57   	 849.44		 22.93   	 147.51		
-22.58   	-75.99   	137.96   	 803.66		 23.52   	 142.42		
-14.34   	-74.46   	141.18   	 757.88		 24.09   	 147.51		
 -9.16   	-75.68   	144.21   	 712.10		 24.68   	 142.42		
-10.07   	-75.68   	147.06   	 676.50		 25.25   	 147.51		
-14.04   	-72.02   	149.77   	 630.72		 25.84   	 147.51		
-16.78   	-64.70   	152.29   	 590.03		 26.43   	 147.51		
-14.95   	-55.85   	154.65   	 554.42		 27.02   	 137.33		
-10.07   	-47.00   	156.87   	 523.90		 27.57   	 127.16		
 -5.19   	-36.93   	158.96   	 498.47		 28.08   	 111.90		
 -3.36   	-26.25   	160.96   	 483.21		 28.52   	 106.82		
 -3.05   	-15.56   	162.89   	 462.87		 28.95   	  91.56		
 -1.83   	 -3.97   	164.74   	 437.43		 29.32   	  76.30		
  2.14   	  8.54   	166.49   	 412.00		 29.62   	  71.21		
  7.63   	 22.89   	168.14   	 386.57		 29.91   	  61.04		
 12.82   	 38.76   	169.68   	 376.40		 30.15   	  61.04		
 16.48   	 53.41   	171.19   	 361.14		 30.40   	  50.86		
 19.23   	 63.48   	172.63   	 350.97		 30.60   	  50.86		
 22.58   	 70.19   	174.04   	 335.71		 30.80   	  50.86		
 27.77   	 77.51   	175.38   	 325.53		 31.01   	  50.86		
 35.10   	 90.33   	176.68   	 310.27		 31.21   	  55.95		
 43.03   	108.34   	177.92   	 295.01		 31.43   	  50.86		
 48.83   	126.34   	179.10   	 284.84		 31.64   	  61.04		
 50.96   	138.85   	180.24   	 274.67		 31.88   	  61.04		
 50.66   	143.13   	181.34   	 269.58		 32.13   	  66.12		
 49.13   	140.69   	182.42   	 254.32		 32.39   	  66.12		
 48.52   	137.33   	183.44   	 244.15		 32.66   	  71.21		
 48.83   	135.19   	184.41   	 233.98		 32.94   	  66.12		
 48.52   	133.67   	185.35   	 218.72		 33.20   	  55.95		
 47.61   	130.00   	186.23   	 208.54		 33.43   	  55.95		
 47.00   	122.68   	187.06   	 193.29		 33.65   	  35.61		
 46.69   	111.39   	187.83   	 172.94		 33.79   	  25.43		
 45.47   	 98.57   	188.52   	 157.68		 33.90   	   5.09		
 41.20   	 85.14   	189.15   	 132.25		 33.92   	 -20.35		
 32.65   	 72.63   	189.68   	 111.90		 33.84   	 -35.61		
 21.97   	 60.42   	190.13   	  91.56		 33.69   	 -55.95		
 11.90   	 44.56   	190.50   	  61.04		 33.47   	 -76.30		
  4.27   	 24.11   	190.74   	  35.61		 33.16   	 -96.64		
 -0.61   	 -0.31   	190.88   	   5.09		 32.78   	-111.90		
 -4.27   	-24.72   	190.90(S)	 -25.43		 32.33   	-132.25		
 -8.24   	-42.72   	190.80   	 -50.86		 31.80   	-142.42		
-13.12   	-51.27   	190.60   	 -81.38		 31.23   	-152.59		
-18.31   	-53.41   	190.27   	-111.90		 30.62   	-157.68		
-22.89   	-56.76   	189.83   	-142.42		 29.99   	-152.59		
-27.47   	-65.92   	189.26   	-178.03		 29.38   	-137.33		
-30.82   	-80.57   	188.54   	-213.63		 28.83   	-127.16		
-33.87   	-95.83   	187.69   	-254.32		 28.32   	-101.73		
-36.62   	-105.90   	186.67   	-300.10		 27.91   	 -71.21		
-36.93   	-109.25   	185.47   	-356.05		 27.63   	 -45.78		
-35.10   	-110.47   	184.05   	-412.00		 27.45   	 -25.43		
-33.26   	-115.05   	182.40   	-467.95		 27.34   	   0.00		
-33.87   	-123.60   	180.53   	-528.99		 27.34   	  10.17		
-37.23   	-131.84   	178.41   	-610.37		 27.39   	  15.26		
-42.11   	-134.58   	175.97   	-686.67		 27.45   	   0.00		
-44.56   	-129.09   	173.22   	-783.31		 27.45   	 -15.26		
-43.95   	-118.71   	170.09   	-874.87		 27.39   	 -50.86		
-41.81   	-110.17   	166.59   	-971.51		 27.18   	 -81.38		
-41.20   	-106.81   	162.71   	-1068.15		 26.86   	-122.07		
-43.33   	-108.64   	158.43   	-1164.80		 26.37   	-162.77		
-47.61   	-112.92   	153.77   	-1251.27		 25.72   	-203.46		
-51.27   	-118.10   	148.77   	-1327.56		 24.90   	-244.15		
-53.41   	-123.60   	143.46   	-1398.77		 23.93   	-274.67		
-53.10   	-127.26   	137.86   	-1459.81		 22.83   	-310.27		
-50.05   	-126.04   	132.02   	-1500.50		 21.59   	-335.71		
-45.17   	-119.32   	126.02   	-1531.02		 20.24   	-361.14		
-39.98   	-109.56   	119.90   	-1546.28		 18.80   	-376.40		
-37.23   	-103.15   	113.71   	-1556.45		 17.29   	-371.31		
-37.54   	-103.45   	107.49   	-1551.37		 15.81   	-356.05		
-39.37   	-108.34   	101.28   	-1536.11		 14.38   	-325.53		
-41.20   	-112.30   	 95.14   	-1510.68		 13.08   	-279.75		
-41.50   	-111.69   	 89.09   	-1480.16		 11.96   	-228.89		
-40.89   	-108.03   	 83.17   	-1434.38		 11.05   	-167.85		
-39.98   	-107.12   	 77.44   	-1378.43		 10.38   	-111.90		
-39.67   	-110.78   	 71.92   	-1327.56		  9.93   	 -55.95		
-39.37   	-117.19   	 66.61   	-1261.44		  9.70   	 -15.26		
-39.06   	-119.93   	 61.57   	-1195.32		  9.64   	  25.43		
-39.06   	-113.53   	 56.79   	-1134.28		  9.75   	  55.95		
-39.37   	-97.35   	 52.25   	-1063.07		  9.97   	  81.38		
-38.45   	-74.77   	 48.00   	-996.94		 10.29   	 101.73		
-35.40   	-51.27   	 44.01   	-925.73		 10.70   	 132.25		
-31.74   	-31.13   	 40.31   	-854.52		 11.23   	 152.59		
-28.99   	-17.09   	 36.89   	-778.23		 11.84   	 183.11		
-29.91   	 -8.24   	 33.77   	-712.10		 12.57   	 218.72		
-33.26   	 -2.75   	 30.93   	-640.89		 13.45   	 239.06		
-36.62   	  0.92   	 28.36   	-574.77		 14.40   	 269.58		
-36.62   	  3.66   	 26.06   	-513.73		 15.48   	 284.84		
-32.04   	  5.80   	 24.01   	-457.78		 16.62   	 300.10		
-25.02   	  8.54   	 22.18   	-412.00		 17.82   	 310.27		
-18.92   	 13.43   	 20.53   	-366.22		 19.06   	 310.27		
-16.48   	 20.75   	 19.06   	-325.53		 20.31   	 315.36		
-17.09   	 27.77   	 17.76   	-284.84		 21.57   	 310.27		
-18.31   	 32.35   	 16.62   	-254.32		 22.81   	 315.36		
-17.09   	 34.18   	 15.61   	-218.72		 24.07   	 310.27		
-11.60   	 37.54   	 14.73   	-193.29		 25.31   	 320.45		
 -2.44   	 44.86   	 13.96   	-162.77		 26.59   	 320.45		
  6.71   	 54.63   	 13.31   	-142.42		 27.87   	 320.45		
 10.38   	 61.04   	 12.74   	-127.16		 29.16   	 310.27		
  5.19   	 58.29   	 12.23   	-101.73		 30.40   	 284.84		
 -7.02   	 43.95   	 11.82   	 -86.47		 31.54   	 244.15		
-20.45   	 19.23   	 11.48   	 -71.21		 32.51   	 188.20		
-28.99   	-15.26   	 11.19   	 -50.86		 33.27   	 122.07		
-30.52   	-57.68   	 10.99   	 -40.69		 33.75   	  45.78		
-28.38   	-102.54   	 10.82   	 -30.52		 33.94(S)	 -30.52		
-27.47   	-141.60   	 10.70   	 -20.35		 33.81   	-111.90		
-30.52   	-165.41   	 10.62   	  -5.09		 33.37   	-172.94		
-35.71   	-172.12   	 10.60   	  -5.09		 32.68   	-228.89		
-38.76   	-169.68   	 10.58(D)	   5.09		 31.76   	-264.50		
-38.76   	-167.54   	 10.60   	  10.17		 30.70   	-295.01		
-36.32   	-170.29   	 10.64   	  15.26		 29.52   	-315.36		
-34.48   	-175.17   	 10.70   	  15.26		 28.26   	-325.53		
-35.71   	-176.70   	 10.76   	  15.26		 26.96   	-335.71		
-39.67   	-173.65   	 10.82   	  10.17		 25.62   	-345.88		
-43.64   	-168.76   	 10.86   	  10.17		 24.23   	-356.05		
-45.47   	-167.85   	 10.91   	  10.17		 22.81   	-366.22		
-44.25   	-170.59   	 10.95   	   0.00		 21.34   	-371.31		
-41.81   	-174.56   	 10.95   	  -5.09		 19.86   	-376.40		
-41.50   	-177.31   	 10.93   	  -5.09		 18.35   	-381.48		
-42.72   	-178.53   	 10.91   	  -5.09		 16.83   	-366.22		
-43.33   	-179.75   	 10.89   	   5.09		 15.36   	-345.88		
-42.11   	-181.27   	 10.91   	  15.26		 13.98   	-310.27		
-38.45   	-181.58   	 10.97   	  25.43		 12.74   	-259.41		
-35.71   	-177.61   	 11.07   	  35.61		 11.70   	-203.46		
-35.10   	-169.37   	 11.21   	  35.61		 10.89   	-132.25		
-36.62   	-158.39   	 11.35   	  35.61		 10.36   	 -66.12		
-37.84   	-147.40   	 11.50   	  45.78		 10.09   	   5.09		
-37.84   	-140.08   	 11.68   	  45.78		 10.11   	  61.04		
-37.84   	-138.24   	 11.86   	  61.04		 10.36   	 111.90		
-38.15   	-142.52   	 12.11   	  71.21		 10.80   	 152.59		
-38.15   	-150.15   	 12.39   	  86.47		 11.41   	 178.03		
-35.71   	-156.25   	 12.74   	  86.47		 12.13   	 198.37		
-32.35   	-158.69   	 13.08   	  91.56		 12.92   	 203.46		
-30.52   	-156.56   	 13.45   	  91.56		 13.73   	 208.54		
