  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
-54.63   	-28.69   	  3.19   	  25.43		 66.29   	 -40.69		
-56.76   	-29.60   	  3.30   	  30.52		 66.12   	 -35.61		
-58.90   	-30.21   	  3.42   	  35.61		 65.98   	 -40.69		
-59.51   	-30.52   	  3.56   	  40.69		 65.82   	 -40.69		
-58.29   	-30.21   	  3.72   	  35.61		 65.66   	 -40.69		
-55.54   	-29.60   	  3.87   	  30.52		 65.49   	 -45.78		
-52.49   	-28.69   	  3.99   	  30.52		 65.31   	 -45.78		
-49.74   	-27.47   	  4.11   	  20.35		 65.13   	 -50.86		
-48.22   	-25.63   	  4.19   	  10.17		 64.92   	 -50.86		
-47.61   	-25.02   	  4.23   	   0.00		 64.72   	 -45.78		
-47.91   	-25.94   	  4.23   	 -10.17		 64.54   	 -45.78		
-48.52   	-28.08   	  4.19   	 -20.35		 64.35   	 -40.69		
-49.44   	-30.21   	  4.11   	 -20.35		 64.19   	 -40.69		
-50.66   	-30.52   	  4.03   	 -25.43		 64.03   	 -40.69		
-53.10   	-29.60   	  3.93   	 -20.35		 63.87   	 -40.69		
-55.54   	-28.08   	  3.85   	 -20.35		 63.70   	 -40.69		
-57.68   	-28.38   	  3.76   	 -10.17		 63.54   	 -40.69		
-57.68   	-29.60   	  3.72   	   0.00		 63.38   	 -40.69		
-55.54   	-30.52   	  3.72   	  10.17		 63.21   	 -45.78		
-52.49   	-28.99   	  3.76   	  15.26		 63.03   	 -40.69		
-49.74   	-26.25   	  3.83   	  30.52		 62.87   	 -40.69		
-49.44   	-23.50   	  3.95   	  35.61		 62.71   	 -35.61		
-50.96   	-22.89   	  4.09   	  40.69		 62.56   	 -30.52		
-53.10   	-23.19   	  4.25   	  55.95		 62.44   	 -30.52		
-53.71   	-23.19   	  4.48   	  61.04		 62.32   	 -30.52		
-52.49   	-21.97   	  4.72   	  66.12		 62.20   	 -25.43		
-51.27   	-20.75   	  4.98   	  71.21		 62.10   	 -25.43		
-50.66   	-20.45   	  5.27   	  66.12		 61.99   	 -25.43		
-51.27   	-21.36   	  5.53   	  66.12		 61.89   	 -35.61		
-52.19   	-22.58   	  5.80   	  55.95		 61.75   	 -35.61		
-52.80   	-22.89   	  6.02   	  45.78		 61.61   	 -40.69		
-53.10   	-22.28   	  6.21   	  30.52		 61.44   	 -55.95		
-52.49   	-20.75   	  6.33   	  20.35		 61.22   	 -55.95		
-50.96   	-18.92   	  6.41   	  10.17		 61.00   	 -71.21		
-48.22   	-17.09   	  6.45   	   0.00		 60.71   	 -71.21		
-45.17   	-14.65   	  6.45   	 -10.17		 60.43   	 -76.30		
-42.72   	-12.82   	  6.41   	 -20.35		 60.12   	 -71.21		
-42.72   	-12.21   	  6.33   	 -30.52		 59.84   	 -76.30		
-44.86   	-13.12   	  6.21   	 -40.69		 59.53   	 -66.12		
-47.30   	-14.95   	  6.04   	 -45.78		 59.27   	 -61.04		
-48.22   	-15.87   	  5.86   	 -61.04		 59.02   	 -50.86		
-47.61   	-14.95   	  5.62   	 -61.04		 58.82   	 -45.78		
-46.39   	-12.51   	  5.37   	 -66.12		 58.64   	 -40.69		
-45.17   	 -9.46   	  5.11   	 -66.12		 58.47   	 -35.61		
-44.86   	 -7.93   	  4.84   	 -55.95		 58.33   	 -40.69		
-43.64   	 -8.24   	  4.62   	 -50.86		 58.17   	 -40.69		
-41.20   	 -9.16   	  4.42   	 -40.69		 58.01   	 -40.69		
-39.06   	-10.07   	  4.25   	 -25.43		 57.84   	 -45.78		
-38.15   	-10.07   	  4.15   	 -20.35		 57.66   	 -45.78		
-39.37   	 -9.77   	  4.07   	 -15.26		 57.48   	 -45.78		
-41.20   	 -8.85   	  4.01   	   0.00		 57.29   	 -55.95		
-42.42   	 -7.63   	  4.01   	   0.00		 57.07   	 -55.95		
-42.72   	 -6.10   	  4.01   	   5.09		 56.85   	 -55.95		
-42.42   	 -3.66   	  4.03   	   5.09		 56.62   	 -55.95		
-42.72   	 -1.53   	  4.05   	   5.09		 56.40   	 -50.86		
-43.33   	 -0.31   	  4.07   	   5.09		 56.20   	 -45.78		
-43.95   	 -0.61   	  4.09   	   0.00		 56.01   	 -35.61		
-43.64   	 -1.83   	  4.09   	   0.00		 55.87   	 -20.35		
-42.42   	 -3.05   	  4.09   	   0.00		 55.79   	 -10.17		
-41.20   	 -4.27   	  4.09   	  -5.09		 55.75   	   5.09		
-40.59   	 -4.88   	  4.07   	   0.00		 55.77   	  10.17		
-40.89   	 -5.49   	  4.07   	   0.00		 55.81   	  20.35		
-41.50   	 -5.80   	  4.07   	   5.09		 55.89   	  20.35		
-41.81   	 -5.80   	  4.09   	   5.09		 55.97   	  20.35		
-40.89   	 -5.19   	  4.11   	  15.26		 56.05   	  15.26		
-39.06   	 -4.58   	  4.17   	  10.17		 56.11   	  15.26		
-37.23   	 -4.27   	  4.21   	  15.26		 56.17   	   5.09		
-35.40   	 -3.97   	  4.27   	  15.26		 56.20   	  -5.09		
-34.79   	 -2.75   	  4.33   	  20.35		 56.17   	   0.00		
-35.10   	 -0.92   	  4.42   	  20.35		 56.17   	 -10.17		
-35.71   	  1.53   	  4.50   	  20.35		 56.13   	  -5.09		
-35.71   	  3.36   	  4.58   	  20.35		 56.11   	 -10.17		
-35.10   	  3.66   	  4.66   	  20.35		 56.07   	 -15.26		
-34.18   	  3.05   	  4.74   	  25.43		 56.01   	 -25.43		
-33.57   	  1.83   	  4.84   	  25.43		 55.91   	 -30.52		
-33.87   	  0.92   	  4.94   	  25.43		 55.79   	 -35.61		
-33.57   	  0.92   	  5.05   	  35.61		 55.65   	 -40.69		
-32.35   	  1.83   	  5.19   	  30.52		 55.48   	 -40.69		
-30.52   	  3.05   	  5.31   	  35.61		 55.32   	 -45.78		
-29.30   	  3.97   	  5.45   	  35.61		 55.14   	 -40.69		
-29.30   	  3.97   	  5.60   	  40.69		 54.97   	 -40.69		
-30.52   	  2.75   	  5.76   	  35.61		 54.81   	 -40.69		
-31.74   	  1.22   	  5.90   	  40.69		 54.65   	 -35.61		
-31.74   	  0.31   	  6.06   	  35.61		 54.51   	 -35.61		
-30.82   	 -0.31   	  6.21   	  35.61		 54.36   	 -25.43		
-29.30   	 -1.53   	  6.35   	  30.52		 54.26   	 -25.43		
-28.38   	 -2.75   	  6.47   	  35.61		 54.16   	 -15.26		
-28.38   	 -4.27   	  6.61   	  30.52		 54.10   	 -15.26		
-28.99   	 -4.27   	  6.73   	  30.52		 54.04   	  -5.09		
-30.21   	 -2.44   	  6.86   	  25.43		 54.02   	  -5.09		
-31.43   	  0.92   	  6.96   	  20.35		 54.00   	   0.00		
-31.43   	  3.97   	  7.04   	  20.35		 54.00   	   0.00		
-29.60   	  5.80   	  7.12   	  20.35		 54.00   	   5.09		
-26.25   	  5.19   	  7.20   	  10.17		 54.02   	   0.00		
-22.89   	  3.66   	  7.24   	  10.17		 54.02   	   0.00		
-20.75   	  2.75   	  7.28   	  15.26		 54.02   	   5.09		
-20.75   	  4.27   	  7.34   	  10.17		 54.04   	   0.00		
-21.67   	  7.02   	  7.39   	  10.17		 54.04   	   0.00		
-22.58   	  9.77   	  7.43   	  10.17		 54.04   	   0.00		
-22.28   	 11.29   	  7.47   	  10.17		 54.04   	   0.00		
-21.36   	 10.99   	  7.51   	  10.17		 54.04   	  -5.09		
-20.45   	  9.16   	  7.55   	   5.09		 54.02   	 -10.17		
-20.14   	  7.02   	  7.57   	   5.09		 53.98   	  -5.09		
-20.75   	  4.88   	  7.59   	   5.09		 53.96   	 -15.26		
-21.97   	  4.27   	  7.61   	  -5.09		 53.90   	 -15.26		
-23.50   	  5.19   	  7.59   	   0.00		 53.83   	 -15.26		
-23.80   	  7.63   	  7.59   	   5.09		 53.77   	 -15.26		
-22.89   	 10.07   	  7.61   	   0.00		 53.71   	 -15.26		
-21.36   	 11.90   	  7.61   	  10.17		 53.65   	 -25.43		
-19.84   	 12.82   	  7.65   	  15.26		 53.55   	 -25.43		
-18.31   	 15.26   	  7.71   	  20.35		 53.45   	 -30.52		
-15.87   	 21.06   	  7.79   	  20.35		 53.33   	 -35.61		
-11.90   	 30.52   	  7.87   	  25.43		 53.18   	 -40.69		
 -6.71   	 41.81   	  7.98   	  20.35		 53.02   	 -55.95		
 -1.83   	 51.57   	  8.06   	  20.35		 52.80   	 -61.04		
  1.22   	 57.37   	  8.14   	  10.17		 52.55   	 -71.21		
  2.14   	 59.81   	  8.18   	   5.09		 52.27   	 -66.12		
  1.22   	 61.04   	  8.20   	  -5.09		 52.00   	 -66.12		
 -0.92   	 64.39   	  8.18   	 -10.17		 51.74   	 -50.86		
 -3.97   	 70.80   	  8.14   	 -15.26		 51.54   	 -35.61		
 -6.41   	 77.82   	  8.08   	 -20.35		 51.39   	 -20.35		
 -6.71   	 82.40   	  8.00   	 -25.43		 51.31   	 -10.17		
 -3.66   	 82.09   	  7.89   	 -25.43		 51.27   	   0.00		
  1.83   	 79.35   	  7.79   	 -30.52		 51.27   	  -5.09		
  6.71   	 77.51   	  7.67   	 -35.61		 51.25   	   0.00		
  7.93   	 78.74   	  7.53   	 -35.61		 51.25   	  -5.09		
  5.19   	 81.48   	  7.39   	 -35.61		 51.23   	 -15.26		
  1.83   	 80.87   	  7.24   	 -40.69		 51.17   	 -15.26		
  0.92   	 72.94   	  7.08   	 -35.61		 51.11   	 -25.43		
  3.66   	 57.37   	  6.94   	 -30.52		 51.01   	 -30.52		
  7.32   	 39.37   	  6.82   	 -25.43		 50.88   	 -30.52		
 10.38   	 26.86   	  6.71   	 -15.26		 50.76   	 -40.69		
 13.73   	 25.94   	  6.65   	   0.00		 50.60   	 -40.69		
 20.45   	 36.32   	  6.65   	  10.17		 50.44   	 -35.61		
 31.13   	 51.88   	  6.69   	  25.43		 50.29   	 -25.43		
 42.72   	 63.78   	  6.80   	  40.69		 50.19   	 -25.43		
 48.22   	 64.70   	  6.96   	  50.86		 50.09   	 -10.17		
 42.11   	 52.80   	  7.16   	  61.04		 50.05   	 -10.17		
 25.02   	 31.74   	  7.41   	  66.12		 50.01   	  -5.09		
  2.14   	  7.63   	  7.67   	  71.21		 49.99   	   5.09		
-18.62   	-12.82   	  7.96   	  71.21		 50.01   	   0.00		
-31.74   	-26.55   	  8.24   	  66.12		 50.01   	  10.17		
-35.71   	-33.87   	  8.50   	  61.04		 50.05   	  10.17		
-33.57   	-35.40   	  8.75   	  50.86		 50.09   	  10.17		
-28.69   	-33.87   	  8.95   	  50.86		 50.13   	  15.26		
-24.72   	-31.13   	  9.16   	  40.69		 50.19   	  20.35		
-22.89   	-29.30   	  9.32   	  30.52		 50.27   	  15.26		
-24.11   	-29.60   	  9.44   	  30.52		 50.34   	  15.26		
-27.16   	-32.04   	  9.56   	  30.52		 50.40   	  15.26		
-31.43   	-35.40   	  9.68   	  25.43		 50.46   	  10.17		
-35.71   	-38.76   	  9.79   	  20.35		 50.50   	  10.17		
-38.76   	-41.50   	  9.87   	  25.43		 50.54   	   0.00		
-41.20   	-44.25   	  9.97   	  25.43		 50.54   	  -5.09		
-43.33   	-46.69   	 10.07   	  25.43		 50.52   	 -10.17		
-44.56   	-48.83   	 10.17   	  25.43		 50.48   	 -15.26		
-44.25   	-49.74   	 10.27   	  25.43		 50.42   	 -25.43		
-41.50   	-48.52   	 10.38   	  25.43		 50.32   	 -35.61		
-37.54   	-45.47   	 10.48   	  25.43		 50.17   	 -40.69		
-33.57   	-41.50   	 10.58   	  20.35		 50.01   	 -45.78		
-31.13   	-36.62   	 10.66   	  20.35		 49.83   	 -50.86		
-31.43   	-31.74   	 10.74   	  15.26		 49.62   	 -45.78		
-34.48   	-25.33   	 10.80   	  15.26		 49.44   	 -50.86		
-42.42   	-13.73   	 10.86   	  20.35		 49.24   	 -35.61		
-57.07   	  6.41   	 10.95   	  30.52		 49.09   	 -30.52		
-75.68   	 36.62   	 11.07   	  35.61		 48.97   	 -20.35		
-88.20   	 75.38   	 11.21   	  45.78		 48.89   	 -10.17		
-74.77   	118.71   	 11.39   	  66.12		 48.85   	 -10.17		
-15.26   	165.41   	 11.66   	  71.21		 48.81   	 -10.17		
 97.96   	215.45   	 11.94   	  86.47		 48.77   	  -5.09		
249.63   	263.98   	 12.29   	  96.64		 48.75   	   0.00		
404.05   	283.81   	 12.68   	  96.64		 48.75   	  -5.09		
517.88   	232.54   	 13.06   	 101.73		 48.73   	  -5.09		
562.74   	 87.28   	 13.47   	 101.73		 48.71   	   0.00		
538.94   	-125.73   	 13.88   	  96.64		 48.71   	   0.00		
469.36   	-334.17   	 14.26   	  86.47		 48.71   	   5.09		
383.61   	-464.17   	 14.61   	  81.38		 48.73   	   0.00		
301.51   	-500.18   	 14.93   	  76.30		 48.73   	   5.09		
231.63   	-496.22   	 15.24   	  76.30		 48.75   	   5.09		
177.00   	-520.94   	 15.54   	  76.30		 48.77   	   5.09		
141.60   	-592.35   	 15.85   	  81.38		 48.79   	   5.09		
127.56   	-664.37   	 16.17   	 101.73		 48.81   	   5.09		
127.56   	-672.00(R)	 16.58(E)	 127.16		 48.83   	   5.09		
127.26   	-590.52   	 17.09   	 157.68		 48.85   	   5.09		
114.14   	-450.74   	 17.72   	 203.46		 48.87   	   0.00		
 85.45   	-307.92   	 18.54   	 254.32		 48.87   	   0.00		
 48.83   	-199.28   	 19.55   	 315.36		 48.87   	 -10.17		
 16.17   	-131.84   	 20.81   	 391.66		 48.83   	 -10.17		
 -5.19   	-94.30   	 22.38   	 478.13		 48.79   	 -20.35		
-15.26   	-72.02   	 24.29   	 569.68		 48.71   	 -25.43		
-18.31   	-56.76   	 26.57   	 666.32		 48.61   	 -30.52		
-19.53   	-43.64   	 29.24   	 768.05		 48.48   	 -35.61		
-21.36   	-31.13   	 32.31   	 854.52		 48.34   	 -35.61		
-25.63   	-19.53   	 35.73   	 935.91		 48.20   	 -40.69		
-30.82   	-11.90   	 39.47   	1002.03		 48.04   	 -40.69		
-36.01   	 -8.24   	 43.48   	1042.72		 47.87   	 -40.69		
-39.98   	 -6.41   	 47.65   	1052.90		 47.71   	 -40.69		
-41.50   	 -4.27   	 51.86   	1037.64		 47.55   	 -35.61		
-40.59   	 -1.53   	 56.01   	 986.77		 47.41   	 -35.61		
-38.15   	  0.92   	 59.96   	 920.65		 47.26   	 -30.52		
-35.10   	  2.75   	 63.64   	 834.18		 47.14   	 -20.35		
-33.87   	  4.27   	 66.98   	 737.54		 47.06   	 -15.26		
-33.87   	  6.10   	 69.93   	 661.24		 47.00   	  -5.09		
-34.79   	  7.93   	 72.57   	 595.11		 46.98(D)	  15.26		
-35.40   	 10.07   	 74.95   	 544.25		 47.04   	  30.52		
-35.40   	 11.60   	 77.13   	 528.99		 47.16   	  55.95		
-34.79   	 10.99   	 79.25   	 518.82		 47.39   	  81.38		
-35.10   	  8.54   	 81.32   	 534.08		 47.71   	 122.07		
-36.01   	  5.80   	 83.46   	 544.25		 48.20   	 162.77		
-36.01   	  5.49   	 85.64   	 554.42		 48.85   	 208.54		
-34.18   	  8.54   	 87.85   	 559.51		 49.68   	 249.24		
-30.82   	 13.43   	 90.09   	 559.51		 50.68   	 295.01		
-28.08   	 16.48   	 92.33   	 544.25		 51.86   	 335.71		
-27.47   	 15.87   	 94.51   	 523.90		 53.20   	 376.40		
-29.30   	 12.51   	 96.60   	 488.30		 54.71   	 417.09		
-32.35   	  9.46   	 98.56   	 457.78		 56.38   	 442.52		
-33.57   	  9.16   	100.39   	 417.09		 58.15   	 467.95		
-32.96   	 11.29   	102.05   	 376.40		 60.02   	 488.30		
-31.13   	 14.65   	103.56   	 356.05		 61.97   	 503.56		
-28.69   	 17.09   	104.98   	 335.71		 63.99   	 513.73		
-25.94   	 19.23   	106.33   	 315.36		 66.04   	 518.82		
-22.89   	 21.36   	107.59   	 300.10		 68.12   	 523.90		
-19.53   	 23.80   	108.79   	 284.84		 70.21   	 523.90		
-17.40   	 26.25   	109.93   	 254.32		 72.31   	 513.73		
-17.40   	 28.99   	110.95   	 233.98		 74.36   	 503.56		
-19.53   	 31.43   	111.88   	 213.63		 76.38   	 493.39		
-21.67   	 33.87   	112.74   	 208.54		 78.35   	 478.13		
-21.06   	 36.32   	113.57   	 213.63		 80.26   	 462.87		
-16.78   	 39.06   	114.42   	 233.98		 82.12   	 447.61		
-10.68   	 41.50   	115.36   	 259.41		 83.91   	 432.35		
 -5.19   	 43.03   	116.40   	 289.93		 85.64   	 422.18		
 -2.75   	 43.33   	117.56   	 300.10		 87.32   	 401.83		
 -3.05   	 43.03   	118.76   	 305.19		 88.93   	 391.66		
 -3.97   	 43.64   	119.98   	 284.84		 90.50   	 376.40		
 -3.36   	 47.30   	121.12   	 254.32		 92.00   	 361.14		
 -0.61   	 53.71   	122.14   	 213.63		 93.45   	 345.88		
  3.05   	 60.73   	122.99   	 162.77		 94.83   	 325.53		
  5.49   	 65.61   	123.64   	 116.99		 96.13   	 315.36		
  6.71   	 67.75   	124.11   	  81.38		 97.40   	 295.01		
  7.32   	 69.27   	124.43   	  45.78		 98.58   	 279.75		
  9.77   	 72.33   	124.62   	  25.43		 99.69   	 264.50		
 14.34   	 77.82   	124.72   	  15.26		100.75   	 249.24		
 19.84   	 83.31   	124.78   	   5.09		101.75   	 239.06		
 24.41   	 87.59   	124.80(S)	   0.00		102.71   	 223.80		
 26.86   	 89.72   	124.80   	   0.00		103.60   	 218.72		
 27.16   	 90.94   	124.80   	 -10.17		104.48   	 208.54		
 28.08   	 92.77   	124.76   	 -10.17		105.31   	 198.37		
 30.82   	 96.13   	124.72   	 -25.43		106.10   	 193.29		
 35.71   	100.40   	124.62   	 -30.52		106.88   	 183.11		
 42.42   	104.37   	124.50   	 -45.78		107.61   	 172.94		
 48.52   	106.81   	124.31   	 -50.86		108.30   	 172.94		
 53.41   	107.42   	124.11   	 -55.95		108.99   	 162.77		
 57.68   	107.42   	123.89   	 -61.04		109.64   	 157.68		
 62.87   	108.34   	123.64   	 -55.95		110.27   	 152.59		
 68.66   	110.78   	123.42   	 -50.86		110.88   	 142.42		
 73.85   	112.30   	123.21   	 -45.78		111.45   	 137.33		
 76.90   	111.08   	123.03   	 -45.78		112.00   	 127.16		
 77.82   	106.81   	122.85   	 -35.61		112.51   	 116.99		
 79.04   	102.23   	122.71   	 -40.69		112.98   	 106.82		
 82.70   	100.10   	122.54   	 -40.69		113.41   	  91.56		
 89.42   	100.40   	122.38   	 -45.78		113.77   	  81.38		
 97.05   	100.10   	122.20   	 -50.86		114.10   	  71.21		
103.45   	 95.83   	121.99   	 -71.21		114.38   	  61.04		
107.42   	 87.59   	121.71   	 -86.47		114.63   	  45.78		
110.78   	 78.13   	121.36   	-101.73		114.81   	  35.61		
115.36   	 70.80   	120.96   	-122.07		114.95   	  20.35		
121.15   	 66.83   	120.47   	-132.25		115.04   	  15.26		
126.95   	 64.09   	119.94   	-142.42		115.10   	   5.09		
130.62   	 60.42   	119.37   	-157.68		115.12(S)	 -10.17		
130.00   	 54.93   	118.74   	-167.85		115.08   	 -20.35		
125.12   	 48.83   	118.07   	-178.03		114.99   	 -25.43		
117.19   	 43.95   	117.35   	-193.29		114.89   	 -35.61		
108.03   	 39.98   	116.58   	-208.54		114.75   	 -50.86		
 99.18   	 35.71   	115.75   	-228.89		114.55   	 -55.95		
 90.33   	 30.21   	114.83   	-254.32		114.32   	 -66.12		
 81.18   	 24.11   	113.81   	-274.67		114.06   	 -76.30		
 70.80   	 18.62   	112.72   	-295.01		113.75   	 -91.56		
 58.90   	 14.34   	111.54   	-325.53		113.39   	 -96.64		
 47.00   	 10.99   	110.23   	-350.97		113.00   	-106.82		
 36.32   	  8.54   	108.83   	-371.31		112.57   	-116.99		
 27.16   	  6.41   	107.34   	-391.66		112.11   	-122.07		
 18.92   	  3.66   	105.78   	-412.00		111.62   	-137.33		
 10.38   	  0.00   	104.13   	-422.18		111.07   	-147.51		
  1.22   	 -4.27   	102.44   	-427.26		110.48   	-157.68		
 -6.71   	 -8.54   	100.73   	-437.43		109.85   	-167.85		
-12.21   	-11.90   	 98.98   	-442.52		109.18   	-183.11		
-14.95   	-13.12   	 97.21   	-462.87		108.44   	-198.37		
-16.17   	-12.51   	 95.36   	-493.39		107.65   	-208.54		
-18.01   	-11.60   	 93.39   	-534.08		106.82   	-228.89		
-21.36   	-11.60   	 91.25   	-590.03		105.90   	-233.98		
-24.72   	-13.12   	 88.89   	-651.07		104.96   	-249.24		
-25.63   	-15.26   	 86.29   	-717.19		103.97   	-254.32		
-24.11   	-17.09   	 83.42   	-778.23		102.95   	-264.50		
-21.97   	-17.70   	 80.30   	-824.00		101.89   	-264.50		
-21.97   	-17.09   	 77.01   	-859.61		100.83   	-269.58		
-24.41   	-15.26   	 73.57   	-879.96		 99.76   	-264.50		
-28.38   	-12.82   	 70.05   	-890.13		 98.70   	-264.50		
-30.52   	-11.60   	 66.49   	-874.87		 97.64   	-259.41		
-29.60   	-11.90   	 62.99   	-864.70		 96.60   	-254.32		
-28.08   	-14.04   	 59.53   	-834.18		 95.58   	-254.32		
-28.99   	-17.40   	 56.20   	-813.83		 94.57   	-254.32		
-32.65   	-20.45   	 52.94   	-788.40		 93.55   	-254.32		
-37.84   	-21.06   	 49.79   	-757.88		 92.53   	-259.41		
-41.20   	-19.23   	 46.75   	-742.62		 91.50   	-254.32		
-40.59   	-15.87   	 43.78   	-717.19		 90.48   	-239.06		
-37.23   	-12.51   	 40.92   	-701.93		 89.52   	-223.80		
-33.87   	-10.68   	 38.11   	-681.58		 88.63   	-193.29		
-32.96   	-10.68   	 35.38   	-666.32		 87.85   	-172.94		
-34.18   	-11.29   	 32.72   	-635.81		 87.16   	-147.51		
-35.10   	-10.99   	 30.17   	-615.46		 86.57   	-127.16		
-34.48   	 -9.77   	 27.71   	-590.03		 86.06   	-116.99		
-32.04   	 -8.54   	 25.35   	-549.34		 85.59   	-101.73		
-29.60   	 -8.24   	 23.15   	-518.82		 85.19   	 -91.56		
-28.99   	-10.07   	 21.08   	-473.04		 84.82   	 -81.38		
-30.52   	-13.12   	 19.19   	-432.35		 84.50   	 -76.30		
-33.26   	-15.87   	 17.46   	-386.57		 84.19   	 -76.30		
-34.79   	-17.09   	 15.91   	-340.79		 83.89   	 -66.12		
-34.18   	-16.48   	 14.55   	-295.01		 83.62   	 -71.21		
-31.43   	-15.26   	 13.37   	-249.24		 83.34   	 -61.04		
-28.08   	-15.26   	 12.37   	-208.54		 83.09   	 -61.04		
-26.86   	-17.09   	 11.54   	-167.85		 82.85   	 -61.04		
-28.69   	-19.84   	 10.86   	-142.42		 82.60   	 -55.95		
-32.65   	-21.97   	 10.29   	-111.90		 82.38   	 -61.04		
-36.32   	-22.28   	  9.85   	 -91.56		 82.14   	 -55.95		
-37.23   	-20.45   	  9.48   	 -81.38		 81.91   	 -66.12		
-34.18   	-18.01   	  9.16   	 -66.12		 81.65   	 -66.12		
-28.38   	-15.56   	  8.89   	 -66.12		 81.38   	 -71.21		
-21.36   	-14.34   	  8.63   	 -55.95		 81.10   	 -81.38		
-14.95   	-13.43   	  8.40   	 -61.04		 80.77   	 -86.47		
-10.99   	-13.43   	  8.16   	 -50.86		 80.43   	 -96.64		
-10.99   	-14.04   	  7.96   	 -55.95		 80.04   	 -96.64		
-14.65   	-14.95   	  7.73   	 -55.95		 79.65   	-101.73		
-20.45   	-15.87   	  7.51   	 -45.78		 79.25   	-106.82		
-28.99   	-17.40   	  7.32   	 -45.78		 78.82   	-106.82		
-38.76   	-19.23   	  7.14   	 -40.69		 78.39   	-106.82		
-48.22   	-22.58   	  6.98   	 -35.61		 77.97   	-106.82		
-55.54   	-27.47   	  6.84   	 -30.52		 77.54   	-101.73		
-57.98   	-32.04   	  6.71   	 -20.35		 77.13   	-101.73		
-54.93   	-34.18   	  6.63   	 -15.26		 76.72   	 -96.64		
-49.13   	-32.65   	  6.57   	 -10.17		 76.34   	 -91.56		
-45.17   	-28.99   	  6.53   	  -5.09		 75.97   	 -86.47		
-44.25   	-25.33   	  6.51   	   0.00		 75.63   	 -81.38		
-44.25   	-23.80   	  6.51   	   0.00		 75.30   	 -76.30		
-42.42   	-24.11   	  6.51   	   5.09		 74.99   	 -71.21		
-38.45   	-24.11   	  6.53   	  10.17		 74.71   	 -66.12		
-33.87   	-22.89   	  6.57   	  15.26		 74.45   	 -66.12		
-31.43   	-20.14   	  6.63   	  15.26		 74.18   	 -66.12		
-31.43   	-18.01   	  6.69   	  25.43		 73.92   	 -61.04		
-30.21   	-17.70   	  6.80   	  25.43		 73.67   	 -66.12		
-23.19   	-19.53   	  6.90   	  30.52		 73.41   	 -61.04		
-11.29   	-21.06   	  7.02   	  30.52		 73.16   	 -66.12		
 -1.53   	-20.14   	  7.14   	  35.61		 72.90   	 -66.12		
 -2.44   	-16.48   	  7.28   	  30.52		 72.63   	 -66.12		
 -9.77   	-11.90   	  7.41   	  35.61		 72.37   	 -66.12		
-11.90   	 -8.54   	  7.55   	  25.43		 72.11   	 -71.21		
 -3.97   	 -6.41   	  7.65   	  30.52		 71.82   	 -61.04		
  5.49   	 -3.05   	  7.77   	  20.35		 71.58   	 -66.12		
  0.31   	  5.49   	  7.85   	  15.26		 71.31   	 -55.95		
-28.69   	 20.75   	  7.91   	  15.26		 71.09   	 -55.95		
-65.00   	 38.76   	  7.98   	  15.26		 70.86   	 -50.86		
-80.87   	 53.41   	  8.04   	  10.17		 70.66   	 -50.86		
-65.31   	 59.81   	  8.08   	  10.17		 70.46   	 -55.95		
-33.57   	 57.37   	  8.12   	  10.17		 70.23   	 -50.86		
-12.21   	 50.35   	  8.16   	   5.09		 70.03   	 -61.04		
-13.12   	 45.47   	  8.18   	  10.17		 69.79   	 -71.21		
-26.25   	 46.39   	  8.22   	  10.17		 69.50   	 -76.30		
-33.26   	 53.71   	  8.26   	   5.09		 69.20   	 -96.64		
-25.33   	 64.09   	  8.28   	   0.00		 68.81   	-101.73		
 -8.24   	 72.33   	  8.28   	  -5.09		 68.40   	-101.73		
  6.41   	 75.38   	  8.26   	 -15.26		 68.00   	-106.82		End----------
 12.21   	 73.24   	  8.20   	 -25.43		 67.57   	 -96.64		
  9.46   	 66.83   	  8.10   	 -30.52		 67.18   	 -91.56		
  1.53   	 57.37   	  7.98   	 -40.69		 66.82   	 -86.47		
 -8.54   	 44.86   	  7.81   	 -50.86		 66.47   	 -76.30		
-17.09   	 27.77   	  7.61   	 -55.95		 66.16   	 -71.21		
-21.67   	  8.85   	  7.39   	 -71.21		 65.88   	 -71.21		
-20.75   	 -5.80   	  7.10   	 -71.21		 65.59   	 -66.12		
-15.26   	 -8.85   	  6.82   	 -81.38		 65.33   	 -61.04		
 -4.58   	  2.44   	  6.49   	 -96.64		 65.09   	 -55.95		
 12.82   	 23.50   	  6.10   	-106.82		 64.86   	 -35.61		
 33.57   	 43.64   	  5.68   	-137.33		 64.72   	  -5.09		
 50.35   	 53.41   	  5.13   	-167.85		 64.70   	  30.52		
 61.04   	 47.61   	  4.46   	-198.37		 64.82   	  86.47		
 67.75   	 29.30   	  3.66   	-228.89		 65.17   	 137.33		
 66.83   	  5.49   	  2.75   	-259.41		 65.72   	 193.29		
 51.88   	-15.56   	  1.71   	-274.67		 66.49   	 249.24		
 14.65   	-29.91   	  0.61   	-284.84		 67.49   	 295.01		
-44.56   	-36.93   	 -0.53   	-269.58		 68.67   	 330.62		
-106.20   	-39.98   	 -1.61   	-244.15		 69.99   	 350.97		
-140.38   	-42.72   	 -2.58   	-203.46		 71.39   	 361.14		
-134.28   	-46.08   	 -3.40   	-147.51		 72.84   	 356.05		
-103.45   	-49.13   	 -3.99   	 -86.47		 74.26   	 335.71		
-75.07   	-49.74   	 -4.33   	 -20.35		 75.60   	 315.36		
