  I     	  II     	  PW     	  PW'		  CH2     	  CH2'		
-11.29   	-103.45   	 29.54   	  81.38		  0.98   	  -5.09		
-11.60   	-103.15   	 29.87   	  86.47		  0.96   	   0.00		
-11.29   	-102.23   	 30.21   	  81.38		  0.96   	  -5.09		
-11.29   	-100.71   	 30.54   	  76.30		  0.94   	  -5.09		
-10.68   	-99.79   	 30.84   	  66.12		  0.92   	   0.00		
 -9.46   	-99.49   	 31.11   	  40.69		  0.92   	   0.00		
 -7.63   	-98.88   	 31.27   	  25.43		  0.92   	  -5.09		
 -4.58   	-95.52   	 31.37(V)	   0.00		  0.90   	   0.00		
 -1.83   	-87.28   	 31.37   	 -15.26		  0.90   	   5.09		
  1.22   	-71.72   	 31.31   	 -35.61		  0.92   	   0.00		
  5.49   	-47.91   	 31.17   	 -45.78		  0.92   	   0.00		
 11.90   	-18.01   	 30.99   	 -61.04		  0.92   	   5.09		
 20.75   	 13.73   	 30.74   	 -61.04		  0.94   	   0.00		
 30.82   	 40.89   	 30.50   	 -61.04		  0.94   	   5.09		
 39.37   	 58.29   	 30.25   	 -66.12		  0.96   	   5.09		
 45.47   	 65.00   	 29.99   	 -61.04		  0.98   	   0.00		
 48.22   	 63.48   	 29.75   	 -61.04		  0.98   	   5.09		
 49.44   	 58.59   	 29.50   	 -61.04		  1.00   	   5.09		
 49.13   	 51.88   	 29.26   	 -55.95		  1.02   	   0.00		
 46.69   	 40.28   	 29.03   	 -61.04		  1.02   	   5.09		
 40.28   	 18.62   	 28.79   	 -61.04		  1.04   	   0.00		
 29.30   	-14.95   	 28.55   	 -66.12		  1.04   	   0.00		
 15.56   	-56.15   	 28.28   	 -66.12		  1.04   	   0.00		
  2.75   	-93.99   	 28.02   	 -66.12		  1.04   	   0.00		
 -6.10   	-119.32   	 27.75   	 -71.21		  1.04   	   0.00		
-10.07   	-129.70   	 27.47   	 -66.12		  1.04   	   0.00		
-10.38   	-132.45   	 27.20   	 -66.12		  1.04   	   0.00		
-10.07   	-137.94   	 26.94   	 -61.04		  1.04   	  -5.09		
-10.99   	-151.67   	 26.69   	 -61.04		  1.02   	   0.00		
-13.73   	-172.12   	 26.45   	 -55.95		  1.02   	  -5.09		
-16.78   	-191.96   	 26.23   	 -55.95		  1.00   	   0.00		
-18.92   	-205.38   	 26.00   	 -50.86		  1.00   	  -5.09		
-18.62   	-210.88   	 25.80   	 -45.78		  0.98   	  -5.09		
-15.26   	-210.57   	 25.62   	 -45.78		  0.96   	   0.00		
 -9.77   	-207.21   	 25.43   	 -35.61		  0.96   	  -5.09		
 -3.97   	-201.72   	 25.29   	 -30.52		  0.94   	   0.00		
 -0.92   	-194.70   	 25.17   	 -30.52		  0.94   	   0.00		
 -0.61   	-186.16   	 25.05   	 -20.35		  0.94   	  -5.09		
 -2.14   	-177.31   	 24.96   	 -15.26		  0.92   	   0.00		
 -2.75   	-169.07   	 24.90   	 -15.26		  0.92   	   0.00		
 -0.31   	-162.05   	 24.84   	 -15.26		  0.92   	   0.00		
  4.27   	-157.47   	 24.78   	 -15.26		  0.92   	  -5.09		
  9.16   	-155.94   	 24.72   	 -20.35		  0.90   	   0.00		
 11.90   	-156.86   	 24.64   	 -25.43		  0.90   	   0.00		
 11.29   	-158.69   	 24.54   	 -30.52		  0.90   	   0.00		
  8.24   	-157.78   	 24.41   	 -35.61		  0.90   	   5.09		
  3.05   	-152.89   	 24.27   	 -40.69		  0.92   	   0.00		
 -2.75   	-146.18   	 24.11   	 -40.69		  0.92   	   0.00		
 -8.85   	-140.99   	 23.95   	 -45.78		  0.92   	   0.00		
-14.04   	-139.47   	 23.76   	 -45.78		  0.92   	   5.09		
-17.70   	-140.08   	 23.58   	 -35.61		  0.94   	   0.00		
-19.53   	-139.47   	 23.44   	 -35.61		  0.94   	   0.00		
-19.84   	-135.50   	 23.30   	 -25.43		  0.94   	   5.09		
-19.84   	-128.17   	 23.19   	 -15.26		  0.96   	   0.00		
-19.84   	-120.85   	 23.13   	 -10.17		  0.96   	   0.00		
-19.84   	-115.97   	 23.09   	  -5.09		  0.96   	   0.00		
-20.45   	-114.14   	 23.07   	  -5.09		  0.96   	   5.09		
-20.45   	-113.83   	 23.05   	   0.00		  0.98   	   0.00		
-20.75   	-112.92   	 23.05   	   0.00		  0.98   	   0.00		
-21.36   	-110.78   	 23.05   	  -5.09		  0.98   	   0.00		
-22.58   	-108.64   	 23.03   	 -10.17		  0.98   	   0.00		
-23.50   	-106.20   	 22.99   	 -15.26		  0.98   	   0.00		
-23.50   	-102.84   	 22.93   	 -20.35		  0.98   	   0.00		
-22.58   	-93.38   	 22.85   	 -25.43		  0.98   	   0.00		
-20.45   	-71.11   	 22.75   	 -25.43		  0.98   	   0.00		
-16.78   	-25.94   	 22.64   	 -25.43		  0.98   	   0.00		
-11.29   	 51.27   	 22.54   	 -25.43		  0.98   	   0.00		
 -3.05   	166.93   	 22.44   	 -20.35		  0.98   	   0.00		
 10.38   	321.04   	 22.36   	 -20.35		  0.98   	   0.00		
 31.43   	509.03   	 22.28   	 -15.26		  0.98   	   0.00		
 61.95   	721.13   	 22.22   	  -5.09		  0.98   	   0.00		
103.76   	935.67   	 22.20   	  -5.09		  0.98   	   0.00		
156.86   	1115.42   	 22.18   	   0.00		  0.98   	   0.00		
210.88   	1206.05(R)	 22.18   	   5.09		  0.98   	   0.00		
243.53   	1146.85   	 22.20   	  10.17		  0.98   	   0.00		
232.85   	913.39   	 22.24   	   5.09		  0.98   	   0.00		
174.56   	548.40   	 22.26   	  10.17		  0.98   	   0.00		
 93.69   	149.23   	 22.30   	  10.17		  0.98   	   0.00		
 33.26   	-170.90   	 22.34   	  10.17		  0.98   	   5.09		
 26.86   	-341.49   	 22.38   	  15.26		  1.00   	   0.00		
 69.27   	-372.31   	 22.44   	  10.17		  1.00   	   0.00		
119.63   	-328.37   	 22.48   	  25.43		  1.00   	   0.00		
133.97   	-276.18   	 22.58   	  25.43		  1.00   	   0.00		
 96.74   	-247.50   	 22.69   	  30.52		  1.00   	   0.00		
 28.38   	-236.21   	 22.81   	  40.69		  1.00   	   0.00		
-35.40   	-222.47   	 22.97   	  40.69		  1.00   	   0.00		
-68.66   	-196.84   	 23.13   	  45.78		  1.00   	  -5.09		
-69.27   	-168.15   	 23.32   	  35.61		  0.98   	   0.00		
-53.10   	-149.84   	 23.46   	  30.52		  0.98   	   0.00		
-39.06   	-146.79   	 23.58   	  15.26		  0.98   	   0.00		
-35.71   	-153.20   	 23.64   	  10.17		  0.98   	   0.00		
-41.20   	-160.22   	 23.68   	 -10.17		  0.98   	   0.00		
-47.30   	-161.74   	 23.64   	 -15.26		  0.98   	   0.00		
-47.61   	-159.30   	 23.58   	 -25.43		  0.98   	  -5.09		
-42.11   	-156.56   	 23.48   	 -25.43		  0.96   	   0.00		
-36.32   	-156.25   	 23.38   	 -25.43		  0.96   	   0.00		
-35.71   	-157.47   	 23.28   	 -25.43		  0.96   	   0.00		
-40.28   	-158.39   	 23.17   	 -10.17		  0.96   	   0.00		
-45.17   	-158.39   	 23.13   	   5.09		  0.96   	   0.00		
-46.69   	-157.47   	 23.15   	  15.26		  0.96   	   0.00		
-44.86   	-156.86   	 23.21   	  30.52		  0.96   	   0.00		
-43.03   	-155.64   	 23.34   	  50.86		  0.96   	   0.00		
-43.03   	-153.20   	 23.54   	  61.04		  0.96   	   0.00		
-43.33   	-150.76   	 23.78   	  71.21		  0.96   	   0.00		
-42.72   	-149.54   	 24.07   	  81.38		  0.96   	   0.00		
-41.50   	-150.15   	 24.39   	  96.64		  0.96   	   0.00		
-41.50   	-151.37   	 24.78   	 111.90		  0.96   	   5.09		
-43.33   	-151.98   	 25.23   	 116.99		  0.98   	   0.00		
-44.86   	-151.98   	 25.70   	 132.25		  0.98   	   0.00		
-43.64   	-152.28   	 26.23   	 137.33		  0.98   	   0.00		
-40.28   	-153.50   	 26.78   	 132.25		  0.98   	   0.00		
-37.84   	-155.03   	 27.30   	 116.99		  0.98   	   0.00		
-39.06   	-155.64   	 27.77   	  91.56		  0.98   	   0.00		
-43.33   	-155.64   	 28.14   	  55.95		  0.98   	   0.00		
-46.39   	-155.33   	 28.36   	  15.26		  0.98   	   0.00		
-47.30   	-155.64   	 28.42(A)	 -30.52		  0.98   	   5.09		
-46.39   	-156.25   	 28.30   	 -66.12		  1.00   	   0.00		
-45.78   	-156.56   	 28.04   	-101.73		  1.00   	   0.00		
-46.39   	-156.86   	 27.63   	-127.16		  1.00   	  -5.09		
-47.00   	-158.08   	 27.12   	-137.33		  0.98   	   0.00		
-46.39   	-160.52   	 26.57   	-132.25		  0.98   	   0.00		
-46.39   	-162.96   	 26.04   	-122.07		  0.98   	   0.00		
-47.61   	-164.79   	 25.55   	-106.82		  0.98   	   0.00		
-49.44   	-165.71   	 25.13   	 -81.38		  0.98   	   0.00		
-50.35   	-167.24   	 24.80   	 -55.95		  0.98   	   0.00		
-50.35   	-169.37   	 24.58   	 -40.69		  0.98   	  -5.09		
-50.96   	-171.51   	 24.41   	 -15.26		  0.96   	   0.00		
-53.10   	-172.42   	 24.35   	 -10.17		  0.96   	   0.00		
-56.46   	-173.34   	 24.31   	  -5.09		  0.96   	   0.00		
-58.90   	-175.48   	 24.29   	   0.00		  0.96   	   0.00		
-60.12   	-179.75   	 24.29   	  -5.09		  0.96   	   0.00		
-61.04   	-185.24   	 24.27   	 -15.26		  0.96   	   0.00		
-63.48   	-190.12   	 24.21   	 -15.26		  0.96   	   0.00		
-67.14   	-193.48   	 24.15   	 -25.43		  0.96   	   0.00		
-70.80   	-194.70   	 24.05   	 -25.43		  0.96   	   5.09		
-73.55   	-194.70   	 23.95   	 -30.52		  0.98   	   0.00		
-76.60   	-193.48   	 23.82   	 -35.61		  0.98   	   0.00		
-79.96   	-191.65   	 23.68   	 -30.52		  0.98   	   0.00		
-83.31   	-189.51   	 23.56   	 -30.52		  0.98   	   0.00		
-86.06   	-187.38   	 23.44   	 -30.52		  0.98   	   5.09		
-87.89   	-184.94   	 23.32   	 -25.43		  1.00   	   0.00		
-88.81   	-180.05   	 23.21   	 -20.35		  1.00   	   0.00		
-88.20   	-172.73   	 23.13   	 -25.43		  1.00   	   0.00		
-85.75   	-163.27   	 23.03   	 -15.26		  1.00   	   0.00		
-81.79   	-152.89   	 22.97   	 -20.35		  1.00   	   5.09		
-78.74   	-141.30   	 22.89   	 -20.35		  1.02   	   0.00		
-77.51   	-127.56   	 22.81   	 -15.26		  1.02   	   0.00		
-76.29   	-112.30   	 22.75   	 -25.43		  1.02   	   0.00		
-71.72   	-96.74   	 22.64   	 -20.35		  1.02   	  -5.09		
-61.95   	-82.70   	 22.56   	 -20.35		  1.00   	   0.00		
-49.44   	-70.19   	 22.48   	 -25.43		  1.00   	   0.00		
-37.84   	-57.98   	 22.38   	 -25.43		  1.00   	   0.00		
-30.52   	-45.47   	 22.28   	 -20.35		  1.00   	  -5.09		
-26.86   	-33.26   	 22.20   	 -20.35		  0.98   	   0.00		
-24.72   	-22.89   	 22.12   	 -15.26		  0.98   	   0.00		
-21.36   	-15.26   	 22.05   	 -10.17		  0.98   	   0.00		
-16.17   	 -8.85   	 22.01   	  -5.09		  0.98   	   0.00		
-10.07   	 -3.05   	 21.99   	  -5.09		  0.98   	  -5.09		
 -4.58   	  2.44   	 21.97   	   5.09		  0.96   	   0.00		
 -0.61   	  7.02   	 21.99   	   5.09		  0.96   	   0.00		
  1.83   	 10.07   	 22.01   	  10.17		  0.96   	   0.00		
  3.66   	 10.99   	 22.05   	  10.17		  0.96   	   0.00		
  4.88   	 10.99   	 22.10   	  10.17		  0.96   	   0.00		
  6.41   	  9.77   	 22.14   	  15.26		  0.96   	   0.00		
  8.54   	  7.63   	 22.20   	  15.26		  0.96   	   0.00		
 10.68   	  5.49   	 22.26   	  10.17		  0.96   	   0.00		
 12.21   	  3.66   	 22.30   	  15.26		  0.96   	   0.00		
 12.82   	  3.36   	 22.36   	  15.26		  0.96   	   0.00		
 12.21   	  3.97   	 22.42   	  10.17		  0.96   	   0.00		
 10.68   	  5.19   	 22.46   	  10.17		  0.96   	   0.00		
  9.46   	  6.10   	 22.50   	   0.00		  0.96   	   0.00		
  9.16   	  7.02   	 22.50   	  -5.09		  0.96   	   0.00		
 10.07   	  7.63   	 22.48   	 -15.26		  0.96   	   5.09		
 11.60   	  8.24   	 22.42   	 -20.35		  0.98   	   0.00		
 12.82   	 10.07   	 22.34   	 -20.35		  0.98   	   0.00		
 13.73   	 12.51   	 22.26   	 -25.43		  0.98   	   0.00		
 14.65   	 14.95   	 22.16   	 -15.26		  0.98   	   5.09		
 15.26   	 16.48   	 22.10   	   0.00		  1.00   	   0.00		
 14.95   	 16.17   	 22.10   	  35.61		  1.00   	   0.00		
 13.73   	 14.65   	 22.24   	  66.12		  1.00   	   0.00		
 11.90   	 12.21   	 22.50   	 111.90		  1.00   	   0.00		
 10.38   	 10.38   	 22.95   	 142.42		  1.00   	   0.00		
 10.38   	  8.85   	 23.52   	 178.03		  1.00   	   0.00		
 11.60   	  7.93   	 24.23   	 193.29		  1.00   	   0.00		
 13.43   	  6.71   	 25.00   	 193.29		  1.00   	   0.00		
 15.26   	  6.10   	 25.78   	 188.20		  1.00   	   0.00		
 15.87   	  6.10   	 26.53   	 162.77		  1.00   	   0.00		
 15.26   	  6.41   	 27.18   	 127.16		  1.00   	   0.00		
 13.43   	  6.41   	 27.69   	  91.56		  1.00   	   0.00		
 11.29   	  5.49   	 28.06   	  50.86		  1.00   	   0.00		
  8.54   	  3.05   	 28.26   	  15.26		  1.00   	   0.00		
  6.10   	 -0.31   	 28.32   	 -15.26		  1.00   	   0.00		
  4.27   	 -3.66   	 28.26   	 -30.52		  1.00   	   0.00		
  3.05   	 -6.71   	 28.14   	 -35.61		  1.00   	   0.00		
  2.75   	 -9.46   	 28.00   	 -30.52		  1.00   	   0.00		
  3.36   	-11.60   	 27.87   	 -20.35		  1.00   	   0.00		
  4.88   	-14.34   	 27.79   	   0.00		  1.00   	   0.00		
  6.10   	-17.70   	 27.79   	  20.35		  1.00   	   0.00		
  7.32   	-21.36   	 27.87   	  45.78		  1.00   	   0.00		
  7.93   	-25.02   	 28.06   	  61.04		  1.00   	   0.00		
  7.02   	-27.47   	 28.30   	  81.38		  1.00   	   0.00		
  5.80   	-28.38   	 28.63   	  81.38		  1.00   	   0.00		
  4.27   	-28.99   	 28.95   	  81.38		  1.00   	  -5.09		
  3.36   	-29.30   	 29.28   	  76.30		  0.98   	   0.00		
  3.66   	-30.21   	 29.58   	  55.95		  0.98   	   0.00		
  3.97   	-31.13   	 29.81   	  45.78		  0.98   	   0.00		
  4.27   	-30.21   	 29.99   	  20.35		  0.98   	   0.00		
  3.97   	-26.55   	 30.07(V)	   0.00		  0.98   	   0.00		
  5.19   	-18.01   	 30.07   	 -20.35		  0.98   	   0.00		
  8.54   	 -3.97   	 29.99   	 -35.61		  0.98   	   0.00		
 14.65   	 17.40   	 29.85   	 -45.78		  0.98   	   0.00		
 22.89   	 45.17   	 29.66   	 -50.86		  0.98   	  -5.09		
 31.43   	 76.29   	 29.46   	 -55.95		  0.96   	   0.00		
 39.06   	104.98   	 29.24   	 -55.95		  0.96   	   0.00		
 45.78   	124.21   	 29.01   	 -55.95		  0.96   	   5.09		
 50.66   	131.53   	 28.79   	 -50.86		  0.98   	   0.00		
 55.24   	129.39   	 28.59   	 -50.86		  0.98   	   0.00		
 58.90   	123.90   	 28.38   	 -45.78		  0.98   	   0.00		
 61.95   	118.10   	 28.20   	 -50.86		  0.98   	   0.00		
 61.95   	109.56   	 28.00   	 -50.86		  0.98   	   0.00		
 57.07   	 91.25   	 27.79   	 -50.86		  0.98   	   5.09		
 46.39   	 59.20   	 27.59   	 -55.95		  1.00   	   0.00		
 30.82   	 17.70   	 27.37   	 -61.04		  1.00   	   0.00		
 14.34   	-22.58   	 27.12   	 -61.04		  1.00   	   0.00		
  0.92   	-49.74   	 26.88   	 -66.12		  1.00   	   0.00		
 -6.10   	-60.42   	 26.61   	 -61.04		  1.00   	   0.00		
 -6.71   	-61.04   	 26.37   	 -61.04		  1.00   	   0.00		
 -3.97   	-63.48   	 26.12   	 -61.04		  1.00   	   0.00		
 -1.22   	-75.38   	 25.88   	 -61.04		  1.00   	  -5.09		
 -1.22   	-95.83   	 25.64   	 -50.86		  0.98   	   0.00		
 -3.66   	-118.41   	 25.43   	 -50.86		  0.98   	   0.00		
 -6.41   	-135.19   	 25.23   	 -45.78		  0.98   	   0.00		
 -7.32   	-142.82   	 25.05   	 -40.69		  0.98   	  -5.09		
 -5.80   	-143.43   	 24.88   	 -30.52		  0.96   	   0.00		
 -2.75   	-140.38   	 24.76   	 -30.52		  0.96   	   0.00		
  0.61   	-135.50   	 24.64   	 -25.43		  0.96   	  -5.09		
  3.36   	-130.00   	 24.54   	 -15.26		  0.94   	   0.00		
  4.58   	-123.90   	 24.48   	 -10.17		  0.94   	   0.00		
  5.19   	-117.80   	 24.44   	 -10.17		  0.94   	   0.00		
  6.10   	-112.00   	 24.39   	   0.00		  0.94   	   0.00		
  8.24   	-107.42   	 24.39   	   0.00		  0.94   	   0.00		
 11.90   	-105.59   	 24.39   	  -5.09		  0.94   	   0.00		
 15.26   	-106.81   	 24.37   	  -5.09		  0.94   	   0.00		
 17.40   	-109.86   	 24.35   	 -15.26		  0.94   	   0.00		
 17.40   	-112.30   	 24.29   	 -20.35		  0.94   	   5.09		
 15.56   	-112.00   	 24.21   	 -30.52		  0.96   	   0.00		
 11.90   	-108.64   	 24.09   	 -35.61		  0.96   	   0.00		
  6.71   	-104.68   	 23.95   	 -40.69		  0.96   	   0.00		
 -0.31   	-102.84   	 23.78   	 -45.78		  0.96   	   0.00		
 -7.32   	-104.06   	 23.60   	 -45.78		  0.96   	   5.09		
-13.43   	-106.20   	 23.42   	 -40.69		  0.98   	   0.00		
-16.78   	-105.59   	 23.26   	 -35.61		  0.98   	   0.00		
-17.70   	-100.10   	 23.11   	 -25.43		  0.98   	   0.00		
-17.09   	-92.16   	 23.01   	 -20.35		  0.98   	   0.00		
-16.78   	-84.84   	 22.93   	 -10.17		  0.98   	   0.00		
-17.70   	-81.18   	 22.89   	   0.00		  0.98   	   0.00		
-18.92   	-81.79   	 22.89   	   0.00		  0.98   	   0.00		
-20.14   	-83.92   	 22.89   	   0.00		  0.98   	   5.09		
-20.14   	-84.53   	 22.89   	   0.00		  1.00   	   0.00		
-18.62   	-83.01   	 22.89   	   0.00		  1.00   	   0.00		
-17.09   	-80.57   	 22.89   	 -10.17		  1.00   	   0.00		
-15.87   	-77.82   	 22.85   	 -10.17		  1.00   	   0.00		
-15.56   	-75.07   	 22.81   	 -15.26		  1.00   	   0.00		
-15.87   	-69.58   	 22.75   	 -25.43		  1.00   	   0.00		
-16.17   	-54.32   	 22.64   	 -25.43		  1.00   	   0.00		
-15.26   	-19.84   	 22.54   	 -25.43		  1.00   	   0.00		
-11.90   	 45.47   	 22.44   	 -25.43		  1.00   	   0.00		
 -5.19   	150.76   	 22.34   	 -25.43		  1.00   	   0.00		
  6.41   	297.24   	 22.24   	 -25.43		  1.00   	  -5.09		
 25.63   	480.65   	 22.14   	 -15.26		  0.98   	   0.00		
 53.71   	690.61   	 22.08   	  -5.09		  0.98   	   0.00		
 93.38   	906.98   	 22.05   	  -5.09		  0.98   	   5.09		
146.18   	1096.80   	 22.03   	   0.00		  1.00   	   0.00		
203.86   	1209.72(R)	 22.03   	   5.09		  1.00   	   0.00		
245.67   	1185.00   	 22.05   	   5.09		  1.00   	  -5.09		
246.28   	986.94   	 22.08   	  10.17		  0.98   	   0.00		
195.92   	642.09   	 22.12   	   5.09		  0.98   	   0.00		
113.83   	238.95   	 22.14   	  10.17		  0.98   	   0.00		
 42.72   	-108.03   	 22.18   	   5.09		  0.98   	   0.00		
 21.36   	-313.42   	 22.20   	  10.17		  0.98   	   0.00		
 54.32   	-369.87   	 22.24   	   5.09		  0.98   	   0.00		
106.51   	-335.69   	 22.26   	  10.17		  0.98   	   0.00		
131.23   	-281.37   	 22.30   	  15.26		  0.98   	  -5.09		
105.90   	-247.19   	 22.36   	  20.35		  0.96   	   0.00		
 43.33   	-233.15   	 22.44   	  25.43		  0.96   	   0.00		
-22.58   	-220.03   	 22.54   	  25.43		  0.96   	   0.00		
-62.56   	-196.23   	 22.64   	  30.52		  0.96   	   0.00		
-69.58   	-169.07   	 22.77   	  30.52		  0.96   	   0.00		
-56.46   	-151.37   	 22.89   	  20.35		  0.96   	   0.00		
-41.81   	-148.62   	 22.97   	  20.35		  0.96   	   0.00		
-36.62   	-153.81   	 23.05   	   5.09		  0.96   	   0.00		
-40.59   	-158.08   	 23.07   	   0.00		  0.96   	   0.00		
-47.91   	-156.86   	 23.07   	 -10.17		  0.96   	   0.00		
-51.57   	-151.67   	 23.03   	 -15.26		  0.96   	   5.09		
-49.44   	-146.79   	 22.97   	 -15.26		  0.98   	   0.00		
-45.17   	-145.57   	 22.91   	 -20.35		  0.98   	   0.00		
-42.42   	-147.09   	 22.83   	 -15.26		  0.98   	   0.00		
-43.03   	-148.62   	 22.77   	  -5.09		  0.98   	   0.00		
-45.17   	-148.62   	 22.75   	   0.00		  0.98   	   0.00		
-46.39   	-146.79   	 22.75   	  15.26		  0.98   	   0.00		
-45.78   	-144.65   	 22.81   	  30.52		  0.98   	   0.00		
-44.56   	-142.82   	 22.93   	  40.69		  0.98   	   0.00		
-44.56   	-141.30   	 23.09   	  55.95		  0.98   	   0.00		
-45.17   	-140.08   	 23.32   	  66.12		  0.98   	   0.00		
-46.08   	-138.85   	 23.58   	  76.30		  0.98   	   0.00		
-46.69   	-137.63   	 23.89   	  91.56		  0.98   	   0.00		
-47.30   	-136.41   	 24.25   	 106.82		  0.98   	   0.00		
-48.52   	-135.19   	 24.68   	 122.07		  0.98   	   0.00		
-50.35   	-133.97   	 25.17   	 137.33		  0.98   	   0.00		
-52.19   	-133.67   	 25.72   	 152.59		  0.98   	   0.00		
-52.80   	-133.97   	 26.33   	 152.59		  0.98   	   0.00		
-52.19   	-135.19   	 26.94   	 152.59		  0.98   	   0.00		
-51.88   	-136.11   	 27.55   	 132.25		  0.98   	   0.00		
-52.80   	-136.72   	 28.08   	 101.73		  0.98   	   0.00		
-54.63   	-136.41   	 28.48   	  61.04		  0.98   	   0.00		
-56.15   	-135.50   	 28.73   	  10.17		  0.98   	   0.00		
-56.15   	-134.28   	 28.77(A)	 -40.69		  0.98   	   0.00		
-54.02   	-133.06   	 28.61   	 -81.38		  0.98   	   0.00		
-51.57   	-132.14   	 28.28   	-122.07		  0.98   	   0.00		
-50.66   	-132.75   	 27.79   	-142.42		  0.98   	   0.00		
-52.49   	-133.97   	 27.22   	-152.59		  0.98   	   0.00		
-55.85   	-135.19   	 26.61   	-147.51		  0.98   	   0.00		
-59.20   	-135.80   	 26.02   	-127.16		  0.98   	   0.00		
-61.65   	-136.11   	 25.51   	-106.82		  0.98   	   0.00		
-63.17   	-136.11   	 25.09   	 -71.21		  0.98   	   0.00		
-65.00   	-137.02   	 24.80   	 -50.86		  0.98   	   0.00		
-67.14   	-138.85   	 24.60   	 -20.35		  0.98   	   0.00		
-69.58   	-141.60   	 24.52   	   0.00		  0.98   	   0.00		
-71.41   	-144.96   	 24.52   	  10.17		  0.98   	   0.00		
-72.63   	-148.32   	 24.56   	  10.17		  0.98   	   0.00		
-73.85   	-151.67   	 24.60   	  10.17		  0.98   	   0.00		
-75.68   	-155.03   	 24.64   	  -5.09		  0.98   	   0.00		
-78.74   	-157.78   	 24.62   	 -15.26		  0.98   	   0.00		
-83.01   	-159.61   	 24.56   	 -25.43		  0.98   	   0.00		
-87.89   	-160.83   	 24.46   	 -45.78		  0.98   	   0.00		
-92.47   	-160.52   	 24.27   	 -50.86		  0.98   	   5.09		
-96.44   	-158.69   	 24.07   	 -66.12		  1.00   	   0.00		
-99.79   	-155.03   	 23.80   	 -61.04		  1.00   	   0.00		
-101.93   	-149.23   	 23.56   	 -66.12		  1.00   	   0.00		
-103.76   	-141.60   	 23.30   	 -61.04		  1.00   	   0.00		
-104.98   	-130.62   	 23.05   	 -55.95		  1.00   	   5.09		
-105.90   	-114.75   	 22.83   	 -45.78		  1.02   	   0.00		
-106.51   	-92.16   	 22.64   	 -40.69		  1.02   	   0.00		
-105.59   	-61.95   	 22.48   	 -30.52		  1.02   	   0.00		
-103.15   	-25.63   	 22.36   	 -25.43		  1.02   	   0.00		
-98.57   	 12.82   	 22.26   	 -20.35		  1.02   	   0.00		
-92.77   	 48.83   	 22.18   	 -20.35		  1.02   	   0.00		
-86.67   	 80.26   	 22.10   	 -15.26		  1.02   	   0.00		
-81.18   	106.81   	 22.03   	 -15.26		  1.02   	  -5.09		
-77.21   	130.00   	 21.97   	 -15.26		  1.00   	   0.00		
-73.24   	152.59   	 21.91   	 -15.26		  1.00   	   0.00		
-68.97   	174.87   	 21.85   	 -15.26		  1.00   	  -5.09		
-62.26   	196.53   	 21.79   	 -20.35		  0.98   	   0.00		
-53.71   	216.37   	 21.71   	 -20.35		  0.98   	  -5.09		
-43.95   	235.29   	 21.63   	 -20.35		  0.96   	   0.00		
-35.40   	254.21   	 21.55   	 -15.26		  0.96   	  -5.09		
-28.69   	273.13   	 21.49   	 -20.35		  0.94   	   0.00		
-24.41   	290.83   	 21.40   	 -15.26		  0.94   	  -5.09		
-21.67   	303.96   	 21.34   	 -15.26		  0.92   	   0.00		
-19.23   	311.28   	 21.28   	 -15.26		  0.92   	  -5.09		
-16.17   	313.42   	 21.22   	 -10.17		  0.90   	   0.00		
-13.12   	313.11   	 21.18   	  -5.09		  0.90   	   0.00		
-10.99   	313.72   	 21.16   	   5.09		  0.90   	   0.00		
-10.07   	317.38   	 21.18   	   5.09		  0.90   	   0.00		
 -9.77   	323.18   	 21.20   	  15.26		  0.90   	   5.09		
 -9.16   	328.67   	 21.26   	  15.26		  0.92   	   0.00		
 -7.32   	330.20   	 21.32   	  25.43		  0.92   	   0.00		
 -5.19   	325.62   	 21.42   	  25.43		  0.92   	   5.09		
 -3.97   	313.42   	 21.53   	  25.43		  0.94   	   5.09		
 -4.58   	296.33   	 21.63   	  25.43		  0.96   	   0.00		
 -6.71   	277.71   	 21.73   	  15.26		  0.96   	   5.09		
 -8.24   	261.23   	 21.79   	  10.17		  0.98   	   5.09		
 -7.93   	248.41   	 21.83   	  -5.09		  1.00   	   0.00		
 -6.41   	238.65   	 21.81   	 -10.17		  1.00   	   5.09		
 -4.58   	230.10   	 21.77   	 -25.43		  1.02   	   0.00		
 -3.97   	222.17   	 21.67   	 -30.52		  1.02   	   5.09		
 -4.88   	215.15   	 21.55   	 -30.52		  1.04   	   0.00		
 -6.41   	208.74   	 21.42   	 -10.17		  1.04   	   0.00		
 -7.93   	200.81   	 21.38   	  15.26		  1.04   	   0.00		
 -8.24   	189.82   	 21.44   	  50.86		  1.04   	   0.00		
 -7.02   	175.48   	 21.65   	  91.56		  1.04   	   0.00		
 -3.97   	159.00   	 22.01   	 132.25		  1.04   	   0.00		
 -1.22   	142.82   	 22.54   	 172.94		  1.04   	   0.00		
 -0.31   	127.56   	 23.23   	 193.29		  1.04   	   0.00		
 -2.14   	112.92   	 24.01   	 198.37		  1.04   	   0.00		
 -5.49   	 98.27   	 24.80   	 198.37		  1.04   	  -5.09		
 -7.02   	 83.62   	 25.60   	 178.03		  1.02   	   0.00		
 -6.41   	 69.58   	 26.31   	 142.42		  1.02   	  -5.09		
 -5.19   	 56.46   	 26.88   	 106.82		  1.00   	   0.00		
 -4.88   	 44.25   	 27.30   	  61.04		  1.00   	  -5.09		
 -6.41   	 32.35   	 27.55   	  20.35		  0.98   	   0.00		
