  I     	  II     	  CH1     	  CH1'		  LV     	  LV'		
 -3.66   	-29.60   	  7.34   	  -5.09		 15.04   	 152.59		
 -6.10   	-10.99   	  7.32   	   0.00		 15.65   	 137.33		
 -7.02   	  6.71   	  7.32   	  -5.09		 16.20   	 132.25		
 -6.10   	 11.60   	  7.30   	  -5.09		 16.72   	  86.47		
 -3.36   	  3.36   	  7.28   	  -5.09		 17.07   	  45.78		
 -0.61   	 -8.24   	  7.26   	 -10.17		 17.25   	  50.86		
  0.92   	-12.51   	  7.22   	  -5.09		 17.46   	  61.04		
  0.31   	 -5.80   	  7.20   	 -10.17		 17.70   	  40.69		
 -1.53   	  5.49   	  7.16   	 -10.17		 17.86   	  35.61		
 -3.36   	 11.90   	  7.12   	 -10.17		 18.01   	  25.43		
 -3.36   	  9.46   	  7.08   	  -5.09		 18.11   	 -35.61		
 -1.83   	  1.22   	  7.06   	 -15.26		 17.97   	 -81.38		
  0.31   	 -5.80   	  7.00   	 -10.17		 17.64   	 -96.64		
  2.14   	 -6.10   	  6.96   	  -5.09		 17.25   	-101.73		
  3.36   	  0.92   	  6.94   	 -10.17		 16.85   	-116.99		
  3.97   	 10.38   	  6.90   	 -10.17		 16.38   	-111.90		
  4.88   	 17.40   	  6.86   	 -10.17		 15.93   	 -81.38		
  5.80   	 18.92   	  6.82   	 -10.17		 15.61   	 -30.52		
  6.10   	 17.09   	  6.78   	  -5.09		 15.48   	  20.35		
  5.19   	 15.87   	  6.75   	 -10.17		 15.56   	  71.21		
  3.05   	 18.01   	  6.71   	  -5.09		 15.85   	  91.56		
  0.61   	 22.89   	  6.69   	  -5.09		 16.22   	 106.82		
 -2.14   	 26.86   	  6.67   	  -5.09		 16.64   	  96.64		
 -3.97   	 26.55   	  6.65   	   0.00		 17.03   	  71.21		
 -4.88   	 21.36   	  6.65   	  -5.09		 17.31   	  35.61		
 -5.19   	 13.73   	  6.63   	   0.00		 17.46   	 -10.17		
 -4.88   	  7.93   	  6.63   	   0.00		 17.42   	 -50.86		
 -4.58   	  6.71   	  6.63   	   0.00		 17.21   	 -81.38		
 -4.58   	 10.07   	  6.63   	   0.00		 16.89   	 -86.47		
 -4.88   	 14.95   	  6.63   	   5.09		 16.54   	 -55.95		
 -5.19   	 18.92   	  6.65   	   0.00		 16.32   	 -10.17		
 -4.88   	 19.84   	  6.65   	   5.09		 16.28   	  61.04		
 -4.27   	 18.62   	  6.67   	   5.09		 16.52   	 132.25		
 -3.36   	 15.87   	  6.69   	   5.09		 17.05   	 203.46		
 -3.05   	 13.12   	  6.71   	   5.09		 17.86   	 284.84		
 -3.36   	 10.07   	  6.73   	   5.09		 19.00   	 289.93		
 -4.27   	  8.24   	  6.75   	   5.09		 20.16   	 289.93		
 -4.88   	  7.32   	  6.78   	   5.09		 21.32   	 249.24		
 -4.27   	  8.85   	  6.80   	   5.09		 22.32   	 106.82		
 -3.36   	 11.29   	  6.82   	  10.17		 22.75   	 -20.35		
 -2.14   	 13.43   	  6.86   	   5.09		 22.67   	 -76.30		
 -1.53   	 14.65   	  6.88   	   5.09		 22.36   	-111.90		
 -1.83   	 14.65   	  6.90   	   5.09		 21.91   	-122.07		
 -2.44   	 15.26   	  6.92   	  10.17		 21.42   	-116.99		
 -3.05   	 16.48   	  6.96   	   5.09		 20.96   	 -66.12		
 -3.05   	 18.01   	  6.98   	   5.09		 20.69   	  15.26		
 -2.75   	 18.31   	  7.00   	   5.09		 20.75   	  55.95		
 -2.75   	 17.09   	  7.02   	   5.09		 20.98   	 101.73		
 -3.05   	 14.34   	  7.04   	   0.00		 21.38   	 111.90		
 -3.05   	 11.29   	  7.04   	   5.09		 21.83   	  71.21		
 -3.05   	  8.85   	  7.06   	   5.09		 22.12   	  20.35		
 -2.44   	  6.10   	  7.08   	   5.09		 22.20   	  10.17		
 -1.53   	  3.97   	  7.10   	   0.00		 22.24   	   5.09		
 -0.31   	  3.66   	  7.10   	   5.09		 22.26   	 -15.26		
  0.61   	  6.41   	  7.12   	   0.00		 22.20   	 -30.52		
  1.53   	 12.82   	  7.12   	   0.00		 22.08   	 -10.17		
  2.75   	 20.75   	  7.12   	   0.00		 22.03(E)	  35.61		
  3.66   	 27.16   	  7.12   	   0.00		 22.18   	  76.30		
  3.66   	 30.21   	  7.12   	   0.00		 22.48   	 111.90		
  2.44   	 29.91   	  7.12   	  -5.09		 22.93   	 106.82		
  0.92   	 28.38   	  7.10   	   0.00		 23.36   	  81.38		
  0.92   	 32.04   	  7.10   	  -5.09		 23.68   	  40.69		
  3.05   	 50.05   	  7.08   	  -5.09		 23.85   	  10.17		
  6.10   	 93.69   	  7.06   	  -5.09		 23.89   	   0.00		
  6.10   	175.78   	  7.04   	  -5.09		 23.89   	  15.26		
  0.31   	311.28   	  7.02   	  -5.09		 23.95   	  55.95		
 -8.54   	509.03   	  7.00   	  -5.09		 24.17   	 147.51		
-10.38   	756.84   	  6.98   	  -5.09		 24.76   	 295.01		
  3.36   	1011.35   	  6.96   	  -5.09		 25.94   	 457.78		
 31.43   	1203.00   	  6.94   	  -5.09		 27.77   	 549.34		
 59.81   	1266.78(R)	  6.92   	  -5.09		 29.97   	 534.08		
 69.89   	1181.64   	  6.90   	  -5.09		 32.11   	 467.95		
 49.44   	988.16   	  6.88   	   0.00		 33.98   	 412.00		
  3.97   	763.55   	  6.88   	  -5.09		 35.63   	 422.18		
-49.44   	574.65   	  6.86   	  -5.09		 37.31   	 513.73		
-94.91   	444.03   	  6.84   	  -5.09		 39.37   	 635.81		
-122.99   	357.06   	  6.82   	   0.00		 41.91   	 991.86		
-132.45   	287.48   	  6.82   	  -5.09		 45.88   	1698.87		
-125.73   	219.12   	  6.80   	   0.00		 52.68   	2451.67		
-104.68   	152.59   	  6.80   	   0.00		 62.48   	2878.93		
-73.55   	 92.77   	  6.80   	  -5.09		 74.00   	2527.97		
-40.89   	 43.03   	  6.78   	   0.00		 84.11   	1378.43		
-16.48   	  3.66   	  6.78   	   0.00		 89.62   	 289.93		
 -5.19   	-23.19   	  6.78   	   0.00		 90.78   	-116.99		
 -4.27   	-39.37   	  6.78   	   0.00		 90.32   	 523.90		
 -7.02   	-48.83   	  6.78   	   5.09		 92.41   	1922.68		
 -8.24   	-55.54   	  6.80   	   0.00		100.10   	2400.80		
 -6.10   	-60.42   	  6.80   	   0.00		109.70   	2126.14		
 -2.14   	-63.48   	  6.80   	   0.00		118.21   	1927.76		
  1.53   	-64.09   	  6.80   	   5.09		125.92   	1429.29		
  3.36   	-64.39   	  6.82   	   0.00		131.64   	 478.13		
  4.27   	-66.83   	  6.82   	   5.09		133.55   	-513.73		
  4.27   	-70.80   	  6.84   	   0.00		131.49   	-1078.33		
  5.19   	-73.55   	  6.84   	   5.09		127.18   	-920.65		
  6.71   	-73.24   	  6.86   	   0.00		123.50   	-590.03		
  8.85   	-71.41   	  6.86   	   5.09		121.14   	-885.04		
 10.38   	-69.58   	  6.88   	   5.09		117.60   	-1383.51		
 11.29   	-68.36   	  6.90   	   0.00		112.06   	-1892.16		
 11.90   	-68.05   	  6.90   	   5.09		104.50   	-2024.41		
 12.51   	-68.05   	  6.92   	   0.00		 96.40   	 722.28		
 13.73   	-68.97   	  6.92   	   5.09		 99.29   	4608.32		
 14.34   	-71.41   	  6.94   	   5.09		117.72   	5350.95		
 14.04   	-75.07   	  6.96   	   0.00		139.12   	4064.07		
 13.12   	-78.13   	  6.96   	   0.00		155.38   	2705.99		
 12.51   	-79.96   	  6.96   	   5.09		166.20   	 793.49		
 12.21   	-80.87   	  6.98   	   0.00		169.38(S)	-1119.02		
 12.51   	-81.79   	  6.98   	   0.00		164.90   	-2477.10		
 13.43   	-82.09   	  6.98   	   0.00		154.99   	-3245.16		
 14.34   	-81.79   	  6.98   	   5.09		142.01   	-3092.56		
 15.56   	-80.87   	  7.00   	   0.00		129.64   	-2243.12		
 15.56   	-80.26   	  7.00   	   0.00		120.67   	-1113.93		
 14.65   	-80.26   	  7.00   	   0.00		116.22   	 193.29		
 12.82   	-78.74   	  7.00   	   0.00		116.99   	1414.03		
 11.29   	-74.46   	  7.00   	  -5.09		122.64   	2085.44		
 10.99   	-67.44   	  6.98   	   0.00		130.99   	2095.62		
 12.21   	-60.12   	  6.98   	   0.00		139.37   	1739.57		
 14.34   	-54.93   	  6.98   	   0.00		146.33   	1174.97		
 16.17   	-53.41   	  6.98   	   0.00		151.03   	 417.09		
 17.09   	-53.71   	  6.98   	   0.00		152.70   	-401.83		
 17.09   	-53.71   	  6.98   	   0.00		151.09   	-986.77		
 17.70   	-53.41   	  6.98   	   0.00		147.14   	-1164.80		
 19.53   	-51.88   	  6.98   	   0.00		142.48   	-1098.67		
 22.28   	-49.44   	  6.98   	  -5.09		138.09   	-905.39		
 25.63   	-45.78   	  6.96   	   0.00		134.47   	-559.51		
 28.38   	-40.89   	  6.96   	   0.00		132.23   	-116.99		
 30.52   	-34.18   	  6.96   	  -5.09		131.76   	 122.07		
 31.74   	-26.55   	  6.94   	   0.00		132.25   	-213.63		
 33.26   	-17.40   	  6.94   	   0.00		131.39   	-935.91		
 35.40   	 -5.49   	  6.94   	  -5.09		127.65   	-1180.06		
 37.23   	  8.54   	  6.92   	   0.00		122.93   	-768.05		
 38.76   	 24.11   	  6.92   	  -5.09		119.86   	-239.06		
 39.37   	 38.76   	  6.90   	   0.00		118.90   	 198.37		
 39.98   	 51.27   	  6.90   	   0.00		119.69   	 478.13		
 41.20   	 61.65   	  6.90   	  -5.09		121.61   	 483.21		
 43.33   	 69.89   	  6.88   	   0.00		123.54   	 213.63		
 46.08   	 77.21   	  6.88   	   0.00		124.39   	-127.16		
 48.52   	 84.84   	  6.88   	   0.00		123.89   	-300.10		
 49.44   	 94.91   	  6.88   	  -5.09		122.69   	-320.45		
 49.44   	109.25   	  6.86   	   0.00		121.40   	-417.09		
 49.13   	128.78   	  6.86   	   0.00		119.74   	-630.72		
 49.13   	151.06   	  6.86   	   0.00		117.21   	-701.93		
 49.44   	172.12   	  6.86   	   0.00		114.40   	-676.50		
 49.74   	187.68   	  6.86   	   0.00		111.70   	-712.10		
 49.74   	196.53   	  6.86   	   0.00		108.85   	-605.29		
 49.13   	198.97   	  6.86   	   0.00		106.43   	-412.00		
 48.22   	196.53   	  6.86   	   0.00		104.78   	-427.26		
 46.69   	191.35   	  6.86   	   0.00		103.07   	-528.99		
 44.86   	183.72   	  6.86   	   0.00		100.96   	-518.82		
 42.11   	174.26   	  6.86   	   0.00		 98.88   	-508.65		
 39.06   	162.66   	  6.86   	   0.00		 96.85   	-457.78		
 35.71   	148.32   	  6.86   	   0.00		 95.01   	-279.75		
 32.04   	131.23   	  6.86   	   0.00		 93.90   	-335.71		
 28.69   	114.14   	  6.86   	   0.00		 92.55   	-844.35		
 25.63   	101.93   	  6.86   	   0.00		 89.18   	-1439.47		
 22.89   	 97.96   	  6.86   	   0.00		 83.42   	-2065.10		
 19.84   	102.54   	  6.86   	   0.00		 75.16   	-2349.94		
 16.48   	109.86   	  6.86   	   0.00		 65.76   	-2070.19		
 13.43   	111.69   	  6.86   	   0.00		 57.48   	-1749.74		
 10.68   	104.37   	  6.86   	   0.00		 50.48   	-1205.49		
  8.24   	 89.72   	  6.86   	   5.09		 45.66   	-579.86		
  6.10   	 72.94   	  6.88   	   0.00		 43.34   	-193.29		
  3.97   	 60.42   	  6.88   	   0.00		 42.56   	  76.30		
  1.53   	 54.93   	  6.88   	   0.00		 42.87   	 203.46		
 -0.31   	 56.15   	  6.88   	   5.09		 43.68   	 147.51		
 -0.92   	 60.12   	  6.90   	   0.00		 44.27   	  15.26		
 -0.92   	 61.95   	  6.90   	   0.00		 44.33   	-213.63		
 -0.31   	 56.76   	  6.90   	   5.09		 43.48   	-462.87		
  0.61   	 44.86   	  6.92   	   0.00		 41.63   	-610.37		
  1.83   	 32.04   	  6.92   	   0.00		 39.19   	-686.67		
  3.05   	 25.94   	  6.92   	   5.09		 36.44   	-717.19		
  4.58   	 29.30   	  6.94   	   0.00		 33.57   	-640.89		
  6.10   	 38.76   	  6.94   	   5.09		 31.01   	-523.90		
  7.32   	 47.61   	  6.96   	   0.00		 28.91   	-417.09		
  8.54   	 50.05   	  6.96   	   5.09		 27.24   	-289.93		
  9.77   	 45.47   	  6.98   	   0.00		 26.08   	-152.59		
 11.29   	 38.15   	  6.98   	   5.09		 25.47   	  -5.09		
 12.21   	 31.74   	  7.00   	   0.00		 25.45   	 172.94		
 12.21   	 28.69   	  7.00   	   0.00		 26.14   	 371.31		
 10.99   	 28.99   	  7.00   	   0.00		 27.63   	 452.69		
 10.07   	 32.35   	  7.00   	   0.00		 29.44   	 315.36		
  9.46   	 38.15   	  7.00   	   5.09		 30.70   	  -5.09		
 10.07   	 46.08   	  7.02   	   0.00		 30.68   	-396.74		
 11.60   	 54.63   	  7.02   	  -5.09		 29.09   	-732.45		
 14.95   	 60.42   	  7.00   	   0.00		 26.16   	-981.68		
 19.84   	 61.65   	  7.00   	   0.00		 22.24   	-1256.35		
 24.72   	 57.98   	  7.00   	   0.00		 17.21   	-1286.87		
 26.55   	 45.47   	  7.00   	   0.00		 12.07   	-1002.03		
 19.53   	 10.38   	  7.00   	  -5.09		  8.06   	-635.81		
 -1.22   	-67.75   	  6.98   	   0.00		  5.51   	-325.53		
-37.84   	-206.30   	  6.98   	   0.00		  4.21   	 -86.47		
-85.75   	-401.61   	  6.98   	  -5.09		  3.87(D)	  81.38		
-132.45   	-622.86   	  6.96   	   0.00		  4.19(E)	 279.75		
-162.66   	-823.67   	  6.96   	  -5.09		  5.31   	 595.11		
-167.24   	-967.41   	  6.94   	   0.00		  7.69   	 976.60		
-151.37   	-1043.70   	  6.94   	  -5.09		 11.60   	1398.77		
-130.00   	-1066.89(R)	  6.92   	   0.00		 17.19   	1673.44		
-120.54   	-1057.13   	  6.92   	  -5.09		 23.89   	1586.97		
-131.23   	-1025.39   	  6.90   	   0.00		 30.23   	1353.00		
-158.08   	-971.68   	  6.90   	   0.00		 35.65   	1088.50		
-191.65   	-896.30   	  6.90   	   0.00		 40.00   	 681.58		
-224.30   	-806.88   	  6.90   	  -5.09		 42.73   	 167.85		
-253.91   	-721.13   	  6.88   	   0.00		 43.40   	-330.62		
-280.15   	-649.41   	  6.88   	   0.00		 42.08   	-707.02		
-303.96   	-590.82   	  6.88   	   0.00		 39.25   	-839.26		
-326.54   	-538.02   	  6.88   	   0.00		 35.89   	-768.05		
-349.12   	-486.15   	  6.88   	   0.00		 32.82   	-457.78		
-368.04   	-435.49   	  6.88   	   0.00		 30.99   	 -20.35		
-372.31   	-389.10   	  6.88   	   0.00		 30.91   	 295.01		
-350.04   	-348.82   	  6.88   	   5.09		 32.09   	 523.90		
-299.68   	-311.89   	  6.90   	   0.00		 34.18   	 808.75		
-236.21   	-272.83   	  6.90   	   0.00		 37.42   	1134.28		
-184.33   	-231.02   	  6.90   	   0.00		 41.95   	1403.86		
-159.61   	-190.43   	  6.90   	   5.09		 47.57   	1556.45		
-158.39   	-154.11   	  6.92   	   0.00		 53.79   	1581.89		
-163.57   	-123.60   	  6.92   	   0.00		 60.12   	1668.36		
-159.61   	-94.91   	  6.92   	   0.00		 66.80   	1663.27		
-141.60   	-61.04   	  6.92   	   5.09		 73.45   	1383.51		
-114.44   	-14.65   	  6.94   	   0.00		 78.98   	1073.24		
-84.53   	 42.72   	  6.94   	   0.00		 83.28   	 630.72		
-54.02   	102.23   	  6.94   	   5.09		 85.80   	  10.17		
-22.28   	153.20   	  6.96   	   0.00		 85.84   	-671.41		
  9.77   	189.21   	  6.96   	   0.00		 83.15   	-844.35		
 39.06   	212.40   	  6.96   	   0.00		 79.78   	-208.54		
 61.95   	229.80   	  6.96   	   0.00		 78.94   	 691.76		
 76.60   	246.28   	  6.96   	   0.00		 81.71   	1500.50		
 83.62   	262.45   	  6.96   	   0.00		 87.71   	1953.20		
 85.75   	278.02   	  6.96   	   0.00		 95.52   	1602.23		
 86.36   	293.58   	  6.96   	   0.00		101.93   	 991.86		
 87.59   	310.36   	  6.96   	   0.00		105.90   	 834.18		
 90.94   	328.67   	  6.96   	   0.00		109.24   	 783.31		
 95.52   	347.60   	  6.96   	   0.00		112.37   	 686.67		
100.10   	366.21   	  6.96   	   0.00		115.12   	 513.73		
103.45   	385.44   	  6.96   	   0.00		117.17   	  45.78		
105.90   	407.10   	  6.96   	   0.00		117.35   	-605.29		
108.34   	429.08   	  6.96   	   0.00		114.93   	-1225.83		
112.30   	449.22   	  6.96   	   0.00		110.03   	-1637.84		
117.80   	464.78   	  6.96   	   0.00		103.48   	-1637.84		
123.90   	476.99   	  6.96   	  -5.09		 96.93   	-1256.35		
130.00   	488.59   	  6.94   	   0.00		 91.90   	-661.24		
135.50   	505.37   	  6.94   	   0.00		 89.26   	  55.95		
140.08   	529.79   	  6.94   	   0.00		 89.48   	 793.49		
145.57   	562.13   	  6.94   	  -5.09		 92.65   	1256.35		
152.59   	599.67   	  6.92   	   0.00		 97.68   	1205.49		
161.13   	637.51   	  6.92   	   0.00		102.50   	 757.88		
170.90   	671.08   	  6.92   	  -5.09		105.53   	 320.45		
180.36   	698.85   	  6.90   	   0.00		106.82   	  30.52		
189.21   	722.66   	  6.90   	   0.00		106.94   	-279.75		
196.84   	744.63   	  6.90   	  -5.09		105.82   	-528.99		
204.47   	768.43   	  6.88   	   0.00		103.70   	-640.89		
212.10   	793.76   	  6.88   	   0.00		101.14   	-645.98		
220.64   	818.18   	  6.88   	   0.00		 98.56   	-406.92		
229.19   	838.93   	  6.88   	  -5.09		 96.93   	 172.94		
236.51   	853.27   	  6.86   	   0.00		 97.62   	 478.13		
242.00   	858.46   	  6.86   	   0.00		 99.53   	 223.80		
245.36   	853.27   	  6.86   	   0.00		100.43   	 101.73		
247.80   	838.93   	  6.86   	   0.00		100.83   	 361.14		
249.33   	816.04   	  6.86   	   0.00		102.28   	 361.14		
249.94   	787.66   	  6.86   	   0.00		103.72   	  20.35		
249.02   	756.84   	  6.86   	   0.00		103.80   	-330.62		
245.97   	725.10   	  6.86   	   0.00		102.48   	-661.24		
241.09   	691.53   	  6.86   	   0.00		 99.84   	-874.87		
234.68   	654.91   	  6.86   	   5.09		 96.34   	-966.43		
227.66   	616.15   	  6.88   	   0.00		 92.47   	-966.43		
219.73   	577.39   	  6.88   	   5.09		 88.61   	-885.04		
210.27   	540.47   	  6.90   	   0.00		 85.07   	-824.00		
199.28   	504.15   	  6.90   	   0.00		 81.77   	-783.31		
187.38   	465.39   	  6.90   	   5.09		 78.64   	-742.62		
175.48   	422.67   	  6.92   	   0.00		 75.67   	-615.46		
164.18   	379.64   	  6.92   	   5.09		 73.20   	-406.92		
153.20   	342.41   	  6.94   	   0.00		 71.58   	-198.37		
141.91   	314.94   	  6.94   	   5.09		 70.78   	-137.33		
129.09   	295.41   	  6.96   	   0.00		 70.23   	-208.54		
115.97   	276.79   	  6.96   	   0.00		 69.40   	-381.48		
103.15   	250.85   	  6.96   	   0.00		 67.87   	-239.06		
 91.25   	213.62   	  6.96   	   0.00		 66.92   	  45.78		
 80.57   	168.46   	  6.96   	   0.00		 67.10   	-381.48		
 70.19   	121.46   	  6.96   	   0.00		 65.57   	-1073.24		
 60.12   	 79.96   	  6.96   	   0.00		 61.28   	-1500.50		
 50.96   	 49.44   	  6.96   	   0.00		 55.28   	-1831.12		
 42.42   	 31.43   	  6.96   	   0.00		 47.96   	-1917.59		
 34.79   	 24.41   	  6.96   	   0.00		 40.28   	-1586.97		
 28.08   	 21.97   	  6.96   	   0.00		 33.94   	-1002.03		
 21.97   	 16.48   	  6.96   	  -5.09		 29.93   	-442.52		
 16.48   	  3.36   	  6.94   	   0.00		 28.16   	  10.17		
 11.29   	-15.87   	  6.94   	   0.00		 28.20   	 300.10		
  6.10   	-34.48   	  6.94   	  -5.09		 29.40   	 406.92		
  0.92   	-46.08   	  6.92   	   0.00		 31.03   	 345.88		
 -3.36   	-49.74   	  6.92   	   0.00		 32.41   	 142.42		
 -7.02   	-51.57   	  6.92   	  N/A		 32.98   	  N/A		
