  I     	  II     	  PW     	  PW'		  LV     	  LV'		
-10.38   	-84.23   	 30.34   	 -10.17		 25.72   	 -61.04		
-12.51   	-79.65   	 30.29   	 -10.17		 25.47   	 -45.78		
-14.65   	-69.27   	 30.25   	   0.00		 25.29   	  -5.09		
-16.78   	-60.73   	 30.25   	   0.00		 25.27   	  30.52		
-17.70   	-60.12   	 30.25   	   5.09		 25.39   	 -10.17		
-17.09   	-68.36   	 30.27   	  10.17		 25.35   	 -96.64		
-15.56   	-82.70   	 30.32   	  15.26		 24.96   	-127.16		
-14.04   	-97.35   	 30.38   	  15.26		 24.46   	 -66.12		
-13.43   	-107.12   	 30.44   	  15.26		 24.19   	  50.86		
-12.82   	-109.56   	 30.50   	  20.35		 24.39   	 132.25		
-12.51   	-103.76   	 30.58   	  15.26		 24.92   	 116.99		
-11.90   	-91.55   	 30.64   	  15.26		 25.39   	  25.43		
-11.60   	-78.74   	 30.70   	  10.17		 25.49   	 -71.21		
-11.60   	-69.89   	 30.74   	  10.17		 25.21   	-127.16		
-11.60   	-67.75   	 30.78   	   5.09		 24.70   	-116.99		
-11.29   	-70.50   	 30.80   	   0.00		 24.23   	 -66.12		
-10.99   	-74.77   	 30.80   	 -10.17		 23.97   	 -20.35		
-10.07   	-77.51   	 30.76   	 -10.17		 23.89   	  15.26		
 -8.85   	-78.13   	 30.72   	 -10.17		 23.95   	  20.35		
 -7.93   	-77.51   	 30.68   	 -15.26		 24.03   	  66.12		
 -7.63   	-76.90   	 30.62   	 -20.35		 24.29   	  76.30		
 -8.54   	-75.68   	 30.54   	 -15.26		 24.60   	  15.26		
-11.60   	-74.46   	 30.48   	 -10.17		 24.66   	  45.78		
-15.56   	-73.24   	 30.44   	 -15.26		 24.84   	 132.25		
-19.53   	-72.63   	 30.38   	 -10.17		 25.37   	 142.42		
-21.36   	-74.16   	 30.34   	 -10.17		 25.94   	 116.99		
-21.06   	-79.04   	 30.29   	 -10.17		 26.41   	  91.56		
-18.92   	-86.36   	 30.25   	 -15.26		 26.78   	  10.17		
-16.78   	-92.47   	 30.19   	 -10.17		 26.82   	 -81.38		
-16.17   	-93.38   	 30.15   	 -15.26		 26.49   	-157.68		
-15.87   	-87.89   	 30.09   	 -10.17		 25.86   	-167.85		
-15.56   	-79.65   	 30.05   	 -15.26		 25.19   	-142.42		
-14.95   	-72.63   	 29.99   	 -10.17		 24.62   	 -86.47		
-13.73   	-70.50   	 29.95   	 -10.17		 24.27   	 -10.17		
-13.12   	-73.24   	 29.91   	 -10.17		 24.23   	  61.04		
-13.43   	-79.35   	 29.87   	  -5.09		 24.48   	 111.90		
-13.73   	-88.50   	 29.85   	   0.00		 24.92   	 132.25		
-14.34   	-98.27   	 29.85   	  -5.09		 25.45   	 127.16		
-14.65   	-104.68   	 29.83   	   0.00		 25.96   	  91.56		
-14.95   	-102.54   	 29.83   	  -5.09		 26.33   	  50.86		
-15.56   	-89.42   	 29.81   	   0.00		 26.53   	  15.26		
-16.17   	-69.58   	 29.81   	  -5.09		 26.59   	  -5.09		
-16.48   	-52.49   	 29.79   	  -5.09		 26.57   	 -20.35		
-16.17   	-47.30   	 29.77   	  -5.09		 26.49   	 -15.26		
-15.56   	-54.63   	 29.75   	  -5.09		 26.43   	  -5.09		
-14.65   	-68.05   	 29.73   	  -5.09		 26.41   	  -5.09		
-13.43   	-79.04   	 29.70   	  -5.09		 26.39   	 -20.35		
-12.21   	-82.09   	 29.68   	  -5.09		 26.31   	 -35.61		
-11.60   	-77.82   	 29.66   	   0.00		 26.16   	 -30.52		
-11.60   	-71.11   	 29.66   	  -5.09		 26.04   	 -15.26		
-11.90   	-66.83   	 29.64   	  -5.09		 25.98   	  -5.09		
-12.51   	-65.61   	 29.62   	   0.00		 25.96   	  15.26		
-12.21   	-66.53   	 29.62   	  -5.09		 26.02   	  25.43		
-10.68   	-67.44   	 29.60   	   0.00		 26.12   	  35.61		
 -8.54   	-67.75   	 29.60   	   0.00		 26.27   	  30.52		
 -6.41   	-67.14   	 29.60   	   0.00		 26.39   	  20.35		
 -5.19   	-65.92   	 29.60   	  -5.09		 26.47   	  15.26		
 -4.27   	-64.09   	 29.58   	   0.00		 26.53   	  10.17		
 -3.36   	-63.78   	 29.58   	   0.00		 26.57   	   0.00		
 -1.83   	-66.53   	 29.58   	   0.00		 26.57   	 -10.17		
 -0.92   	-72.02   	 29.58   	   0.00		 26.53   	  -5.09		
 -0.61   	-77.21   	 29.58   	  -5.09		 26.51   	  -5.09		
 -1.53   	-78.74   	 29.56   	   0.00		 26.49   	  10.17		
 -4.27   	-75.07   	 29.56   	  -5.09		 26.53   	  15.26		
 -8.24   	-69.27   	 29.54   	  -5.09		 26.59   	  15.26		
-11.90   	-66.22   	 29.52   	   0.00		 26.65   	  15.26		
-14.65   	-68.05   	 29.52   	  -5.09		 26.71   	  25.43		
-15.26   	-72.63   	 29.50   	  -5.09		 26.82   	  20.35		
-14.65   	-74.77   	 29.48   	  -5.09		 26.90   	  20.35		
-13.73   	-72.02   	 29.46   	  -5.09		 26.98   	  15.26		
-13.73   	-66.22   	 29.44   	  -5.09		 27.04   	  15.26		
-14.34   	-61.95   	 29.42   	  -5.09		 27.10   	  10.17		
-14.65   	-60.73   	 29.40   	   0.00		 27.14   	  10.17		
-13.73   	-61.34   	 29.40   	  -5.09		 27.18   	  10.17		
-12.21   	-60.73   	 29.38   	   0.00		 27.22   	   0.00		
-10.99   	-58.59   	 29.38   	  -5.09		 27.22   	   5.09		
-10.38   	-57.68   	 29.36   	   0.00		 27.24   	   0.00		
 -9.77   	-61.04   	 29.36   	  -5.09		 27.24   	   0.00		
 -8.54   	-66.83   	 29.34   	   0.00		 27.24   	  10.17		
 -6.71   	-68.66   	 29.34   	  -5.09		 27.28   	   5.09		
 -5.49   	-62.56   	 29.32   	   0.00		 27.30   	   5.09		
 -6.10   	-51.57   	 29.32   	  -5.09		 27.32   	  15.26		
 -7.63   	-43.33   	 29.30   	   0.00		 27.39   	  10.17		
 -9.46   	-44.25   	 29.30   	   0.00		 27.43   	  10.17		
-10.07   	-53.41   	 29.30   	  -5.09		 27.47   	   5.09		
 -9.46   	-63.17   	 29.28   	   0.00		 27.49   	   5.09		
 -8.85   	-65.61   	 29.28   	   0.00		 27.51   	   5.09		
 -8.54   	-59.51   	 29.28   	   0.00		 27.53   	   0.00		
 -9.16   	-50.35   	 29.28   	   0.00		 27.53   	 -10.17		
 -9.77   	-44.25   	 29.28   	   0.00		 27.49   	  -5.09		
-10.07   	-43.03   	 29.28   	   0.00		 27.47   	   0.00		
 -9.46   	-45.17   	 29.28   	   0.00		 27.47   	   5.09		
 -8.85   	-47.30   	 29.28   	  -5.09		 27.49   	   0.00		
 -7.93   	-47.61   	 29.26   	   0.00		 27.49   	  10.17		
 -6.71   	-47.91   	 29.26   	   0.00		 27.53   	  15.26		
 -4.88   	-50.05   	 29.26   	   0.00		 27.59   	  10.17		
 -2.44   	-53.71   	 29.26   	   0.00		 27.63   	  10.17		
 -0.31   	-55.85   	 29.26   	   0.00		 27.67   	   5.09		
  0.92   	-53.71   	 29.26   	   0.00		 27.69   	  10.17		
  1.53   	-47.61   	 29.26   	   0.00		 27.73   	   5.09		
  2.44   	-40.89   	 29.26   	   0.00		 27.75   	   5.09		
  3.97   	-36.62   	 29.26   	   0.00		 27.77   	  -5.09		
  5.19   	-36.32   	 29.26   	   5.09		 27.75   	   0.00		
  5.49   	-36.93   	 29.28   	   0.00		 27.75   	   5.09		
  3.97   	-36.93   	 29.28   	   0.00		 27.77   	   0.00		
  1.22   	-36.62   	 29.28   	   5.09		 27.77   	   5.09		
 -1.53   	-39.67   	 29.30   	   0.00		 27.79   	  10.17		
 -3.05   	-46.08   	 29.30   	   5.09		 27.83   	   5.09		
 -3.66   	-51.88   	 29.32   	   0.00		 27.85   	   5.09		
 -3.66   	-51.88   	 29.32   	   0.00		 27.87   	  10.17		
 -3.97   	-44.25   	 29.32   	   5.09		 27.91   	   5.09		
 -4.88   	-33.26   	 29.34   	   5.09		 27.93   	  10.17		
 -5.49   	-26.25   	 29.36   	   0.00		 27.98   	   5.09		
 -6.10   	-28.38   	 29.36   	   5.09		 28.00   	   5.09		
 -6.41   	-38.15   	 29.38   	   5.09		 28.02   	   5.09		
 -7.02   	-49.13   	 29.40   	   0.00		 28.04   	   0.00		
 -7.93   	-54.32   	 29.40   	   5.09		 28.04   	   5.09		
 -9.16   	-51.57   	 29.42   	   5.09		 28.06   	  10.17		
 -9.77   	-44.86   	 29.44   	   0.00		 28.10   	   5.09		
 -9.77   	-40.89   	 29.44   	   5.09		 28.12   	   5.09		
 -9.46   	-42.72   	 29.46   	   0.00		 28.14   	  15.26		
 -8.85   	-48.22   	 29.46   	   5.09		 28.20   	  10.17		
 -8.54   	-51.27   	 29.48   	   0.00		 28.24   	  10.17		
 -8.85   	-46.08   	 29.48   	   0.00		 28.28   	  10.17		
-10.07   	-34.79   	 29.48   	   5.09		 28.32   	  20.35		
-10.99   	-24.11   	 29.50   	   0.00		 28.40   	  15.26		
-11.90   	-20.75   	 29.50   	   5.09		 28.46   	  10.17		
-12.21   	-25.94   	 29.52   	   5.09		 28.50   	  15.26		
-11.29   	-32.65   	 29.54   	   5.09		 28.57   	  15.26		
-10.07   	-33.26   	 29.56   	   5.09		 28.63   	  10.17		
 -8.85   	-25.33   	 29.58   	   5.09		 28.67   	  15.26		
 -8.54   	-14.65   	 29.60   	   5.09		 28.73   	   0.00		
 -8.85   	-11.90   	 29.62   	  10.17		 28.73   	   5.09		
 -9.77   	-21.06   	 29.66   	   5.09		 28.75   	   5.09		
-10.07   	-38.15   	 29.68   	   5.09		 28.77   	   5.09		
 -9.46   	-51.88   	 29.70   	   5.09		 28.79   	   0.00		
 -8.24   	-55.54   	 29.73   	   5.09		 28.79   	   5.09		
 -6.71   	-50.66   	 29.75   	   5.09		 28.81   	  10.17		
 -4.88   	-44.25   	 29.77   	   5.09		 28.85   	  10.17		
 -3.66   	-42.42   	 29.79   	   5.09		 28.89   	  10.17		
 -2.14   	-43.95   	 29.81   	  10.17		 28.93   	   5.09		
 -0.31   	-42.42   	 29.85   	   5.09		 28.95   	  10.17		
  1.83   	-34.79   	 29.87   	   5.09		 28.99   	   5.09		
  3.66   	-24.11   	 29.89   	   5.09		 29.01   	  10.17		
  4.58   	-15.56   	 29.91   	   5.09		 29.05   	  10.17		
  3.66   	-12.21   	 29.93   	   5.09		 29.09   	   5.09		
  1.22   	-12.21   	 29.95   	   5.09		 29.11   	  10.17		
 -2.14   	-12.82   	 29.97   	   5.09		 29.16   	  15.26		
 -4.58   	-12.82   	 29.99   	   5.09		 29.22   	  10.17		
 -5.80   	-14.95   	 30.01   	   5.09		 29.26   	  15.26		
 -4.88   	-21.36   	 30.03   	   0.00		 29.32   	  10.17		
 -2.75   	-31.43   	 30.03   	   5.09		 29.36   	   5.09		
 -1.22   	-42.42   	 30.05   	   5.09		 29.38   	   5.09		
 -0.61   	-50.05   	 30.07   	   5.09		 29.40   	   5.09		
 -0.92   	-52.80   	 30.09   	   5.09		 29.42   	   0.00		
 -1.22   	-50.66   	 30.11   	   5.09		 29.42   	  -5.09		
 -1.22   	-45.17   	 30.13   	   5.09		 29.40   	   0.00		
 -1.53   	-37.54   	 30.15   	   0.00		 29.40   	   0.00		
 -2.75   	-29.30   	 30.15   	   5.09		 29.40   	   5.09		
 -3.97   	-21.67   	 30.17   	   5.09		 29.42   	   5.09		
 -4.88   	-16.48   	 30.19   	   5.09		 29.44   	  10.17		
 -3.05   	-13.43   	 30.21   	   5.09		 29.48   	  10.17		
 -1.53   	-14.04   	 30.23   	   5.09		 29.52   	  10.17		
 -1.22   	-16.17   	 30.25   	   0.00		 29.56   	  10.17		
 -1.83   	-20.14   	 30.25   	   5.09		 29.60   	  10.17		
 -3.05   	-25.63   	 30.27   	   0.00		 29.64   	   5.09		
 -3.97   	-29.60   	 30.27   	   5.09		 29.66   	  10.17		
 -5.19   	-29.91   	 30.29   	   0.00		 29.70   	  10.17		
 -6.41   	-27.16   	 30.29   	   0.00		 29.75   	   5.09		
 -7.32   	-25.02   	 30.29   	   5.09		 29.77   	   5.09		
 -6.71   	-27.16   	 30.32   	   0.00		 29.79   	   5.09		
 -5.19   	-32.65   	 30.32   	   5.09		 29.81   	   5.09		
 -2.75   	-37.54   	 30.34   	   0.00		 29.83   	   5.09		
 -0.61   	-36.93   	 30.34   	   5.09		 29.85   	   5.09		
  0.61   	-29.60   	 30.36   	   0.00		 29.87   	   0.00		
  0.31   	-19.53   	 30.36   	   5.09		 29.87   	  -5.09		
  0.00   	-12.21   	 30.38   	   5.09		 29.85   	   0.00		
 -0.31   	-10.99   	 30.40   	   0.00		 29.85   	  -5.09		
  0.31   	-14.65   	 30.40   	   5.09		 29.83   	   0.00		
  1.53   	-18.62   	 30.42   	   5.09		 29.83   	  -5.09		
  3.05   	-20.75   	 30.44   	   0.00		 29.81   	   0.00		
  4.27   	-22.58   	 30.44   	   5.09		 29.81   	   5.09		
  5.80   	-27.16   	 30.46   	   5.09		 29.83   	   5.09		
  7.32   	-33.57   	 30.48   	   0.00		 29.85   	   5.09		
  8.85   	-36.62   	 30.48   	   0.00		 29.87   	   5.09		
 10.07   	-31.13   	 30.48   	   5.09		 29.89   	   5.09		
 10.38   	-15.56   	 30.50   	   0.00		 29.91   	  10.17		
 10.38   	  3.66   	 30.50   	   0.00		 29.95   	  10.17		
  9.46   	 15.56   	 30.50   	   0.00		 29.99   	   5.09		
  7.32   	 14.04   	 30.50   	   5.09		 30.01   	   5.09		
  4.27   	  1.83   	 30.52   	   0.00		 30.03   	  10.17		
  1.22   	-12.21   	 30.52   	   5.09		 30.07   	   5.09		
 -1.53   	-21.67   	 30.54   	   0.00		 30.09   	   5.09		
 -2.44   	-24.11   	 30.54   	   0.00		 30.11   	   5.09		
 -1.83   	-22.28   	 30.54   	   5.09		 30.13   	   5.09		
 -0.31   	-19.23   	 30.56   	   5.09		 30.15   	  10.17		
  0.61   	-16.48   	 30.58   	   0.00		 30.19   	   5.09		
  0.92   	-13.43   	 30.58   	   5.09		 30.21   	   0.00		
  0.61   	-11.90   	 30.60   	   5.09		 30.21   	   0.00		
  0.31   	-13.43   	 30.62   	   5.09		 30.21   	   5.09		
 -0.31   	-16.78   	 30.64   	   5.09		 30.23   	   5.09		
 -0.92   	-18.62   	 30.66   	   5.09		 30.25   	   0.00		
 -1.22   	-16.48   	 30.68   	   5.09		 30.25   	  -5.09		
 -1.83   	-10.99   	 30.70   	   5.09		 30.23   	   5.09		
 -2.44   	 -6.10   	 30.72   	   0.00		 30.25   	   5.09		
 -2.44   	 -5.19   	 30.72   	   5.09		 30.27   	   0.00		
 -2.44   	 -8.24   	 30.74   	   5.09		 30.27   	   5.09		
 -2.75   	-13.43   	 30.76   	   5.09		 30.29   	   5.09		
 -3.05   	-17.09   	 30.78   	   0.00		 30.32   	   5.09		
 -2.75   	-18.01   	 30.78   	   5.09		 30.34   	   5.09		
 -2.14   	-17.09   	 30.80   	   5.09		 30.36   	   5.09		
 -1.22   	-14.65   	 30.82   	   0.00		 30.38   	   5.09		
 -0.92   	-10.99   	 30.82   	   0.00		 30.40   	   5.09		
 -1.53   	 -6.10   	 30.82   	   0.00		 30.42   	   5.09		
 -2.75   	 -1.83   	 30.82   	   5.09		 30.44   	  -5.09		
 -3.36   	  1.22   	 30.84   	   0.00		 30.42   	  -5.09		
 -2.44   	  2.14   	 30.84   	   0.00		 30.40   	   0.00		
  0.00   	  1.22   	 30.84   	   0.00		 30.40   	  -5.09		
  1.83   	 -0.61   	 30.84   	   0.00		 30.38   	  -5.09		
  2.75   	 -3.66   	 30.84   	   0.00		 30.36   	  -5.09		
  3.05   	 -6.10   	 30.84   	   0.00		 30.34   	  -5.09		
  3.66   	 -6.71   	 30.84   	   0.00		 30.32   	  -5.09		
  5.19   	 -3.66   	 30.84   	   0.00		 30.29   	   0.00		
  7.02   	  3.36   	 30.84   	   0.00		 30.29   	  -5.09		
  8.24   	 10.38   	 30.84   	   0.00		 30.27   	  -5.09		
  8.54   	 13.43   	 30.84   	   0.00		 30.25   	   0.00		
  8.54   	 11.60   	 30.84   	  -5.09		 30.25   	   0.00		
  8.54   	  9.46   	 30.82   	   0.00		 30.25   	  -5.09		
  8.54   	 11.60   	 30.82   	   0.00		 30.23   	   0.00		
  7.63   	 19.53   	 30.82   	  -5.09		 30.23   	  -5.09		
  5.80   	 28.99   	 30.80   	   0.00		 30.21   	 -10.17		
  3.36   	 35.10   	 30.80   	   0.00		 30.17   	 -15.26		
  1.22   	 36.62   	 30.80   	  -5.09		 30.11   	  -5.09		
  0.31   	 36.01   	 30.78   	   0.00		 30.09   	 -15.26		
  0.92   	 36.93   	 30.78   	  -5.09		 30.03   	 -15.26		
  1.83   	 39.37   	 30.76   	  -5.09		 29.97   	 -15.26		
  2.75   	 42.11   	 30.74   	  -5.09		 29.91   	 -15.26		
  3.36   	 42.42   	 30.72   	  -5.09		 29.85   	 -25.43		
  3.66   	 39.37   	 30.70   	  -5.09		 29.75   	 -30.52		
  3.97   	 33.57   	 30.68   	  -5.09		 29.62   	 -35.61		
  4.58   	 24.72   	 30.66   	 -10.17		 29.48   	 -40.69		
  5.19   	 14.34   	 30.62   	  -5.09		 29.32   	 -35.61		
  5.49   	  4.58   	 30.60   	  -5.09		 29.18   	 -40.69		
  5.49   	 -2.44   	 30.58   	 -10.17		 29.01   	 -35.61		
  5.49   	 -5.19   	 30.54   	 -10.17		 28.87   	 -35.61		
  5.49   	 -4.58   	 30.50   	 -10.17		 28.73   	 -30.52		
  5.19   	 -2.14   	 30.46   	 -10.17		 28.61   	 -35.61		
  4.88   	 -0.61   	 30.42   	 -10.17		 28.46   	 -40.69		
  4.27   	  0.00   	 30.38   	 -10.17		 28.30   	 -40.69		
  3.66   	 -0.31   	 30.34   	 -15.26		 28.14   	 -45.78		
  3.97   	  0.00   	 30.27   	 -10.17		 27.96   	 -50.86		
  4.88   	  1.53   	 30.23   	 -15.26		 27.75   	 -61.04		
  5.80   	  4.88   	 30.17   	 -20.35		 27.51   	 -50.86		
  5.80   	  9.16   	 30.09   	 -15.26		 27.30   	 -50.86		
  5.19   	 12.21   	 30.03   	 -25.43		 27.10   	 -45.78		
  4.27   	 11.60   	 29.93   	 -25.43		 26.92   	 -45.78		
  3.97   	  7.32   	 29.83   	 -30.52		 26.73   	 -40.69		
  4.27   	  2.14   	 29.70   	 -30.52		 26.57   	 -35.61		
  5.19   	  0.92   	 29.58   	 -40.69		 26.43   	 -30.52		
  5.49   	  5.19   	 29.42   	 -45.78		 26.31   	 -30.52		
  5.80   	 12.21   	 29.24   	 -45.78		 26.19   	 -40.69		
  6.10   	 16.78   	 29.05   	 -50.86		 26.02   	 -40.69		
  6.41   	 16.17   	 28.85   	 -55.95		 25.86   	 -50.86		
  7.63   	 11.60   	 28.63   	 -61.04		 25.66   	 -55.95		
  8.85   	  7.93   	 28.38   	 -61.04		 25.43   	 -61.04		
 10.38   	  8.24   	 28.14   	 -61.04		 25.19   	 -66.12		
 12.21   	 11.90   	 27.89   	 -66.12		 24.92   	 -71.21		
 14.65   	 14.65   	 27.63   	 -71.21		 24.64   	 -66.12		
 16.78   	 14.34   	 27.34   	 -66.12		 24.37   	 -61.04		
 18.01   	 12.21   	 27.08   	 -71.21		 24.13   	 -61.04		
 18.01   	 10.68   	 26.80   	 -76.30		 23.89   	 -55.95		
 16.17   	 10.68   	 26.49   	 -71.21		 23.66   	 -50.86		
 12.82   	 10.99   	 26.21   	 -71.21		 23.46   	 -50.86		
  9.16   	  9.77   	 25.92   	 -71.21		 23.26   	 -40.69		
  5.19   	  7.02   	 25.64   	 -76.30		 23.09   	 -40.69		
  1.83   	  4.88   	 25.33   	 -71.21		 22.93   	 -35.61		
  0.31   	  5.19   	 25.05   	 -66.12		 22.79   	 -40.69		
  1.53   	  7.32   	 24.78   	 -71.21		 22.62   	 -35.61		
  4.58   	  9.77   	 24.50   	 -71.21		 22.48   	 -35.61		
  7.93   	 10.99   	 24.21   	 -66.12		 22.34   	 -40.69		
  9.46   	 10.68   	 23.95   	 -66.12		 22.18   	 -35.61		
  7.93   	 10.07   	 23.68   	 -66.12		 22.03   	 -35.61		
  3.97   	 10.68   	 23.42   	 -61.04		 21.89   	 -35.61		
  0.92   	 13.12   	 23.17   	 -66.12		 21.75   	 -35.61		
  0.61   	 18.31   	 22.91   	 -61.04		 21.61   	 -30.52		
  2.75   	 24.72   	 22.67   	 -61.04		 21.49   	 -30.52		
  5.49   	 30.21   	 22.42   	 -55.95		 21.36   	 -30.52		
  7.02   	 32.65   	 22.20   	 -61.04		 21.24   	 -35.61		
  5.80   	 31.43   	 21.95   	 -55.95		 21.10   	 -30.52		
  3.66   	 28.99   	 21.73   	 -61.04		 20.98   	 -30.52		
  1.53   	 27.77   	 21.49   	 -55.95		 20.85   	 -30.52		
  0.61   	 29.91   	 21.26   	 -55.95		 20.73   	 -30.52		
  1.53   	 33.26   	 21.04   	 -55.95		 20.61   	 -30.52		
  3.66   	 35.10   	 20.81   	 -55.95		 20.49   	 -30.52		
  5.49   	 33.87   	 20.59   	 -55.95		 20.37   	 -35.61		
  6.10   	 31.43   	 20.37   	 -55.95		 20.22   	 -35.61		
  5.80   	 32.35   	 20.14   	 -50.86		 20.08   	 -35.61		
  4.88   	 39.67   	 19.94   	 -55.95		 19.94   	 -30.52		
  4.27   	 52.19   	 19.72   	 -55.95		 19.82   	 -30.52		
  3.97   	 64.09   	 19.49   	 -55.95		 19.69   	 -25.43		
  3.66   	 68.66   	 19.27   	 -50.86		 19.59   	 -15.26		
  3.97   	 63.78   	 19.06   	 -55.95		 19.53   	 -15.26		
  5.49   	 54.63   	 18.84   	 -50.86		 19.47   	 -15.26		
 10.38   	 52.49   	 18.64   	 -50.86		 19.41   	  -5.09		
 18.01   	 72.33   	 18.43   	 -50.86		 19.39(E)	  10.17		
 26.55   	126.34   	 18.23   	 -45.78		 19.43   	  10.17		
 32.04   	222.78   	 18.05   	 -50.86		 19.47   	  15.26		
 32.35   	368.04   	 17.84   	 -45.78		 19.53   	  45.78		
 31.13   	564.88   	 17.66   	 -50.86		 19.72   	  76.30		
 36.62   	801.70   	 17.46   	 -45.78		 20.02   	 127.16		
 56.15   	1041.26   	 17.27   	 -50.86		 20.53   	 178.03		
 87.59   	1222.53   	 17.07   	 -45.78		 21.24   	 223.80		
118.10   	1283.87(R)	 16.89   	 -50.86		 22.14   	 249.24		
128.48   	1202.39   	 16.68   	 -50.86		 23.13   	 269.58		
106.81   	1011.66   	 16.48   	 -50.86		 24.21   	 295.01		
 57.68   	784.61   	 16.28   	 -55.95		 25.39   	 310.27		
 -1.83   	589.90   	 16.05   	 -61.04		 26.63   	 330.62		
-53.10   	456.24   	 15.81   	 -61.04		 27.96   	 361.14		
-85.14   	372.31   	 15.56   	 -66.12		 29.40   	 422.18		
-96.74   	309.45   	 15.30   	 -71.21		 31.09   	 528.99		
-91.55   	246.58   	 15.02   	 -76.30		 33.20   	 671.41		
-73.24   	180.97   	 14.71   	 -71.21		 35.89   	 910.47		
-46.08   	120.54   	 14.43   	 -71.21		 39.53   	1256.35		
-17.70   	 72.63   	 14.14   	 -66.12		 44.56   	1622.58		
  3.36   	 41.50   	 13.88   	 -55.95		 51.05   	1876.90		
 11.90   	 26.86   	 13.65   	 -40.69		 58.56   	1892.16		
  9.46   	 23.50   	 13.49   	 -30.52		 66.12   	1434.38		
  3.05   	 25.02   	 13.37   	 -10.17		 71.86   	 630.72		
 -1.22   	 25.63   	 13.33   	   0.00		 74.38   	 213.63		
 -0.92   	 24.41   	 13.33   	  20.35		 75.24   	 381.48		
  2.44   	 21.67   	 13.41   	  40.69		 76.76   	 661.24		
  7.02   	 17.40   	 13.57   	  50.86		 79.41   	 722.28		
 10.68   	 11.60   	 13.77   	  66.12		 82.30   	 681.58		
 13.43   	  5.80   	 14.04   	  66.12		 85.03   	 666.32		
 13.73   	  4.27   	 14.30   	  71.21		 87.69   	 620.55		
 11.90   	  9.16   	 14.59   	  55.95		 90.17   	 549.34		
  8.85   	 17.70   	 14.81   	  40.69		 92.37   	 442.52		
  6.41   	 23.50   	 14.97   	  10.17		 94.14   	 244.15		
  5.80   	 21.67   	 15.02(A)	 -20.35		 95.12   	-122.07		
  7.32   	 13.43   	 14.93   	 -50.86		 94.63   	-518.82		
  9.77   	  5.49   	 14.73   	 -66.12		 92.55   	-752.79		
 11.90   	  4.58   	 14.47   	 -81.38		 89.54   	-701.93		
 13.43   	 10.99   	 14.14   	 -81.38		 86.73   	-467.95		
 15.26   	 18.62   	 13.81   	 -71.21		 84.86   	-208.54		
 18.01   	 21.36   	 13.53   	 -55.95		 84.03   	 127.16		
 20.75   	 17.40   	 13.31   	 -35.61		 84.54   	 539.16		
 23.50   	 10.68   	 13.16   	 -15.26		 86.69   	 686.67		
 24.72   	  8.24   	 13.10   	   0.00		 89.44   	 666.32		
 24.72   	 11.90   	 13.10   	  10.17		 92.11   	 834.18		
 24.72   	 18.62   	 13.14   	  15.26		 95.44   	 905.39		
 25.63   	 23.50   	 13.20   	  10.17		 99.06   	 747.71		
 28.38   	 25.63   	 13.25   	   5.09		102.05   	 584.94		
 32.04   	 29.30   	 13.27   	 -10.17		104.39   	 386.57		
 35.71   	 37.84   	 13.22   	 -25.43		105.94   	  61.04		
 39.06   	 48.22   	 13.12   	 -35.61		106.18   	-233.98		
 41.81   	 51.88   	 12.98   	 -40.69		105.25   	-371.31		
 43.33   	 44.25   	 12.82   	 -45.78		103.76   	-432.35		
 43.33   	 29.60   	 12.63   	 -40.69		102.03   	-432.35		
 41.81   	 19.23   	 12.47   	 -40.69		100.30   	-249.24		
 39.37   	 22.28   	 12.31   	 -30.52		 99.31   	  86.47		
 38.45   	 36.93   	 12.19   	 -35.61		 99.65   	 437.43		
 39.98   	 54.63   	 12.04   	 -30.52		101.40   	 645.98		
 43.03   	 68.36   	 11.92   	 -30.52		103.99   	 661.24		
 45.78   	 76.90   	 11.80   	 -35.61		106.63   	 528.99		
 47.30   	 83.92   	 11.66   	 -40.69		108.75   	 386.57		
 47.91   	 92.16   	 11.50   	 -35.61		110.29   	 223.80		
 50.05   	100.40   	 11.35   	 -40.69		111.19(S)	 -40.69		
 54.32   	106.20   	 11.19   	 -30.52		111.03   	-289.93		
 60.12   	108.64   	 11.07   	 -25.43		109.87   	-417.09		
 65.92   	111.08   	 10.97   	 -15.26		108.20   	-488.30		
 69.27   	117.80   	 10.91   	 -10.17		106.25   	-437.43		
 70.50   	132.45   	 10.86   	   5.09		104.50   	-274.67		
 70.80   	154.42   	 10.89   	   5.09		103.40   	 -45.78		
 71.11   	179.44   	 10.91   	  10.17		103.21   	 183.11		
 71.41   	202.64   	 10.95   	  10.17		103.95   	 345.88		
 72.63   	220.95   	 10.99   	  10.17		105.33   	 386.57		
 74.46   	233.15   	 11.03   	   5.09		106.88   	 310.27		
 76.90   	241.09   	 11.05   	   5.09		108.12   	 157.68		
 79.65   	248.11   	 11.07   	   0.00		108.75   	 -25.43		
 81.18   	256.65   	 11.07   	   0.00		108.65   	-178.03		
 80.26   	265.50   	 11.07   	  -5.09		107.93   	-310.27		
 77.21   	271.61   	 11.05   	  -5.09		106.69   	-386.57		
 72.94   	271.30   	 11.03   	  -5.09		105.15   	-381.48		
 68.05   	263.37   	 11.01   	 -10.17		103.62   	-350.97		
 63.78   	250.85   	 10.97   	 -10.17		102.22   	-284.84		
 59.81   	238.34   	 10.93   	 -10.17		101.08   	-218.72		
 56.46   	227.66   	 10.89   	 -15.26		100.20   	-178.03		
 52.49   	216.67   	 10.82   	 -25.43		 99.49   	-178.03		
