  I     	  II     	  LV     	  LV'		  RA     	  RA'		
 62.87   	 11.90   	 90.74   	-315.36		  5.53   	  15.26		
 47.30   	  4.88   	 89.48   	-320.45		  5.60   	  10.17		
 32.35   	 -2.14   	 88.20   	-340.79		  5.64   	  15.26		
 21.06   	 -7.02   	 86.84   	-366.22		  5.70   	  10.17		
 13.43   	 -9.77   	 85.37   	-401.83		  5.74   	   5.09		
  7.63   	-10.07   	 83.76   	-447.61		  5.76   	   5.09		
  1.53   	-10.07   	 81.97   	-498.47		  5.78   	   5.09		
 -5.49   	-11.60   	 79.98   	-559.51		  5.80   	   5.09		
-12.82   	-14.65   	 77.74   	-620.55		  5.82   	   0.00		
-19.53   	-18.01   	 75.26   	-671.41		  5.82   	   5.09		
-24.11   	-20.45   	 72.57   	-707.02		  5.84   	  10.17		
-26.55   	-21.36   	 69.75   	-737.54		  5.88   	   5.09		
-28.38   	-22.28   	 66.80   	-752.79		  5.90   	  10.17		
-29.91   	-22.89   	 63.78   	-747.71		  5.94   	  10.17		
-31.74   	-23.80   	 60.79   	-737.54		  5.98   	  10.17		
-34.79   	-24.41   	 57.84   	-717.19		  6.02   	   5.09		
-37.84   	-24.41   	 54.97   	-686.67		  6.04   	  10.17		
-39.67   	-24.41   	 52.23   	-666.32		  6.08   	   5.09		
-39.37   	-24.72   	 49.56   	-640.89		  6.10   	  10.17		
-36.62   	-25.33   	 47.00   	-620.55		  6.14   	   5.09		
-32.65   	-24.72   	 44.52   	-595.11		  6.16   	   5.09		
-31.43   	-23.80   	 42.14   	-579.86		  6.19   	   5.09		
-34.48   	-23.50   	 39.82   	-559.51		  6.21   	   5.09		
-41.20   	-23.80   	 37.58   	-549.34		  6.23   	  10.17		
-48.52   	-25.02   	 35.38   	-523.90		  6.27   	  10.17		
-52.19   	-25.63   	 33.29   	-508.65		  6.31   	  10.17		
-50.35   	-25.02   	 31.25   	-478.13		  6.35   	  10.17		
-45.17   	-23.50   	 29.34   	-452.69		  6.39   	  10.17		
-40.89   	-23.19   	 27.53   	-422.18		  6.43   	  10.17		
-39.67   	-25.02   	 25.84   	-391.66		  6.47   	   5.09		
-40.59   	-28.08   	 24.27   	-371.31		  6.49   	  10.17		
-41.50   	-30.82   	 22.79   	-356.05		  6.53   	   5.09		
-40.59   	-30.52   	 21.36   	-356.05		  6.55   	   0.00		
-37.84   	-27.77   	 19.94   	-361.14		  6.55   	   0.00		
-34.79   	-24.72   	 18.49   	-371.31		  6.55   	   0.00		
-34.18   	-24.11   	 17.01   	-386.57		  6.55   	  -5.09		
-36.32   	-26.55   	 15.46   	-381.48		  6.53   	 -10.17		
-40.28   	-30.52   	 13.94   	-376.40		  6.49   	 -10.17		
-43.03   	-32.35   	 12.43   	-350.97		  6.45   	 -15.26		
-41.50   	-30.82   	 11.03   	-305.19		  6.39   	 -15.26		
-35.71   	-26.86   	  9.81   	-259.41		  6.33   	 -20.35		
-29.60   	-23.19   	  8.77   	-203.46		  6.25   	 -15.26		
-27.77   	-21.36   	  7.96   	-142.42		  6.19   	 -20.35		
-32.04   	-21.36   	  7.39   	 -86.47		  6.10   	 -20.35		
-39.98   	-21.67   	  7.04   	 -45.78		  6.02   	 -15.26		
-44.86   	-21.97   	  6.86   	 -10.17		  5.96   	 -10.17		
-43.64   	-22.28   	  6.82   	  10.17		  5.92   	 -10.17		
-38.15   	-23.19   	  6.86   	  15.26		  5.88   	 -10.17		
-32.96   	-24.72   	  6.92   	  15.26		  5.84   	   0.00		
-32.04   	-25.63   	  6.98   	   0.00		  5.84   	   0.00		
-34.48   	-25.63   	  6.98   	 -15.26		  5.84   	   5.09		
-37.23   	-25.02   	  6.92   	 -30.52		  5.86   	   5.09		
-36.93   	-24.72   	  6.80   	 -45.78		  5.88   	   5.09		
-32.65   	-25.63   	  6.61   	 -50.86		  5.90   	  10.17		
-26.55   	-26.86   	  6.41   	 -50.86		  5.94   	   5.09		
-21.97   	-27.77   	  6.21   	 -45.78		  5.96   	   0.00		
-23.80   	-27.77   	  6.02   	 -35.61		  5.96   	   5.09		
-32.65   	-27.16   	  5.88   	 -20.35		  5.98   	   0.00		
-46.69   	-26.55   	  5.80   	  -5.09		  5.98(V)	   0.00		
-59.81   	-27.16   	  5.78   	  10.17		  5.98   	  -5.09		
-65.00   	-28.38   	  5.82   	  20.35		  5.96   	   0.00		
-60.12   	-29.60   	  5.90   	  25.43		  5.96   	  -5.09		
-49.74   	-29.91   	  6.00   	  25.43		  5.94   	  -5.09		
-40.89   	-29.91   	  6.10   	  15.26		  5.92   	 -10.17		
-36.93   	-30.21   	  6.16   	  10.17		  5.88   	 -10.17		
-37.54   	-30.52   	  6.21   	   0.00		  5.84   	 -10.17		
-39.06   	-29.60   	  6.21   	 -10.17		  5.80   	 -10.17		
-39.37   	-27.47   	  6.16   	 -15.26		  5.76   	 -10.17		
-38.45   	-24.72   	  6.10   	 -25.43		  5.72   	 -10.17		
-39.37   	-24.11   	  6.00   	 -20.35		  5.68   	 -10.17		
-43.95   	-26.55   	  5.92   	 -15.26		  5.64   	 -10.17		
-50.05   	-29.91   	  5.86   	 -15.26		  5.60   	  -5.09		
-55.24   	-32.35   	  5.80   	  -5.09		  5.57   	  -5.09		
-56.46   	-32.35   	  5.78   	  -5.09		  5.55   	  -5.09		
-52.49   	-30.21   	  5.76   	   5.09		  5.53   	   0.00		
-47.00   	-28.69   	  5.78   	   5.09		  5.53   	   0.00		
-43.64   	-29.60   	  5.80   	   5.09		  5.53   	   0.00		
-44.56   	-32.65   	  5.82   	   0.00		  5.53   	  -5.09		
-47.91   	-36.32   	  5.82   	   0.00		  5.51   	   0.00		
-49.44   	-38.76   	  5.82   	  -5.09		  5.51   	   5.09		
-47.91   	-38.76   	  5.80   	  -5.09		  5.53   	   0.00		
-44.86   	-36.93   	  5.78   	  -5.09		  5.53   	   5.09		
-43.64   	-33.57   	  5.76   	  -5.09		  5.55   	   5.09		
-45.78   	-30.82   	  5.74(D)	   0.00		  5.57   	   5.09		
-49.44   	-29.30   	  5.74   	   0.00		  5.60   	  10.17		
-51.88   	-28.99   	  5.74   	  10.17		  5.64   	  10.17		
-50.96   	-28.69   	  5.78   	   5.09		  5.68   	  10.17		
-48.22   	-28.38   	  5.80   	  15.26		  5.72   	  10.17		
-45.17   	-27.77   	  5.86   	  10.17		  5.76   	  10.17		
-42.42   	-27.16   	  5.90   	  15.26		  5.80   	  10.17		
-40.59   	-27.16   	  5.96   	  10.17		  5.84   	   5.09		
-39.37   	-27.47   	  6.00   	  10.17		  5.86   	   0.00		
-37.54   	-27.77   	  6.04   	  10.17		  5.86   	   5.09		
-34.79   	-28.08   	  6.08   	  10.17		  5.88   	   0.00		
-31.43   	-28.08   	  6.12   	   5.09		  5.88   	   0.00		
-30.82   	-28.99   	  6.14   	   5.09		  5.88   	   0.00		
-34.48   	-30.52   	  6.16   	   5.09		  5.88   	   0.00		
-41.20   	-32.96   	  6.19   	   0.00		  5.88   	   0.00		
-48.52   	-35.71   	  6.19   	   5.09		  5.88   	  -5.09		
-53.10   	-36.62   	  6.21   	   5.09		  5.86   	   0.00		
-52.80   	-35.10   	  6.23   	   5.09		  5.86   	  -5.09		
-48.83   	-31.43   	  6.25   	   5.09		  5.84   	  -5.09		
-43.33   	-28.08   	  6.27   	   5.09		  5.82   	 -10.17		
-38.45   	-25.94   	  6.29   	   5.09		  5.78   	 -10.17		
-36.62   	-26.25   	  6.31   	   5.09		  5.74   	 -10.17		
-39.67   	-28.38   	  6.33   	   5.09		  5.70   	 -10.17		
-46.69   	-30.52   	  6.35   	   5.09		  5.66   	 -10.17		
-54.32   	-31.13   	  6.37   	   5.09		  5.62   	  -5.09		
-57.98   	-30.82   	  6.39   	   5.09		  5.60   	 -10.17		
-55.24   	-29.91   	  6.41   	   5.09		  5.55   	   0.00		
-48.83   	-29.30   	  6.43   	   5.09		  5.55   	   5.09		
-42.72   	-29.30   	  6.45   	   5.09		  5.57   	   5.09		
-39.67   	-29.30   	  6.47   	  10.17		  5.60   	   5.09		
-39.06   	-29.60   	  6.51   	   5.09		  5.62   	  15.26		
-38.45   	-30.52   	  6.53   	  10.17		  5.68   	  10.17		
-37.23   	-31.74   	  6.57   	  15.26		  5.72   	  10.17		
-36.32   	-32.96   	  6.63   	  10.17		  5.76   	  15.26		
-35.71   	-33.87   	  6.67   	  10.17		  5.82   	  15.26		
-35.10   	-33.57   	  6.71   	  15.26		  5.88   	  10.17		
-33.26   	-32.04   	  6.78   	  10.17		  5.92   	  15.26		
-29.60   	-30.52   	  6.82   	  10.17		  5.98   	  10.17		
-26.86   	-29.30   	  6.86   	  10.17		  6.02   	  15.26		
-27.16   	-29.30   	  6.90   	  10.17		  6.08   	  10.17		
-32.35   	-29.91   	  6.94   	   5.09		  6.12   	  10.17		
-39.98   	-29.60   	  6.96   	   5.09		  6.16   	  10.17		
-45.47   	-28.38   	  6.98   	   5.09		  6.21   	   5.09		
-43.95   	-25.33   	  7.00   	   5.09		  6.23   	   5.09		
-35.40   	-22.28   	  7.02   	   0.00		  6.25   	   0.00		
-25.63   	-20.75   	  7.02   	   0.00		  6.25   	  -5.09		
-21.67   	-21.36   	  7.02   	   0.00		  6.23   	   0.00		
-26.25   	-23.50   	  7.02   	  -5.09		  6.23   	  -5.09		
-35.40   	-25.63   	  7.00   	   0.00		  6.21   	  -5.09		
-42.42   	-26.55   	  7.00   	   0.00		  6.19   	  -5.09		
-42.42   	-26.86   	  7.00   	   0.00		  6.16   	  -5.09		
-36.01   	-26.55   	  7.00   	   0.00		  6.14   	 -10.17		
-29.30   	-26.25   	  7.00   	  -5.09		  6.10   	 -10.17		
-26.86   	-25.02   	  6.98   	   0.00		  6.06   	 -10.17		
-28.08   	-21.97   	  6.98   	  -5.09		  6.02   	 -15.26		
-30.21   	-18.01   	  6.96   	   0.00		  5.96   	 -10.17		
-31.13   	-15.26   	  6.96   	   0.00		  5.92   	  -5.09		
-30.21   	-14.95   	  6.96   	   0.00		  5.90   	 -10.17		
-28.99   	-16.48   	  6.96   	   0.00		  5.86   	  -5.09		
-28.69   	-18.31   	  6.96   	   5.09		  5.84   	   0.00		
-28.69   	-18.31   	  6.98   	   0.00		  5.84   	   5.09		
-27.47   	-17.09   	  6.98   	   5.09		  5.86   	  10.17		
-25.63   	-16.48   	  7.00   	   5.09		  5.90   	  10.17		
-24.41   	-17.70   	  7.02   	  10.17		  5.94   	  10.17		
-24.41   	-20.14   	  7.06   	   5.09		  5.98   	  15.26		
-23.80   	-22.28   	  7.08   	  10.17		  6.04   	  20.35		
-21.67   	-22.58   	  7.12   	   5.09		  6.12   	  15.26		
-18.92   	-21.06   	  7.14   	  10.17		  6.19   	  15.26		
-17.70   	-18.01   	  7.18   	   5.09		  6.25   	  20.35		
-20.75   	-15.87   	  7.20   	   5.09		  6.33   	  10.17		
-28.08   	-15.56   	  7.22   	  10.17		  6.37   	  15.26		
-36.32   	-17.70   	  7.26   	   5.09		  6.43   	  10.17		
-41.20   	-20.75   	  7.28   	   5.09		  6.47   	  10.17		
-40.28   	-22.89   	  7.30   	   5.09		  6.51   	  10.17		
-35.10   	-22.28   	  7.32   	   0.00		  6.55   	  10.17		
-27.77   	-18.92   	  7.32   	   0.00		  6.59   	   5.09		
-22.58   	-15.26   	  7.32   	   5.09		  6.61   	   0.00		
-21.36   	-13.43   	  7.34   	   0.00		  6.61   	   0.00		
-23.50   	-13.12   	  7.34   	   0.00		  6.61   	   0.00		
-25.94   	-13.73   	  7.34   	   0.00		  6.61   	  -5.09		
-25.33   	-13.73   	  7.34   	   5.09		  6.59   	 -10.17		
-21.06   	-13.12   	  7.37   	   0.00		  6.55   	 -10.17		
-15.56   	-12.82   	  7.37   	   0.00		  6.51   	 -15.26		
-12.51   	-13.73   	  7.37   	   5.09		  6.45   	 -15.26		
-14.65   	-14.95   	  7.39   	   0.00		  6.39   	 -15.26		
-21.97   	-15.56   	  7.39   	   0.00		  6.33   	 -10.17		
-30.52   	-14.34   	  7.39   	  -5.09		  6.29   	 -15.26		
-35.71   	-12.51   	  7.37   	   0.00		  6.23   	 -10.17		
-36.32   	-11.60   	  7.37   	   0.00		  6.19   	  -5.09		
-32.35   	-12.21   	  7.37   	  -5.09		  6.16   	  -5.09		
-26.86   	-13.43   	  7.34   	  -5.09		  6.14   	   0.00		
-22.28   	-13.43   	  7.32   	   0.00		  6.14   	  -5.09		
-19.53   	-11.90   	  7.32   	   0.00		  6.12   	   0.00		
-18.01   	 -9.77   	  7.32   	   0.00		  6.12   	   5.09		
-14.65   	 -8.24   	  7.32   	   0.00		  6.14   	   0.00		
 -9.16   	 -6.71   	  7.32   	   5.09		  6.14   	   5.09		
 -3.36   	 -1.53   	  7.34   	   5.09		  6.16   	  10.17		
  0.00   	 10.07   	  7.37   	   0.00		  6.21   	   5.09		
 -1.53   	 26.86   	  7.37   	   5.09		  6.23   	  10.17		
 -5.49   	 44.25   	  7.39   	  10.17		  6.27   	  15.26		
 -7.93   	 56.15   	  7.43   	   5.09		  6.33   	  10.17		
 -6.71   	 59.51   	  7.45   	   5.09		  6.37   	  15.26		
 -3.36   	 55.85   	  7.47   	   0.00		  6.43   	  15.26		
 -1.53   	 50.66   	  7.47   	   5.09		  6.49   	  15.26		
 -2.75   	 49.13   	  7.49   	   5.09		  6.55   	  15.26		
 -4.88   	 53.71   	  7.51   	   5.09		  6.61   	  15.26		
 -4.27   	 62.56   	  7.53   	   0.00		  6.67   	  10.17		
  1.22   	 71.11   	  7.53   	   0.00		  6.71   	  10.17		
 10.68   	 76.29   	  7.53   	   0.00		  6.75   	   5.09		
 19.23   	 79.04   	  7.53   	   0.00		  6.78   	   0.00		
 23.19   	 82.09   	  7.53   	  -5.09		  6.78   	   0.00		
 20.75   	 87.28   	  7.51   	  -5.09		  6.78   	   0.00		
 14.34   	 90.64   	  7.49   	  -5.09		  6.78   	 -10.17		
  7.93   	 85.14   	  7.47   	 -10.17		  6.73   	  -5.09		
  5.19   	 67.14   	  7.43   	 -15.26		  6.71   	 -10.17		
  6.41   	 41.81   	  7.37   	 -10.17		  6.67   	 -10.17		
 10.38   	 21.36   	  7.32   	 -15.26		  6.63   	  -5.09		
 17.70   	 16.17   	  7.26   	 -10.17		  6.61   	   0.00		
 27.47   	 27.47   	  7.22   	 -10.17		  6.61   	   0.00		
 39.67   	 45.78   	  7.18   	 -10.17		  6.61   	   5.09		
 51.88   	 59.81   	  7.14   	  -5.09		  6.63   	   5.09		
 58.90   	 60.73   	  7.12   	   0.00		  6.65   	   5.09		
 55.85   	 47.91   	  7.12   	   5.09		  6.67   	  10.17		
 41.20   	 26.55   	  7.14   	   5.09		  6.71   	  15.26		
 15.87   	  3.97   	  7.16   	  10.17		  6.78   	  20.35		
-12.51   	-14.65   	  7.20   	  10.17		  6.86   	  20.35		
-35.40   	-26.25   	  7.24   	  15.26		  6.94   	  25.43		
-45.47   	-32.35   	  7.30   	  25.43		  7.04   	  35.61		
-41.50   	-35.10   	  7.41   	  25.43		  7.18   	  40.69		
-28.99   	-36.93   	  7.51   	  30.52		  7.34   	  40.69		
-17.40   	-38.45   	  7.63   	  40.69		  7.51   	  45.78		
-13.73   	-39.67   	  7.79   	  45.78		  7.69   	  45.78		
-19.53   	-40.59   	  7.98   	  50.86		  7.87   	  35.61		
-31.13   	-42.11   	  8.18   	  55.95		  8.02   	  25.43		
-42.72   	-45.17   	  8.40   	  50.86		  8.12   	  20.35		
-50.05   	-48.83   	  8.61   	  45.78		  8.20   	   5.09		
-50.66   	-51.27   	  8.79   	  45.78		  8.22(A)	  -5.09		
-46.69   	-50.96   	  8.97   	  30.52		  8.20   	 -15.26		
-40.28   	-47.91   	  9.09   	  20.35		  8.14   	 -20.35		
-34.48   	-44.86   	  9.18   	  10.17		  8.06   	 -20.35		
-32.04   	-44.56   	  9.22   	   0.00		  7.98   	 -25.43		
-32.96   	-46.69   	  9.22   	 -15.26		  7.87   	 -20.35		
-36.32   	-49.74   	  9.16   	 -15.26		  7.79   	 -15.26		
-39.37   	-51.57   	  9.09   	 -25.43		  7.73   	 -15.26		
-39.98   	-51.88   	  8.99   	 -30.52		  7.67   	 -10.17		
-38.76   	-50.66   	  8.87   	 -25.43		  7.63   	 -10.17		
-39.06   	-47.61   	  8.77   	 -30.52		  7.59   	 -15.26		
-45.17   	-38.15   	  8.65   	 -25.43		  7.53   	 -15.26		
-60.12   	-18.62   	  8.55   	 -20.35		  7.47   	 -20.35		
-79.96   	 12.51   	  8.46   	 -15.26		  7.39   	 -25.43		
-94.30   	 51.27   	  8.40   	 -10.17		  7.28   	 -30.52		
-84.23   	 92.16   	  8.36   	  -5.09		  7.16   	 -35.61		
-30.21   	130.31   	  8.34   	   0.00		  7.02   	 -35.61		
 77.82   	165.10   	  8.34(E)	  10.17		  6.88   	 -35.61		
228.27   	191.65   	  8.38   	  15.26		  6.73   	 -35.61		
383.30   	185.85   	  8.44   	  25.43		  6.59   	 -30.52		
494.38   	108.95   	  8.55   	  35.61		  6.47   	 -25.43		
529.17   	-56.46   	  8.69   	  40.69		  6.37   	 -20.35		
492.25   	-278.93   	  8.85   	  50.86		  6.29   	 -15.26		
415.04   	-484.62   	  9.05   	  61.04		  6.23   	 -10.17		
332.34   	-603.33   	  9.30   	  76.30		  6.19   	   5.09		
261.54   	-627.14   	  9.60   	  86.47		  6.21   	   5.09		
202.03   	-614.93   	  9.95   	  96.64		  6.23   	  15.26		
150.45   	-633.24   	 10.34   	 111.90		  6.29   	  15.26		
113.53   	-693.05   	 10.78   	 132.25		  6.35   	  25.43		
 99.18   	-741.27(R)	 11.31   	 147.51		  6.45   	  20.35		
103.45   	-714.11   	 11.90   	 162.77		  6.53   	  20.35		
109.86   	-593.87   	 12.55   	 188.20		  6.61   	  20.35		
102.23   	-423.58   	 13.31   	 218.72		  6.69   	  15.26		
 77.21   	-265.50   	 14.18   	 249.24		  6.75   	  15.26		
 43.95   	-158.39   	 15.18   	 295.01		  6.82   	  10.17		
 14.95   	-104.37   	 16.36   	 345.88		  6.86   	   0.00		
 -1.53   	-83.01   	 17.74   	 412.00		  6.86   	   0.00		
 -7.93   	-72.02   	 19.39   	 478.13		  6.86   	 -10.17		
-10.38   	-60.12   	 21.30   	 549.34		  6.82   	 -15.26		
-14.34   	-46.39   	 23.50   	 615.46		  6.75   	 -25.43		
-21.67   	-32.35   	 25.96   	 681.58		  6.65   	 -30.52		
-29.91   	-21.67   	 28.69   	 742.62		  6.53   	 -35.61		
-35.10   	-15.87   	 31.66   	 788.40		  6.39   	 -45.78		
-35.71   	-13.43   	 34.81   	 834.18		  6.21   	 -50.86		
-33.26   	-10.99   	 38.15   	 869.78		  6.00   	 -55.95		
-30.82   	 -7.63   	 41.63   	 905.39		  5.78   	 -61.04		
-30.52   	 -4.58   	 45.25   	 925.73		  5.53   	 -61.04		
-30.82   	 -2.14   	 48.95   	 935.91		  5.29   	 -61.04		
-29.30   	  0.92   	 52.70   	 925.73		  5.05   	 -55.95		
-26.55   	  5.80   	 56.40   	 900.30		  4.82   	 -50.86		
-25.33   	 10.07   	 60.00   	 844.35		  4.62   	 -45.78		
-26.55   	 11.90   	 63.38   	 773.14		  4.44   	 -35.61		
-28.69   	  9.77   	 66.47   	 696.84		  4.29   	 -35.61		
-28.99   	  4.88   	 69.26   	 605.29		  4.15   	 -20.35		
-26.55   	  0.61   	 71.68   	 528.99		  4.07   	 -20.35		
-22.89   	 -0.61   	 73.79   	 457.78		  3.99   	 -10.17		
-20.75   	  1.53   	 75.63   	 401.83		  3.95   	  -5.09		
-21.67   	  5.49   	 77.23   	 381.48		  3.93   	  -5.09		
-24.11   	  8.24   	 78.76   	 376.40		  3.91   	   5.09		
-26.25   	  9.46   	 80.26   	 391.66		  3.93   	   5.09		
-25.33   	  9.77   	 81.83   	 417.09		  3.95   	   5.09		
-20.75   	 10.38   	 83.50   	 452.69		  3.97   	   5.09		
-14.65   	 11.90   	 85.31   	 478.13		  3.99   	  10.17		
-11.60   	 13.43   	 87.22   	 488.30		  4.03   	   5.09		
-13.73   	 13.73   	 89.18   	 493.39		  4.05   	   5.09		
-18.92   	 13.12   	 91.15   	 467.95		  4.07   	  10.17		
-22.89   	 13.12   	 93.02   	 427.26		  4.11   	   5.09		
-21.97   	 15.26   	 94.73   	 381.48		  4.13   	  10.17		
-16.48   	 19.23   	 96.26   	 320.45		  4.17   	   5.09		
-10.99   	 22.58   	 97.54   	 264.50		  4.19   	  10.17		
 -9.46   	 24.72   	 98.60   	 213.63		  4.23   	  10.17		
 -9.77   	 26.55   	 99.45   	 162.77		  4.27   	  10.17		
 -7.93   	 29.91   	100.10   	 132.25		  4.31   	   5.09		
 -1.83   	 34.79   	100.63   	 106.82		  4.33   	   5.09		
  6.10   	 39.37   	101.06   	 101.73		  4.35   	   0.00		
 10.68   	 40.89   	101.46   	  96.64		  4.35   	   0.00		
  9.16   	 39.67   	101.85   	 101.73		  4.35   	  -5.09		
  3.36   	 36.93   	102.26   	 111.90		  4.33   	  -5.09		
 -2.75   	 36.01   	102.71   	 122.07		  4.31   	 -10.17		
 -6.41   	 37.84   	103.19   	 142.42		  4.27   	  -5.09		
 -7.32   	 41.81   	103.76   	 152.59		  4.25   	  -5.09		
 -6.10   	 47.00   	104.37   	 157.68		  4.23   	 -10.17		
 -2.14   	 52.19   	105.00   	 152.59		  4.19   	   0.00		
  4.58   	 57.37   	105.62   	 137.33		  4.19   	   0.00		
 12.21   	 61.34   	106.16   	 111.90		  4.19   	   0.00		
 18.62   	 64.09   	106.61   	  91.56		  4.19   	   5.09		
 22.28   	 65.31   	106.98   	  66.12		  4.21   	   5.09		
 23.50   	 66.22   	107.24   	  40.69		  4.23   	  10.17		
 25.63   	 68.66   	107.41   	  25.43		  4.27   	  10.17		
 29.60   	 72.94   	107.51   	  10.17		  4.31   	  10.17		
 34.48   	 78.74   	107.55   	   5.09		  4.35   	   5.09		
 38.15   	 84.53   	107.57(S)	   0.00		  4.37   	  10.17		
 39.37   	 88.20   	107.57   	   0.00		  4.42   	  10.17		
 38.45   	 90.33   	107.57   	  -5.09		  4.46   	   5.09		
 36.93   	 91.86   	107.55   	  -5.09		  4.48   	   5.09		
 36.62   	 94.60   	107.53   	  -5.09		  4.50   	   5.09		
 39.06   	 99.49   	107.51   	 -15.26		  4.52   	   5.09		
 45.17   	105.59   	107.45   	 -20.35		  4.54   	   5.09		
 54.93   	111.39   	107.36   	 -30.52		  4.56   	   0.00		
 65.31   	115.36   	107.24   	 -30.52		  4.56   	   5.09		
 74.16   	117.49   	107.12   	 -45.78		  4.58   	   5.09		
 79.65   	117.80   	106.94   	 -45.78		  4.60   	   5.09		
 81.79   	116.27   	106.75   	 -45.78		  4.62   	   0.00		
 82.70   	112.92   	106.57   	 -55.95		  4.62   	   5.09		
 84.23   	108.95   	106.35   	 -55.95		  4.64   	   0.00		
 87.59   	104.98   	106.12   	 -55.95		  4.64   	   5.09		
 91.86   	102.23   	105.90   	 -61.04		  4.66   	   0.00		
 97.35   	101.62   	105.66   	 -71.21		  4.66   	   5.09		
103.15   	101.93   	105.37   	 -76.30		  4.68   	   0.00		
108.34   	102.23   	105.07   	 -91.56		  4.68   	   0.00		
113.53   	100.10   	104.70   	-101.73		  4.68   	   5.09		
119.02   	 95.52   	104.29   	-111.90		  4.70   	   0.00		
126.34   	 88.81   	103.84   	-127.16		  4.70   	   0.00		
135.19   	 82.09   	103.34   	-137.33		  4.70   	   5.09		
144.04   	 76.29   	102.79   	-152.59		  4.72   	   0.00		
148.32   	 72.02   	102.18   	-157.68		  4.72   	   0.00		
144.65   	 68.66   	101.55   	-167.85		  4.72   	   5.09		
133.36   	 64.39   	100.87   	-172.94		  4.74   	   0.00		
119.02   	 58.29   	100.18   	-188.20		  4.74   	  10.17		
108.03   	 51.27   	 99.43   	-193.29		  4.78   	   5.09		
102.23   	 44.25   	 98.66   	-203.46		  4.80   	  10.17		
 99.49   	 38.45   	 97.84   	-213.63		  4.84   	  15.26		
 94.91   	 33.57   	 96.99   	-228.89		  4.90   	  15.26		
 85.45   	 29.30   	 96.07   	-244.15		  4.96   	  15.26		
 72.02   	 25.02   	 95.10   	-264.50		  5.03   	  20.35		
 57.37   	 19.53   	 94.04   	-289.93		  5.11   	  20.35		
 43.95   	 13.43   	 92.88   	-310.27		  5.19   	  20.35		
 32.65   	  7.02   	 91.64   	-325.53		  5.27   	  15.26		
 23.19   	  1.83   	 90.34   	-356.05		  5.33   	  20.35		
 14.65   	 -0.92   	 88.91   	-376.40		  5.41   	  15.26		
  5.80   	 -1.22   	 87.41   	-406.92		  5.47   	  15.26		
 -3.36   	  0.31   	 85.78   	-457.78		  5.53   	  15.26		
-11.90   	  0.61   	 83.95   	-513.73		  5.60   	  10.17		
-18.62   	 -1.53   	 81.89   	-579.86		  5.64   	  10.17		
-21.97   	 -6.41   	 79.57   	-656.15		  5.68   	  10.17		
-22.28   	-11.90   	 76.95   	-727.36		  5.72   	  10.17		
-21.06   	-15.26   	 74.04   	-788.40		  5.76   	  10.17		
-19.53   	-15.87   	 70.88   	-829.09		  5.80   	   5.09		
-19.53   	-15.56   	 67.57   	-854.52		  5.82   	  10.17		
-20.14   	-15.26   	 64.15   	-849.44		  5.86   	  10.17		
-20.45   	-15.56   	 60.75   	-829.09		  5.90   	   5.09		
-21.67   	-15.87   	 57.44   	-793.49		  5.92   	   5.09		
-24.72   	-15.87   	 54.26   	-742.62		  5.94   	   5.09		
-30.82   	-15.56   	 51.29   	-696.84		  5.96   	   0.00		
-39.06   	-15.56   	 48.50   	-645.98		  5.96   	  -5.09		
-46.39   	-16.78   	 45.92   	-600.20		  5.94   	   0.00		
-48.22   	-18.31   	 43.52   	-569.68		  5.94   	  -5.09		
-43.64   	-19.84   	 41.24   	-539.16		  5.92   	  -5.09		
-33.87   	-20.45   	 39.08   	-523.90		  5.90   	  -5.09		
-24.72   	-19.84   	 36.99   	-508.65		  5.88   	  -5.09		
-20.45   	-18.01   	 34.95   	-498.47		  5.86   	  -5.09		
-21.36   	-15.56   	 32.96   	-488.30		  5.84   	   0.00		
-25.63   	-13.73   	 31.01   	-478.13		  5.84   	   0.00		
-30.52   	-13.12   	 29.09   	-457.78		  5.84   	   5.09		
-33.57   	-13.43   	 27.26   	-447.61		  5.86   	   0.00		
-34.18   	-13.73   	 25.47   	-427.26		  5.86   	   5.09		
-32.96   	-13.12   	 23.76   	-422.18		  5.88   	   5.09		
-29.91   	-10.99   	 22.08   	-412.00		  5.90   	   5.09		
-26.25   	 -8.85   	 20.43   	-406.92		  5.92   	   5.09		
-22.89   	 -7.63   	 18.80   	-396.74		  5.94   	   5.09		
-21.67   	 -7.63   	 17.21   	-386.57		  5.96   	  10.17		
-22.58   	 -7.93   	 15.67   	-366.22		  6.00   	  10.17		
-24.41   	 -7.32   	 14.20   	-335.71		  6.04   	   5.09		
-25.33   	 -5.80   	 12.86   	-305.19		  6.06   	  10.17		
-25.63   	 -5.19   	 11.64   	-264.50		  6.10   	   5.09		
-25.94   	 -6.41   	 10.58   	-218.72		  6.12   	   5.09		
-28.08   	 -8.85   	  9.70   	-172.94		  6.14   	   0.00		
-31.13   	-10.99   	  9.01   	-132.25		  6.14(V)	   0.00		
-33.26   	-10.38   	  8.48   	 -96.64		  6.14   	  -5.09		
-31.43   	 -7.32   	  8.10   	 -71.21		  6.12   	  -5.09		
-26.55   	 -3.66   	  7.81   	 -55.95		  6.10   	 -10.17		
-23.80   	 -2.75   	  7.59   	 -45.78		  6.06   	 -10.17		
-26.55   	 -4.27   	  7.41   	 -45.78		  6.02   	 -15.26		
-35.10   	 -7.02   	  7.22   	 -45.78		  5.96   	 -10.17		
