  I     	  LV     	  LV'		  RA     	  RA'		
-36.32   	 14.18   	  50.86		 11.43   	 101.73		
-57.98   	 14.38   	  45.78		 11.84   	 111.90		
-76.90   	 14.57   	  45.78		 12.29   	 111.90		
-87.28   	 14.75   	  35.61		 12.74   	 111.90		
-87.28   	 14.89   	  25.43		 13.18   	 111.90		
-80.87   	 14.99   	  15.26		 13.63   	 111.90		
-74.46   	 15.06   	   5.09		 14.08   	 106.82		
-72.94   	 15.08   	   0.00		 14.51   	 106.82		
-76.29   	 15.08   	  -5.09		 14.93   	  96.64		
-80.26   	 15.06   	 -15.26		 15.32   	  91.56		
-81.18   	 14.99   	 -10.17		 15.69   	  86.47		
-79.65   	 14.95   	  -5.09		 16.03   	  76.30		
-78.13   	 14.93   	   0.00		 16.34   	  66.12		
-78.74   	 14.93   	   5.09		 16.60   	  66.12		
-81.79   	 14.95   	  10.17		 16.87   	  55.95		
-83.31   	 14.99   	  15.26		 17.09   	  50.86		
-82.40   	 15.06   	   5.09		 17.29   	  50.86		
-81.48   	 15.08   	   5.09		 17.50   	  40.69		
-86.06   	 15.10   	 -10.17		 17.66   	  35.61		
-100.71   	 15.06   	 -20.35		 17.80   	  35.61		
-124.82   	 14.97   	 -40.69		 17.94   	  25.43		
-152.59   	 14.81   	 -55.95		 18.05   	  25.43		
-175.48   	 14.59   	 -66.12		 18.15   	  15.26		
-186.46   	 14.32   	 -71.21		 18.21   	  10.17		
-179.75   	 14.04   	 -71.21		 18.25(V)	   0.00		
-147.40   	 13.75   	 -66.12		 18.25   	  -5.09		
-78.74   	 13.49   	 -55.95		 18.23   	 -15.26		
 34.48   	 13.27   	 -35.61		 18.17   	 -20.35		
188.60   	 13.12   	 -20.35		 18.09   	 -30.52		
357.97   	 13.04   	   0.00		 17.97   	 -35.61		
488.89   	 13.04(E)	  20.35		 17.82   	 -40.69		
521.24(R)	 13.12   	  40.69		 17.66   	 -35.61		
426.94   	 13.29   	  55.95		 17.52   	 -40.69		
237.73   	 13.51   	  71.21		 17.35   	 -40.69		
 37.23   	 13.79   	  81.38		 17.19   	 -40.69		
-85.14   	 14.12   	 101.73		 17.03   	 -35.61		
-92.77   	 14.53   	 111.90		 16.89   	 -35.61		
-22.28   	 14.97   	 132.25		 16.74   	 -35.61		
 53.10   	 15.50   	 162.77		 16.60   	 -25.43		
 79.65   	 16.15   	 198.37		 16.50   	 -25.43		
 52.80   	 16.95   	 244.15		 16.40   	 -15.26		
  0.92   	 17.92   	 300.10		 16.34   	 -10.17		
-44.25   	 19.13   	 371.31		 16.30   	  -5.09		
-68.36   	 20.61   	 447.61		 16.28   	   5.09		
-72.33   	 22.40   	 534.08		 16.30   	   5.09		
-62.87   	 24.54   	 620.55		 16.32   	  10.17		
-48.22   	 27.02   	 701.93		 16.36   	   5.09		
-36.32   	 29.83   	 778.23		 16.38   	   5.09		
-32.96   	 32.94   	 849.44		 16.40   	   5.09		
-37.54   	 36.34   	 895.22		 16.42   	   0.00		
-44.25   	 39.92   	 925.73		 16.42   	   0.00		
-45.47   	 43.62   	 946.08		 16.42   	  -5.09		
-40.89   	 47.41   	 946.08		 16.40   	  -5.09		
-34.48   	 51.19   	 951.17		 16.38   	  -5.09		
-30.82   	 54.99   	 961.34		 16.36   	  -5.09		
-30.82   	 58.84   	 986.77		 16.34   	  -5.09		
-32.96   	 62.79   	1032.55		 16.32   	  -5.09		
-33.26   	 66.92   	1078.33		 16.30   	 -15.26		
-29.60   	 71.23   	1124.11		 16.24   	 -15.26		
-21.67   	 75.73   	1154.62		 16.17   	 -25.43		
-12.82   	 80.35   	1169.88		 16.07   	 -25.43		
 -6.41   	 85.03   	1144.45		 15.97   	 -40.69		
 -3.97   	 89.60   	1093.59		 15.81   	 -40.69		
 -2.75   	 93.98   	1027.46		 15.65   	 -50.86		
  0.31   	 98.09   	 935.91		 15.44   	 -50.86		
  6.71   	101.83   	 844.35		 15.24   	 -55.95		
 15.87   	105.21   	 757.88		 15.02   	 -61.04		
 26.55   	108.24   	 681.58		 14.77   	 -61.04		
 36.62   	110.97   	 620.55		 14.53   	 -61.04		
 43.95   	113.45   	 574.77		 14.28   	 -61.04		
 46.69   	115.75   	 544.25		 14.04   	 -66.12		
 46.39   	117.92   	 518.82		 13.77   	 -55.95		
 46.39   	120.00   	 503.56		 13.55   	 -61.04		
 52.80   	122.01   	 478.13		 13.31   	 -55.95		
 68.36   	123.93   	 457.78		 13.08   	 -55.95		
 89.11   	125.76   	 427.26		 12.86   	 -50.86		
108.03   	127.47   	 396.74		 12.66   	 -35.61		
119.93   	129.05   	 356.05		 12.51   	 -35.61		
125.73   	130.48   	 315.36		 12.37   	 -15.26		
130.31   	131.74   	 274.67		 12.31   	  -5.09		
137.63   	132.84   	 233.98		 12.29   	   5.09		
149.23   	133.77   	 193.29		 12.31   	  25.43		
163.27   	134.55   	 147.51		 12.41   	  35.61		
177.92   	135.14   	 111.90		 12.55   	  50.86		
190.12   	135.58   	  86.47		 12.76   	  66.12		
197.75   	135.93   	  71.21		 13.02   	  81.38		
198.67   	136.22   	  71.21		 13.35   	  86.47		
192.87   	136.50   	  81.38		 13.69   	 101.73		
181.27   	136.83   	 101.73		 14.10   	 106.82		
165.41   	137.23   	 106.82		 14.53   	 116.99		
146.18   	137.66   	 111.90		 14.99   	 116.99		
124.82   	138.11   	  81.38		 15.46   	 122.07		
102.54   	138.43   	  45.78		 15.95   	 116.99		
 81.48   	138.62(S)	 -15.26		 16.42   	 116.99		
 61.04   	138.55   	 -86.47		 16.89   	 106.82		
 39.98   	138.21   	-162.77		 17.31   	 101.73		
 17.70   	137.56   	-233.98		 17.72   	  91.56		
 -3.97   	136.62   	-295.01		 18.09   	  76.30		
-21.67   	135.44   	-340.79		 18.39   	  76.30		
-34.48   	134.08   	-366.22		 18.70   	  61.04		
-43.03   	132.61   	-366.22		 18.94   	  50.86		
-50.96   	131.15   	-350.97		 19.15   	  40.69		
-60.12   	129.75   	-325.53		 19.31   	  35.61		
-69.89   	128.44   	-284.84		 19.45   	  25.43		
-79.04   	127.30   	-249.24		 19.55   	  15.26		
-86.06   	126.31   	-223.80		 19.61   	  10.17		
-91.25   	125.41   	-208.54		 19.65   	   5.09		
-95.83   	124.58   	-198.37		 19.67   	   0.00		
-99.49   	123.78   	-208.54		 19.67   	  -5.09		
-101.93   	122.95   	-233.98		 19.65   	 -10.17		
-104.06   	122.01   	-269.58		 19.61   	 -10.17		
-108.03   	120.94   	-315.36		 19.57   	 -15.26		
-116.88   	119.67   	-371.31		 19.51   	 -10.17		
-128.17   	118.19   	-432.35		 19.47   	 -15.26		
-137.02   	116.46   	-493.39		 19.41   	 -10.17		
-138.85   	114.49   	-549.34		 19.37   	 -15.26		
-133.36   	112.29   	-615.46		 19.31   	 -10.17		
-125.12   	109.83   	-671.41		 19.27   	 -15.26		
-119.02   	107.14   	-727.36		 19.21   	 -15.26		
-117.19   	104.23   	-778.23		 19.15   	 -10.17		
-118.10   	101.12   	-808.75		 19.10   	 -15.26		
-119.32   	 97.88   	-829.09		 19.04   	 -15.26		
-119.02   	 94.57   	-854.52		 18.98   	 -20.35		
-117.80   	 91.15   	-885.04		 18.90   	 -15.26		
-115.66   	 87.61   	-940.99		 18.84   	 -20.35		
-111.69   	 83.85   	-1027.46		 18.76   	 -25.43		
-105.90   	 79.74   	-1124.11		 18.66   	 -25.43		
-98.88   	 75.24   	-1236.01		 18.56   	 -30.52		
-94.30   	 70.29   	-1342.82		 18.43   	 -40.69		
-95.83   	 64.92   	-1424.21		 18.27   	 -40.69		
-104.98   	 59.23   	-1480.16		 18.11   	 -55.95		
-118.10   	 53.31   	-1490.33		 17.88   	 -61.04		
-127.26   	 47.34   	-1464.90		 17.64   	 -71.21		
-126.34   	 41.49   	-1388.60		 17.35   	 -81.38		
-117.49   	 35.93   	-1286.87		 17.03   	 -96.64		
-108.03   	 30.78   	-1149.54		 16.64   	-106.82		
-106.51   	 26.19   	-1002.03		 16.22   	-111.90		
-112.92   	 22.18   	-854.52		 15.77   	-127.16		
-120.54   	 18.76   	-707.02		 15.26   	-132.25		
-122.38   	 15.93   	-574.77		 14.73   	-137.33		
-117.19   	 13.63   	-462.87		 14.18   	-142.42		
-110.78   	 11.78   	-371.31		 13.61   	-152.59		
-108.64   	 10.29   	-300.10		 13.00   	-152.59		
-110.47   	  9.09   	-244.15		 12.39   	-152.59		
-111.08   	  8.12   	-213.63		 11.78   	-157.68		
-107.12   	  7.26   	-193.29		 11.15   	-152.59		
-100.71   	  6.49   	-172.94		 10.54   	-157.68		
-96.44   	  5.80   	-162.77		  9.91   	-147.51		
-98.27   	  5.15   	-142.42		  9.32   	-147.51		
-104.37   	  4.58   	-116.99		  8.73   	-132.25		
-109.86   	  4.11   	 -86.47		  8.20   	-127.16		
-110.17   	  3.76   	 -45.78		  7.69   	-111.90		
-104.06   	  3.58(D)	   0.00		  7.24   	 -96.64		
-93.99   	  3.58   	  50.86		  6.86   	 -76.30		
-83.92   	  3.78   	 106.82		  6.55   	 -61.04		
-77.82   	  4.21   	 152.59		  6.31   	 -35.61		
-76.60   	  4.82   	 188.20		  6.16   	 -20.35		
-79.04   	  5.57   	 213.63		  6.08   	  -5.09		
-81.18   	  6.43   	 228.89		  6.06   	  10.17		
-78.74   	  7.34   	 228.89		  6.10   	  25.43		
-71.41   	  8.26   	 208.54		  6.21   	  35.61		
-62.26   	  9.09   	 193.29		  6.35   	  50.86		
-56.15   	  9.87   	 167.85		  6.55   	  66.12		
-56.15   	 10.54   	 137.33		  6.82   	  76.30		
-59.81   	 11.09   	 116.99		  7.12   	  91.56		
-63.48   	 11.56   	 101.73		  7.49   	 101.73		
-63.48   	 11.96   	  91.56		  7.89   	 116.99		
-59.51   	 12.33   	  91.56		  8.36   	 132.25		
-53.41   	 12.70   	  96.64		  8.89   	 137.33		
-47.00   	 13.08   	 106.82		  9.44   	 147.51		
-40.89   	 13.51   	 122.07		 10.03   	 152.59		
-36.01   	 14.00   	 127.16		 10.64   	 162.77		
-32.96   	 14.51   	 137.33		 11.29   	 162.77		
-34.79   	 15.06   	 142.42		 11.94   	 162.77		
-42.11   	 15.63   	 137.33		 12.59   	 167.85		
-54.02   	 16.17   	 127.16		 13.27   	 172.94		
-68.66   	 16.68   	 111.90		 13.96   	 172.94		
-83.92   	 17.13   	  96.64		 14.65   	 172.94		
-98.27   	 17.52   	  81.38		 15.34   	 172.94		
-109.86   	 17.84   	  55.95		 16.03   	 172.94		
-117.49   	 18.07   	  45.78		 16.72   	 172.94		
-120.24   	 18.25   	  30.52		 17.42   	 167.85		
-119.32   	 18.37   	  25.43		 18.09   	 157.68		
-116.58   	 18.47   	  20.35		 18.72   	 157.68		
-114.44   	 18.56   	  30.52		 19.35   	 142.42		
-113.53   	 18.68   	  35.61		 19.92   	 137.33		
-112.30   	 18.82   	  50.86		 20.47   	 127.16		
-110.17   	 19.02   	  61.04		 20.98   	 122.07		
-107.73   	 19.27   	  76.30		 21.46   	 106.82		
-105.90   	 19.57   	  86.47		 21.89   	 101.73		
-105.59   	 19.92   	  96.64		 22.30   	  91.56		
-106.51   	 20.31   	  96.64		 22.67   	  81.38		
-107.73   	 20.69   	 101.73		 22.99   	  76.30		
-108.64   	 21.10   	 101.73		 23.30   	  66.12		
-110.47   	 21.51   	 101.73		 23.56   	  61.04		
-116.88   	 21.91   	  91.56		 23.80   	  61.04		
-129.09   	 22.28   	  91.56		 24.05   	  50.86		
-145.57   	 22.64   	  81.38		 24.25   	  50.86		
-162.35   	 22.97   	  81.38		 24.46   	  50.86		
-175.78   	 23.30   	  81.38		 24.66   	  40.69		
-180.97   	 23.62   	  76.30		 24.82   	  40.69		
-172.42   	 23.93   	  76.30		 24.98   	  35.61		
-140.08   	 24.23   	  76.30		 25.13   	  25.43		
-72.02   	 24.54   	  71.21		 25.23   	  20.35		
 37.84   	 24.82   	  71.21		 25.31   	  10.17		
181.88   	 25.11   	  71.21		 25.35(V)	   0.00		
330.20   	 25.39   	  66.12		 25.35   	  -5.09		
432.43   	 25.66   	  66.12		 25.33   	 -15.26		
440.06   	 25.92   	  71.21		 25.27   	 -20.35		
340.27   	 26.21   	  76.30		 25.19   	 -25.43		
171.81   	 26.51   	  91.56		 25.09   	 -15.26		
  9.16   	 26.88   	 111.90		 25.03   	 -15.26		
-78.13   	 27.32   	 137.33		 24.96   	 -15.26		
-71.72   	 27.87   	 167.85		 24.90   	  -5.09		
-10.38   	 28.55   	 203.46		 24.88   	   0.00		
 46.69   	 29.36   	 244.15		 24.88   	  -5.09		
 61.95   	 30.34   	 289.93		 24.86   	   0.00		
 35.10   	 31.50   	 330.62		 24.86   	  -5.09		
-10.38   	 32.82   	 386.57		 24.84   	 -10.17		
-51.57   	 34.36   	 447.61		 24.80   	 -10.17		
-76.60   	 36.15   	 513.73		 24.76   	 -15.26		
-84.53   	 38.21   	 584.94		 24.70   	 -15.26		
-78.13   	 40.55   	 666.32		 24.64   	 -15.26		
-65.61   	 43.21   	 747.71		 24.58   	 -15.26		
-55.24   	 46.21   	 824.00		 24.52   	 -15.26		
-52.80   	 49.50   	 900.30		 24.46   	 -15.26		
-56.46   	 53.10   	 976.60		 24.39   	 -15.26		
-59.51   	 57.01   	1052.90		 24.33   	 -15.26		
-57.07   	 61.22   	1124.11		 24.27   	 -10.17		
-50.66   	 65.72   	1205.49		 24.23   	 -15.26		
-44.86   	 70.54   	1266.53		 24.17   	 -15.26		
-42.72   	 75.60   	1322.48		 24.11   	 -25.43		
-43.64   	 80.89   	1337.74		 24.01   	 -25.43		
-44.86   	 86.25   	1332.65		 23.91   	 -35.61		
-44.25   	 91.58   	1281.79		 23.76   	 -40.69		
-41.20   	 96.70   	1210.58		 23.60   	 -45.78		
-37.23   	101.55   	1108.85		 23.42   	 -50.86		
-34.48   	105.98   	1002.03		 23.21   	 -55.95		
-32.96   	109.99   	 890.13		 22.99   	 -55.95		
-31.74   	113.55   	 788.40		 22.77   	 -50.86		
-28.69   	116.70   	 712.10		 22.56   	 -55.95		
-22.28   	119.55   	 651.07		 22.34   	 -55.95		
-14.65   	122.16   	 620.55		 22.12   	 -50.86		
 -7.63   	124.64   	 615.46		 21.91   	 -50.86		
 -3.05   	127.10   	 625.63		 21.71   	 -50.86		
  0.00   	129.60   	 651.07		 21.51   	 -45.78		
  4.27   	132.21   	 671.41		 21.32   	 -45.78		
 10.38   	134.89   	 676.50		 21.14   	 -40.69		
 18.01   	137.60   	 671.41		 20.98   	 -35.61		
 25.33   	140.28   	 640.89		 20.83   	 -30.52		
 31.74   	142.85   	 590.03		 20.71   	 -25.43		
 37.54   	145.21   	 518.82		 20.61   	 -20.35		
 43.33   	147.28   	 437.43		 20.53   	 -15.26		
 50.05   	149.03   	 340.79		 20.47   	  -5.09		
 57.37   	150.40   	 254.32		 20.45   	  -5.09		
 65.31   	151.41   	 183.11		 20.43   	   5.09		
 73.85   	152.15   	 132.25		 20.45   	  10.17		
 83.01   	152.67   	 122.07		 20.49   	  15.26		
 92.47   	153.16   	 142.42		 20.55   	  25.43		
101.32   	153.73   	 178.03		 20.65   	  30.52		
108.95   	154.44   	 233.98		 20.77   	  35.61		
114.14   	155.38   	 279.75		 20.92   	  40.69		
116.88   	156.50   	 315.36		 21.08   	  50.86		
116.88   	157.76   	 325.53		 21.28   	  50.86		
114.14   	159.06   	 300.10		 21.49   	  55.95		
109.25   	160.26   	 254.32		 21.71   	  55.95		
101.93   	161.28   	 167.85		 21.93   	  61.04		
 92.16   	161.95   	  71.21		 22.18   	  66.12		
 80.87   	162.24   	 -40.69		 22.44   	  61.04		
 68.97   	162.07   	-137.33		 22.69   	  71.21		
 57.37   	161.53   	-223.80		 22.97   	  66.12		
 45.17   	160.63   	-289.93		 23.23   	  71.21		
 31.74   	159.47   	-330.62		 23.52   	  71.21		
 17.09   	158.15   	-345.88		 23.80   	  71.21		
  2.75   	156.76   	-345.88		 24.09   	  76.30		
-10.68   	155.38   	-320.45		 24.39   	  71.21		
-22.28   	154.10   	-284.84		 24.68   	  71.21		
-32.35   	152.96   	-254.32		 24.96   	  71.21		
-42.11   	151.94   	-218.72		 25.25   	  66.12		
-50.66   	151.07   	-193.29		 25.51   	  71.21		
-57.98   	150.29   	-178.03		 25.80   	  66.12		
-62.87   	149.58   	-167.85		 26.06   	  66.12		
-66.22   	148.91   	-167.85		 26.33   	  61.04		
-69.58   	148.24   	-183.11		 26.57   	  61.04		
-73.24   	147.51   	-198.37		 26.82   	  61.04		
-76.29   	146.71   	-223.80		 27.06   	  55.95		
-78.43   	145.82   	-259.41		 27.28   	  50.86		
-79.65   	144.78   	-300.10		 27.49   	  50.86		
-81.18   	143.58   	-340.79		 27.69   	  50.86		
-83.62   	142.22   	-381.48		 27.89   	  45.78		
-86.06   	140.69   	-432.35		 28.08   	  45.78		
-86.36   	138.96   	-473.04		 28.26   	  45.78		
-83.62   	137.07   	-508.65		 28.44   	  40.69		
-78.74   	135.04   	-554.42		 28.61   	  35.61		
-74.46   	132.82   	-595.11		 28.75   	  40.69		
-72.63   	130.44   	-630.72		 28.91   	  35.61		
-73.24   	127.91   	-666.32		 29.05   	  30.52		
-75.38   	125.25   	-701.93		 29.18   	  30.52		
-76.90   	122.44   	-717.19		 29.30   	  30.52		
-76.90   	119.57   	-737.54		 29.42   	  30.52		
-75.68   	116.62   	-752.79		 29.54   	  35.61		
-74.16   	113.61   	-788.40		 29.68   	  30.52		
-72.33   	110.46   	-849.44		 29.81   	  35.61		
-70.80   	107.06   	-925.73		 29.95   	  35.61		
-68.66   	103.36   	-1027.46		 30.09   	  40.69		
-66.53   	 99.25   	-1124.11		 30.25   	  45.78		
-64.70   	 94.75   	-1210.58		 30.44   	  50.86		
-64.09   	 89.91   	-1281.79		 30.64   	  55.95		
-64.70   	 84.78   	-1317.39		 30.86   	  61.04		
-65.61   	 79.51   	-1302.13		 31.11   	  61.04		
-66.22   	 74.30   	-1251.27		 31.35   	  71.21		
-66.83   	 69.30   	-1154.62		 31.64   	  66.12		
-67.44   	 64.68   	-1032.55		 31.90   	  76.30		
-68.66   	 60.55   	-890.13		 32.21   	  76.30		
-69.58   	 56.99   	-742.62		 32.51   	  71.21		
-69.58   	 54.02   	-595.11		 32.80   	  71.21		
-68.05   	 51.64   	-467.95		 33.08   	  66.12		
-65.92   	 49.77   	  N/A		 33.35   	  N/A		
